0BOD	57.247	17.059	238 	 8.441142 	 1.842915 	 8.055381 	 3.708085 	 -0.009745 	 -3.717830 	 0.313701 	 0
0LOD	55.767	12.996	246 	 5.663618 	 1.820707 	 5.343252 	 1.969103 	 0.042472 	 -1.926631 	 0.331717 	 0
0OXE	58.671	17.107	219 	 9.780567 	 1.977487 	 10.007536 	 5.023314 	 -0.325402 	 -5.348716 	 -0.015016 	 0
0SKL	55.475	14.279	219 	 5.343008 	 1.872979 	 4.537239 	 1.492097 	 0.127330 	 -1.364767 	 0.573042 	 0
0SKN	55.414	12.858	246 	 4.931335 	 1.856368 	 4.442795 	 1.459975 	 0.047302 	 -1.412673 	 0.438355 	 0
0STR	58.937	11.181	197 	 9.531144 	 1.828321 	 9.594639 	 5.430310 	 -0.184007 	 -5.614318 	 0.061069 	 0
1NSU	31.751	-93.098	257 	 5.779238 	 3.519978 	 4.102758 	 0.158343 	 0.295848 	 0.137505 	 0.711732 	 0
1ULM	32.529	-92.076	278 	 9.004640 	 3.909346 	 8.454003 	 -2.657063 	 0.249920 	 2.906983 	 0.353619 	 0
7ODM	34.116	-117.093	226 	 6.446473 	 2.111457 	 5.881115 	 1.188591 	 0.441682 	 -0.746909 	 0.419784 	 0
AASI	68.719	-52.793	197 	 11.756876 	 8.761087 	 5.433109 	 6.676386 	 5.072945 	 -1.603441 	 0.900275 	 0
AAUC	57.014	9.987	279 	 6.107749 	 1.845130 	 6.392429 	 1.894798 	 -0.207414 	 -2.102213 	 -0.006835 	 0
AB07	55.349	-160.477	236 	 4.887609 	 1.727905 	 5.171398 	 0.983681 	 -0.190813 	 -1.174494 	 0.007757 	 0
AB48	56.245	-134.647	188 	 5.877858 	 4.424649 	 4.978815 	 1.146610 	 0.150078 	 -0.996532 	 0.564033 	 0
ABEP	52.139	-4.571	207 	 10.175238 	 1.882036 	 9.533488 	 5.064264 	 0.350955 	 -4.713310 	 0.422715 	 0
ABER	57.144	-2.08	285 	 3.639305 	 1.821702 	 3.356769 	 0.782194 	 0.274476 	 -0.507718 	 0.399356 	 0
ABYW	52.424	-4.004	275 	 3.168135 	 2.008432 	 3.619446 	 -0.026956 	 0.324706 	 0.351662 	 0.076261 	 0
AC02	56.951	-154.183	185 	 4.606519 	 1.860917 	 4.412913 	 0.339221 	 -0.220783 	 -0.560004 	 0.303839 	 0
AC20	60.929	-149.353	209 	 12.593552 	 5.021249 	 9.517603 	 6.192053 	 1.501956 	 -4.690097 	 0.737133 	 0
AC27	59.253	-154.163	227 	 9.199324 	 3.117939 	 8.517312 	 3.473859 	 0.054268 	 -3.419591 	 0.380095 	 0
AC62	63.084	-146.313	236 	 11.566473 	 3.959399 	 9.131116 	 5.331342 	 1.087994 	 -4.243348 	 0.721487 	 0
ACOM	46.548	13.515	281 	 5.528633 	 2.551237 	 5.034895 	 1.714891 	 -0.092344 	 -1.807235 	 0.415617 	 0
ADE0	16.297	-61.086	187 	 9.442348 	 1.767885 	 9.292766 	 -2.653207 	 0.026381 	 2.679588 	 0.177555 	 0
ADE1	-34.729	138.647	290 	 6.895266 	 2.407957 	 6.496613 	 -1.884327 	 0.301849 	 2.186176 	 0.335380 	 0
ADRI	41.919	-84.024	308 	 5.534707 	 2.305634 	 4.883248 	 -1.484078 	 -0.219198 	 1.264880 	 0.474211 	 0
AFAL	46.527	12.175	272 	 5.909743 	 2.329464 	 5.417886 	 1.960584 	 -0.049877 	 -2.010460 	 0.399446 	 0
AGMT	34.594	-116.429	309 	 3.280271 	 2.222869 	 3.148194 	 0.050002 	 0.060370 	 0.010369 	 0.397045 	 0
AHID	42.773	-111.064	299 	 5.419978 	 3.104984 	 3.790478 	 -1.282542 	 -0.454715 	 0.827827 	 0.732350 	 0
AIGL	44.121	3.581	250 	 9.260041 	 2.232682 	 9.405372 	 1.616875 	 0.021191 	 -1.595684 	 0.054951 	 0
AINP	19.373	-155.458	272 	 6.394143 	 1.667798 	 6.311925 	 -1.373184 	 -0.102770 	 1.270414 	 0.179397 	 0
AKTO	-40.54	176.461	181 	 5.993369 	 1.461672 	 6.278976 	 -3.159747 	 0.411018 	 3.570765 	 -0.078113 	 0
ALAL	19.381	-155.592	220 	 6.690912 	 1.684448 	 6.948689 	 3.167210 	 -0.212960 	 -3.380171 	 -0.030106 	 0
ALAM	37.358	-115.158	295 	 3.617461 	 2.088443 	 3.185718 	 -0.250376 	 0.014013 	 0.264389 	 0.483054 	 0
ALCI	48.457	38.906	230 	 7.043191 	 4.333536 	 4.821654 	 1.424112 	 1.104964 	 -0.319148 	 0.739431 	 0
ALCO	38.698	-0.474	229 	 4.833896 	 1.806886 	 4.430268 	 -0.613410 	 -0.221303 	 0.392107 	 0.400954 	 0
ALEP	19.541	-155.644	238 	 4.633501 	 1.635654 	 4.393511 	 0.121075 	 -0.136723 	 -0.257798 	 0.319428 	 0
ALME	36.853	-2.459	307 	 6.083756 	 1.960990 	 5.656123 	 1.658054 	 0.092285 	 -1.565769 	 0.371571 	 0
ALMR	36.863	-2.441	185 	 4.697503 	 1.979794 	 4.328461 	 -0.561879 	 -0.578847 	 -0.016968 	 0.389811 	 0
ALPP	34.824	-118.695	307 	 7.763047 	 2.292298 	 7.187644 	 1.140426 	 0.162610 	 -0.977816 	 0.389354 	 0
ALUT	40.584	-111.62	195 	 4.761735 	 2.498430 	 3.418509 	 -0.527716 	 -0.204049 	 0.323667 	 0.724144 	 0
ALX2	31.197	29.911	292 	 5.996382 	 1.861179 	 5.855730 	 -0.459720 	 0.109740 	 0.569461 	 0.229877 	 0
AMBE	54.434	-2.965	250 	 4.194106 	 1.713850 	 4.256893 	 0.669963 	 0.243916 	 -0.426047 	 0.167407 	 0
AMER	51.677	-0.559	243 	 4.457221 	 1.892522 	 3.721104 	 1.372088 	 0.264856 	 -1.107232 	 0.569141 	 0
AMUR	40.907	16.604	206 	 4.307200 	 2.929898 	 3.182814 	 -0.230859 	 -0.076042 	 0.154817 	 0.673789 	 0
ANA1	34.015	-119.363	301 	 7.283514 	 1.875717 	 6.852474 	 0.859726 	 0.117832 	 -0.741894 	 0.351765 	 0
AND1	69.326	16.135	285 	 5.509385 	 1.662735 	 5.498302 	 0.719172 	 0.002072 	 -0.717100 	 0.157559 	 0
ANDO	69.278	16.009	306 	 5.901597 	 1.654153 	 5.658119 	 1.582871 	 0.012501 	 -1.570369 	 0.284300 	 0
ANGE	47.472	-0.548	261 	 3.947873 	 2.013817 	 3.495184 	 0.568890 	 0.310294 	 -0.258596 	 0.466954 	 0
ANIP	19.396	-155.517	219 	 7.894365 	 1.686584 	 8.137750 	 3.849612 	 -0.198946 	 -4.048558 	 -0.039709 	 0
ANKR	39.887	32.758	284 	 9.686255 	 3.650763 	 9.876551 	 -2.876016 	 0.284070 	 3.160086 	 0.135814 	 0
ANTH	-30.68	26.716	244 	 9.097738 	 1.878082 	 9.553842 	 2.822144 	 -0.320464 	 -3.142608 	 -0.145727 	 0
