Station_code Lat Lon no_of_data_points rms_gps rms_grace rms_diff slope_gps slope_grace slope_diff corr_coeff error_message
CUHS 34.9426459095 -119.6739465209 43 17.183357 1.620453 17.566037 -7.947313 0.148959 8.096271 -0.191634 0
CUIB -15.5552616152 -56.0698669279 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
CVHS 34.0820103977 -117.9017149458 6 4.395690 1.261659 4.758677 34.394664 5.852001 -28.542663 -0.156074 0
DAEJ 36.3994287116 127.3744793869 307 6.379681 2.080364 6.688809 1.381436 -0.177563 -1.558999 0.010852 0
DAKA 14.6845446697 -17.4651045542 124 4.600071 2.694145 5.640375 -1.498094 0.215399 1.713493 -0.136960 0
DAKR 14.7212358024 -17.4394650278 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
DAM1 34.3339946346 -118.3973568724 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
DAM2 34.3348341698 -118.3968597433 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
DAMY 9.4227972044 42.0338584215 93 4.143635 1.819935 4.631807 -0.480506 0.946238 1.426744 -0.064431 0
DARR -12.8437051116 131.1327391331 149 6.545448 4.625926 4.996357 -0.916374 -0.536699 0.379675 0.648615 0
DARW -12.8437052828 131.1327390216 302 7.495888 5.017128 4.876047 -1.369882 -0.585869 0.784013 0.765586 0
DAR_ -12.8437115551 131.1327350696 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
DAV1 -68.5773229419 77.9726133689 291 8.614454 1.900938 8.778581 0.361046 -0.463559 -0.824605 0.023172 0
DAVR -68.5773229598 77.9726133675 108 4.126473 1.605507 3.844000 -0.646605 -0.547230 0.099374 0.364456 0
DDSN 43.1187911680 -123.2442405543 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
DENC 39.7671784698 -104.8697793717 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
DENT 50.9337051400 3.3996694424 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
DESC 32.8299189080 -116.6417984030 58 4.634218 1.676876 4.561493 0.143003 0.153922 0.010919 0.223952 0
DET1 42.2973484966 -83.0952960286 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
DGAR -7.2696856017 72.3702385017 259 4.866123 1.755681 4.864572 -0.860442 0.128065 0.988507 0.181282 0
DHLG 33.3898060831 -115.7880260984 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
DIAB 37.8785754780 -121.9156304605 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
DLFT 51.9860118732 4.3875627294 1 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
DNRC 39.1600875183 -75.5235990990 55 12.665411 1.398310 12.616793 -2.263111 0.225710 2.488821 0.089904 0
DOAR 17.0211392460 -99.6507401621 132 13.931410 3.301533 14.634317 -5.047891 0.380173 5.428064 -0.099782 0
DOUR 50.0948759229 4.5949505662 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
DQUA 34.1106574761 -94.2898976933 1 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
DRAG 31.5932000517 35.3920695568 50 49.956453 2.373253 49.909171 7.012329 0.439894 -6.572435 0.043667 0
DRAO 49.3226192247 -119.6249817408 309 6.237299 4.398117 4.605413 0.148360 -0.373391 -0.521751 0.675069 0
DRES 51.0298254035 13.7296913150 9 3.516197 0.959831 4.269547 8.156934 -0.458377 -8.615311 -0.732471 0
DRV1 36.9586563375 -76.5566423514 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
DS41 -35.4010827490 148.9815664036 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
DSEA 31.0369149854 35.3688242971 22 3.772171 1.709644 3.809034 0.528753 0.648704 0.119951 0.204946 0
DSHS 34.0239311770 -118.3485398904 58 5.076955 1.784974 5.161633 -1.314269 0.095758 1.410027 0.127957 0
DSME 33.0364775330 -117.2495358015 34 4.999149 1.687111 4.985803 1.784062 0.494092 -1.289970 0.176640 0
DSSC 33.7333303885 -116.7120873916 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
DUBO 50.2588090408 -95.8661803517 307 6.991895 3.233396 7.366515 0.885825 -0.860689 -1.746514 0.112261 0
DUBR 42.6499835225 18.1104347228 209 6.886604 3.222462 5.032859 0.465171 0.112627 -0.352545 0.731799 0
DUCK 36.1821516802 -75.7511974539 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
DUM1 -66.6650846037 140.0019334747 171 6.155455 1.642472 5.790801 -0.940676 0.027832 0.968508 0.348855 0
DVLS 33.6911353534 -117.0536231297 33 7.254914 2.054086 6.092913 1.702781 0.275866 -1.426915 0.661964 0
DWH1 47.7741042351 -122.0801556096 173 7.204320 3.861777 5.345053 -2.209020 -0.679644 1.529377 0.687346 0
DYHS 33.9379877985 -118.1259797450 55 25.065606 1.756438 24.844536 4.543334 0.014869 -4.528465 0.160345 0
EBRE 40.8208872518 .4923607779 9 8.724676 2.583785 7.110151 -1.658628 -0.540599 1.118029 0.715125 0
ECCO 33.8867513077 -118.3290231356 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
ECFS 33.6476834926 -117.4116931522 59 5.555706 1.776490 5.533831 -1.897641 0.101180 1.998821 0.172169 0
EDOC 70.3102700549 -148.3184843349 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
EGAN 39.3452445621 -114.9388527663 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
EIL1 64.6879384331 -147.1129671949 88 11.861961 2.766592 12.344456 5.126072 0.669435 -4.456637 -0.061331 0
EISL -27.1482090676 -109.3832931912 68 8.593575 1.227422 8.625682 -6.945373 0.160887 7.106260 0.045208 0
EKY1 27.6004175306 -82.7603222284 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
EKY2 27.6008594367 -82.7605999829 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
ELAT 29.5092792895 34.9205999838 276 8.069774 2.002485 7.658990 0.819334 0.548971 -0.270363 0.323989 0
ELEN 16.9160559415 -89.8676136688 158 5.749552 4.090470 5.935422 1.242251 -0.069460 -1.311711 0.309547 0
ELP3 31.6915155153 -106.2715670445 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
ELRO 33.1820083746 35.7706492749 291 5.431501 2.595267 5.007399 0.434341 0.580755 0.146414 0.395943 0
ENG1 29.8789626691 -89.9417276228 118 6.602098 2.417228 6.243007 -0.575926 0.848400 1.424325 0.327580 0
EPRT 44.9087095081 -66.9921304289 16 4.699558 2.198029 4.783685 -0.384294 -0.807402 -0.423108 0.195238 0
ERLA 39.0232054548 -84.6059072673 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
ESCO 42.6935749916 .9756651094 2 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
ESTI 13.0995357311 -86.3621278111 19 3.724805 3.234911 3.507096 9.370334 11.618453 2.248120 0.499572 0
EURK 79.9885360854 -85.9399243128 83 7.207682 1.826940 6.610152 5.902662 0.593160 -5.309503 0.440244 0
EUSK 50.6741310880 6.7635328086 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
EWPP 34.1041972764 -117.5255822059 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
FAA1 -17.5553120664 -149.6143025056 10 7.255266 0.775693 7.148398 5.343089 -0.245192 -5.588281 0.190214 0
FAIR 64.9779998801 -147.4992390371 309 8.989661 2.867861 7.846686 2.499551 0.504498 -1.995053 0.532719 0
FALE -13.8322143625 -171.9995256088 197 15.899613 1.136860 15.934463 -4.525697 -0.014056 4.511641 0.005063 0
FALK -51.6936519602 -57.8740673643 34 6.572179 1.241068 6.191121 5.882838 1.093523 -4.789315 0.392557 0
FARB 37.6972059419 -123.0007628860 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
FDTC 34.2452347748 -79.8128982915 5 5.827678 0.687433 6.223990 -9.179782 -0.242829 8.936953 -0.537133 0
FERN 35.3418725173 -112.4547360228 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
FFMJ 50.0905783603 8.6649674189 1 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
FGST 34.7330081362 -120.0093781693 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
FIE0 -76.1445935678 168.4235270433 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
FLIN 54.7255841715 -101.9780337470 308 11.104195 4.054080 13.173356 2.794053 -1.338962 -4.133016 -0.375396 0
FLM5 -77.5327302561 160.2714105766 14 4.159847 0.879559 4.013586 2.077450 0.575006 -1.502444 0.269086 0
FMC1 34.6973958178 -76.6831198038 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
FMC2 34.6976171107 -76.6832031268 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
FMVT 34.3563370591 -118.8840339338 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
FOOT 39.3693976577 -113.8053712403 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
FORT -3.8774457677 -38.4256124177 127 5.490024 3.282312 4.623744 0.497548 -0.344020 -0.841568 0.542035 0
FRED 36.9883324891 -112.4992162323 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
FREE 26.7025383586 -78.9925669727 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
FREI -62.1941026865 -58.9805021030 35 6.309740 1.454546 6.289280 -5.822881 0.748698 6.571579 0.129305 0
FREO 40.2016665169 -81.2578460350 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
FTP4 -78.9276737436 162.5647021644 14 4.448531 0.809830 4.172681 2.992884 0.480003 -2.512881 0.421089 0
FTS1 46.2048878461 -123.9560943278 42 5.514546 2.860136 6.332780 2.131809 -0.842296 -2.974105 -0.047980 0
FVPK 33.6623253392 -117.9357106101 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
FXHS 34.0806042388 -118.3594760887 25 5.600793 1.715989 5.530922 -1.962285 0.184794 2.147079 0.193655 0
FZHS 34.8001927565 -118.8933783217 3 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
GAIT 39.1339913006 -77.2209797677 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
GAL1 29.3298807458 -94.7368086791 28 5.218394 3.877526 8.154574 -11.100832 9.725190 20.826022 -0.598737 0
GALA -0.7426955593 -90.3036208649 11 39.794699 1.751969 39.384308 -211.536216 -5.602998 205.933218 0.255050 0
GARL 40.4165272685 -119.3554550216 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
GDAC 37.7754522220 -102.1800122972 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
GDEC 35.1894157564 -119.8636829927 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
GENO 44.4193868236 8.9211417277 1 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
GILB 32.4793364770 35.4164766278 34 5.245119 2.298967 4.212445 0.649391 0.194635 -0.454756 0.624124 0
GLPS -0.7429992572 -90.3036713018 259 4.553320 1.669103 4.978425 -1.155735 0.138953 1.294688 -0.083296 0
GLPT 37.2485403732 -76.4994560551 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
GLRS 33.2748126603 -115.5213710484 59 4.711058 1.790237 4.710301 -0.549920 0.087537 0.637457 0.190426 0
GLSV 50.3641822976 30.4967309449 17 6.008985 2.681867 6.498886 0.003113 1.204141 1.201028 0.033037 0
GMAS 27.7647830243 -15.6342696354 301 7.373463 1.812340 8.088294 -0.795308 0.179232 0.974540 -0.290647 0
GMPK 33.0510854829 -114.8273447515 1 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
GMRC 34.7839982318 -115.6602280627 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
GMSD 30.5564467890 131.0155621843 235 6.121713 1.554931 6.511609 1.103844 -0.420991 -1.524835 -0.131732 0
GNAA 62.1123833847 -145.9702170348 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
GNPS 34.3085565502 -114.1894494652 53 4.911889 1.982024 4.462060 0.471197 0.018439 -0.452757 0.418320 0
GOBS 45.8388191589 -120.8146752758 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
GODE 39.0217274888 -76.8268297290 309 5.541993 2.187874 5.292806 -0.849405 0.198182 1.047587 0.308725 0
GODN 39.0211785919 -76.8270937999 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
GODS 39.0205175853 -76.8273227853 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
GODZ 39.0217276175 -76.8268303215 309 6.130298 2.187874 6.009257 -1.215296 0.198182 1.413478 0.233225 0
GOL2 35.4251560601 -116.8892496864 247 5.274296 2.047415 4.899909 -0.685227 -0.039372 0.645855 0.370462 0
GOLD 35.4251560936 -116.8892494841 307 5.371329 2.417969 5.031040 -0.556336 0.090090 0.646426 0.361357 0
GOPE 49.9137036426 14.7856202095 19 3.269697 2.032589 3.204957 -0.226702 0.330542 0.557244 0.342358 0
GOSH 40.6401695240 -114.1796959746 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
GOUG -40.3488332096 -9.8807168630 181 14.700990 1.615665 14.820195 2.867301 -0.236130 -3.103432 -0.019129 0
GRAR 42.9888049208 -85.6743448287 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
GRAS 43.7547375916 6.9205728670 300 5.172419 2.124502 4.384980 0.457013 0.179745 -0.277268 0.547802 0
GRAZ 47.0671295364 15.4934794102 308 7.565386 2.830132 6.600492 -0.023431 0.018214 0.041646 0.506239 0
GRNR 63.8357607462 -148.9783375299 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
GUAM 13.5893292797 144.8683612243 303 5.313802 1.333099 5.423752 0.086680 -0.286587 -0.373267 0.042107 0
GUAO 43.4711077670 87.1773073096 275 6.440972 1.500541 6.081543 1.766695 0.330680 -1.436015 0.349334 0
GUAT 14.5904040991 -90.5201829225 261 6.727272 4.073175 6.028483 -1.506597 -0.139463 1.367134 0.465384 0
GUAX 28.8840580176 -118.2896814207 69 3.311176 1.382189 3.757410 -0.858938 0.012109 0.871047 -0.135885 0
GUS1 58.4174872058 -135.6973414979 6 40.695437 4.808224 37.831719 24.184681 1.610528 -22.574153 0.633707 0
GUS2 58.4177580547 -135.6970494079 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
GUST 41.4627511745 -80.7161875290 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
GUUG 13.4332082536 144.8027127007 232 4.616692 1.343280 4.580087 -0.560299 -0.317992 0.242307 0.172623 0
GVLT 34.8297128246 -82.3709424945 12 11.943901 3.050359 10.931731 0.293190 -2.174749 -2.467939 0.445455 0
GVRS 34.0474462338 -118.1128921305 13 4.804233 1.670862 4.525276 -2.075574 0.351377 2.426951 0.336002 0
GWEN 45.7826337739 -121.3275612189 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
HALY 29.1388668739 36.0999166447 74 5.029140 1.503704 4.908474 0.162711 0.492646 0.329935 0.228783 0
HAMD 34.8690833056 48.5343072699 42 6.268529 2.296905 6.334752 6.678310 3.286425 -3.391886 0.154226 0
HAMM 30.5130752894 -90.4676263504 146 6.269810 2.672595 6.372959 -1.296114 0.352241 1.648355 0.174219 0
HARB -25.8869627390 27.7072447813 298 363.606571 2.755084 363.400314 -8.664880 -0.504274 8.160606 0.078632 0
HARK -25.8871087164 27.7077580657 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
HART -25.8871033546 27.7077598671 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
HARV 34.4693989529 -120.6820619431 35 9.094988 2.116157 9.274747 -2.568150 0.280459 2.848609 0.030551 0
HBCO 33.7836446793 -118.2857920366 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
HBRK 38.3046497470 -97.2935234389 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
HCMN 34.7547742136 -116.4300734149 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
HCRO 40.8159172530 -121.4698992474 7 3.132453 2.209479 1.140058 55.549748 38.641956 -16.907792 0.967646 0
HEBE 40.5140998201 -111.3727161253 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
HELG 54.1744826239 7.8930942060 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
HERS 50.8673133527 .3362709212 308 5.601934 1.985714 5.177351 -0.496903 0.255932 0.752836 0.382951 0
HERT 50.8674801800 .3343545564 1 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
HFLK 47.3129039132 11.3860902936 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
HIL1 -31.8255226735 115.7385828412 287 12.230151 1.781910 12.906892 -4.657492 0.340711 4.998202 -0.317442 0
HILB 36.0528349464 -79.1025330352 5 7.745375 0.637535 7.405255 5.864128 0.057718 -5.806410 0.562934 0
HILO 19.7191822566 -155.0526935546 218 5.304548 1.683160 5.227738 -1.605182 -0.159660 1.445521 0.203957 0
HIPT 35.9656983101 -80.0135990729 4 9.343965 0.767179 8.988331 8.252434 -0.014774 -8.267208 0.495791 0
HKLO 35.6827546039 -95.8633834680 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
HKWS 22.4342805180 114.3353831088 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
HLFX 44.6835496577 -63.6112800596 297 5.398570 1.795577 5.061591 -1.176361 -0.083942 1.092418 0.348115 0
HNLC 21.3032879622 -157.8645451216 274 3.627877 1.775105 3.987788 -0.146315 -0.232713 -0.086398 0.031836 0
HNPS 33.7050063113 -115.6353345413 57 6.194522 1.904384 6.009664 -1.104362 0.055441 1.159804 0.249336 0
HNPT 38.5888162796 -76.1303723247 21 13.971938 1.980936 13.889653 -0.099392 0.327383 0.426775 0.112306 0
HOB1 -42.8039729178 147.4399967273 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
HOB2 -42.8047135146 147.4387340751 308 4.047744 1.725960 4.698156 -0.570975 0.424984 0.995959 -0.193917 0
HOBU 53.0506313325 10.4763008568 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
HOFN 64.2672919055 -15.1979206813 304 31.481801 5.162775 26.604417 12.439710 1.933653 -10.506057 0.953536 0
HOGS 35.8667140561 -120.4794949175 16 5.480575 1.583861 5.551602 -0.688065 0.357596 1.045661 0.099363 0
HOLB 50.6403543037 -128.1349960553 1 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
HOLC 34.4581853329 -117.8451576476 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
HOLM 70.7363039954 -117.7612361053 309 9.036436 1.936958 9.458898 2.802294 -0.387922 -3.190216 -0.116029 0
HOLP 33.9245382347 -118.1681665270 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
HOPB 38.9951836603 -123.0747241802 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
HORN -43.7773285872 170.1055103524 224 13.926838 1.795855 13.033732 4.767508 0.417613 -4.349895 0.545844 0
HOUS 29.7794194094 -95.4329911117 14 11.451821 2.651402 10.898323 -80.765313 -11.409573 69.355740 0.319475 0
HRAO -25.8901049928 27.6869803559 292 5.684460 2.776276 4.672165 -1.010666 -0.453730 0.556935 0.576356 0
HRM1 51.4537441805 -1.2838890768 98 4.998563 1.923731 4.154810 1.939813 0.599774 -1.340039 0.594013 0
HRRN 37.1747815700 38.9967822885 62 6.078396 3.098818 4.949840 5.849215 3.143975 -2.705240 0.585285 0
HRST 49.6674454526 -83.5110476437 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
HUEG 47.8339487329 7.5961676285 1 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
HVLK 37.6514678975 -99.1067588482 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
HVYS 34.4412304063 -119.1875396680 58 6.397121 1.710235 6.574637 -2.554746 0.140289 2.695035 0.028436 0
HYDE 17.4172587690 78.5508698903 294 6.736733 5.177746 4.593313 -0.991105 -0.445547 0.545558 0.732404 0
IAVH 33.9763241031 -6.8667839600 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
IENG 45.0151327724 7.6394055504 262 5.561686 2.134009 4.506206 0.446167 0.183172 -0.262994 0.639517 0
IFRN 33.5396257846 -5.1084645169 150 4.728495 1.610432 4.462062 1.059574 0.292667 -0.766908 0.331071 0
IID2 32.7061693346 -115.0318022488 61 9.916154 1.941007 9.986143 -2.829105 0.074889 2.903994 0.061685 0
IISC 13.0211654608 77.5703749015 288 6.939209 3.717127 4.851507 -1.332105 -0.251229 1.080876 0.744992 0
IMPS 34.1575636672 -115.1450992099 35 5.268783 2.152975 5.434499 -1.008935 0.243942 1.252877 0.126133 0
IMPZ -5.4917647962 -47.4972349919 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
INEG 21.8561536528 -102.2842029741 74 17.473667 3.090699 16.950087 -26.506659 -1.017114 25.489544 0.255306 0
INVK 68.3061851500 -133.5269611400 19 8.601319 2.013231 7.955217 0.220747 0.385620 0.164873 0.425905 0
IQQE -20.2735411969 -70.1317139120 179 24.275691 2.643507 24.259338 7.129456 -0.141085 -7.270541 0.060632 0
IRKJ 52.2190205375 104.3161829897 288 8.666861 1.897333 8.458261 -0.872698 -0.393195 0.479503 0.218080 0
IRKM 52.2190240671 104.3162413430 192 8.432278 1.511194 8.265412 0.618258 -0.259778 -0.878036 0.198935 0
IRKT 52.2190243131 104.3162397997 307 8.017340 1.863954 7.870316 0.256605 -0.380562 -0.637167 0.194400 0
ISPA -27.1249829124 -109.3444099719 224 5.352638 1.706446 5.370626 -0.189219 0.408496 0.597716 0.148843 0
ISTA 41.1044475948 29.0193404556 274 7.441816 3.445402 6.129861 0.090824 0.234908 0.144083 0.578708 0
IUCO 39.1740647850 -86.5064478660 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
IVCO 32.8293813954 -115.5067881099 5 3.115269 1.451451 3.560414 0.841726 2.833022 1.991297 -0.095644 0
IZAD 33.8106880419 42.4321992803 6 2.535284 1.525362 3.511936 -3.821604 2.979451 6.801054 -0.462774 0
IZBA 30.5568771236 47.6703924149 19 6.661547 1.408541 6.920332 -8.049368 0.350405 8.399773 -0.081572 0
IZTL 30.9465941162 46.1068810186 8 5.687304 0.841486 5.818759 -2.917488 0.866093 3.783581 -0.084043 0
JAB1 -12.6588494347 132.8938973879 157 6.923315 5.090126 5.574963 -2.434004 -0.302573 2.131432 0.606708 0
JAMA 17.9390230967 -76.7808721210 54 6.314737 1.700586 6.182222 -2.068557 0.149622 2.218179 0.211758 0
JCT1 30.4794074515 -99.8010751501 124 4.750141 1.949078 4.803120 0.407587 -0.179488 -0.587075 0.177827 0
JOEN 62.3911728841 30.0961565732 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
JOZ2 52.0978361021 21.0323517842 285 10.072732 2.696684 9.508554 2.689423 -0.166345 -2.855768 0.337213 0
JOZE 52.0972746001 21.0315380601 303 5.663059 2.683805 5.085665 0.243489 -0.172182 -0.415670 0.441129 0
JPLM 34.2048195449 -118.1732247460 309 4.669592 2.120874 4.964791 -0.284282 0.126283 0.410564 0.083507 0
JRO1 46.2751253074 -122.2176147009 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
JSLM 31.7711531383 35.2024517031 29 7.807873 2.385909 6.742841 2.509454 0.550065 -1.959389 0.568728 0
JTNT 33.0172004395 -100.9771449845 7 2.123669 1.564922 2.975947 -0.226444 0.778583 1.005027 -0.285450 0
KABR 33.0228158621 35.1450582652 295 6.088015 2.463467 5.702899 1.409287 0.523385 -0.885902 0.353707 0
KAGA 69.2223013646 -49.8146293121 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
KAN1 39.1258784346 -95.4021000323 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
KARA -43.6083871028 169.7751621685 270 6.938095 1.791214 6.346044 1.819297 0.357915 -1.461381 0.445513 0
KARL 49.0112444466 8.4112572926 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
KARR -20.9814311591 117.0971906197 308 4.729944 2.359203 4.720613 -0.645173 0.206046 0.851219 0.253341 0
KAT1 -14.3759992192 132.1532744312 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
KATZ 32.9952460770 35.6882836172 277 34.450460 2.553787 34.991671 -4.116049 0.700346 4.816395 -0.176525 0
KAYT 13.9868803410 120.9777400148 93 14.696822 2.423949 14.051073 2.692591 0.547713 -2.144878 0.343016 0
KELS 46.1181777521 -122.8960684451 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
KELY 66.9874182997 -50.9448377012 293 8.496663 8.911334 3.561938 2.776747 3.323697 0.546950 0.917353 0
KEN1 60.6750805702 -151.3501816629 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
KEN2 60.6748065195 -151.3501635785 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
KERG -49.3514667707 70.2555219743 300 4.408192 1.419539 4.247181 -0.007830 0.047744 0.055574 0.272365 0
KEW1 47.2270659664 -88.6243236021 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
KGN0 35.7067653711 139.4885321373 124 3.652042 1.367105 3.695418 0.381067 -0.246298 -0.627366 0.155253 0
KGNI 35.7103420561 139.4881207992 204 5.772254 1.570855 6.315215 0.777376 -0.267489 -1.044865 -0.225834 0
KHAJ 48.5214541373 135.0461560889 293 5.772846 2.494015 5.918238 0.320379 -0.511333 -0.831711 0.156982 0
KIR0 67.8775765198 21.0602420952 1 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
KIRI 1.3545822382 172.9228951774 271 5.679994 1.422014 5.567989 0.073344 -0.082079 -0.155423 0.203166 0
KIRU 67.8573512590 20.9684463241 307 22.508640 2.715447 23.365623 7.182345 -0.420165 -7.602510 -0.261283 0
KIT3 39.1347667824 66.8854447919 298 7.883849 3.285113 9.304239 -1.467964 0.187038 1.655002 -0.262976 0
KJUN 30.2213794547 -92.0451153626 138 13.324451 2.656725 14.091908 -3.710570 0.790748 4.501317 -0.197499 0
KLOP 50.2197644256 8.7299342717 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
KNGS 44.2186907695 -76.5172665806 51 4.473504 1.751520 4.276998 0.096662 -0.352572 -0.449234 0.305494 0
KOD1 57.6176920730 -152.1934272620 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
KODK 57.7351068591 -152.5013760408 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
KOK0 22.1267397488 -159.6648923456 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
KOK1 21.9834916033 -159.7581644704 155 4.025334 1.662616 4.341004 -0.215678 -0.053612 0.162066 0.009211 0
KOK2 21.9837698958 -159.7582524081 20 7.889605 1.724706 8.254079 -0.074625 0.678722 0.753347 -0.106905 0
KOKB 22.1262618496 -159.6649262566 303 4.865847 1.781385 4.984657 -0.373572 -0.259725 0.113847 0.115540 0
KOSG 52.1784254182 5.8096415599 16 3.141698 1.261803 3.166709 -0.556487 0.311259 0.867746 0.180915 0
KOU1 5.2521884579 -52.8059719120 110 5.288252 4.496347 3.641570 -1.432481 -2.379294 -0.946814 0.734334 0
KOUC -20.5586937976 164.2873358861 198 7.383263 1.371791 7.312941 -2.484875 -0.000071 2.484804 0.143918 0
KOUG 5.0984711842 -52.6397502748 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
KOUR 5.2521809196 -52.8059595447 307 7.958782 4.423996 5.900863 -1.533607 -0.521959 1.011647 0.682963 0
KR0G 67.8775751107 21.0602381724 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
