Station_code Lat Lon no_of_data_points rms_gps rms_grace rms_diff slope_gps slope_grace slope_diff corr_coeff error_message
P482 33.2401789611 -116.6714125400 1 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P483 33.0591636036 -116.5693252796 11 7.322568 1.898364 6.804326 3.347345 0.815358 -2.531987 0.392958 0
P484 33.3755926432 -116.6208393905 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P485 33.2102119666 -116.4090406610 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P486 33.2601915047 -116.3222875648 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P490 33.5234622659 -116.4259060496 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P491 33.5746787400 -116.2268256536 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P494 32.7596551320 -115.7320665479 42 5.775692 1.683766 5.980534 1.087484 0.072769 -1.014715 0.021949 0
P495 33.0449607002 -115.6283928579 1 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P496 32.7506263373 -115.5959531233 32 13.086138 1.701981 12.966600 8.113438 0.214729 -7.898709 0.134944 0
P497 32.8347351186 -115.5770310139 25 11.909813 1.666206 12.033614 5.395014 0.213220 -5.181794 -0.004736 0
P498 32.8984307823 -115.5695656697 11 11.745908 1.349904 11.401583 8.347513 0.051915 -8.295597 0.308798 0
P499 32.9796071267 -115.4879127707 3 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P500 32.6900469833 -115.2999320340 54 8.937577 1.773944 9.267713 4.660850 0.024406 -4.636445 -0.090299 0
P501 32.8757568253 -115.3979123764 17 8.204220 1.739535 7.677518 5.022221 0.104893 -4.917329 0.399079 0
P502 32.9824517730 -115.4219117106 2 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P504 33.5164100248 -115.7658479546 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P505 33.4238733764 -115.6870003538 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P506 33.0814310679 -115.5101976427 1 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P507 33.1999758489 -115.6124058165 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P508 33.2477800118 -115.4287058067 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P509 32.8906633454 -115.2939174360 10 5.974425 1.412010 5.417600 2.440669 0.049316 -2.391353 0.494143 0
P510 33.1435740354 -115.3433329733 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P511 33.8869346421 -115.2961016342 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P514 35.0107153495 -120.4097517121 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P515 34.8705547349 -120.2398529924 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P516 35.1062014815 -120.3833938775 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P523 35.3044503233 -120.8602749523 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P525 35.4257680740 -120.8081434481 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P526 35.6359753066 -120.8697392972 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P528 35.3278117680 -120.5454504699 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P576 35.6696625815 -120.9700019551 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P607 33.7410394201 -115.8206537084 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
PABH 47.2127995874 -124.2045820824 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
PADO 45.4111544188 11.8960633664 1 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
PALM -64.7750901609 -64.0511225448 301 22.725034 5.589164 17.624277 8.742785 2.105557 -6.637228 0.933168 0
PAMA -17.5667396741 -149.5745346505 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
PAR1 34.5786938490 -120.6435418596 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
PARA -25.4483683924 -49.2309548087 136 4.704037 2.602782 4.297448 0.720464 -0.030034 -0.750498 0.426116 0
PARC -53.1369549278 -70.8798821737 228 5.868328 2.189858 6.225651 -0.777231 0.624270 1.401501 0.018443 0
PARK -32.9987653372 148.2646115867 168 5.329902 2.237103 6.209094 0.154827 -0.688955 -0.843782 -0.215555 0
PASO 31.7697664526 -106.4139284956 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
PATT 31.7782728545 -95.7185096314 41 820.570695 2.201779 820.467814 155.165841 0.155227 -155.010615 0.048065 0
PBAI -0.0315984015 98.5262218485 110 16.175692 2.765458 14.031330 -10.421990 -1.909536 8.512454 0.809494 0
PBL1 37.8530535220 -122.4189439607 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
PBL2 37.8532251033 -122.4193928405 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
PBOC 70.2564018509 -148.3349157084 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
PDEL 37.7477495588 -25.6627633707 304 4.045221 2.081960 4.786118 -0.504474 0.301701 0.806174 -0.131118 0
PENC 47.7896021899 19.2815267438 1 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
PERT -31.8019669545 115.8852499352 308 7.475111 1.790715 8.028451 -2.334819 0.355396 2.690215 -0.200664 0
PETP 53.0667319007 158.6070771881 262 15.561725 2.634660 14.536534 -6.325022 -0.438764 5.886258 0.460952 0
PETR 53.0667465726 158.6069571411 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
PETS 53.0232999232 158.6501340491 224 9.139671 2.583438 8.747592 -3.777341 -0.251249 3.526092 0.289842 0
PFAN 47.5153276138 9.7846624735 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
PGC0 48.6486004569 -123.4510770367 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
PGC5 48.6485326290 -123.4511290146 1 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
PHLW 29.8615458897 31.3433971259 13 7.406508 1.717828 6.442059 -52.382375 -11.176166 41.206209 0.640849 0
PICL 51.4798087964 -90.1619741407 110 8.665560 2.603436 8.363368 3.694527 -0.899229 -4.593756 0.264268 0
PIE1 34.3015060811 -108.1189266735 293 4.989978 1.594587 4.987079 -1.164339 -0.059015 1.105324 0.161597 0
PIMO 14.6357197281 121.0777315654 274 6.229870 2.232353 5.858820 1.378598 -0.208540 -1.587138 0.340430 0
PIN1 33.6121551925 -116.4581569052 1 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
PIN2 33.6121471596 -116.4576151773 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
PIT1 40.5510449782 -79.6972320247 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
PKDB 35.9452367057 -120.5415537995 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
PKTN 39.0454707089 -83.0244049546 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
PLO1 32.6654057734 -117.2430515095 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
PLO2 32.6656152647 -117.2431746356 4 1.625532 0.730324 1.888130 -3.800834 -17.258603 -13.457769 -0.163965 0
PLO3 32.6654196380 -117.2430264744 119 17.370351 1.741260 17.140306 0.981883 -0.387281 -1.369165 0.181361 0
PLS1 47.6637706883 -114.1139256406 42 5.731552 3.434574 4.070255 -0.430582 -0.265770 0.164812 0.713218 0
PLTC 40.1815933189 -104.7259359872 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
PMHS 33.9026328976 -118.1536833445 49 6.470792 1.846217 6.267526 -0.688764 -0.040432 0.648332 0.251027 0
PMOB 33.3572382698 -116.8595427800 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
PNGM -2.0432291807 147.3660078071 44 4.186942 1.589486 4.416738 0.479313 -0.119293 -0.598606 0.041274 0
POHN 6.9599444538 158.2101141159 250 39.053667 1.322284 39.104008 -0.615153 -0.213716 0.401438 -0.021167 0
POL2 42.6797699459 74.6942645218 304 5.794974 2.584722 5.293894 1.105327 0.175061 -0.930266 0.408495 0
POLV 49.6026140567 34.5429309782 309 6.785453 4.030774 5.427677 0.346487 0.517725 0.171238 0.600166 0
POMM 35.9199093215 -120.4784317660 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
POR1 43.0710172019 -70.7095318213 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
POR2 43.0709592119 -70.7098427901 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
POT2 61.0563452133 -146.6966584782 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
POT3 61.0562605072 -146.6968303470 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
POTR 32.6184115461 -116.5908629728 138 7.559071 1.677481 7.512830 -2.857472 0.101569 2.959041 0.138440 0
POTS 52.3792971109 13.0660908033 309 8.260844 2.300375 7.748384 -0.238307 -0.041723 0.196584 0.355096 0
PPBF 33.8357255757 -117.1820860324 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
PPT1 37.1870836347 -122.3899485687 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
PRAT 43.8855617178 11.0991258450 1 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
PRCO 34.9798660666 -97.5192481085 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
PRDS 50.8713517470 -114.2934968743 304 5.676319 3.300046 5.051843 -0.728806 -0.551016 0.177790 0.469509 0
PRE1 -25.7463446023 28.2240389706 102 5.282534 2.572913 5.086554 1.616576 -0.086043 -1.702619 0.318288 0
PSAP 33.8192363068 -116.4939900537 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
PSKI -1.1246806476 100.3534040283 150 17.280374 1.629462 17.212434 -9.808319 -0.130247 9.678072 0.088761 0
PSMK -0.0893188160 97.8609053478 116 192.496970 3.808950 196.059024 100.811115 -1.992674 -102.803788 -0.933939 0
PSU1 40.8069001464 -77.8497996968 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
PTAL 49.2563287108 -124.8609566282 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
PTBB 52.2961894906 10.4597465790 309 4.963607 2.127069 4.666383 0.207920 0.028500 -0.179420 0.349817 0
PTLO -0.0545975039 98.2800371961 129 26.734111 3.372048 29.566041 15.289406 -1.816360 -17.105766 -0.821240 0
PTRB 37.9961732804 -123.0187159234 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
PUR2 18.4631917397 -67.0668363920 27 5.301610 1.714276 5.903173 -3.241836 1.037771 4.279607 -0.209148 0
PUR3 18.4629763634 -67.0669575377 157 155.822472 1.764776 155.883745 13.980309 -0.139831 -14.120140 -0.029065 0
PVE3 33.7432953077 -118.4042528517 5 3.910621 1.455805 2.976146 4.582580 1.106282 -3.476297 0.751337 0
PVEP 33.7432883336 -118.4042432228 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
PVHS 33.7794526384 -118.3721614423 60 6.507275 1.753980 6.676707 -1.603800 0.181129 1.784928 0.036914 0
PVRS 33.7738614017 -118.3205850967 60 5.211503 1.758155 4.901102 -0.150586 0.180212 0.330798 0.339972 0
PWEL 43.2367319733 -79.2196672535 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
QAQ1 60.7152636786 -46.0477634963 304 11.672197 10.053253 3.723096 4.322156 3.930468 -0.391688 0.952104 0
QIKI 67.5593397099 -64.0336682872 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
QUAD 50.1324942575 -125.3308319119 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
QUAR -43.5316777144 169.8158182624 281 5.543267 1.810542 5.738920 -0.753432 0.372022 1.125454 0.053340 0
QUI1 -0.2151567829 -78.4936077461 2 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
QUIN 39.9745542965 -120.9444272684 290 7.421642 3.491878 5.829614 0.115175 0.091603 -0.023572 0.642272 0
RAAP 33.0422354967 -116.9172483452 17 4.448702 1.740358 4.560409 1.322238 0.712284 -0.609954 0.130611 0
RABT 33.9981037482 -6.8542891322 308 5.926965 1.777763 5.743295 -1.739461 -0.027246 1.712215 0.251687 0
RALR 35.7869111858 -78.6387301944 7 6.090436 0.805816 5.746366 4.424547 -0.076317 -4.500864 0.481078 0
RAMO 30.5976054639 34.7631393286 306 5.475945 2.199440 5.011780 0.617501 0.574693 -0.042808 0.402921 0
RBAY -28.7955461640 32.0783846907 195 5.131132 1.703971 4.859263 -0.141082 -0.126033 0.015049 0.321366 0
RBUT 40.7810636557 -111.8087591180 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
RCA2 34.4999798421 -119.7199935412 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
RCM2 25.6133542384 -80.3841139734 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
RCM3 25.6138215893 -80.3841867412 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
RCM4 25.6150384775 -80.3847455959 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
RCM5 25.6137793713 -80.3839307734 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
RCM6 25.6137794773 -80.3839309342 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
RCMN -1.2208296026 36.8934815505 88 5.647379 1.877765 5.872830 -4.102025 0.165987 4.268013 0.043791 0
RDMT 34.6439405970 -116.6246847737 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
REDM 44.2597677207 -121.1478801708 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
REDU 50.0015027561 5.1448840566 1 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
RESO 74.6908204517 -94.8936912492 145 8.619273 1.826085 8.682817 4.498154 -0.122429 -4.620583 0.071004 0
REUN -21.2082255020 55.5717204035 258 11.301475 1.323456 11.477679 -4.069437 0.096352 4.165789 -0.075625 0
REYK 64.1387839341 -21.9554855066 307 7.719336 5.515309 9.079849 0.018430 2.102565 2.084136 0.088822 0
REYZ 64.1387923565 -21.9554746498 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
RHCL 34.0190497360 -118.0261668561 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
RIC1 37.5379046043 -77.4296624495 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
RICH 46.2773761797 -119.2776623051 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
RICM 25.6138216481 -80.3841820968 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
RIGA 56.9486196905 24.0587738088 286 6.455185 2.620663 5.668833 0.409726 -0.421960 -0.831686 0.484771 0
RIO2 -53.7854715766 -67.7511177660 2 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
RIOG -53.7854722340 -67.7511180597 159 29.057512 2.331263 29.368266 -0.740873 0.880372 1.621245 -0.093896 0
RIOP -1.6505957762 -78.6511070528 72 6.555312 2.222134 6.354284 -5.444756 -0.196968 5.247788 0.258570 0
RIS1 42.0122803887 -90.2256199895 37 6.601746 2.405824 6.304578 -1.798502 -0.027043 1.771458 0.302952 0
ROB4 -77.0344395837 163.1901104929 14 4.213690 0.856566 3.947781 2.743203 0.531422 -2.211781 0.402282 0
ROCH 33.6110230897 -116.6097682614 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
ROCK 34.2356726366 -118.6764263296 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
ROTH -67.5713882809 -68.1257752797 29 7.369832 1.832395 7.060670 -13.260340 -1.634695 11.625646 0.289498 0
RPT1 47.3875071062 -122.3747651551 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
RTHS 34.0891498068 -117.3533322313 9 2.680503 1.133430 2.592543 -1.823949 3.107838 4.931787 0.287753 0
RUBY 40.6172110127 -115.1228327377 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
S021 -34.7289984170 138.6473460433 201 5.723466 2.415667 4.612557 -0.387091 0.355587 0.742678 0.626278 0
S031 -34.5737013046 -58.5192992623 204 6.226177 2.590183 5.153814 2.000726 0.707064 -1.293662 0.586364 0
S041 51.4537435281 -1.2838901371 202 4.415943 2.019569 3.788055 0.319601 0.217121 -0.102480 0.517467 0
S051 26.2091407136 50.6081450979 92 6.143150 1.591243 6.276455 0.157509 0.211400 0.053890 0.044831 0
S061 -0.2151572535 -78.4936080994 211 4.437534 1.972426 3.625010 -0.826468 -0.019785 0.806683 0.596471 0
S071 38.9204764327 -77.0662413379 211 587.569499 2.350773 588.440622 -279.450763 0.369534 279.820297 -0.368843 0
S101 64.6879390858 -147.1129668234 160 14.012954 2.630355 14.225698 4.483473 0.417644 -4.065829 0.012360 0
S111 -41.2726474280 174.7787057234 211 4.493737 1.478517 4.386633 -0.594750 0.263923 0.858674 0.236086 0
S121 -25.7463454992 28.2240380027 211 5.136052 2.466859 4.340423 -0.175795 -0.224191 -0.048396 0.537697 0
S131 37.0775676794 127.0240328153 210 4.793861 2.007298 5.179848 1.391064 -0.102759 -1.493822 0.009328 0
S141 -17.5770294092 -149.6061876488 203 4.000249 1.299222 4.070990 -0.234775 0.036241 0.271016 0.107463 0
S300 37.6665075189 -121.5582661852 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SACY 33.7432438457 -117.8955743704 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SAG1 43.6286443488 -83.8377659012 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SAL1 35.3670787170 -94.8165933856 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SAMO -13.8492105100 -171.7384217698 260 21.101830 1.185519 21.034103 -6.154656 -0.042824 6.111833 0.085127 0
SAMP 3.6216101359 98.7147174839 257 45.760878 3.612150 47.072068 -20.704955 0.878205 21.583161 -0.328727 0
SANT -33.1502887629 -70.6685548727 309 6.167867 2.223149 5.922234 1.183976 0.502495 -0.681481 0.288509 0
SAOB 36.7653017491 -121.4471808991 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SASK 52.1962550198 -106.3983543458 133 5.248593 3.383966 3.887441 -1.639778 -1.969728 -0.329950 0.672447 0
SATS 46.9656542650 -123.5412271515 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SAV1 32.1385999764 -81.6963348208 47 6.082545 2.112798 5.835278 -1.665825 0.060700 1.726525 0.288331 0
SAV2 32.1387183632 -81.6965907633 3 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SBCC 33.5529987349 -117.6614829798 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SBGZ 47.8034199044 13.1104283661 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SC01 34.0679530259 -106.9665422862 1 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SC04 48.9231633727 -123.7041302813 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SCH2 54.8320895757 -66.8326160611 298 26.666597 3.200252 29.064506 10.284782 -1.088635 -11.373416 -0.722971 0
SCIA 34.6074462986 -117.3882990654 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SCIP 32.9144263276 -118.4879362747 219 4.559398 1.662411 4.760830 -1.220035 0.045766 1.265801 0.058460 0
SCMS 33.4441386117 -117.6345600559 38 6.708218 1.870127 6.208669 -2.015021 -0.489819 1.525202 0.396565 0
SCOR 70.4853341854 -21.9503372041 227 8.781171 4.299676 5.303404 4.144039 1.993260 -2.150779 0.893497 0
SCUB 20.0120633464 -75.7623163889 293 4.792491 2.388739 5.411976 -0.398682 0.127985 0.526667 -0.026880 0
SEAT 47.6539777831 -122.3094747716 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SEDR 48.5215583532 -122.2238469953 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SELD 59.4457111960 -151.7066703734 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SELE 43.1787320771 77.0168979933 307 5.879600 2.600238 5.536365 0.721171 0.193411 -0.527761 0.349272 0
SEY1 -4.6737190231 55.4794043347 212 8.798251 1.541837 8.886569 -1.949037 0.109716 2.058752 0.030054 0
SFDM 34.4598043049 -118.7545032217 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SFER 36.4643453630 -6.2056457980 307 5.497581 1.838684 4.958873 0.890216 0.119040 -0.771176 0.445858 0
SG11 37.3315708757 -99.3088728827 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SG21 19.7412384407 -99.1886109871 143 10.362713 2.990130 10.181796 -6.024854 0.294856 6.319710 0.204250 0
SG27 71.3228937832 -156.6103323856 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SGHS 34.0886251510 -118.1089747421 9 3.129324 1.110902 2.749158 9.643726 1.912756 -7.730970 0.498926 0
SGPS 33.9125355534 -116.6956845861 43 4.975926 2.075512 4.819601 -0.664180 -0.101732 0.562448 0.282691 0
SHAO 31.0996427419 121.2004435914 220 8.866896 2.273921 8.244781 -2.638469 -0.425584 2.212886 0.392215 0
SHAS 42.6207136366 75.3154678324 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SHIN 40.5916793672 -120.2250414787 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SHK1 40.4714920153 -74.0115965942 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SHOS 35.9713459343 -116.2989835974 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SIBY 42.1701627214 -83.2413338736 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SIMO -34.1879393606 18.4395736762 119 3.887495 1.262812 3.630517 -0.233741 -0.015046 0.218695 0.359191 0
SIO1 32.8677726269 -117.2523313664 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SIO2 32.8674905409 -117.2524475235 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SIO3 32.8647019885 -117.2504058449 148 5.944879 1.840511 6.035527 -1.414032 0.023129 1.437162 0.105171 0
SIO4 32.8674576420 -117.2524646780 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SIO5 32.8407341911 -117.2496884759 179 5.373771 1.845764 5.361619 -1.133602 0.012784 1.146386 0.178314 0
SJDV 45.8790836026 4.6765739901 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SKYB 34.4386228770 -118.4786264515 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SLMS 33.2922272804 -115.9778403178 56 5.686488 1.742797 5.492409 -1.249933 0.113027 1.362960 0.262700 0
SLOM 31.2281829555 34.2838220042 23 5.771918 2.078965 7.059215 -2.409884 0.806822 3.216706 -0.508158 0
SLOR 13.4239183216 -87.4365004834 1 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SMEL 39.4256444203 -112.8449260668 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SNFD 35.4735290661 -79.1580562231 9 3.202002 1.775395 3.058802 1.339179 -1.202159 -2.541338 0.356087 0
SNHS 33.9273365250 -117.9286259557 54 4.767794 1.839208 4.639064 -0.249530 0.002836 0.252366 0.261926 0
SNI1 33.2478739177 -119.5243630224 221 5.043737 1.675717 5.278535 -1.140158 0.091239 1.231397 0.022739 0
SNTO -15.4492533111 167.2040400580 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SODA 67.4208587973 26.3890498710 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SODB 37.1664036014 -121.9255165013 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SOFI 42.5560945422 23.3947325338 301 11.200581 3.550701 10.664375 0.101604 0.029515 -0.072089 0.305904 0
SOL1 38.3188763519 -76.4538935604 10 3.903006 2.107535 4.058926 -2.968366 0.721440 3.689805 0.194529 0
SOLA 24.9106767902 46.4005679916 41 5.213837 1.776918 5.748351 -0.848721 0.571149 1.419870 -0.145825 0
SOLO -9.4349151106 159.9543484204 45 6.122450 1.408601 6.144964 4.230039 -0.590330 -4.820369 0.099023 0
SOMT 34.3199379487 -119.0643297226 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SOWR 42.2258665696 -85.5335697823 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SPK1 34.0593408634 -118.6461566783 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SPMS 33.9926533438 -117.8487727885 12 2.672575 1.120176 3.259807 0.541666 0.708155 0.166489 -0.372256 0
SPMX 31.0450445079 -115.4658600893 183 4.409535 1.575059 4.837372 0.581284 -0.011658 -0.592942 -0.106213 0
SPT0 57.7149588614 12.8913496484 307 14.277665 1.945892 14.847325 5.339393 -0.333827 -5.673219 -0.230446 0
SRP1 33.4506283812 -112.2277910999 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SRS1 34.0043347523 -120.0652190609 101 4.992232 1.774089 4.989402 -0.534056 0.136140 0.670197 0.179280 0
SSIA 13.6970849002 -89.1165954819 177 6.409436 3.553992 4.935050 1.242212 0.202653 -1.039559 0.644385 0
STB1 44.7954856659 -87.3143295179 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
STJO 47.5952395162 -52.6777489637 306 4.600787 1.621440 4.528219 -0.077194 0.149672 0.226866 0.220616 0
STKR 39.3260706339 -82.1071264303 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
STL2 38.6113140970 -89.7589008728 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
STL3 38.6110884792 -89.7586877817 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
STP1 44.3039491385 -91.9033052518 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
STR1 -35.3155334261 149.0100524655 281 4.613012 2.108805 4.393864 -0.374849 0.209880 0.584728 0.330024 0
STR2 -35.3161603351 149.0101548987 241 6.289388 2.095649 6.102275 -0.930460 0.141912 1.072372 0.254560 0
STRL 38.9772182317 -77.4836253589 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SUAA 37.4269052480 -122.1732857741 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SULP 49.8355886078 24.0144881238 1 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SUMK 44.2081312271 73.9971056644 27 8.870636 2.416346 9.285121 0.430367 -0.513802 -0.944169 -0.039342 0
SUNM -27.4848931266 153.0352997454 184 13.466962 1.834307 13.055340 -3.478122 0.025191 3.503313 0.289076 0
SUR1 40.6750214697 -111.8923416487 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SUTB 39.2058365059 -121.8205969110 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SUTH -32.3802105932 20.8104625581 290 4.214488 1.410335 4.258976 -0.284344 -0.174049 0.110295 0.135609 0
SUTM -32.3814336926 20.8109113676 304 4.394163 1.400124 4.467066 0.572645 -0.166073 -0.738718 0.106815 0
SUVA -18.1459269572 178.4252475882 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SUWN 37.2755149666 127.0542399715 164 5.817859 2.277970 6.614233 1.104365 -0.228034 -1.332399 -0.177751 0
SVTL 60.5328612667 29.7808721457 1 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
SYDN -33.7808775202 151.1503800615 214 4.689224 1.802953 4.550432 -0.615325 -0.088145 0.527180 0.268085 0
SYOG -69.0069572780 39.5837436521 309 4.236295 3.556737 5.469566 -0.107424 -1.223913 -1.116490 0.022579 0
TABL 34.3818479250 -117.6782782000 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
TAEJ 36.3744217194 127.3660788859 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
