ABGS	0.221	99.388	217 	 8.577404 	 1.685646 	 7.831964 	 -0.497609 	 -0.383381 	 0.114229 	 0.521273 	 0
ADE1	-34.729	138.647	290 	 6.895266 	 2.407957 	 6.496613 	 -1.884327 	 0.301849 	 2.186176 	 0.335380 	 0
AIRA	31.824	130.6	309 	 10.509571 	 1.789642 	 11.095613 	 2.212079 	 -0.350029 	 -2.562108 	 -0.251450 	 0
AKTO	-40.54	176.461	181 	 5.993369 	 1.461672 	 6.278976 	 -3.159747 	 0.411018 	 3.570765 	 -0.078113 	 0
ALIC	-23.67	133.886	308 	 6.121938 	 2.592519 	 4.929064 	 -0.139410 	 0.077124 	 0.216535 	 0.627034 	 0
AUCK	-36.603	174.834	309 	 8.886739 	 1.643221 	 9.337312 	 -2.630188 	 0.310872 	 2.941060 	 -0.188699 	 0
AVLN	-41.196	174.933	187 	 3.994107 	 1.560941 	 3.809683 	 0.014312 	 0.326179 	 0.311867 	 0.310827 	 0
BADG	51.77	102.235	209 	 8.439946 	 1.661649 	 8.835760 	 1.710136 	 -0.199662 	 -1.909798 	 -0.145352 	 0
BAKO	-6.491	106.849	305 	 10.364208 	 2.032947 	 10.461498 	 -3.116346 	 -0.006846 	 3.109501 	 0.049994 	 0
BHAO	36.164	128.976	288 	 4.210721 	 2.049907 	 4.212032 	 -0.071983 	 -0.351272 	 -0.279288 	 0.242776 	 0
BILI	68.076	166.438	212 	 5.185544 	 1.860597 	 4.998748 	 0.213634 	 -0.064636 	 -0.278270 	 0.277990 	 0
BIRF	-40.68	176.246	222 	 8.441849 	 1.530371 	 8.892477 	 -4.240198 	 0.368116 	 4.608314 	 -0.211674 	 0
BJFS	39.609	115.892	306 	 6.242521 	 1.820282 	 6.072541 	 1.273063 	 0.100675 	 -1.172388 	 0.237907 	 0
BLUF	-46.585	168.292	257 	 5.112210 	 1.624887 	 4.604336 	 1.108281 	 0.296011 	 -0.812269 	 0.455956 	 0
BNET	-43.862	170.19	221 	 8.153304 	 1.672467 	 7.525197 	 3.209245 	 0.423130 	 -2.786114 	 0.463655 	 0
BSAT	-3.077	100.285	277 	 320.919459 	 1.754208 	 321.776716 	 107.073207 	 -0.326577 	 -107.399784 	 -0.486606 	 0
BSIM	2.409	96.326	187 	 218.144214 	 2.651664 	 218.725317 	 9.375803 	 -1.090443 	 -10.466246 	 -0.213361 	 0
BTHL	0.569	97.711	188 	 12.184321 	 1.843534 	 12.960368 	 6.199203 	 -0.680881 	 -6.880084 	 -0.358710 	 0
CAS1	-66.283	110.52	309 	 5.952060 	 2.017702 	 5.450017 	 1.711878 	 0.389900 	 -1.321978 	 0.407822 	 0
CCJM	27.096	142.185	306 	 15896.766470 	 1.425068 	 15896.687790 	 -1264.571702 	 -0.275033 	 1264.296668 	 0.055256 	 0
CEDU	-31.867	133.81	308 	 5.007946 	 1.780120 	 4.834472 	 -0.811197 	 0.063859 	 0.875056 	 0.273492 	 0
CHAN	43.791	125.444	224 	 5.408865 	 1.590795 	 5.649685 	 0.131588 	 0.032538 	 -0.099050 	 -0.007699 	 0
CLIM	-41.145	175.145	200 	 5.581584 	 1.526848 	 5.321453 	 -1.608186 	 0.215852 	 1.824038 	 0.303176 	 0
CMBL	-41.749	174.214	261 	 4.700673 	 1.701452 	 4.151817 	 0.552839 	 0.308146 	 -0.244693 	 0.484728 	 0
CNCL	-43.666	169.856	306 	 8.826913 	 1.772948 	 7.852775 	 3.117606 	 0.375376 	 -2.742230 	 0.619556 	 0
CNMR	15.23	145.743	258 	 10.510353 	 1.253386 	 9.987623 	 -3.449725 	 -0.298952 	 3.150773 	 0.466310 	 0
COCO	-12.188	96.834	306 	 4.668028 	 1.644563 	 4.788821 	 -0.004869 	 0.385658 	 0.390527 	 0.101752 	 0
CONG	-77.535	167.085	222 	 7.715364 	 1.402159 	 7.722409 	 -0.033109 	 0.247298 	 0.280407 	 0.085841 	 0
CORM	-36.865	175.75	284 	 7.488694 	 1.692568 	 7.272959 	 -0.086264 	 0.346601 	 0.432865 	 0.238633 	 0
CRAR	-77.848	166.668	308 	 4.211073 	 1.486431 	 4.363440 	 0.061739 	 0.186190 	 0.124452 	 0.072131 	 0
CSTP	-40.91	176.202	186 	 5.984975 	 1.482222 	 6.387841 	 -3.055233 	 0.349397 	 3.404630 	 -0.157119 	 0
DAEJ	36.399	127.374	307 	 6.876908 	 2.080364 	 6.776017 	 0.895748 	 -0.177563 	 -1.073311 	 0.199398 	 0
DARW	-12.844	131.133	299 	 6.272015 	 4.987174 	 4.372923 	 -0.288266 	 -0.585607 	 -0.297340 	 0.720719 	 0
DHAK	23.727	90.401	282 	 29.878776 	 9.295091 	 30.099476 	 -12.373589 	 0.774763 	 13.148353 	 0.131715 	 0
DNVK	-40.299	176.167	302 	 8.918887 	 1.576721 	 9.463139 	 -2.809058 	 0.342465 	 3.151523 	 -0.267319 	 0
DUM1	-66.665	140.002	308 	 4.648514 	 1.940856 	 4.404730 	 -0.071776 	 0.228417 	 0.300192 	 0.331074 	 0
DUND	-45.884	170.597	205 	 3.524077 	 1.523893 	 3.405775 	 -0.411900 	 0.326835 	 0.738735 	 0.292540 	 0
DUNT	-45.814	170.629	242 	 4.639181 	 1.639930 	 4.650471 	 -0.491614 	 0.360949 	 0.852563 	 0.169855 	 0
DURV	-40.802	173.922	222 	 5.188031 	 1.621442 	 5.176881 	 -1.534957 	 0.313941 	 1.848898 	 0.163137 	 0
E1G2	-77.53	167.14	207 	 10.109382 	 1.375417 	 10.698236 	 -3.852780 	 0.259944 	 4.112723 	 -0.372570 	 0
FLM5	-77.533	160.271	196 	 4.805776 	 1.303236 	 4.597872 	 2.123371 	 0.357447 	 -1.765924 	 0.291669 	 0
FTP4	-78.928	162.565	189 	 5.844460 	 1.312987 	 5.486894 	 2.824227 	 0.394853 	 -2.429374 	 0.376327 	 0
G101	43.21	140.858	278 	 7.762816 	 2.250045 	 7.539209 	 0.756605 	 -0.527712 	 -1.284317 	 0.242872 	 0
G102	42.079	139.489	280 	 9.222092 	 2.035297 	 8.195920 	 -3.539598 	 -0.465990 	 3.073607 	 0.586486 	 0
G103	40.897	140.859	281 	 7.106365 	 1.969711 	 7.318091 	 2.178537 	 -0.304580 	 -2.483117 	 0.029496 	 0
G104	39.942	139.703	278 	 11.176091 	 2.138967 	 11.038726 	 4.353546 	 -0.080120 	 -4.433666 	 0.159520 	 0
G105	38.563	139.546	283 	 6.330901 	 2.331336 	 5.830662 	 1.977923 	 0.044180 	 -1.933743 	 0.390218 	 0
G106	37.831	140.962	272 	 11.719440 	 1.798827 	 11.593003 	 -4.979233 	 -0.077575 	 4.901658 	 0.146655 	 0
G107	35.129	140.249	277 	 5.879375 	 1.545206 	 6.224168 	 1.002338 	 -0.339624 	 -1.341962 	 -0.098271 	 0
G108	35.16	139.616	282 	 7.023238 	 1.538238 	 6.474799 	 -2.671220 	 -0.328728 	 2.342493 	 0.452127 	 0
G109	37.815	138.281	278 	 6.622075 	 2.107688 	 6.338045 	 1.979978 	 -0.129715 	 -2.109693 	 0.291010 	 0
G110	37.357	138.509	275 	 18.688293 	 1.972122 	 18.370397 	 -6.979018 	 -0.115983 	 6.863035 	 0.212588 	 0
G111	37.406	136.9	278 	 4.554929 	 2.015923 	 4.449130 	 -0.100662 	 -0.357898 	 -0.257236 	 0.273162 	 0
G112	36.255	136.149	278 	 288.403426 	 1.742896 	 289.200267 	 101.989263 	 -0.370604 	 -102.359867 	 -0.454804 	 0
G113	34.895	139.133	277 	 21.846861 	 1.494317 	 22.358598 	 8.451737 	 -0.308857 	 -8.760593 	 -0.312266 	 0
G114	34.807	138.764	276 	 5.662835 	 1.485828 	 5.407689 	 -1.942790 	 -0.304274 	 1.638516 	 0.299042 	 0
G115	34.871	138.327	278 	 8.344225 	 1.481657 	 7.883859 	 -3.276517 	 -0.298555 	 2.977962 	 0.390922 	 0
G116	34.904	136.824	276 	 15.871871 	 1.528150 	 16.542976 	 6.844284 	 -0.314339 	 -7.158622 	 -0.400306 	 0
G117	34.144	135.192	278 	 10.997944 	 1.493069 	 11.632932 	 4.702893 	 -0.277875 	 -4.980768 	 -0.369689 	 0
G118	35.594	134.316	277 	 3.784731 	 1.607607 	 3.432202 	 -0.837157 	 -0.303103 	 0.534053 	 0.421456 	 0
G119	34.628	131.605	281 	 3.606593 	 1.809824 	 3.837107 	 0.333752 	 -0.355641 	 -0.689393 	 0.119467 	 0
G120	33.333	133.244	278 	 11.991522 	 1.555901 	 12.509429 	 4.886531 	 -0.284197 	 -5.170728 	 -0.275180 	 0
G121	33.473	129.849	276 	 4.307775 	 1.790812 	 4.502776 	 0.704520 	 -0.299410 	 -1.003930 	 0.096504 	 0
G123	32.017	130.191	276 	 9.482858 	 1.638349 	 9.523782 	 0.610811 	 -0.261584 	 -0.872395 	 0.061352 	 0
G124	26.179	127.825	279 	 3.971879 	 1.416498 	 3.972054 	 0.661122 	 -0.113348 	 -0.774470 	 0.178193 	 0
G201	45.408	141.685	280 	 4.542743 	 2.114719 	 5.230394 	 1.211780 	 -0.493657 	 -1.705437 	 -0.117027 	 0
G202	44.019	144.286	277 	 7.001009 	 2.177209 	 7.822595 	 2.597438 	 -0.460921 	 -3.058359 	 -0.244007 	 0
G203	42.976	144.371	281 	 62.389899 	 2.047234 	 62.763352 	 9.220117 	 -0.464232 	 -9.684349 	 -0.166558 	 0
G204	41.782	140.725	281 	 6.445268 	 2.056227 	 7.255236 	 2.064739 	 -0.462426 	 -2.527166 	 -0.259147 	 0
G205	39.02	141.753	270 	 9.756404 	 1.782108 	 9.487759 	 -3.998385 	 -0.139108 	 3.859278 	 0.240000 	 0
G206	34.919	139.825	275 	 5.113574 	 1.526758 	 4.764665 	 -1.526604 	 -0.335529 	 1.191075 	 0.370018 	 0
G207	36.762	137.225	277 	 4.296747 	 1.826153 	 4.064213 	 0.177501 	 -0.315073 	 -0.492574 	 0.336394 	 0
G208	33.476	135.773	283 	 11.156857 	 1.437501 	 10.651444 	 -4.409641 	 -0.278854 	 4.130787 	 0.408050 	 0
G209	34.897	132.066	277 	 3.740582 	 1.617646 	 3.549127 	 -0.656735 	 -0.282617 	 0.374119 	 0.331555 	 0
G210	32.735	129.866	282 	 9.550323 	 1.864278 	 8.823156 	 -3.593398 	 -0.334861 	 3.258536 	 0.472806 	 0
G211	31.577	131.409	277 	 4.509314 	 1.474241 	 4.330673 	 -0.166213 	 -0.256408 	 -0.090194 	 0.282241 	 0
G212	26.213	127.665	277 	 4.549908 	 1.432318 	 4.392883 	 0.627944 	 -0.113156 	 -0.741099 	 0.265139 	 0
G213	27.094	142.195	276 	 5.494848 	 1.386955 	 5.454218 	 -0.306006 	 -0.280620 	 0.025387 	 0.155392 	 0
GISB	-38.635	177.886	308 	 6.802681 	 1.596746 	 6.907834 	 -1.686730 	 0.268585 	 1.955316 	 0.050998 	 0
GLDB	-40.827	172.53	259 	 4.682948 	 1.622840 	 4.798068 	 -1.249371 	 0.250828 	 1.500199 	 0.101462 	 0
GMSD	30.556	131.016	233 	 6.426685 	 1.558551 	 6.737994 	 1.254202 	 -0.421101 	 -1.675303 	 -0.083324 	 0
GUAM	13.589	144.868	304 	 5.040566 	 1.330994 	 4.900629 	 -0.431365 	 -0.284955 	 0.146410 	 0.235706 	 0
GUUG	13.433	144.803	258 	 6.280294 	 1.306070 	 5.969313 	 -1.654824 	 -0.316781 	 1.338043 	 0.336191 	 0
HAAS	-44.073	168.786	247 	 4.296682 	 1.704956 	 3.750419 	 0.894473 	 0.432175 	 -0.462298 	 0.498434 	 0
HAMT	-37.807	175.109	283 	 4.846753 	 1.662294 	 4.734234 	 -0.626605 	 0.335993 	 0.962598 	 0.238388 	 0
HAST	-39.617	176.727	301 	 10.354619 	 1.553497 	 10.918555 	 -3.669782 	 0.322894 	 3.992676 	 -0.297881 	 0
HIKB	-37.561	178.303	283 	 4.381982 	 1.645082 	 4.238560 	 -0.211092 	 0.291209 	 0.502301 	 0.273465 	 0
HIL1	-31.826	115.739	294 	 6.422523 	 1.810361 	 6.037356 	 0.022021 	 0.354736 	 0.332715 	 0.347316 	 0
HKFN	22.495	114.138	223 	 5.187941 	 3.178959 	 5.089748 	 0.454675 	 -0.468035 	 -0.922710 	 0.336976 	 0
HKKT	22.445	114.067	196 	 4.939705 	 3.180938 	 4.342592 	 0.063894 	 -0.667294 	 -0.731188 	 0.498347 	 0
HKLT	22.418	113.997	196 	 4.438946 	 3.185656 	 4.316088 	 0.288303 	 -0.669819 	 -0.958123 	 0.396863 	 0
HKMW	22.256	114.003	189 	 4.633424 	 3.123948 	 4.203539 	 -0.063821 	 -0.918194 	 -0.854373 	 0.468336 	 0
HKNP	22.249	113.894	217 	 5.150973 	 3.149056 	 5.221135 	 0.097410 	 -0.625960 	 -0.723371 	 0.283244 	 0
HKOH	22.248	114.229	218 	 5.245573 	 3.062387 	 4.683071 	 -0.286828 	 -0.602747 	 -0.315918 	 0.465734 	 0
HKPC	22.285	114.038	189 	 4.405649 	 3.126690 	 4.250102 	 -0.231030 	 -0.915102 	 -0.684072 	 0.403720 	 0
HKSC	22.322	114.141	221 	 4.903729 	 3.106530 	 4.780536 	 0.208006 	 -0.534314 	 -0.742320 	 0.355910 	 0
HKSL	22.372	113.928	223 	 5.210221 	 3.177100 	 4.741022 	 0.163734 	 -0.475605 	 -0.639339 	 0.445923 	 0
HKSS	22.431	114.269	188 	 5.338955 	 3.143302 	 4.890608 	 -0.342766 	 -0.900457 	 -0.557691 	 0.431021 	 0
HKST	22.395	114.184	196 	 4.905412 	 3.134958 	 4.623213 	 0.477070 	 -0.664881 	 -1.141950 	 0.406968 	 0
HKWS	22.434	114.335	218 	 5.640875 	 3.117685 	 5.186309 	 -0.323227 	 -0.598684 	 -0.275457 	 0.416275 	 0
HOB2	-42.805	147.439	307 	 4.266774 	 1.723326 	 5.126507 	 -0.771913 	 0.423243 	 1.195156 	 -0.347194 	 0
HOKI	-42.713	170.984	306 	 15.524586 	 1.709302 	 15.150829 	 3.530442 	 0.301953 	 -3.228489 	 0.271080 	 0
HORN	-43.777	170.106	249 	 14.047480 	 1.767075 	 13.185338 	 5.127016 	 0.362922 	 -4.764094 	 0.535816 	 0
IRKJ	52.219	104.316	288 	 5.381158 	 1.897333 	 5.147642 	 -0.344964 	 -0.393195 	 -0.048231 	 0.296700 	 0
IRKM	52.219	104.316	213 	 7.554224 	 1.468806 	 7.470494 	 1.118567 	 -0.224718 	 -1.343285 	 0.153907 	 0
IRKT	52.219	104.316	309 	 7.219738 	 1.858156 	 7.076566 	 0.279122 	 -0.378292 	 -0.657414 	 0.204972 	 0
J194	39.186	139.548	290 	 11.597683 	 2.315802 	 10.812056 	 3.828732 	 0.014283 	 -3.814448 	 0.427595 	 0
JEJU	33.288	126.462	307 	 4.724305 	 1.967827 	 4.438828 	 0.322998 	 -0.044117 	 -0.367115 	 0.348955 	 0
JMBI	-1.616	103.52	191 	 7.791346 	 1.803922 	 7.518255 	 3.136989 	 0.185753 	 -2.951235 	 0.264499 	 0
KAHU	-39.794	176.876	181 	 4.548094 	 1.459006 	 4.337071 	 -0.676237 	 0.432728 	 1.108965 	 0.301677 	 0
KAIK	-42.425	173.534	262 	 4.477747 	 1.733974 	 4.669389 	 -1.098277 	 0.285984 	 1.384261 	 0.080734 	 0
KAPT	-40.861	174.91	249 	 6.534831 	 1.602617 	 6.384018 	 0.827797 	 0.344725 	 -0.483072 	 0.215640 	 0
