station lat lon no_points slope intercept r_value p_value standard_deviation
0BOD 	 57.2470000000 	 17.0590000000 	 238 	 3.708085e-03 	 3.804879e+01 	 0.8286 	 2.1554e-61 	 1.63072e-04
0LOD 	 55.7670000000 	 12.9960000000 	 246 	 1.969103e-03 	 5.240022e+01 	 0.6777 	 1.9749e-34 	 1.36774e-04
0OXE 	 58.6710000000 	 17.1070000000 	 219 	 5.023314e-03 	 3.675513e+01 	 0.8919 	 9.7340e-77 	 1.72887e-04
0SKL 	 55.4750000000 	 14.2790000000 	 219 	 1.492097e-03 	 5.513490e+01 	 0.4850 	 2.5514e-14 	 1.82656e-04
0SKN 	 55.4140000000 	 12.8580000000 	 246 	 1.459975e-03 	 4.566371e+01 	 0.5771 	 3.0377e-23 	 1.32265e-04
0STR 	 58.9370000000 	 11.1810000000 	 197 	 5.430310e-03 	 6.584176e+01 	 0.8906 	 1.1939e-68 	 1.98574e-04
AASI 	 68.7190000000 	 -52.7930000000 	 197 	 6.676386e-03 	 4.288213e+01 	 0.9206 	 1.4371e-81 	 2.02801e-04
AAUC 	 57.0140000000 	 9.9870000000 	 279 	 1.894798e-03 	 5.651315e+01 	 0.7919 	 2.7654e-61 	 8.77860e-05
AB07 	 55.3490000000 	 -160.4770000000 	 236 	 9.836811e-04 	 8.759472e+01 	 0.3765 	 2.3166e-09 	 1.58246e-04
AB37 	 62.9670000000 	 -145.4520000000 	 246 	 6.947666e-03 	 1.122637e+03 	 0.9437 	 3.1060e-119 	 1.55886e-04
AB44 	 59.5280000000 	 -135.2280000000 	 195 	 1.663754e-02 	 2.707535e+02 	 0.9550 	 7.3870e-104 	 3.71755e-04
AB48 	 56.2450000000 	 -134.6470000000 	 188 	 1.146610e-03 	 2.959995e+00 	 0.3148 	 1.0838e-05 	 2.53502e-04
AB50 	 58.4170000000 	 -134.5450000000 	 190 	 1.676298e-02 	 1.786854e+01 	 0.9300 	 1.2002e-83 	 4.83204e-04
AB51 	 56.7980000000 	 -132.9140000000 	 195 	 1.023692e-02 	 5.527063e+01 	 0.8955 	 9.2628e-70 	 3.66308e-04
ABEP 	 52.1390000000 	 -4.5710000000 	 207 	 5.064264e-03 	 1.783171e+02 	 0.8172 	 5.8682e-51 	 2.49439e-04
ABER 	 57.1440000000 	 -2.0800000000 	 285 	 7.821936e-04 	 5.190979e+01 	 0.5073 	 4.8343e-20 	 7.89918e-05
ABYW 	 52.4240000000 	 -4.0040000000 	 275 	 -2.695594e-05 	 9.908372e+01 	 -0.0208 	 7.3104e-01 	 7.83396e-05
AC02 	 56.9510000000 	 -154.1830000000 	 185 	 3.392208e-04 	 1.261640e+02 	 0.1189 	 1.0687e-01 	 2.09344e-04
AC06 	 59.7640000000 	 -150.8910000000 	 193 	 9.428384e-03 	 6.124762e+02 	 0.9240 	 1.1728e-81 	 2.82391e-04
AC11 	 61.8070000000 	 -148.3320000000 	 209 	 7.896738e-03 	 7.749935e+02 	 0.9027 	 9.7116e-78 	 2.61669e-04
AC15 	 60.4810000000 	 -149.7240000000 	 200 	 8.874179e-03 	 1.336074e+02 	 0.9098 	 1.5151e-77 	 2.87719e-04
AC20 	 60.9290000000 	 -149.3530000000 	 209 	 6.192053e-03 	 3.122518e+01 	 0.8151 	 5.7225e-51 	 3.05896e-04
AC27 	 59.2530000000 	 -154.1630000000 	 227 	 3.473859e-03 	 4.105111e+02 	 0.7007 	 7.6869e-35 	 2.35808e-04
AC38 	 57.7540000000 	 -153.3420000000 	 215 	 8.323780e-03 	 2.708365e+01 	 0.9468 	 7.8970e-107 	 1.93894e-04
AC59 	 59.5670000000 	 -153.5850000000 	 240 	 6.005728e-03 	 2.965023e+02 	 0.9230 	 1.0849e-100 	 1.62300e-04
AC62 	 63.0840000000 	 -146.3130000000 	 236 	 5.331342e-03 	 1.336404e+03 	 0.9164 	 4.8314e-95 	 1.52192e-04
AC63 	 63.5020000000 	 -145.8470000000 	 246 	 9.459180e-03 	 7.960453e+02 	 0.9738 	 5.4095e-159 	 1.41349e-04
AC64 	 62.7140000000 	 -144.3040000000 	 246 	 1.384269e-02 	 7.466930e+02 	 0.9779 	 6.9701e-168 	 1.89415e-04
AC65 	 62.8320000000 	 -143.7040000000 	 241 	 1.076449e-02 	 7.142080e+02 	 0.7965 	 3.8197e-54 	 5.28528e-04
ADAR 	 52.7890000000 	 -4.7410000000 	 182 	 5.188385e-01 	 -8.950088e+02 	 0.8465 	 3.7462e-51 	 2.43251e-02
