DKSG	76.352	-61.678	131 	 19.041202 	 6.519163 	 13.134889 	 17.560615 	 5.925657 	 -11.634958 	 0.936665 	 0
HEL2	66.401	-38.216	132 	 18.231695 	 6.683359 	 12.097525 	 16.020410 	 5.562432 	 -10.457978 	 0.946713 	 0
HJOR	63.418	-41.148	133 	 10.742307 	 6.158123 	 5.733271 	 8.129598 	 4.893180 	 -3.236418 	 0.910391 	 0
KAGA	69.222	-49.815	154 	 28.545436 	 9.079551 	 20.056405 	 21.131097 	 6.417903 	 -14.713194 	 0.954976 	 0
KBUG	65.144	-41.158	116 	 21.412612 	 7.011405 	 15.398737 	 19.665662 	 5.933422 	 -13.732240 	 0.901000 	 0
KMOR	81.253	-63.527	131 	 10.208841 	 3.868321 	 8.206599 	 7.885506 	 3.128634 	 -4.756872 	 0.656301 	 0
KSNB	66.863	-35.576	133 	 13.137893 	 6.255343 	 7.802461 	 11.625325 	 5.100375 	 -6.524950 	 0.917811 	 0
KULL	74.581	-57.227	133 	 11.766596 	 6.967475 	 6.578914 	 10.191756 	 6.280717 	 -3.911039 	 0.876496 	 0
LYNS	64.43	-40.198	132 	 11.884106 	 6.446354 	 7.068217 	 9.896389 	 5.244560 	 -4.651828 	 0.866918 	 0
MARG	77.187	-65.695	132 	 11.155700 	 6.088160 	 6.745559 	 9.545801 	 5.453238 	 -4.092563 	 0.854069 	 0
NRD1	81.6	-16.655	136 	 17.201910 	 2.778955 	 15.965700 	 11.314981 	 1.616432 	 -9.698549 	 0.509637 	 0
PLPK	66.898	-34.033	129 	 12.003547 	 5.543131 	 7.218645 	 10.456879 	 4.502996 	 -5.953883 	 0.922060 	 0
QAAR	70.74	-52.688	124 	 9.071797 	 6.235518 	 4.822176 	 7.543361 	 5.250220 	 -2.293142 	 0.865568 	 0
RINK	71.848	-50.994	132 	 11.371269 	 5.941418 	 6.785065 	 9.795788 	 5.218441 	 -4.577347 	 0.877491 	 0
SRMP	72.911	-54.394	133 	 19.098496 	 6.161880 	 13.635592 	 17.447570 	 5.449134 	 -11.998436 	 0.921087 	 0
TIMM	62.536	-42.286	131 	 18.831890 	 6.046188 	 17.910187 	 7.616215 	 4.808885 	 -2.807330 	 0.309244 	 0
TREO	64.277	-41.375	132 	 11.974958 	 6.572366 	 6.312821 	 9.492216 	 5.314658 	 -4.177557 	 0.932254 	 0
