DKSG 	 76.3520000000 	 -61.6780000000 	 131 	 1.756061e-02 	 5.743467e+02 	 0.9659 	 1.5178e-77 	 4.14632e-04
HEL2 	 66.4010000000 	 -38.2160000000 	 132 	 1.602041e-02 	 3.926057e+02 	 0.9244 	 2.7760e-56 	 5.79554e-04
HJOR 	 63.4180000000 	 -41.1480000000 	 133 	 8.129598e-03 	 7.463209e+02 	 0.8021 	 4.0407e-31 	 5.28821e-04
KAGA 	 69.2220000000 	 -49.8150000000 	 154 	 2.113110e-02 	 1.073788e+02 	 0.9689 	 4.7550e-94 	 4.38037e-04
KBUG 	 65.1440000000 	 -41.1580000000 	 116 	 1.966566e-02 	 2.511283e+02 	 0.9698 	 1.1459e-71 	 4.63530e-04
KMOR 	 81.2530000000 	 -63.5270000000 	 131 	 7.885506e-03 	 1.874170e+02 	 0.8066 	 3.0576e-31 	 5.08842e-04
KSNB 	 66.8630000000 	 -35.5760000000 	 133 	 1.162533e-02 	 1.697492e+03 	 0.9379 	 4.5080e-62 	 3.75809e-04
KULL 	 74.5810000000 	 -57.2270000000 	 133 	 1.019176e-02 	 7.352288e+01 	 0.9180 	 1.7762e-54 	 3.84595e-04
LYNS 	 64.4300000000 	 -40.1980000000 	 132 	 9.896389e-03 	 1.541324e+02 	 0.8761 	 5.1881e-43 	 4.77690e-04
MARG 	 77.1870000000 	 -65.6950000000 	 132 	 9.545801e-03 	 6.514033e+02 	 0.9002 	 8.8596e-49 	 4.04948e-04
NRD1 	 81.6000000000 	 -16.6550000000 	 136 	 1.131498e-02 	 4.653906e+01 	 0.8065 	 2.2016e-32 	 7.16523e-04
PLPK 	 66.8980000000 	 -34.0330000000 	 129 	 1.045688e-02 	 1.012500e+02 	 0.8916 	 1.6059e-45 	 4.71308e-04
QAAR 	 70.7400000000 	 -52.6880000000 	 124 	 7.543361e-03 	 3.785162e+01 	 0.9011 	 4.2106e-46 	 3.28602e-04
RINK 	 71.8480000000 	 -50.9940000000 	 132 	 9.795788e-03 	 1.318140e+03 	 0.9063 	 1.8403e-50 	 4.00674e-04
SRMP 	 72.9110000000 	 -54.3940000000 	 133 	 1.744757e-02 	 3.353245e+02 	 0.9683 	 9.2560e-81 	 3.93451e-04
TIMM 	 62.5360000000 	 -42.2860000000 	 131 	 7.616215e-03 	 2.979541e+02 	 0.4215 	 5.3319e-07 	 1.44259e-03
TREO 	 64.2770000000 	 -41.3750000000 	 132 	 9.492216e-03 	 1.028161e+02 	 0.8339 	 2.2926e-35 	 5.50938e-04
