site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu
SUWN 97NOV30 1997.9138 50782  934 0  127.1  -4058 -0.552594   4127087  0.747951    82  0.260791  1.5700 0.000702 0.000804 0.003324 -0.108527  0.156625 -0.368873
SUWN 97DEC01 1997.9165 50783  934 1  127.1  -4058 -0.552343   4127087  0.743638    82  0.256811  1.5700 0.000677 0.000764 0.003085 -0.121075  0.198842 -0.351023
SUWN 97DEC02 1997.9192 50784  934 2  127.1  -4058 -0.549346   4127087  0.744117    82  0.264291  1.5700 0.000728 0.000769 0.003287 -0.088140  0.210863 -0.314872
SUWN 97DEC03 1997.9220 50785  934 3  127.1  -4058 -0.551283   4127087  0.747471    82  0.253145  1.5700 0.000738 0.000789 0.003361 -0.035991  0.161326 -0.329845
SUWN 97DEC04 1997.9247 50786  934 4  127.1  -4058 -0.552663   4127087  0.744545    82  0.263877  1.5700 0.000691 0.000787 0.003061 -0.112115  0.149885 -0.312968
SUWN 97DEC05 1997.9274 50787  934 5  127.1  -4058 -0.552440   4127087  0.745493    82  0.264267  1.5700 0.000716 0.000779 0.003340 -0.103374  0.151846 -0.364596
SUWN 97DEC06 1997.9302 50788  934 6  127.1  -4058 -0.550825   4127087  0.743084    82  0.266279  1.5700 0.000725 0.000796 0.003225 -0.143559  0.200276 -0.311622
SUWN 97DEC07 1997.9329 50789  935 0  127.1  -4058 -0.551873   4127087  0.744035    82  0.262907  1.5700 0.000702 0.000755 0.003134 -0.096584  0.217638 -0.315109
SUWN 97DEC08 1997.9357 50790  935 1  127.1  -4058 -0.551969   4127087  0.741401    82  0.262319  1.5700 0.000728 0.000759 0.003172 -0.116315  0.232250 -0.279177
SUWN 97DEC09 1997.9384 50791  935 2  127.1  -4058 -0.551113   4127087  0.742659    82  0.261487  1.5700 0.000707 0.000775 0.003035 -0.109383  0.173234 -0.264955
SUWN 97DEC10 1997.9411 50792  935 3  127.1  -4058 -0.551879   4127087  0.742237    82  0.264069  1.5700 0.000737 0.000805 0.003189 -0.140890  0.190977 -0.300206
SUWN 97DEC11 1997.9439 50793  935 4  127.1  -4058 -0.552242   4127087  0.741846    82  0.264885  1.5700 0.000688 0.000768 0.003106 -0.079271  0.107712 -0.320343
SUWN 97DEC12 1997.9466 50794  935 5  127.1  -4058 -0.551946   4127087  0.743005    82  0.267959  1.5700 0.000680 0.000751 0.002927 -0.113107  0.196077 -0.296544
SUWN 97DEC13 1997.9493 50795  935 6  127.1  -4058 -0.550004   4127087  0.743705    82  0.267533  1.5700 0.000671 0.000754 0.002949 -0.131140  0.175070 -0.326428
SUWN 97DEC14 1997.9521 50796  936 0  127.1  -4058 -0.551016   4127087  0.743750    82  0.267023  1.5700 0.000702 0.000781 0.003162 -0.118808  0.227443 -0.311954
SUWN 97DEC15 1997.9548 50797  936 1  127.1  -4058 -0.551055   4127087  0.743909    82  0.272189  1.5700 0.000701 0.000784 0.003136 -0.045069  0.161298 -0.303377
SUWN 97DEC16 1997.9576 50798  936 2  127.1  -4058 -0.550077   4127087  0.743751    82  0.269219  1.5700 0.000680 0.000757 0.003090 -0.136389  0.201187 -0.365295
SUWN 97DEC17 1997.9603 50799  936 3  127.1  -4058 -0.550008   4127087  0.741546    82  0.271381  1.5700 0.000685 0.000757 0.003115 -0.097002  0.147928 -0.369806
SUWN 97DEC19 1997.9658 50801  936 5  127.1  -4058 -0.549602   4127087  0.746192    82  0.267720  1.5700 0.000688 0.000733 0.002981 -0.127284  0.172272 -0.357991
SUWN 97DEC20 1997.9685 50802  936 6  127.1  -4058 -0.549374   4127087  0.744719    82  0.263729  1.5700 0.000679 0.000764 0.003100 -0.127578  0.160514 -0.363980
SUWN 97DEC21 1997.9713 50803  937 0  127.1  -4058 -0.551086   4127087  0.745292    82  0.260168  1.5700 0.000718 0.000770 0.003105 -0.137220  0.181674 -0.345755
SUWN 97DEC22 1997.9740 50804  937 1  127.1  -4058 -0.551970   4127087  0.743750    82  0.254293  1.5700 0.000693 0.000762 0.003119 -0.099041  0.141711 -0.359752
SUWN 97DEC23 1997.9767 50805  937 2  127.1  -4058 -0.550560   4127087  0.743812    82  0.259058  1.5700 0.000708 0.000764 0.003011 -0.134328  0.160127 -0.345119
SUWN 97DEC24 1997.9795 50806  937 3  127.1  -4058 -0.550245   4127087  0.745957    82  0.262235  1.5700 0.000701 0.000754 0.003062 -0.100363  0.166279 -0.341031
SUWN 97DEC25 1997.9822 50807  937 4  127.1  -4058 -0.551581   4127087  0.742927    82  0.267282  1.5700 0.000716 0.000764 0.003144 -0.137056  0.202768 -0.342438
