site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu
NWE2 13MAR21 2013.2183 56372 1732 4 -122.9  -3037 -0.288840   5451897  0.437895     1  0.743991  0.0000 0.000786 0.001206 0.003220 -0.032956 -0.018667 -0.184418
NWE2 13APR13 2013.2813 56395 1735 6 -122.9  -3037 -0.290861   5451897  0.432181     1  0.740199  0.0000 0.000460 0.000636 0.001828 -0.057082  0.084751 -0.083349
NWE2 13APR14 2013.2841 56396 1736 0 -122.9  -3037 -0.291661   5451897  0.435873     1  0.730493  0.0000 0.000463 0.000638 0.001818 -0.067052  0.091734 -0.086768
NWE2 13APR15 2013.2868 56397 1736 1 -122.9  -3037 -0.289802   5451897  0.436602     1  0.733029  0.0000 0.000464 0.000640 0.001823 -0.079890  0.087862 -0.074911
NWE2 13APR16 2013.2895 56398 1736 2 -122.9  -3037 -0.287409   5451897  0.436817     1  0.737408  0.0000 0.000468 0.000647 0.001862 -0.061541  0.078570 -0.104248
NWE2 13APR17 2013.2923 56399 1736 3 -122.9  -3037 -0.286893   5451897  0.433518     1  0.733172  0.0000 0.000470 0.000647 0.001859 -0.058169  0.072514 -0.089885
NWE2 13APR18 2013.2950 56400 1736 4 -122.9  -3037 -0.285860   5451897  0.435345     1  0.740365  0.0000 0.000467 0.000648 0.001878 -0.058062  0.104625 -0.114380
NWE2 13APR19 2013.2977 56401 1736 5 -122.9  -3037 -0.290038   5451897  0.432985     1  0.737572  0.0000 0.000470 0.000652 0.001855 -0.066920  0.094248 -0.100493
NWE2 13APR20 2013.3005 56402 1736 6 -122.9  -3037 -0.288046   5451897  0.433086     1  0.730321  0.0000 0.000468 0.000646 0.001852 -0.079421  0.105061 -0.097806
NWE2 13APR21 2013.3032 56403 1737 0 -122.9  -3037 -0.286097   5451897  0.433850     1  0.730180  0.0000 0.000467 0.000644 0.001850 -0.070832  0.096021 -0.088760
NWE2 13APR22 2013.3060 56404 1737 1 -122.9  -3037 -0.287591   5451897  0.432288     1  0.726237  0.0000 0.000468 0.000646 0.001855 -0.066636  0.088882 -0.107659
NWE2 13APR23 2013.3087 56405 1737 2 -122.9  -3037 -0.285960   5451897  0.433910     1  0.736011  0.0000 0.000466 0.000656 0.001860 -0.051893  0.060351 -0.123563
NWE2 13APR24 2013.3114 56406 1737 3 -122.9  -3037 -0.288103   5451897  0.433458     1  0.740550  0.0000 0.000462 0.000656 0.001853 -0.053908  0.058972 -0.132145
NWE2 13APR25 2013.3142 56407 1737 4 -122.9  -3037 -0.291587   5451897  0.434976     1  0.734287  0.0000 0.000460 0.000648 0.001823 -0.068069  0.062646 -0.099139
NWE2 13APR26 2013.3169 56408 1737 5 -122.9  -3037 -0.290735   5451897  0.430334     1  0.739154  0.0000 0.000463 0.000647 0.001836 -0.067134  0.066201 -0.099011
NWE2 13APR27 2013.3196 56409 1737 6 -122.9  -3037 -0.289650   5451897  0.431519     1  0.738469  0.0000 0.000462 0.000642 0.001834 -0.063813  0.072772 -0.095352
NWE2 13APR28 2013.3224 56410 1738 0 -122.9  -3037 -0.290736   5451897  0.434142     1  0.734871  0.0000 0.000462 0.000650 0.001863 -0.039665  0.063314 -0.119610
NWE2 13APR29 2013.3251 56411 1738 1 -122.9  -3037 -0.292089   5451897  0.433658     1  0.738842  0.0000 0.000459 0.000647 0.001841 -0.046610  0.071658 -0.108979
NWE2 13MAY01 2013.3306 56413 1738 3 -122.9  -3037 -0.290130   5451897  0.435684     1  0.734791  0.0000 0.000467 0.000653 0.001868 -0.048876  0.065793 -0.104119
NWE2 13MAY02 2013.3333 56414 1738 4 -122.9  -3037 -0.290028   5451897  0.432665     1  0.750535  0.0000 0.000465 0.000647 0.001861 -0.051493  0.074234 -0.092000
NWE2 13MAY03 2013.3361 56415 1738 5 -122.9  -3037 -0.289406   5451897  0.436506     1  0.727074  0.0000 0.000463 0.000654 0.001882 -0.037973  0.050542 -0.114500
NWE2 13MAY04 2013.3388 56416 1738 6 -122.9  -3037 -0.285344   5451897  0.433378     1  0.741302  0.0000 0.000465 0.000648 0.001881 -0.036712  0.084908 -0.105670
NWE2 13MAY05 2013.3415 56417 1739 0 -122.9  -3037 -0.289070   5451897  0.433356     1  0.744104  0.0000 0.000460 0.000652 0.001860 -0.059005  0.077472 -0.107230
NWE2 13MAY06 2013.3443 56418 1739 1 -122.9  -3037 -0.288724   5451897  0.432939     1  0.735864  0.0000 0.000464 0.000651 0.001875 -0.056865  0.076946 -0.096065
NWE2 13MAY07 2013.3470 56419 1739 2 -122.9  -3037 -0.289790   5451897  0.431670     1  0.729262  0.0000 0.000466 0.000650 0.001873 -0.059291  0.077730 -0.102735
NWE2 13MAY08 2013.3498 56420 1739 3 -122.9  -3037 -0.284297   5451897  0.432431     1  0.736637  0.0000 0.000465 0.000644 0.001858 -0.058372  0.074924 -0.110116
NWE2 13MAY09 2013.3525 56421 1739 4 -122.9  -3037 -0.288214   5451897  0.433799     1  0.739620  0.0000 0.000464 0.000652 0.001875 -0.053531  0.079829 -0.128717
NWE2 13MAY10 2013.3552 56422 1739 5 -122.9  -3037 -0.285895   5451897  0.432838     1  0.744020  0.0000 0.000474 0.000671 0.001920 -0.056639  0.074970 -0.125518
NWE2 13MAY11 2013.3580 56423 1739 6 -122.9  -3037 -0.287865   5451897  0.435768     1  0.743200  0.0000 0.000466 0.000659 0.001887 -0.055999  0.075284 -0.130731
NWE2 13MAY12 2013.3607 56424 1740 0 -122.9  -3037 -0.289455   5451897  0.434873     1  0.737757  0.0000 0.000472 0.000659 0.001894 -0.069233  0.098997 -0.123486
NWE2 13MAY13 2013.3634 56425 1740 1 -122.9  -3037 -0.286427   5451897  0.431072     1  0.735624  0.0000 0.000469 0.000655 0.001882 -0.057926  0.097707 -0.121545
NWE2 13MAY14 2013.3662 56426 1740 2 -122.9  -3037 -0.288024   5451897  0.433646     1  0.737838  0.0000 0.000465 0.000654 0.001871 -0.056220  0.074822 -0.130617
NWE2 13MAY15 2013.3689 56427 1740 3 -122.9  -3037 -0.284581   5451897  0.434612     1  0.741397  0.0000 0.000481 0.000674 0.001938 -0.060027  0.090732 -0.157749
NWE2 13MAY16 2013.3717 56428 1740 4 -122.9  -3037 -0.286199   5451897  0.431991     1  0.739416  0.0000 0.000470 0.000674 0.001912 -0.053290  0.048469 -0.123212
NWE2 13MAY17 2013.3744 56429 1740 5 -122.9  -3037 -0.285738   5451897  0.433291     1  0.728369  0.0000 0.000483 0.000688 0.001966 -0.074312  0.085370 -0.134592
NWE2 13MAY18 2013.3771 56430 1740 6 -122.9  -3037 -0.290043   5451897  0.430209     1  0.739153  0.0000 0.000467 0.000651 0.001886 -0.050765  0.087898 -0.130117
NWE2 13MAY19 2013.3799 56431 1741 0 -122.9  -3037 -0.287884   5451897  0.434195     1  0.738429  0.0000 0.000470 0.000665 0.001927 -0.051257  0.074694 -0.163949
NWE2 13MAY20 2013.3826 56432 1741 1 -122.9  -3037 -0.285086   5451897  0.433625     1  0.733543  0.0000 0.000465 0.000658 0.001892 -0.070291  0.092446 -0.139141
NWE2 13MAY21 2013.3854 56433 1741 2 -122.9  -3037 -0.286174   5451897  0.433388     1  0.741459  0.0000 0.000468 0.000659 0.001896 -0.083728  0.092824 -0.110286
NWE2 13MAY22 2013.3881 56434 1741 3 -122.9  -3037 -0.286829   5451897  0.432178     1  0.736381  0.0000 0.000467 0.000651 0.001873 -0.068297  0.087635 -0.102724
NWE2 13MAY23 2013.3908 56435 1741 4 -122.9  -3037 -0.288594   5451897  0.433859     1  0.726290  0.0000 0.000469 0.000660 0.001877 -0.073430  0.087275 -0.120223
NWE2 13MAY24 2013.3936 56436 1741 5 -122.9  -3037 -0.288697   5451897  0.431790     1  0.735566  0.0000 0.000477 0.000673 0.001936 -0.056256  0.059930 -0.128735
NWE2 13MAY25 2013.3963 56437 1741 6 -122.9  -3037 -0.285877   5451897  0.432070     1  0.748408  0.0000 0.000464 0.000652 0.001891 -0.040137  0.061738 -0.137004
NWE2 13MAY26 2013.3990 56438 1742 0 -122.9  -3037 -0.290896   5451897  0.431319     1  0.745176  0.0000 0.000468 0.000651 0.001890 -0.073285  0.102204 -0.113359
NWE2 13MAY27 2013.4018 56439 1742 1 -122.9  -3037 -0.291230   5451897  0.432206     1  0.744515  0.0000 0.000476 0.000662 0.001917 -0.087000  0.123001 -0.111354
NWE2 13MAY28 2013.4045 56440 1742 2 -122.9  -3037 -0.290390   5451897  0.433134     1  0.744179  0.0000 0.000469 0.000658 0.001912 -0.064119  0.093218 -0.139835
NWE2 13MAY29 2013.4073 56441 1742 3 -122.9  -3037 -0.287907   5451897  0.432784     1  0.739561  0.0000 0.000473 0.000658 0.001907 -0.076751  0.107870 -0.140119
NWE2 13MAY30 2013.4100 56442 1742 4 -122.9  -3037 -0.287147   5451897  0.429707     1  0.740603  0.0000 0.000473 0.000660 0.001919 -0.087992  0.114218 -0.152962
NWE2 13MAY31 2013.4127 56443 1742 5 -122.9  -3037 -0.289571   5451897  0.432035     1  0.738380  0.0000 0.000465 0.000651 0.001887 -0.063688  0.106580 -0.116439
NWE2 13JUN01 2013.4155 56444 1742 6 -122.9  -3037 -0.287282   5451897  0.429197     1  0.752567  0.0000 0.000489 0.000699 0.002080 -0.032522  0.065128 -0.183102
NWE2 13JUN02 2013.4182 56445 1743 0 -122.9  -3037 -0.283971   5451897  0.428537     1  0.738040  0.0000 0.000468 0.000661 0.001921 -0.069687  0.106453 -0.137847
NWE2 13JUN03 2013.4209 56446 1743 1 -122.9  -3037 -0.288111   5451897  0.432376     1  0.732106  0.0000 0.000466 0.000660 0.001909 -0.049383  0.084986 -0.143131
NWE2 13JUN04 2013.4237 56447 1743 2 -122.9  -3037 -0.288502   5451897  0.431735     1  0.745377  0.0000 0.000462 0.000653 0.001887 -0.046484  0.091485 -0.129474
NWE2 13JUN05 2013.4264 56448 1743 3 -122.9  -3037 -0.288494   5451897  0.431265     1  0.742118  0.0000 0.000466 0.000659 0.001901 -0.051886  0.095981 -0.137858
NWE2 13JUN06 2013.4292 56449 1743 4 -122.9  -3037 -0.286959   5451897  0.430856     1  0.746333  0.0000 0.000475 0.000672 0.001963 -0.045360  0.111038 -0.139931
NWE2 13JUN07 2013.4319 56450 1743 5 -122.9  -3037 -0.284723   5451897  0.430341     1  0.747747  0.0000 0.000477 0.000670 0.001979 -0.052399  0.086700 -0.134723
NWE2 13JUN08 2013.4346 56451 1743 6 -122.9  -3037 -0.288783   5451897  0.431287     1  0.753297  0.0000 0.000469 0.000659 0.001915 -0.056440  0.096617 -0.122961
NWE2 13JUN09 2013.4374 56452 1744 0 -122.9  -3037 -0.285420   5451897  0.430604     1  0.737957  0.0000 0.000470 0.000660 0.001913 -0.067991  0.124126 -0.126652
NWE2 13JUN10 2013.4401 56453 1744 1 -122.9  -3037 -0.289280   5451897  0.431331     1  0.740428  0.0000 0.000473 0.000667 0.001921 -0.049108  0.099669 -0.124396
NWE2 13JUN12 2013.4456 56455 1744 3 -122.9  -3037 -0.289368   5451897  0.429893     1  0.736339  0.0000 0.000536 0.000763 0.002229 -0.078861  0.107111 -0.127454
NWE2 13JUN13 2013.4483 56456 1744 4 -122.9  -3037 -0.289731   5451897  0.431540     1  0.738990  0.0000 0.000471 0.000662 0.001920 -0.063612  0.105035 -0.125429
NWE2 13JUN14 2013.4511 56457 1744 5 -122.9  -3037 -0.288525   5451897  0.430562     1  0.737934  0.0000 0.000467 0.000657 0.001893 -0.082994  0.108534 -0.135723
NWE2 13JUN15 2013.4538 56458 1744 6 -122.9  -3037 -0.290159   5451897  0.429798     1  0.737336  0.0000 0.000468 0.000663 0.001909 -0.070132  0.102158 -0.136864
NWE2 13JUN16 2013.4565 56459 1745 0 -122.9  -3037 -0.287320   5451897  0.433871     1  0.738875  0.0000 0.000468 0.000663 0.001883 -0.078029  0.099356 -0.135779
NWE2 13JUN17 2013.4593 56460 1745 1 -122.9  -3037 -0.290417   5451897  0.432140     1  0.738888  0.0000 0.000469 0.000660 0.001918 -0.055038  0.119426 -0.124451
NWE2 13JUN18 2013.4620 56461 1745 2 -122.9  -3037 -0.286572   5451897  0.432464     1  0.734252  0.0000 0.000482 0.000680 0.001970 -0.070411  0.106008 -0.155112
NWE2 13JUN19 2013.4648 56462 1745 3 -122.9  -3037 -0.288285   5451897  0.432792     1  0.735255  0.0000 0.000466 0.000660 0.001912 -0.053552  0.094964 -0.139553
NWE2 13JUN20 2013.4675 56463 1745 4 -122.9  -3037 -0.288640   5451897  0.432829     1  0.743886  0.0000 0.000466 0.000657 0.001891 -0.066467  0.097561 -0.136492
NWE2 13JUN21 2013.4702 56464 1745 5 -122.9  -3037 -0.288254   5451897  0.432614     1  0.747626  0.0000 0.000510 0.000731 0.002117 -0.051854  0.106964 -0.123740
NWE2 13JUN22 2013.4730 56465 1745 6 -122.9  -3037 -0.287526   5451897  0.432770     1  0.737293  0.0000 0.000466 0.000658 0.001905 -0.048420  0.099610 -0.133124
NWE2 13JUN23 2013.4757 56466 1746 0 -122.9  -3037 -0.293629   5451897  0.431256     1  0.743502  0.0000 0.000470 0.000668 0.001929 -0.057715  0.109386 -0.137941
NWE2 13JUN24 2013.4784 56467 1746 1 -122.9  -3037 -0.289083   5451897  0.428438     1  0.750904  0.0000 0.000475 0.000675 0.001974 -0.068696  0.111337 -0.136743
NWE2 13JUN25 2013.4812 56468 1746 2 -122.9  -3037 -0.291122   5451897  0.432160     1  0.740296  0.0000 0.000463 0.000651 0.001889 -0.064163  0.107289 -0.135338
NWE2 13JUN26 2013.4839 56469 1746 3 -122.9  -3037 -0.290349   5451897  0.433310     1  0.738321  0.0000 0.000464 0.000656 0.001904 -0.059894  0.096832 -0.141028
NWE2 13JUN27 2013.4867 56470 1746 4 -122.9  -3037 -0.289372   5451897  0.433176     1  0.746174  0.0000 0.000471 0.000671 0.001933 -0.071586  0.116905 -0.154255
NWE2 13JUN28 2013.4894 56471 1746 5 -122.9  -3037 -0.291103   5451897  0.432754     1  0.745565  0.0000 0.000473 0.000680 0.001986 -0.032682  0.084546 -0.156313
NWE2 13JUN29 2013.4921 56472 1746 6 -122.9  -3037 -0.292813   5451897  0.431377     1  0.751359  0.0000 0.000480 0.000691 0.002033 -0.021344  0.062690 -0.177035
NWE2 13JUN30 2013.4949 56473 1747 0 -122.9  -3037 -0.291833   5451897  0.430696     1  0.747246  0.0000 0.000461 0.000648 0.001880 -0.072050  0.110805 -0.114756
NWE2 13JUL01 2013.4976 56474 1747 1 -122.9  -3037 -0.291033   5451897  0.431002     1  0.755945  0.0000 0.000456 0.000643 0.001865 -0.064369  0.093691 -0.135945
NWE2 13JUL02 2013.5003 56475 1747 2 -122.9  -3037 -0.291591   5451897  0.428341     1  0.755406  0.0000 0.000459 0.000649 0.001875 -0.076062  0.105084 -0.121833
NWE2 13JUL03 2013.5031 56476 1747 3 -122.9  -3037 -0.288970   5451897  0.431146     1  0.745265  0.0000 0.000460 0.000650 0.001874 -0.058856  0.102252 -0.119132
NWE2 13JUL04 2013.5058 56477 1747 4 -122.9  -3037 -0.288615   5451897  0.431924     1  0.740439  0.0000 0.000461 0.000650 0.001889 -0.068643  0.120219 -0.102445
NWE2 13JUL05 2013.5086 56478 1747 5 -122.9  -3037 -0.288010   5451897  0.430418     1  0.741110  0.0000 0.000457 0.000643 0.001870 -0.064648  0.109391 -0.120605
NWE2 13JUL06 2013.5113 56479 1747 6 -122.9  -3037 -0.287749   5451897  0.427813     1  0.746743  0.0000 0.000456 0.000639 0.001870 -0.068041  0.111604 -0.134546
NWE2 13JUL07 2013.5140 56480 1748 0 -122.9  -3037 -0.288532   5451897  0.430890     1  0.741804  0.0000 0.000461 0.000647 0.001876 -0.069409  0.097384 -0.142049
NWE2 13JUL08 2013.5168 56481 1748 1 -122.9  -3037 -0.288498   5451897  0.432573     1  0.736246  0.0000 0.000464 0.000661 0.001899 -0.057505  0.092827 -0.143190
NWE2 13JUL09 2013.5195 56482 1748 2 -122.9  -3037 -0.292423   5451897  0.428597     1  0.739706  0.0000 0.000471 0.000659 0.001906 -0.072115  0.115830 -0.109753
NWE2 13JUL10 2013.5222 56483 1748 3 -122.9  -3037 -0.286823   5451897  0.428289     1  0.747355  0.0000 0.000467 0.000659 0.001909 -0.054634  0.103983 -0.121845
NWE2 13JUL11 2013.5250 56484 1748 4 -122.9  -3037 -0.288927   5451897  0.428935     1  0.752613  0.0000 0.000481 0.000675 0.001930 -0.052203  0.113119 -0.146424
NWE2 13JUL12 2013.5277 56485 1748 5 -122.9  -3037 -0.292268   5451897  0.429692     1  0.736550  0.0000 0.000476 0.000671 0.001908 -0.050571  0.095677 -0.145838
NWE2 13JUL13 2013.5305 56486 1748 6 -122.9  -3037 -0.288661   5451897  0.431139     1  0.737265  0.0000 0.000466 0.000658 0.001898 -0.071673  0.114479 -0.136705
NWE2 13JUL14 2013.5332 56487 1749 0 -122.9  -3037 -0.290046   5451897  0.431825     1  0.743214  0.0000 0.000466 0.000664 0.001916 -0.063024  0.089317 -0.143428
NWE2 13JUL15 2013.5359 56488 1749 1 -122.9  -3037 -0.292379   5451897  0.432952     1  0.739579  0.0000 0.000471 0.000674 0.001918 -0.072645  0.106526 -0.138189
NWE2 13JUL16 2013.5387 56489 1749 2 -122.9  -3037 -0.285893   5451897  0.431664     1  0.743468  0.0000 0.000459 0.000647 0.001874 -0.075556  0.114284 -0.123857
NWE2 13JUL17 2013.5414 56490 1749 3 -122.9  -3037 -0.292480   5451897  0.431971     1  0.744987  0.0000 0.000458 0.000652 0.001876 -0.081854  0.116088 -0.134892
NWE2 13JUL18 2013.5441 56491 1749 4 -122.9  -3037 -0.287594   5451897  0.432864     1  0.742328  0.0000 0.000456 0.000647 0.001855 -0.084376  0.116259 -0.121683
NWE2 13JUL19 2013.5469 56492 1749 5 -122.9  -3037 -0.290211   5451897  0.434703     1  0.743564  0.0000 0.000456 0.000646 0.001858 -0.071283  0.106697 -0.121764
NWE2 13JUL20 2013.5496 56493 1749 6 -122.9  -3037 -0.288492   5451897  0.431489     1  0.741283  0.0000 0.000462 0.000652 0.001894 -0.084241  0.129303 -0.123545
NWE2 13JUL21 2013.5524 56494 1750 0 -122.9  -3037 -0.288929   5451897  0.432156     1  0.746913  0.0000 0.000465 0.000655 0.001890 -0.085337  0.116972 -0.112709
NWE2 13JUL22 2013.5551 56495 1750 1 -122.9  -3037 -0.288415   5451897  0.434259     1  0.750531  0.0000 0.000463 0.000658 0.001900 -0.080235  0.113307 -0.133604
NWE2 13JUL23 2013.5578 56496 1750 2 -122.9  -3037 -0.288398   5451897  0.432220     1  0.745268  0.0000 0.000484 0.000672 0.001954 -0.101409  0.143688 -0.103216
NWE2 13JUL24 2013.5606 56497 1750 3 -122.9  -3037 -0.289697   5451897  0.429905     1  0.738591  0.0000 0.000475 0.000681 0.001940 -0.118343  0.138241 -0.132328
NWE2 13JUL25 2013.5633 56498 1750 4 -122.9  -3037 -0.285976   5451897  0.435081     1  0.739322  0.0000 0.000476 0.000679 0.001925 -0.111906  0.122667 -0.117565
NWE2 13JUL26 2013.5661 56499 1750 5 -122.9  -3037 -0.286015   5451897  0.433860     1  0.741242  0.0000 0.000466 0.000653 0.001865 -0.094955  0.114745 -0.111106
NWE2 13JUL27 2013.5688 56500 1750 6 -122.9  -3037 -0.289059   5451897  0.429670     1  0.750493  0.0000 0.000464 0.000655 0.001889 -0.095154  0.126523 -0.125237
NWE2 13JUL28 2013.5715 56501 1751 0 -122.9  -3037 -0.292260   5451897  0.434187     1  0.743041  0.0000 0.000461 0.000651 0.001867 -0.093973  0.120967 -0.120915
NWE2 13JUL29 2013.5743 56502 1751 1 -122.9  -3037 -0.290367   5451897  0.427984     1  0.746322  0.0000 0.000460 0.000656 0.001864 -0.093461  0.113618 -0.115440
NWE2 13JUL30 2013.5770 56503 1751 2 -122.9  -3037 -0.286615   5451897  0.430680     1  0.742725  0.0000 0.000457 0.000648 0.001857 -0.069115  0.111349 -0.113731
NWE2 13JUL31 2013.5797 56504 1751 3 -122.9  -3037 -0.289012   5451897  0.430100     1  0.744372  0.0000 0.000461 0.000648 0.001860 -0.076951  0.108531 -0.103916
NWE2 13AUG01 2013.5825 56505 1751 4 -122.9  -3037 -0.289245   5451897  0.430067     1  0.751944  0.0000 0.000459 0.000644 0.001869 -0.068089  0.121111 -0.115727
NWE2 13AUG02 2013.5852 56506 1751 5 -122.9  -3037 -0.288734   5451897  0.431605     1  0.741471  0.0000 0.000460 0.000648 0.001879 -0.070703  0.127030 -0.095037
NWE2 13AUG03 2013.5880 56507 1751 6 -122.9  -3037 -0.290123   5451897  0.430969     1  0.745679  0.0000 0.000457 0.000647 0.001851 -0.083552  0.115954 -0.122620
NWE2 13AUG04 2013.5907 56508 1752 0 -122.9  -3037 -0.287194   5451897  0.429770     1  0.746256  0.0000 0.000461 0.000655 0.001881 -0.075635  0.120778 -0.124461
NWE2 13AUG05 2013.5934 56509 1752 1 -122.9  -3037 -0.289619   5451897  0.433180     1  0.737828  0.0000 0.000463 0.000655 0.001876 -0.080330  0.114315 -0.114860
NWE2 13AUG06 2013.5962 56510 1752 2 -122.9  -3037 -0.289305   5451897  0.432460     1  0.746600  0.0000 0.000466 0.000655 0.001896 -0.088673  0.131687 -0.128988
NWE2 13AUG07 2013.5989 56511 1752 3 -122.9  -3037 -0.288289   5451897  0.431142     1  0.748353  0.0000 0.000465 0.000659 0.001897 -0.091876  0.127119 -0.119165
NWE2 13AUG08 2013.6016 56512 1752 4 -122.9  -3037 -0.289459   5451897  0.429982     1  0.739988  0.0000 0.000461 0.000648 0.001882 -0.072639  0.122188 -0.120995
NWE2 13AUG09 2013.6044 56513 1752 5 -122.9  -3037 -0.288959   5451897  0.429524     1  0.738499  0.0000 0.000461 0.000648 0.001866 -0.082614  0.126962 -0.118986
NWE2 13AUG10 2013.6071 56514 1752 6 -122.9  -3037 -0.290262   5451897  0.429018     1  0.747490  0.0000 0.000466 0.000664 0.001917 -0.081313  0.121213 -0.145432
NWE2 13AUG11 2013.6099 56515 1753 0 -122.9  -3037 -0.287395   5451897  0.430325     1  0.742414  0.0000 0.000461 0.000648 0.001874 -0.069532  0.116218 -0.102773
NWE2 13AUG12 2013.6126 56516 1753 1 -122.9  -3037 -0.285701   5451897  0.429333     1  0.752316  0.0000 0.000461 0.000644 0.001872 -0.080320  0.124951 -0.099979
NWE2 13AUG13 2013.6153 56517 1753 2 -122.9  -3037 -0.289777   5451897  0.430181     1  0.753578  0.0000 0.000470 0.000655 0.001906 -0.067921  0.118343 -0.117746
NWE2 13AUG14 2013.6181 56518 1753 3 -122.9  -3037 -0.289605   5451897  0.430391     1  0.745224  0.0000 0.000462 0.000650 0.001892 -0.061041  0.121451 -0.122161
NWE2 13AUG15 2013.6208 56519 1753 4 -122.9  -3037 -0.287955   5451897  0.433044     1  0.748765  0.0000 0.000464 0.000657 0.001905 -0.076258  0.124571 -0.145655
NWE2 13AUG16 2013.6235 56520 1753 5 -122.9  -3037 -0.289650   5451897  0.429898     1  0.744855  0.0000 0.000474 0.000670 0.001924 -0.058617  0.111244 -0.116025
NWE2 13AUG17 2013.6263 56521 1753 6 -122.9  -3037 -0.290212   5451897  0.428061     1  0.745906  0.0000 0.000462 0.000650 0.001881 -0.069584  0.115374 -0.116140
