site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu
SUR2 17JAN12 2017.0322 57765 1931 4    6.8    934  0.602746   4927259  0.995532  1868  0.996757  0.0000 0.000871 0.001110 0.004487 -0.021896 -0.472129 -0.145030
SUR2 17JAN13 2017.0349 57766 1931 5    6.8    934  0.607090   4927259  0.991154  1868  0.984404  0.0000 0.000627 0.000805 0.003135  0.093233 -0.394276 -0.279924
SUR2 17JAN14 2017.0376 57767 1931 6    6.8    934  0.607101   4927259  0.994605  1868  0.976144  0.0000 0.000625 0.000803 0.003111  0.072795 -0.398932 -0.244320
SUR2 17JAN15 2017.0404 57768 1932 0    6.8    934  0.609061   4927259  0.996725  1868  0.958482  0.0000 0.001602 0.002133 0.009540  0.305668 -0.398002 -0.528960
SUR2 17JAN16 2017.0431 57769 1932 1    6.8    934  0.610755   4927259  0.993398  1868  0.973453  0.0000 0.000619 0.000801 0.003125  0.089453 -0.393192 -0.279995
SUR2 17JAN17 2017.0459 57770 1932 2    6.8    934  0.613984   4927259  0.997686  1868  0.964692  0.0000 0.000640 0.000826 0.003287  0.105244 -0.412237 -0.271605
SUR2 17JAN18 2017.0486 57771 1932 3    6.8    934  0.609033   4927259  0.997704  1868  0.966131  0.0000 0.000624 0.000802 0.003147  0.076953 -0.395176 -0.250458
SUR2 17JAN19 2017.0513 57772 1932 4    6.8    934  0.607515   4927259  0.997428  1868  0.968743  0.0000 0.000629 0.000807 0.003186  0.076630 -0.395478 -0.253843
SUR2 17JAN20 2017.0541 57773 1932 5    6.8    934  0.611752   4927259  0.995540  1868  0.969070  0.0000 0.000626 0.000794 0.003130  0.080425 -0.400777 -0.248949
SUR2 17JAN21 2017.0568 57774 1932 6    6.8    934  0.610393   4927259  0.992868  1868  0.977020  0.0000 0.000629 0.000800 0.003206  0.077779 -0.407191 -0.254921
SUR2 17JAN22 2017.0595 57775 1933 0    6.8    934  0.610124   4927259  0.993461  1868  0.981581  0.0000 0.000621 0.000801 0.003224  0.072275 -0.401646 -0.265597
SUR2 17JAN23 2017.0623 57776 1933 1    6.8    934  0.608766   4927259  0.996547  1868  0.987014  0.0000 0.000620 0.000807 0.003201  0.081938 -0.395702 -0.274437
SUR2 17JAN24 2017.0650 57777 1933 2    6.8    934  0.608615   4927259  0.996042  1868  0.984226  0.0000 0.000626 0.000807 0.003154  0.080960 -0.397959 -0.252216
SUR2 17JAN25 2017.0678 57778 1933 3    6.8    934  0.611306   4927259  0.994745  1868  0.984548  0.0000 0.000626 0.000801 0.003168  0.076967 -0.402716 -0.259596
SUR2 17JAN26 2017.0705 57779 1933 4    6.8    934  0.609012   4927259  0.996364  1868  0.990932  0.0000 0.000624 0.000796 0.003173  0.065987 -0.402159 -0.254718
SUR2 17JAN27 2017.0732 57780 1933 5    6.8    934  0.609401   4927259  0.994841  1868  0.981705  0.0000 0.000640 0.000821 0.003283  0.052452 -0.405274 -0.248362
SUR2 17JAN28 2017.0760 57781 1933 6    6.8    934  0.609507   4927259  0.995155  1868  0.986820  0.0000 0.000615 0.000797 0.003128  0.066702 -0.400340 -0.248313
SUR2 17JAN29 2017.0787 57782 1934 0    6.8    934  0.609329   4927259  0.995061  1868  0.990250  0.0000 0.000616 0.000805 0.003141  0.067928 -0.394893 -0.252619
SUR2 17JAN30 2017.0815 57783 1934 1    6.8    934  0.612086   4927259  0.994813  1868  0.986989  0.0000 0.000618 0.000802 0.003119  0.074709 -0.389578 -0.256766
