site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu
CFHS 15AUG05 2015.5921 57239 1856 3  -95.6  -3083 -0.636828   3311160  0.374750    15  0.712767  0.0000 0.000919 0.000999 0.003906 -0.016098  0.169184  0.114199
CFHS 15SEP18 2015.7125 57283 1862 5  -95.6  -3083 -0.638102   3311160  0.376013    15  0.711552  0.0000 0.000567 0.000605 0.002356  0.075106  0.193112  0.111820
CFHS 15SEP19 2015.7153 57284 1862 6  -95.6  -3083 -0.639378   3311160  0.377193    15  0.714813  0.0000 0.000566 0.000605 0.002375  0.057959  0.203519  0.121771
CFHS 15SEP20 2015.7180 57285 1863 0  -95.6  -3083 -0.638210   3311160  0.378035    15  0.710319  0.0000 0.000565 0.000602 0.002370  0.052314  0.185102  0.116399
CFHS 15SEP21 2015.7207 57286 1863 1  -95.6  -3083 -0.639577   3311160  0.382364    15  0.706246  0.0000 0.000571 0.000604 0.002341  0.072514  0.183978  0.127979
CFHS 15SEP22 2015.7235 57287 1863 2  -95.6  -3083 -0.639094   3311160  0.377830    15  0.701949  0.0000 0.000561 0.000600 0.002334  0.062984  0.184710  0.132516
CFHS 15SEP23 2015.7262 57288 1863 3  -95.6  -3083 -0.638947   3311160  0.379510    15  0.706037  0.0000 0.000568 0.000605 0.002364  0.062086  0.203268  0.118085
CFHS 15SEP24 2015.7290 57289 1863 4  -95.6  -3083 -0.640292   3311160  0.376581    15  0.707909  0.0000 0.000567 0.000604 0.002323  0.070794  0.193113  0.125103
CFHS 15SEP25 2015.7317 57290 1863 5  -95.6  -3083 -0.636363   3311160  0.375046    15  0.709668  0.0000 0.000571 0.000612 0.002356  0.085589  0.168202  0.119524
CFHS 15SEP26 2015.7344 57291 1863 6  -95.6  -3083 -0.639971   3311160  0.376910    15  0.699422  0.0000 0.000565 0.000604 0.002384  0.056107  0.201553  0.116952
CFHS 15SEP27 2015.7372 57292 1864 0  -95.6  -3083 -0.645228   3311160  0.376001    15  0.710306  0.0000 0.000564 0.000603 0.002337  0.071534  0.171481  0.125295
CFHS 15SEP28 2015.7399 57293 1864 1  -95.6  -3083 -0.637764   3311160  0.378514    15  0.712094  0.0000 0.000592 0.000619 0.002410  0.076293  0.230194  0.123923
CFHS 15SEP29 2015.7426 57294 1864 2  -95.6  -3083 -0.637875   3311160  0.378197    15  0.713160  0.0000 0.000574 0.000618 0.002344  0.079741  0.203918  0.129406
CFHS 15SEP30 2015.7454 57295 1864 3  -95.6  -3083 -0.640171   3311160  0.375769    15  0.712393  0.0000 0.000600 0.000633 0.002426  0.105787  0.185619  0.098443
CFHS 15OCT01 2015.7481 57296 1864 4  -95.6  -3083 -0.640342   3311160  0.378880    15  0.710302  0.0000 0.000598 0.000624 0.002413  0.058230  0.197585  0.114129
CFHS 15OCT02 2015.7509 57297 1864 5  -95.6  -3083 -0.641990   3311160  0.375179    15  0.707682  0.0000 0.000565 0.000599 0.002324  0.052013  0.186895  0.128480
CFHS 15OCT03 2015.7536 57298 1864 6  -95.6  -3083 -0.640641   3311160  0.375572    15  0.716601  0.0000 0.000563 0.000604 0.002330  0.058079  0.191127  0.133604
CFHS 15OCT04 2015.7563 57299 1865 0  -95.6  -3083 -0.638800   3311160  0.375209    15  0.719082  0.0000 0.000552 0.000599 0.002310  0.056945  0.194566  0.129285
CFHS 15OCT05 2015.7591 57300 1865 1  -95.6  -3083 -0.640680   3311160  0.376146    15  0.713012  0.0000 0.000562 0.000600 0.002308  0.059767  0.201228  0.129995
CFHS 15OCT06 2015.7618 57301 1865 2  -95.6  -3083 -0.641293   3311160  0.375819    15  0.711111  0.0000 0.000569 0.000613 0.002304  0.093747  0.167733  0.126616
CFHS 15OCT07 2015.7645 57302 1865 3  -95.6  -3083 -0.641243   3311160  0.375681    15  0.708799  0.0000 0.000571 0.000606 0.002311  0.073378  0.189667  0.113583
CFHS 15OCT08 2015.7673 57303 1865 4  -95.6  -3083 -0.641659   3311160  0.376791    15  0.709889  0.0000 0.000570 0.000605 0.002309  0.075558  0.187242  0.135298
CFHS 15OCT09 2015.7700 57304 1865 5  -95.6  -3083 -0.639524   3311160  0.376278    15  0.709682  0.0000 0.000574 0.000605 0.002295  0.079594  0.180817  0.137191
CFHS 15OCT10 2015.7728 57305 1865 6  -95.6  -3083 -0.639088   3311160  0.375256    15  0.703798  0.0000 0.000563 0.000598 0.002305  0.056451  0.192883  0.145202
CFHS 15OCT11 2015.7755 57306 1866 0  -95.6  -3083 -0.639610   3311160  0.376102    15  0.707512  0.0000 0.000562 0.000598 0.002287  0.061498  0.188790  0.130151
CFHS 15OCT12 2015.7782 57307 1866 1  -95.6  -3083 -0.642164   3311160  0.375308    15  0.709504  0.0000 0.000563 0.000599 0.002297  0.052179  0.181724  0.133527
CFHS 15OCT13 2015.7810 57308 1866 2  -95.6  -3083 -0.640161   3311160  0.380375    15  0.717435  0.0000 0.000570 0.000605 0.002295  0.065072  0.184019  0.125847
CFHS 15OCT14 2015.7837 57309 1866 3  -95.6  -3083 -0.645000   3311160  0.376715    15  0.714681  0.0000 0.000573 0.000604 0.002301  0.065620  0.196655  0.134862
CFHS 15OCT15 2015.7864 57310 1866 4  -95.6  -3083 -0.641073   3311160  0.378660    15  0.714193  0.0000 0.000565 0.000595 0.002306  0.043957  0.201440  0.134525
CFHS 15OCT16 2015.7892 57311 1866 5  -95.6  -3083 -0.641276   3311160  0.378397    15  0.701582  0.0000 0.000573 0.000597 0.002299  0.063852  0.195117  0.122914
CFHS 15OCT17 2015.7919 57312 1866 6  -95.6  -3083 -0.640844   3311160  0.378061    15  0.705278  0.0000 0.000577 0.000605 0.002317  0.077896  0.193766  0.131079
CFHS 15OCT18 2015.7947 57313 1867 0  -95.6  -3083 -0.642248   3311160  0.376583    15  0.707936  0.0000 0.000567 0.000597 0.002277  0.065619  0.180219  0.123364
CFHS 15OCT19 2015.7974 57314 1867 1  -95.6  -3083 -0.640651   3311160  0.379091    15  0.709027  0.0000 0.000562 0.000598 0.002297  0.058022  0.188182  0.133483
CFHS 15OCT20 2015.8001 57315 1867 2  -95.6  -3083 -0.640539   3311160  0.377568    15  0.703456  0.0000 0.000571 0.000609 0.002377  0.037133  0.232442  0.132784
CFHS 15OCT21 2015.8029 57316 1867 3  -95.6  -3083 -0.639689   3311160  0.379946    15  0.702964  0.0000 0.000572 0.000593 0.002300  0.074370  0.182172  0.109026
CFHS 15OCT22 2015.8056 57317 1867 4  -95.6  -3083 -0.639692   3311160  0.380005    15  0.709392  0.0000 0.000562 0.000589 0.002264  0.050345  0.201931  0.119616
CFHS 15OCT23 2015.8084 57318 1867 5  -95.6  -3083 -0.638336   3311160  0.377057    15  0.715539  0.0000 0.000558 0.000593 0.002277  0.045782  0.194000  0.125420
CFHS 15OCT24 2015.8111 57319 1867 6  -95.6  -3083 -0.640609   3311160  0.374806    15  0.719403  0.0000 0.000566 0.000604 0.002292  0.065459  0.187239  0.113801
CFHS 15OCT25 2015.8138 57320 1868 0  -95.6  -3083 -0.643315   3311160  0.375642    15  0.702988  0.0000 0.000552 0.000591 0.002286  0.056172  0.204265  0.132780
CFHS 15OCT26 2015.8166 57321 1868 1  -95.6  -3083 -0.641211   3311160  0.378936    15  0.705893  0.0000 0.000563 0.000602 0.002306  0.075387  0.191685  0.129893
CFHS 15OCT27 2015.8193 57322 1868 2  -95.6  -3083 -0.643705   3311160  0.377528    15  0.701440  0.0000 0.000552 0.000593 0.002276  0.059593  0.198391  0.119508
CFHS 15OCT28 2015.8220 57323 1868 3  -95.6  -3083 -0.642481   3311160  0.378373    15  0.701298  0.0000 0.000568 0.000602 0.002356  0.057651  0.216383  0.127680
CFHS 15OCT29 2015.8248 57324 1868 4  -95.6  -3083 -0.642812   3311160  0.376869    15  0.707961  0.0000 0.000550 0.000595 0.002284  0.053180  0.190408  0.152508
CFHS 15OCT30 2015.8275 57325 1868 5  -95.6  -3083 -0.641245   3311160  0.373676    15  0.708705  0.0000 0.000549 0.000600 0.002271  0.062559  0.187162  0.141353
CFHS 15OCT31 2015.8303 57326 1868 6  -95.6  -3083 -0.642618   3311160  0.375207    15  0.713020  0.0000 0.000596 0.000626 0.002478  0.077634  0.188587  0.135968
CFHS 15NOV01 2015.8330 57327 1869 0  -95.6  -3083 -0.642593   3311160  0.376240    15  0.705821  0.0000 0.000559 0.000599 0.002308  0.069775  0.205202  0.137178
CFHS 15NOV02 2015.8357 57328 1869 1  -95.6  -3083 -0.640095   3311160  0.381121    15  0.690003  0.0000 0.000559 0.000594 0.002322  0.052491  0.211610  0.120595
CFHS 15NOV03 2015.8385 57329 1869 2  -95.6  -3083 -0.641186   3311160  0.379602    15  0.698783  0.0000 0.000581 0.000614 0.002392  0.055215  0.213650  0.135619
CFHS 15NOV04 2015.8412 57330 1869 3  -95.6  -3083 -0.640305   3311160  0.377794    15  0.713958  0.0000 0.000580 0.000612 0.002396  0.040611  0.206581  0.137236
CFHS 15NOV05 2015.8439 57331 1869 4  -95.6  -3083 -0.641183   3311160  0.375435    15  0.711283  0.0000 0.000580 0.000614 0.002411  0.061925  0.213256  0.155808
CFHS 15NOV06 2015.8467 57332 1869 5  -95.6  -3083 -0.641811   3311160  0.374109    15  0.707659  0.0000 0.000576 0.000615 0.002402  0.058868  0.221654  0.150464
CFHS 15NOV07 2015.8494 57333 1869 6  -95.6  -3083 -0.642770   3311160  0.377234    15  0.708139  0.0000 0.000577 0.000612 0.002387  0.057956  0.202122  0.162487
CFHS 15NOV08 2015.8522 57334 1870 0  -95.6  -3083 -0.644112   3311160  0.377729    15  0.699010  0.0000 0.000580 0.000608 0.002370  0.046604  0.217836  0.130787
CFHS 15NOV09 2015.8549 57335 1870 1  -95.6  -3083 -0.642081   3311160  0.376591    15  0.704501  0.0000 0.000583 0.000620 0.002406  0.038165  0.210046  0.153360
CFHS 15NOV10 2015.8576 57336 1870 2  -95.6  -3083 -0.642323   3311160  0.378728    15  0.711708  0.0000 0.000577 0.000604 0.002346  0.041915  0.209106  0.144561
CFHS 15NOV11 2015.8604 57337 1870 3  -95.6  -3083 -0.641977   3311160  0.375782    15  0.706872  0.0000 0.000580 0.000614 0.002364  0.046499  0.216151  0.144668
CFHS 15NOV12 2015.8631 57338 1870 4  -95.6  -3083 -0.642118   3311160  0.376332    15  0.704287  0.0000 0.000581 0.000607 0.002404  0.037277  0.232009  0.141488
CFHS 15NOV13 2015.8658 57339 1870 5  -95.6  -3083 -0.644388   3311160  0.378027    15  0.704591  0.0000 0.000580 0.000609 0.002389  0.018930  0.218302  0.134783
CFHS 15NOV14 2015.8686 57340 1870 6  -95.6  -3083 -0.642463   3311160  0.377334    15  0.701938  0.0000 0.000578 0.000605 0.002330  0.029657  0.206539  0.111466
CFHS 15NOV15 2015.8713 57341 1871 0  -95.6  -3083 -0.640903   3311160  0.378027    15  0.705810  0.0000 0.000582 0.000607 0.002351  0.034401  0.217548  0.114713
CFHS 15NOV16 2015.8741 57342 1871 1  -95.6  -3083 -0.641063   3311160  0.375154    15  0.707693  0.0000 0.000577 0.000608 0.002335  0.039128  0.205428  0.128004
CFHS 15NOV17 2015.8768 57343 1871 2  -95.6  -3083 -0.637241   3311160  0.375382    15  0.708211  0.0000 0.000605 0.000625 0.002464  0.037935  0.233681  0.125844
CFHS 15NOV18 2015.8795 57344 1871 3  -95.6  -3083 -0.640544   3311160  0.379709    15  0.704182  0.0000 0.000582 0.000614 0.002357  0.040944  0.221934  0.120769
CFHS 15NOV19 2015.8823 57345 1871 4  -95.6  -3083 -0.643276   3311160  0.379402    15  0.695492  0.0000 0.000583 0.000606 0.002350  0.036156  0.228339  0.101915
CFHS 15NOV20 2015.8850 57346 1871 5  -95.6  -3083 -0.642984   3311160  0.380273    15  0.695751  0.0000 0.000583 0.000622 0.002382  0.056506  0.201497  0.122794
CFHS 15NOV21 2015.8877 57347 1871 6  -95.6  -3083 -0.643884   3311160  0.378260    15  0.704757  0.0000 0.000584 0.000620 0.002397  0.057838  0.224732  0.136686
CFHS 15NOV22 2015.8905 57348 1872 0  -95.6  -3083 -0.642585   3311160  0.380433    15  0.696750  0.0000 0.000573 0.000608 0.002321  0.062222  0.209199  0.147858
CFHS 15NOV23 2015.8932 57349 1872 1  -95.6  -3083 -0.641915   3311160  0.379480    15  0.690753  0.0000 0.000587 0.000611 0.002394  0.036014  0.237477  0.126390
CFHS 15NOV24 2015.8960 57350 1872 2  -95.6  -3083 -0.642599   3311160  0.379153    15  0.699343  0.0000 0.000571 0.000603 0.002352  0.037218  0.211196  0.146674
CFHS 15NOV25 2015.8987 57351 1872 3  -95.6  -3083 -0.641064   3311160  0.381709    15  0.697901  0.0000 0.000573 0.000607 0.002326  0.049628  0.211371  0.132425
CFHS 15NOV26 2015.9014 57352 1872 4  -95.6  -3083 -0.643432   3311160  0.376712    15  0.700449  0.0000 0.000582 0.000610 0.002387  0.043230  0.213045  0.127547
CFHS 15NOV27 2015.9042 57353 1872 5  -95.6  -3083 -0.641194   3311160  0.376701    15  0.710452  0.0000 0.000579 0.000617 0.002383  0.024625  0.202744  0.157903
CFHS 15NOV28 2015.9069 57354 1872 6  -95.6  -3083 -0.643280   3311160  0.377305    15  0.710173  0.0000 0.000577 0.000609 0.002394  0.023233  0.227545  0.149451
CFHS 15NOV29 2015.9097 57355 1873 0  -95.6  -3083 -0.642620   3311160  0.376826    15  0.700338  0.0000 0.000583 0.000611 0.002385  0.013318  0.222322  0.149438
CFHS 15NOV30 2015.9124 57356 1873 1  -95.6  -3083 -0.643882   3311160  0.378603    15  0.699251  0.0000 0.000582 0.000608 0.002357  0.028053  0.224156  0.134671
CFHS 15DEC01 2015.9151 57357 1873 2  -95.6  -3083 -0.643588   3311160  0.379495    15  0.709808  0.0000 0.000577 0.000608 0.002343  0.034941  0.222674  0.121826
CFHS 15DEC02 2015.9179 57358 1873 3  -95.6  -3083 -0.642747   3311160  0.379416    15  0.702770  0.0000 0.000586 0.000609 0.002388  0.022245  0.243207  0.122817
CFHS 15DEC03 2015.9206 57359 1873 4  -95.6  -3083 -0.641917   3311160  0.380113    15  0.692028  0.0000 0.000576 0.000604 0.002354  0.019308  0.242811  0.142587
CFHS 15DEC04 2015.9233 57360 1873 5  -95.6  -3083 -0.644332   3311160  0.377945    15  0.693844  0.0000 0.000571 0.000611 0.002342  0.032089  0.219909  0.150853
CFHS 15DEC05 2015.9261 57361 1873 6  -95.6  -3083 -0.642586   3311160  0.380361    15  0.690900  0.0000 0.000582 0.000615 0.002367  0.037773  0.227261  0.131062
CFHS 15DEC06 2015.9288 57362 1874 0  -95.6  -3083 -0.643021   3311160  0.382616    15  0.697215  0.0000 0.000576 0.000607 0.002346  0.031192  0.221065  0.142953
CFHS 15DEC07 2015.9316 57363 1874 1  -95.6  -3083 -0.642280   3311160  0.378220    15  0.698784  0.0000 0.000581 0.000631 0.002383  0.047598  0.228806  0.134837
CFHS 15DEC08 2015.9343 57364 1874 2  -95.6  -3083 -0.641206   3311160  0.378514    15  0.701769  0.0000 0.000578 0.000629 0.002360  0.050524  0.228423  0.139537
CFHS 15DEC09 2015.9370 57365 1874 3  -95.6  -3083 -0.642127   3311160  0.377540    15  0.701574  0.0000 0.000593 0.000626 0.002447  0.046548  0.219797  0.112149
CFHS 15DEC10 2015.9398 57366 1874 4  -95.6  -3083 -0.643213   3311160  0.377357    15  0.700442  0.0000 0.000578 0.000618 0.002395  0.034254  0.230142  0.124068
CFHS 15DEC11 2015.9425 57367 1874 5  -95.6  -3083 -0.641304   3311160  0.377920    15  0.710791  0.0000 0.000583 0.000620 0.002403  0.039749  0.238767  0.106040
CFHS 15DEC12 2015.9452 57368 1874 6  -95.6  -3083 -0.642216   3311160  0.379614    15  0.703649  0.0000 0.000609 0.000621 0.002470  0.049508  0.274673  0.083467
CFHS 15DEC13 2015.9480 57369 1875 0  -95.6  -3083 -0.642330   3311160  0.379702    15  0.716841  0.0000 0.000575 0.000610 0.002352  0.078466  0.203734  0.122321
CFHS 15DEC14 2015.9507 57370 1875 1  -95.6  -3083 -0.643369   3311160  0.379568    15  0.707223  0.0000 0.000551 0.000593 0.002287  0.065814  0.199952  0.133814
CFHS 15DEC15 2015.9535 57371 1875 2  -95.6  -3083 -0.640245   3311160  0.378055    15  0.711254  0.0000 0.000574 0.000614 0.002379  0.021475  0.224728  0.134013
CFHS 15DEC16 2015.9562 57372 1875 3  -95.6  -3083 -0.642615   3311160  0.381663    15  0.712019  0.0000 0.000591 0.000627 0.002459  0.034657  0.231915  0.125287
CFHS 15DEC17 2015.9589 57373 1875 4  -95.6  -3083 -0.642638   3311160  0.382496    15  0.702018  0.0000 0.000602 0.000621 0.002434  0.040158  0.254751  0.087306
CFHS 15DEC18 2015.9617 57374 1875 5  -95.6  -3083 -0.643601   3311160  0.379996    15  0.695085  0.0000 0.000580 0.000605 0.002356  0.047284  0.224491  0.107862
CFHS 15DEC19 2015.9644 57375 1875 6  -95.6  -3083 -0.643270   3311160  0.381218    15  0.699416  0.0000 0.000556 0.000593 0.002318  0.050295  0.218726  0.122787
CFHS 15DEC20 2015.9671 57376 1876 0  -95.6  -3083 -0.640981   3311160  0.381209    15  0.707894  0.0000 0.000549 0.000594 0.002297  0.056982  0.210059  0.142662
CFHS 15DEC21 2015.9699 57377 1876 1  -95.6  -3083 -0.640171   3311160  0.380563    15  0.707002  0.0000 0.000566 0.000615 0.002379  0.043375  0.216273  0.147104
CFHS 15DEC22 2015.9726 57378 1876 2  -95.6  -3083 -0.641492   3311160  0.375796    15  0.703085  0.0000 0.000564 0.000600 0.002331  0.049228  0.216898  0.114962
CFHS 15DEC23 2015.9754 57379 1876 3  -95.6  -3083 -0.642659   3311160  0.376428    15  0.707158  0.0000 0.000560 0.000606 0.002353  0.062373  0.226009  0.139558
CFHS 15DEC24 2015.9781 57380 1876 4  -95.6  -3083 -0.642410   3311160  0.376988    15  0.707088  0.0000 0.000561 0.000598 0.002316  0.044290  0.216381  0.127726
CFHS 15DEC25 2015.9808 57381 1876 5  -95.6  -3083 -0.641137   3311160  0.380687    15  0.710707  0.0000 0.000565 0.000601 0.002337  0.062420  0.227210  0.142391
CFHS 15DEC26 2015.9836 57382 1876 6  -95.6  -3083 -0.642506   3311160  0.381710    15  0.702984  0.0000 0.000566 0.000600 0.002340  0.045780  0.228638  0.118179
CFHS 15DEC27 2015.9863 57383 1877 0  -95.6  -3083 -0.644034   3311160  0.382982    15  0.702103  0.0000 0.000573 0.000617 0.002431  0.035009  0.234450  0.136800
CFHS 15DEC28 2015.9890 57384 1877 1  -95.6  -3083 -0.644875   3311160  0.382633    15  0.698037  0.0000 0.000558 0.000592 0.002275  0.054977  0.220488  0.105216
CFHS 15DEC29 2015.9918 57385 1877 2  -95.6  -3083 -0.646357   3311160  0.381595    15  0.699184  0.0000 0.000562 0.000589 0.002295  0.042082  0.210140  0.117757
CFHS 15DEC30 2015.9945 57386 1877 3  -95.6  -3083 -0.645553   3311160  0.382224    15  0.697590  0.0000 0.000557 0.000594 0.002294  0.043913  0.217486  0.122900
CFHS 15DEC31 2015.9973 57387 1877 4  -95.6  -3083 -0.645203   3311160  0.383086    15  0.702855  0.0000 0.000553 0.000592 0.002302  0.060980  0.208947  0.138895
CFHS 16JAN01 2016.0000 57388 1877 5  -95.6  -3083 -0.647517   3311160  0.381574    15  0.706535  0.0000 0.000561 0.000602 0.002320  0.047798  0.212080  0.135117
