site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu
PMTS 09JUN18 2009.4620 55000 1536 4  -71.8  -3332 -0.375248   4581784  0.877272   -11 -0.754809  0.0000 0.001178 0.001388 0.005173 -0.008042 -0.076776  0.124936
PMTS 09JUL20 2009.5496 55032 1541 1  -71.8  -3332 -0.374529   4581784  0.878037   -11 -0.762041  0.0000 0.000631 0.000786 0.002672 -0.063999  0.054716  0.087521
PMTS 09JUL21 2009.5524 55033 1541 2  -71.8  -3332 -0.376020   4581784  0.880247   -11 -0.753856  0.0000 0.000640 0.000805 0.002717 -0.075575  0.039113  0.098600
PMTS 09JUL22 2009.5551 55034 1541 3  -71.8  -3332 -0.376184   4581784  0.878119   -11 -0.758350  0.0000 0.000639 0.000794 0.002694 -0.073396  0.030327  0.048718
PMTS 09JUL23 2009.5578 55035 1541 4  -71.8  -3332 -0.374870   4581784  0.880078   -11 -0.763465  0.0000 0.000633 0.000803 0.002695 -0.068215  0.032590  0.088110
PMTS 09JUL24 2009.5606 55036 1541 5  -71.8  -3332 -0.377223   4581784  0.878012   -11 -0.758643  0.0000 0.000648 0.000835 0.002765 -0.094760  0.026351  0.100004
PMTS 09JUL25 2009.5633 55037 1541 6  -71.8  -3332 -0.378540   4581784  0.878293   -11 -0.772235  0.0000 0.000640 0.000829 0.002747 -0.110185  0.045099  0.114623
PMTS 09JUL26 2009.5661 55038 1542 0  -71.8  -3332 -0.376474   4581784  0.877061   -11 -0.768383  0.0000 0.000641 0.000825 0.002758 -0.093377  0.042133  0.101355
PMTS 09JUL27 2009.5688 55039 1542 1  -71.8  -3332 -0.374454   4581784  0.875439   -11 -0.750359  0.0000 0.000649 0.000816 0.002751 -0.093770  0.056416  0.077935
PMTS 09JUL28 2009.5715 55040 1542 2  -71.8  -3332 -0.373764   4581784  0.877852   -11 -0.766644  0.0000 0.000633 0.000807 0.002701 -0.072673  0.049389  0.087029
PMTS 09JUL29 2009.5743 55041 1542 3  -71.8  -3332 -0.374956   4581784  0.878856   -11 -0.759339  0.0000 0.000636 0.000790 0.002655 -0.073293  0.050895  0.051450
PMTS 09JUL30 2009.5770 55042 1542 4  -71.8  -3332 -0.374116   4581784  0.876833   -11 -0.758122  0.0000 0.000666 0.000817 0.002800 -0.073441  0.037886  0.072580
PMTS 09JUL31 2009.5797 55043 1542 5  -71.8  -3332 -0.376500   4581784  0.875999   -11 -0.753488  0.0000 0.000640 0.000804 0.002747 -0.067111  0.046116  0.099696
PMTS 09AUG01 2009.5825 55044 1542 6  -71.8  -3332 -0.377114   4581784  0.877141   -11 -0.768517  0.0000 0.000636 0.000790 0.002697 -0.072649  0.045789  0.070146
PMTS 09AUG02 2009.5852 55045 1543 0  -71.8  -3332 -0.374397   4581784  0.877080   -11 -0.764519  0.0000 0.000637 0.000792 0.002697 -0.070197  0.029733  0.076457
PMTS 09AUG03 2009.5880 55046 1543 1  -71.8  -3332 -0.377641   4581784  0.880450   -11 -0.764255  0.0000 0.000632 0.000808 0.002714 -0.076535  0.049537  0.101006
PMTS 09AUG04 2009.5907 55047 1543 2  -71.8  -3332 -0.376511   4581784  0.878129   -11 -0.770579  0.0000 0.000632 0.000797 0.002691 -0.063107  0.039634  0.088981
PMTS 09AUG05 2009.5934 55048 1543 3  -71.8  -3332 -0.375257   4581784  0.877224   -11 -0.770086  0.0000 0.000648 0.000801 0.002710 -0.056651  0.036450  0.071362
PMTS 09AUG06 2009.5962 55049 1543 4  -71.8  -3332 -0.375595   4581784  0.876819   -11 -0.760434  0.0000 0.000639 0.000796 0.002709 -0.066428  0.060255  0.076195
PMTS 09AUG07 2009.5989 55050 1543 5  -71.8  -3332 -0.376396   4581784  0.880779   -11 -0.756829  0.0000 0.000641 0.000813 0.002770 -0.069153  0.045396  0.112187
PMTS 09AUG08 2009.6016 55051 1543 6  -71.8  -3332 -0.374943   4581784  0.878911   -11 -0.769780  0.0000 0.000636 0.000788 0.002678 -0.065530  0.036682  0.062927
PMTS 09AUG09 2009.6044 55052 1544 0  -71.8  -3332 -0.373984   4581784  0.879035   -11 -0.769950  0.0000 0.000635 0.000790 0.002672 -0.071393  0.043754  0.075801
PMTS 09AUG10 2009.6071 55053 1544 1  -71.8  -3332 -0.375011   4581784  0.876045   -11 -0.762851  0.0000 0.000638 0.000803 0.002708 -0.069548  0.050379  0.072210
PMTS 09AUG11 2009.6099 55054 1544 2  -71.8  -3332 -0.375121   4581784  0.876689   -11 -0.758369  0.0000 0.000635 0.000787 0.002689 -0.065024  0.050381  0.070556
PMTS 09AUG12 2009.6126 55055 1544 3  -71.8  -3332 -0.375130   4581784  0.877750   -11 -0.749585  0.0000 0.000637 0.000803 0.002752 -0.074002  0.052559  0.105514
PMTS 09AUG13 2009.6153 55056 1544 4  -71.8  -3332 -0.376504   4581784  0.877257   -11 -0.762974  0.0000 0.000641 0.000808 0.002741 -0.078049  0.040471  0.092165
PMTS 09AUG14 2009.6181 55057 1544 5  -71.8  -3332 -0.378592   4581784  0.878127   -11 -0.764095  0.0000 0.000643 0.000794 0.002707 -0.090926  0.074114  0.060645
PMTS 09AUG15 2009.6208 55058 1544 6  -71.8  -3332 -0.377772   4581784  0.878206   -11 -0.764801  0.0000 0.000641 0.000808 0.002740 -0.067855  0.032498  0.088934
PMTS 09AUG16 2009.6235 55059 1545 0  -71.8  -3332 -0.378160   4581784  0.879328   -11 -0.768094  0.0000 0.000638 0.000802 0.002733 -0.068264  0.053653  0.082563
PMTS 09AUG17 2009.6263 55060 1545 1  -71.8  -3332 -0.377237   4581784  0.877876   -11 -0.772238  0.0000 0.000632 0.000798 0.002713 -0.056909  0.044174  0.102635
PMTS 09AUG18 2009.6290 55061 1545 2  -71.8  -3332 -0.378648   4581784  0.877841   -11 -0.750826  0.0000 0.000637 0.000802 0.002751 -0.060915  0.041513  0.107662
PMTS 09AUG19 2009.6318 55062 1545 3  -71.8  -3332 -0.375819   4581784  0.877012   -11 -0.763637  0.0000 0.000645 0.000798 0.002694 -0.060392  0.055245  0.050111
PMTS 09AUG20 2009.6345 55063 1545 4  -71.8  -3332 -0.375248   4581784  0.878214   -11 -0.764255  0.0000 0.000647 0.000808 0.002723 -0.079321  0.065248  0.058471
PMTS 09AUG21 2009.6372 55064 1545 5  -71.8  -3332 -0.377112   4581784  0.878454   -11 -0.749311  0.0000 0.000657 0.000822 0.002761 -0.095887  0.072947  0.056690
PMTS 09AUG22 2009.6400 55065 1545 6  -71.8  -3332 -0.376468   4581784  0.876764   -11 -0.758407  0.0000 0.000649 0.000830 0.002785 -0.071471  0.057770  0.082027
PMTS 09AUG23 2009.6427 55066 1546 0  -71.8  -3332 -0.376349   4581784  0.876322   -11 -0.753246  0.0000 0.000642 0.000822 0.002788 -0.051759  0.060539  0.103634
PMTS 09AUG24 2009.6454 55067 1546 1  -71.8  -3332 -0.377530   4581784  0.874628   -11 -0.742976  0.0000 0.000646 0.000823 0.002778 -0.069576  0.066576  0.089819
PMTS 09AUG25 2009.6482 55068 1546 2  -71.8  -3332 -0.377862   4581784  0.879697   -11 -0.759343  0.0000 0.000645 0.000822 0.002776 -0.066190  0.054066  0.098471
PMTS 09AUG26 2009.6509 55069 1546 3  -71.8  -3332 -0.376112   4581784  0.878351   -11 -0.752844  0.0000 0.000647 0.000817 0.002771 -0.076148  0.077582  0.086590
PMTS 09AUG27 2009.6537 55070 1546 4  -71.8  -3332 -0.375379   4581784  0.877496   -11 -0.756054  0.0000 0.000647 0.000813 0.002771 -0.048656  0.071055  0.075847
PMTS 09AUG28 2009.6564 55071 1546 5  -71.8  -3332 -0.374348   4581784  0.880054   -11 -0.753815  0.0000 0.000642 0.000829 0.002780 -0.066460  0.097660  0.099962
PMTS 09AUG29 2009.6591 55072 1546 6  -71.8  -3332 -0.379007   4581784  0.879327   -11 -0.763835  0.0000 0.000641 0.000829 0.002800 -0.093195  0.071713  0.139920
PMTS 09AUG30 2009.6619 55073 1547 0  -71.8  -3332 -0.376933   4581784  0.875508   -11 -0.760530  0.0000 0.000640 0.000810 0.002725 -0.082573  0.096758  0.096723
PMTS 09AUG31 2009.6646 55074 1547 1  -71.8  -3332 -0.378859   4581784  0.879071   -11 -0.758261  0.0000 0.000637 0.000796 0.002696 -0.068100  0.074881  0.065473
PMTS 09SEP01 2009.6674 55075 1547 2  -71.8  -3332 -0.377217   4581784  0.878689   -11 -0.762017  0.0000 0.000664 0.000808 0.002741 -0.083610  0.104694  0.066426
PMTS 09SEP02 2009.6701 55076 1547 3  -71.8  -3332 -0.378609   4581784  0.878860   -11 -0.765887  0.0000 0.000664 0.000815 0.002807 -0.082818  0.098849  0.091431
PMTS 09SEP03 2009.6728 55077 1547 4  -71.8  -3332 -0.376987   4581784  0.879235   -11 -0.768579  0.0000 0.000636 0.000800 0.002720 -0.072961  0.090894  0.088782
PMTS 09SEP04 2009.6756 55078 1547 5  -71.8  -3332 -0.377733   4581784  0.879021   -11 -0.759467  0.0000 0.000638 0.000800 0.002713 -0.078160  0.098895  0.087475
PMTS 09SEP05 2009.6783 55079 1547 6  -71.8  -3332 -0.377756   4581784  0.879373   -11 -0.753150  0.0000 0.000651 0.000821 0.002768 -0.066216  0.072699  0.063697
PMTS 09SEP06 2009.6810 55080 1548 0  -71.8  -3332 -0.376177   4581784  0.878713   -11 -0.760894  0.0000 0.000643 0.000810 0.002751 -0.061755  0.073263  0.076104
PMTS 09SEP07 2009.6838 55081 1548 1  -71.8  -3332 -0.375719   4581784  0.877628   -11 -0.762548  0.0000 0.000651 0.000813 0.002761 -0.052350  0.078858  0.058282
PMTS 09SEP08 2009.6865 55082 1548 2  -71.8  -3332 -0.377616   4581784  0.880258   -11 -0.764810  0.0000 0.000640 0.000800 0.002754 -0.069554  0.077788  0.091244
PMTS 09SEP09 2009.6893 55083 1548 3  -71.8  -3332 -0.377333   4581784  0.878231   -11 -0.759857  0.0000 0.000643 0.000807 0.002754 -0.082564  0.078791  0.094705
PMTS 09SEP10 2009.6920 55084 1548 4  -71.8  -3332 -0.377887   4581784  0.877596   -11 -0.765308  0.0000 0.000637 0.000808 0.002741 -0.083343  0.090281  0.096843
PMTS 09SEP11 2009.6947 55085 1548 5  -71.8  -3332 -0.377374   4581784  0.880916   -11 -0.758776  0.0000 0.000651 0.000817 0.002775 -0.094385  0.085441  0.071022
PMTS 09SEP12 2009.6975 55086 1548 6  -71.8  -3332 -0.379055   4581784  0.878927   -11 -0.769807  0.0000 0.000641 0.000803 0.002749 -0.079122  0.066121  0.086805
PMTS 09SEP13 2009.7002 55087 1549 0  -71.8  -3332 -0.378288   4581784  0.876896   -11 -0.763102  0.0000 0.000652 0.000836 0.002855 -0.075923  0.075198  0.085107
PMTS 09SEP14 2009.7029 55088 1549 1  -71.8  -3332 -0.378810   4581784  0.877663   -11 -0.760061  0.0000 0.000628 0.000797 0.002744 -0.083041  0.085247  0.104319
PMTS 09SEP15 2009.7057 55089 1549 2  -71.8  -3332 -0.377283   4581784  0.879273   -11 -0.763947  0.0000 0.000656 0.000836 0.002826 -0.080947  0.069108  0.129473
PMTS 09SEP16 2009.7084 55090 1549 3  -71.8  -3332 -0.375813   4581784  0.878139   -11 -0.762478  0.0000 0.000642 0.000804 0.002743 -0.083511  0.067036  0.090141
PMTS 09SEP17 2009.7112 55091 1549 4  -71.8  -3332 -0.378252   4581784  0.878536   -11 -0.765963  0.0000 0.000653 0.000811 0.002778 -0.088101  0.044415  0.079451
PMTS 09SEP18 2009.7139 55092 1549 5  -71.8  -3332 -0.378040   4581784  0.877514   -11 -0.767912  0.0000 0.000658 0.000818 0.002805 -0.100004  0.060660  0.089205
PMTS 09SEP19 2009.7166 55093 1549 6  -71.8  -3332 -0.378676   4581784  0.878609   -11 -0.763787  0.0000 0.000649 0.000802 0.002733 -0.102914  0.059298  0.083701
PMTS 09SEP20 2009.7194 55094 1550 0  -71.8  -3332 -0.378953   4581784  0.876854   -11 -0.760084  0.0000 0.000634 0.000796 0.002700 -0.086032  0.065820  0.092006
PMTS 09SEP21 2009.7221 55095 1550 1  -71.8  -3332 -0.380556   4581784  0.878513   -11 -0.756130  0.0000 0.000636 0.000798 0.002722 -0.093322  0.060507  0.089193
PMTS 09SEP22 2009.7248 55096 1550 2  -71.8  -3332 -0.379561   4581784  0.876716   -11 -0.753678  0.0000 0.000645 0.000830 0.002839 -0.062882  0.037038  0.133644
PMTS 09SEP23 2009.7276 55097 1550 3  -71.8  -3332 -0.377695   4581784  0.877183   -11 -0.761771  0.0000 0.000652 0.000817 0.002806 -0.081661  0.070383  0.084324
PMTS 09SEP24 2009.7303 55098 1550 4  -71.8  -3332 -0.377711   4581784  0.875814   -11 -0.759690  0.0000 0.000641 0.000803 0.002764 -0.081924  0.062257  0.091570
PMTS 09SEP25 2009.7331 55099 1550 5  -71.8  -3332 -0.377217   4581784  0.875687   -11 -0.758221  0.0000 0.000641 0.000809 0.002750 -0.076017  0.066198  0.079869
PMTS 09SEP26 2009.7358 55100 1550 6  -71.8  -3332 -0.379342   4581784  0.877268   -11 -0.757247  0.0000 0.000637 0.000797 0.002731 -0.091276  0.080389  0.067259
PMTS 09SEP27 2009.7385 55101 1551 0  -71.8  -3332 -0.380880   4581784  0.876808   -11 -0.753659  0.0000 0.000646 0.000814 0.002813 -0.084849  0.072683  0.080365
PMTS 09SEP28 2009.7413 55102 1551 1  -71.8  -3332 -0.376895   4581784  0.876351   -11 -0.751904  0.0000 0.000650 0.000815 0.002831 -0.067860  0.051284  0.115057
PMTS 09SEP29 2009.7440 55103 1551 2  -71.8  -3332 -0.382064   4581784  0.875819   -11 -0.753259  0.0000 0.000666 0.000813 0.002875 -0.061747  0.071111  0.081682
PMTS 09SEP30 2009.7467 55104 1551 3  -71.8  -3332 -0.379659   4581784  0.878340   -11 -0.760633  0.0000 0.000652 0.000834 0.002815 -0.101243  0.088935  0.076936
PMTS 09OCT01 2009.7495 55105 1551 4  -71.8  -3332 -0.377011   4581784  0.877297   -11 -0.762303  0.0000 0.000626 0.000792 0.002696 -0.064572  0.062539  0.089473
PMTS 09OCT02 2009.7522 55106 1551 5  -71.8  -3332 -0.381019   4581784  0.877765   -11 -0.764291  0.0000 0.000633 0.000802 0.002723 -0.060457  0.037511  0.071080
PMTS 09OCT03 2009.7550 55107 1551 6  -71.8  -3332 -0.381797   4581784  0.879266   -11 -0.757823  0.0000 0.000638 0.000810 0.002767 -0.063730  0.045691  0.085483
PMTS 09OCT04 2009.7577 55108 1552 0  -71.8  -3332 -0.381279   4581784  0.876197   -11 -0.763010  0.0000 0.000638 0.000796 0.002725 -0.061734  0.047053  0.060057
PMTS 09OCT05 2009.7604 55109 1552 1  -71.8  -3332 -0.380114   4581784  0.877598   -11 -0.762750  0.0000 0.000640 0.000796 0.002754 -0.082466  0.078453  0.071779
PMTS 09OCT06 2009.7632 55110 1552 2  -71.8  -3332 -0.380727   4581784  0.876581   -11 -0.765592  0.0000 0.000626 0.000789 0.002706 -0.065517  0.065876  0.096026
PMTS 09OCT07 2009.7659 55111 1552 3  -71.8  -3332 -0.380010   4581784  0.873045   -11 -0.739988  0.0000 0.000641 0.000800 0.002759 -0.082972  0.068742  0.071467
PMTS 09OCT08 2009.7687 55112 1552 4  -71.8  -3332 -0.379553   4581784  0.877425   -11 -0.764070  0.0000 0.000655 0.000817 0.002850 -0.055018  0.059195  0.135692
PMTS 09OCT09 2009.7714 55113 1552 5  -71.8  -3332 -0.381831   4581784  0.875583   -11 -0.757296  0.0000 0.000631 0.000787 0.002704 -0.078287  0.065871  0.070505
PMTS 09OCT10 2009.7741 55114 1552 6  -71.8  -3332 -0.381038   4581784  0.875982   -11 -0.758014  0.0000 0.000637 0.000792 0.002712 -0.084976  0.061706  0.053824
PMTS 09OCT11 2009.7769 55115 1553 0  -71.8  -3332 -0.380840   4581784  0.877419   -11 -0.762939  0.0000 0.000633 0.000788 0.002710 -0.078284  0.063598  0.069415
PMTS 09OCT12 2009.7796 55116 1553 1  -71.8  -3332 -0.381333   4581784  0.879759   -11 -0.764219  0.0000 0.000627 0.000784 0.002695 -0.092150  0.087198  0.075991
PMTS 09OCT13 2009.7823 55117 1553 2  -71.8  -3332 -0.380468   4581784  0.876910   -11 -0.765538  0.0000 0.000624 0.000789 0.002685 -0.079259  0.063459  0.077362
PMTS 09OCT14 2009.7851 55118 1553 3  -71.8  -3332 -0.380400   4581784  0.877229   -11 -0.765439  0.0000 0.000629 0.000789 0.002696 -0.072636  0.051530  0.067569
PMTS 09OCT15 2009.7878 55119 1553 4  -71.8  -3332 -0.381885   4581784  0.877439   -11 -0.761256  0.0000 0.000645 0.000810 0.002774 -0.082068  0.060240  0.054519
PMTS 09OCT16 2009.7906 55120 1553 5  -71.8  -3332 -0.378866   4581784  0.875282   -11 -0.771457  0.0000 0.000647 0.000809 0.002747 -0.103438  0.077549  0.036088
PMTS 09OCT17 2009.7933 55121 1553 6  -71.8  -3332 -0.379750   4581784  0.875485   -11 -0.774303  0.0000 0.000637 0.000815 0.002732 -0.107317  0.076054  0.072126
PMTS 09OCT18 2009.7960 55122 1554 0  -71.8  -3332 -0.380340   4581784  0.875665   -11 -0.766639  0.0000 0.000643 0.000816 0.002770 -0.096446  0.062592  0.077236
PMTS 09OCT19 2009.7988 55123 1554 1  -71.8  -3332 -0.380201   4581784  0.876019   -11 -0.764786  0.0000 0.000644 0.000822 0.002791 -0.096664  0.056846  0.083891
PMTS 09OCT20 2009.8015 55124 1554 2  -71.8  -3332 -0.380653   4581784  0.877138   -11 -0.764538  0.0000 0.000646 0.000814 0.002772 -0.084827  0.070564  0.047188
PMTS 09OCT21 2009.8042 55125 1554 3  -71.8  -3332 -0.379618   4581784  0.875709   -11 -0.761632  0.0000 0.000645 0.000814 0.002778 -0.078203  0.051486  0.056636
PMTS 09OCT22 2009.8070 55126 1554 4  -71.8  -3332 -0.379019   4581784  0.875276   -11 -0.761806  0.0000 0.000653 0.000819 0.002784 -0.091468  0.072499  0.040328
PMTS 09OCT23 2009.8097 55127 1554 5  -71.8  -3332 -0.380386   4581784  0.877325   -11 -0.765325  0.0000 0.000645 0.000809 0.002757 -0.087951  0.063013  0.046746
PMTS 09OCT24 2009.8125 55128 1554 6  -71.8  -3332 -0.380691   4581784  0.871585   -11 -0.764014  0.0000 0.000655 0.000848 0.002852 -0.103537  0.044815  0.065637
PMTS 09OCT25 2009.8152 55129 1555 0  -71.8  -3332 -0.382405   4581784  0.877092   -11 -0.749480  0.0000 0.000656 0.000812 0.002786 -0.100066  0.062973  0.027292
PMTS 09OCT26 2009.8179 55130 1555 1  -71.8  -3332 -0.379992   4581784  0.876977   -11 -0.760630  0.0000 0.000661 0.000840 0.002834 -0.098183  0.073664  0.029530
PMTS 09OCT27 2009.8207 55131 1555 2  -71.8  -3332 -0.379283   4581784  0.875789   -11 -0.762790  0.0000 0.000663 0.000842 0.002839 -0.112023  0.082269  0.031280
PMTS 09OCT28 2009.8234 55132 1555 3  -71.8  -3332 -0.380437   4581784  0.876407   -11 -0.756495  0.0000 0.000642 0.000824 0.002783 -0.101285  0.095475  0.077422
PMTS 09OCT29 2009.8261 55133 1555 4  -71.8  -3332 -0.379080   4581784  0.874822   -11 -0.769624  0.0000 0.000633 0.000807 0.002737 -0.105023  0.090946  0.090953
PMTS 09OCT30 2009.8289 55134 1555 5  -71.8  -3332 -0.379814   4581784  0.876042   -11 -0.765347  0.0000 0.000627 0.000806 0.002715 -0.089838  0.059716  0.094937
PMTS 09OCT31 2009.8316 55135 1555 6  -71.8  -3332 -0.378693   4581784  0.876116   -11 -0.753172  0.0000 0.000647 0.000823 0.002778 -0.108382  0.088127  0.047917
PMTS 09NOV01 2009.8344 55136 1556 0  -71.8  -3332 -0.379888   4581784  0.875643   -11 -0.747008  0.0000 0.000647 0.000827 0.002759 -0.122398  0.081499  0.067952
PMTS 09NOV02 2009.8371 55137 1556 1  -71.8  -3332 -0.378616   4581784  0.875188   -11 -0.768999  0.0000 0.000632 0.000804 0.002669 -0.097139  0.096438  0.022627
PMTS 09NOV03 2009.8398 55138 1556 2  -71.8  -3332 -0.378981   4581784  0.876263   -11 -0.769538  0.0000 0.000634 0.000800 0.002683 -0.102925  0.124703  0.053713
PMTS 09NOV04 2009.8426 55139 1556 3  -71.8  -3332 -0.379640   4581784  0.876528   -11 -0.769203  0.0000 0.000624 0.000799 0.002667 -0.080456  0.095622  0.072046
PMTS 09NOV05 2009.8453 55140 1556 4  -71.8  -3332 -0.379639   4581784  0.875256   -11 -0.770530  0.0000 0.000661 0.000835 0.002834 -0.101771  0.087991  0.033316
PMTS 09NOV06 2009.8480 55141 1556 5  -71.8  -3332 -0.379578   4581784  0.875224   -11 -0.767028  0.0000 0.000651 0.000818 0.002748 -0.069479  0.075129  0.003639
PMTS 09NOV07 2009.8508 55142 1556 6  -71.8  -3332 -0.379747   4581784  0.874856   -11 -0.762537  0.0000 0.000642 0.000792 0.002682 -0.057557  0.038661  0.016857
PMTS 09NOV08 2009.8535 55143 1557 0  -71.8  -3332 -0.379183   4581784  0.875196   -11 -0.760564  0.0000 0.000645 0.000808 0.002733 -0.073851  0.074267  0.046716
PMTS 09NOV09 2009.8563 55144 1557 1  -71.8  -3332 -0.381563   4581784  0.876641   -11 -0.763244  0.0000 0.000636 0.000806 0.002701 -0.063466  0.087147  0.047564
