 2005 04 29  13 28        0.0      -1.39       0.29       17.23       2.40  -0.7550
 2005 05 06  13 21        7.0      -1.12       0.26       12.23       1.70  -0.6871
 2005 05 13  13 14       14.0      -0.91       0.24        9.48       1.32  -0.6213
 2005 05 20  13 07       21.0      -0.75       0.23        7.74       1.08  -0.5574
 2005 05 27  13 00       28.0      -0.61       0.22        6.54       0.91  -0.4954
 2005 06 03  12 53       35.0      -0.50       0.21        5.66       0.79  -0.4355
 2005 06 10  12 46       42.0      -0.39       0.20        4.99       0.70  -0.3780
 2005 06 17  12 39       49.0      -0.30       0.20        4.46       0.62  -0.3229
 2005 06 24  12 33       56.0      -0.22       0.19        4.03       0.56  -0.2704
 2005 07 01  12 26       63.0      -0.15       0.19        3.68       0.51  -0.2205
 2005 07 08  12 19       70.0      -0.08       0.19        3.39       0.47  -0.1732
 2005 07 15  12 12       77.0      -0.02       0.19        3.13       0.44  -0.1284
 2005 07 22  12 05       84.0       0.04       0.19        2.92       0.41  -0.0862
 2005 07 29  11 58       91.0       0.09       0.19        2.73       0.38  -0.0463
 2005 08 05  11 51       98.0       0.14       0.19        2.56       0.36  -0.0088
 2005 08 12  11 44      105.0       0.19       0.19        2.42       0.34   0.0266
 2005 08 19  11 37      112.0       0.24       0.19        2.28       0.32   0.0599
 2005 08 26  11 30      119.0       0.28       0.19        2.17       0.30   0.0913
 2005 09 02  11 24      126.0       0.32       0.19        2.06       0.29   0.1209
 2005 09 09  11 17      133.0       0.36       0.19        1.96       0.27   0.1487
 2005 09 16  11 10      140.0       0.40       0.19        1.88       0.26   0.1750
 2005 09 23  11 03      147.0       0.43       0.19        1.80       0.25   0.1997
 2005 09 30  10 56      154.0       0.46       0.19        1.72       0.24   0.2231
 2005 10 07  10 49      161.0       0.50       0.19        1.66       0.23   0.2452
 2005 10 14  10 42      168.0       0.53       0.19        1.59       0.22   0.2661
 2005 10 21  10 35      175.0       0.56       0.20        1.54       0.21   0.2858
 2005 10 28  10 28      182.0       0.59       0.20        1.48       0.21   0.3045
 2005 11 04  10 21      189.0       0.61       0.20        1.43       0.20   0.3223
 2005 11 11  10 15      196.0       0.64       0.20        1.38       0.19   0.3391
 2005 11 18  10 08      203.0       0.67       0.20        1.34       0.19   0.3551
 2005 11 25  10 01      210.0       0.69       0.20        1.30       0.18   0.3702
 2005 12 02  09 54      217.0       0.72       0.20        1.26       0.18   0.3847
 2005 12 09  09 47      224.0       0.74       0.20        1.22       0.17   0.3985
 2005 12 16  09 40      231.0       0.76       0.21        1.19       0.17   0.4116
 2005 12 23  09 33      238.0       0.79       0.21        1.16       0.16   0.4241
 2005 12 30  09 26      245.0       0.81       0.21        1.13       0.16   0.4360
 2006 01 06  09 19      252.0       0.83       0.21        1.10       0.15   0.4474
 2006 01 13  09 12      259.0       0.85       0.21        1.07       0.15   0.4583
 2006 01 20  09 06      266.0       0.87       0.21        1.04       0.15   0.4688
 2006 01 27  08 59      273.0       0.89       0.21        1.02       0.14   0.4788
 2006 02 03  08 52      280.0       0.91       0.22        0.99       0.14   0.4884
 2006 02 10  08 45      287.0       0.93       0.22        0.97       0.14   0.4975
 2006 02 17  08 38      294.0       0.95       0.22        0.95       0.13   0.5064
 2006 02 24  08 31      301.0       0.97       0.22        0.93       0.13   0.5148
 2006 03 03  08 24      308.0       0.98       0.22        0.91       0.13   0.5230
 2006 03 10  08 17      315.0       1.00       0.22        0.89       0.12   0.5308
 2006 03 17  08 10      322.0       1.02       0.22        0.87       0.12   0.5384
 2006 03 24  08 03      329.0       1.03       0.22        0.85       0.12   0.5456
 2006 03 31  07 57      336.0       1.05       0.23        0.84       0.12   0.5527
 2006 04 07  07 50      343.0       1.07       0.23        0.82       0.11   0.5594
 2006 04 14  07 43      350.0       1.08       0.23        0.80       0.11   0.5659
 2006 04 21  07 36      357.0       1.10       0.23        0.79       0.11   0.5722
 2006 04 28  07 29      364.0       1.11       0.23        0.77       0.11   0.5783
 2006 05 05  07 22      371.0       1.13       0.23        0.76       0.11   0.5842
 2006 05 12  07 15      378.0       1.14       0.23        0.75       0.10   0.5899
 2006 05 19  07 08      385.0       1.15       0.23        0.73       0.10   0.5954
 2006 05 26  07 01      392.0       1.17       0.23        0.72       0.10   0.6007
 2006 06 02  06 55      399.0       1.18       0.24        0.71       0.10   0.6059
 2006 06 09  06 48      406.0       1.20       0.24        0.70       0.10   0.6109
 2006 06 16  06 41      413.0       1.21       0.24        0.69       0.10   0.6157
 2006 06 23  06 34      420.0       1.22       0.24        0.67       0.09   0.6204
 2006 06 30  06 27      427.0       1.23       0.24        0.66       0.09   0.6250
 2006 07 07  06 20      434.0       1.25       0.24        0.65       0.09   0.6294
 2006 07 14  06 13      441.0       1.26       0.24        0.64       0.09   0.6337
 2006 07 21  06 06      448.0       1.27       0.24        0.63       0.09   0.6379
 2006 07 28  05 59      455.0       1.28       0.24        0.62       0.09   0.6419
 2006 08 04  05 52      462.0       1.30       0.25        0.62       0.09   0.6459
 2006 08 11  05 46      469.0       1.31       0.25        0.61       0.08   0.6497
 2006 08 18  05 39      476.0       1.32       0.25        0.60       0.08   0.6535
 2006 08 25  05 32      483.0       1.33       0.25        0.59       0.08   0.6571
 2006 09 01  05 25      490.0       1.34       0.25        0.58       0.08   0.6607
 2006 09 08  05 18      497.0       1.35       0.25        0.57       0.08   0.6641
 2006 09 15  05 11      504.0       1.36       0.25        0.57       0.08   0.6675
 2006 09 22  05 04      511.0       1.37       0.25        0.56       0.08   0.6708
 2006 09 29  04 57      518.0       1.39       0.25        0.55       0.08   0.6740
 2006 10 06  04 50      525.0       1.40       0.26        0.54       0.08   0.6771
 2006 10 13  04 43      532.0       1.41       0.26        0.54       0.07   0.6801
 2006 10 20  04 37      539.0       1.42       0.26        0.53       0.07   0.6831
 2006 10 27  04 30      546.0       1.43       0.26        0.52       0.07   0.6860
 2006 11 03  04 23      553.0       1.44       0.26        0.52       0.07   0.6889
 2006 11 10  04 16      560.0       1.45       0.26        0.51       0.07   0.6916
 2006 11 17  04 09      567.0       1.46       0.26        0.50       0.07   0.6943
 2006 11 24  04 02      574.0       1.47       0.26        0.50       0.07   0.6970
 2006 12 01  03 55      581.0       1.47       0.26        0.49       0.07   0.6996
 2006 12 08  03 48      588.0       1.48       0.26        0.49       0.07   0.7021
 2006 12 15  03 41      595.0       1.49       0.26        0.48       0.07   0.7046
 2006 12 22  03 34      602.0       1.50       0.27        0.48       0.07   0.7070
 2006 12 29  03 28      609.0       1.51       0.27        0.47       0.07   0.7094
 2007 01 05  03 21      616.0       1.52       0.27        0.47       0.06   0.7117
 2007 01 12  03 14      623.0       1.53       0.27        0.46       0.06   0.7140
 2007 01 19  03 07      630.0       1.54       0.27        0.46       0.06   0.7162
 2007 01 26  03 00      637.0       1.55       0.27        0.45       0.06   0.7184
 2007 02 02  02 53      644.0       1.56       0.27        0.45       0.06   0.7205
 2007 02 09  02 46      651.0       1.56       0.27        0.44       0.06   0.7226
 2007 02 16  02 39      658.0       1.57       0.27        0.44       0.06   0.7247
 2007 02 23  02 32      665.0       1.58       0.27        0.43       0.06   0.7267
 2007 03 02  02 25      672.0       1.59       0.27        0.43       0.06   0.7287
 2007 03 09  02 19      679.0       1.60       0.27        0.42       0.06   0.7306
 2007 03 16  02 12      686.0       1.61       0.28        0.42       0.06   0.7325
 2007 03 23  02 05      693.0       1.61       0.28        0.42       0.06   0.7344
 2007 03 30  01 58      700.0       1.62       0.28        0.41       0.06   0.7362
 2007 04 06  01 51      707.0       1.63       0.28        0.41       0.06   0.7380
 2007 04 13  01 44      714.0       1.64       0.28        0.40       0.06   0.7398
 2007 04 20  01 37      721.0       1.64       0.28        0.40       0.06   0.7415
 2007 04 27  01 30      728.0       1.65       0.28        0.40       0.06   0.7432
 2007 05 04  01 23      735.0       1.66       0.28        0.39       0.05   0.7449
 2007 05 11  01 16      742.0       1.67       0.28        0.39       0.05   0.7465
 2007 05 18  01 10      749.0       1.67       0.28        0.38       0.05   0.7481
 2007 05 25  01 03      756.0       1.68       0.28        0.38       0.05   0.7497
 2007 06 01  00 56      763.0       1.69       0.28        0.38       0.05   0.7513
 2007 06 08  00 49      770.0       1.70       0.29        0.37       0.05   0.7528
 2007 06 15  00 42      777.0       1.70       0.29        0.37       0.05   0.7543
 2007 06 22  00 35      784.0       1.71       0.29        0.37       0.05   0.7558
 2007 06 29  00 28      791.0       1.72       0.29        0.36       0.05   0.7572
 2007 07 06  00 21      798.0       1.72       0.29        0.36       0.05   0.7587
 2007 07 13  00 14      805.0       1.73       0.29        0.36       0.05   0.7601
 2007 07 20  00 07      812.0       1.74       0.29        0.36       0.05   0.7615
 2007 07 27  00 01      819.0       1.75       0.29        0.35       0.05   0.7628
 2007 08 02  23 54      826.0       1.75       0.29        0.35       0.05   0.7642
 2007 08 09  23 47      833.0       1.76       0.29        0.35       0.05   0.7655
 2007 08 16  23 40      840.0       1.77       0.29        0.34       0.05   0.7668
 2007 08 23  23 33      847.0       1.77       0.29        0.34       0.05   0.7681
 2007 08 30  23 26      854.0       1.78       0.29        0.34       0.05   0.7694
 2007 09 06  23 19      861.0       1.79       0.29        0.34       0.05   0.7706
 2007 09 13  23 12      868.0       1.79       0.30        0.33       0.05   0.7718
 2007 09 20  23 05      875.0       1.80       0.30        0.33       0.05   0.7731
 2007 09 27  22 58      882.0       1.80       0.30        0.33       0.05   0.7742
 2007 10 04  22 52      889.0       1.81       0.30        0.33       0.05   0.7754
 2007 10 11  22 45      896.0       1.82       0.30        0.32       0.05   0.7766
 2007 10 18  22 38      903.0       1.82       0.30        0.32       0.04   0.7777
 2007 10 25  22 31      910.0       1.83       0.30        0.32       0.04   0.7788
 2007 11 01  22 24      917.0       1.84       0.30        0.32       0.04   0.7800
 2007 11 08  22 17      924.0       1.84       0.30        0.31       0.04   0.7810
 2007 11 15  22 10      931.0       1.85       0.30        0.31       0.04   0.7821
 2007 11 22  22 03      938.0       1.85       0.30        0.31       0.04   0.7832
 2007 11 29  21 56      945.0       1.86       0.30        0.31       0.04   0.7842
 2007 12 06  21 49      952.0       1.86       0.30        0.30       0.04   0.7853
 2007 12 13  21 43      959.0       1.87       0.30        0.30       0.04   0.7863
 2007 12 20  21 36      966.0       1.88       0.30        0.30       0.04   0.7873
 2007 12 27  21 29      973.0       1.88       0.31        0.30       0.04   0.7883
