 2004 12 22  00 42        0.0      -3.89       1.84       15.90       3.60  -0.6573
 2004 12 29  01 02        7.0      -3.60       1.80       14.86       3.37  -0.6359
 2005 01 05  01 07       14.0      -3.32       1.76       13.95       3.16  -0.6145
 2005 01 12  01 00       21.0      -3.06       1.72       13.14       2.98  -0.5931
 2005 01 19  00 53       28.0      -2.82       1.69       12.43       2.82  -0.5716
 2005 01 26  00 46       35.0      -2.59       1.66       11.78       2.67  -0.5501
 2005 02 02  00 39       42.0      -2.37       1.63       11.20       2.54  -0.5286
 2005 02 09  00 32       49.0      -2.16       1.61       10.68       2.42  -0.5072
 2005 02 16  00 26       56.0      -1.96       1.59       10.20       2.31  -0.4859
 2005 02 23  00 19       63.0      -1.77       1.57        9.76       2.21  -0.4646
 2005 03 02  00 12       70.0      -1.58       1.55        9.36       2.12  -0.4434
 2005 03 09  00 05       77.0      -1.41       1.53        8.99       2.04  -0.4224
 2005 03 15  23 58       84.0      -1.24       1.52        8.65       1.96  -0.4015
 2005 03 22  23 51       91.0      -1.08       1.50        8.33       1.89  -0.3808
 2005 03 29  23 44       98.0      -0.92       1.49        8.03       1.82  -0.3603
 2005 04 05  23 37      105.0      -0.77       1.48        7.76       1.76  -0.3400
 2005 04 12  23 30      112.0      -0.62       1.46        7.50       1.70  -0.3199
 2005 04 19  23 23      119.0      -0.48       1.45        7.26       1.65  -0.3001
 2005 04 26  23 17      126.0      -0.34       1.45        7.04       1.60  -0.2805
 2005 05 03  23 10      133.0      -0.21       1.44        6.83       1.55  -0.2611
 2005 05 10  23 03      140.0      -0.08       1.43        6.63       1.50  -0.2420
 2005 05 17  22 56      147.0       0.04       1.42        6.44       1.46  -0.2232
 2005 05 24  22 49      154.0       0.17       1.42        6.26       1.42  -0.2047
 2005 05 31  22 42      161.0       0.28       1.41        6.10       1.38  -0.1864
 2005 06 07  22 35      168.0       0.40       1.41        5.94       1.35  -0.1685
 2005 06 14  22 28      175.0       0.51       1.40        5.79       1.31  -0.1508
 2005 06 21  22 21      182.0       0.62       1.40        5.64       1.28  -0.1335
 2005 06 28  22 14      189.0       0.73       1.40        5.51       1.25  -0.1164
 2005 07 05  22 08      196.0       0.83       1.39        5.38       1.22  -0.0997
 2005 07 12  22 01      203.0       0.93       1.39        5.25       1.19  -0.0833
 2005 07 19  21 54      210.0       1.03       1.39        5.13       1.16  -0.0672
 2005 07 26  21 47      217.0       1.13       1.39        5.02       1.14  -0.0514
 2005 08 02  21 40      224.0       1.23       1.39        4.91       1.11  -0.0359
 2005 08 09  21 33      231.0       1.32       1.39        4.81       1.09  -0.0207
 2005 08 16  21 26      238.0       1.41       1.39        4.71       1.07  -0.0058
 2005 08 23  21 19      245.0       1.50       1.39        4.61       1.05   0.0088
 2005 08 30  21 12      252.0       1.59       1.39        4.52       1.02   0.0231
 2005 09 06  21 05      259.0       1.67       1.39        4.43       1.00   0.0371
 2005 09 13  20 59      266.0       1.76       1.39        4.35       0.99   0.0508
 2005 09 20  20 52      273.0       1.84       1.39        4.27       0.97   0.0642
 2005 09 27  20 45      280.0       1.92       1.39        4.19       0.95   0.0773
 2005 10 04  20 38      287.0       2.00       1.39        4.11       0.93   0.0902
 2005 10 11  20 31      294.0       2.08       1.40        4.04       0.92   0.1027
 2005 10 18  20 24      301.0       2.15       1.40        3.97       0.90   0.1150
 2005 10 25  20 17      308.0       2.23       1.40        3.90       0.88   0.1271
 2005 11 01  20 10      315.0       2.30       1.40        3.83       0.87   0.1389
 2005 11 08  20 03      322.0       2.38       1.40        3.77       0.85   0.1504
 2005 11 15  19 56      329.0       2.45       1.41        3.71       0.84   0.1617
 2005 11 22  19 50      336.0       2.52       1.41        3.65       0.83   0.1727
 2005 11 29  19 43      343.0       2.59       1.41        3.59       0.81   0.1835
 2005 12 06  19 36      350.0       2.66       1.41        3.54       0.80   0.1941
 2005 12 13  19 29      357.0       2.72       1.42        3.48       0.79   0.2044
 2005 12 20  19 22      364.0       2.79       1.42        3.43       0.78   0.2145
 2005 12 27  19 15      371.0       2.86       1.42        3.38       0.77   0.2244
 2006 01 03  19 08      378.0       2.92       1.43        3.33       0.75   0.2341
 2006 01 10  19 01      385.0       2.98       1.43        3.28       0.74   0.2436
 2006 01 17  18 54      392.0       3.05       1.43        3.23       0.73   0.2528
 2006 01 24  18 47      399.0       3.11       1.44        3.19       0.72   0.2619
 2006 01 31  18 41      406.0       3.17       1.44        3.14       0.71   0.2708
 2006 02 07  18 34      413.0       3.23       1.45        3.10       0.70   0.2795
 2006 02 14  18 27      420.0       3.29       1.45        3.06       0.69   0.2880
 2006 02 21  18 20      427.0       3.34       1.45        3.02       0.68   0.2963
 2006 02 28  18 13      434.0       3.40       1.46        2.98       0.68   0.3044
 2006 03 07  18 06      441.0       3.46       1.46        2.94       0.67   0.3124
 2006 03 14  17 59      448.0       3.52       1.46        2.90       0.66   0.3202
 2006 03 21  17 52      455.0       3.57       1.47        2.87       0.65   0.3279
 2006 03 28  17 45      462.0       3.63       1.47        2.83       0.64   0.3354
 2006 04 04  17 38      469.0       3.68       1.48        2.80       0.63   0.3427
 2006 04 11  17 32      476.0       3.73       1.48        2.76       0.63   0.3499
 2006 04 18  17 25      483.0       3.78       1.49        2.73       0.62   0.3569
 2006 04 25  17 18      490.0       3.84       1.49        2.70       0.61   0.3638
 2006 05 02  17 11      497.0       3.89       1.49        2.67       0.60   0.3706
 2006 05 09  17 04      504.0       3.94       1.50        2.63       0.60   0.3772
 2006 05 16  16 57      511.0       3.99       1.50        2.60       0.59   0.3837
 2006 05 23  16 50      518.0       4.04       1.51        2.57       0.58   0.3900
 2006 05 30  16 43      525.0       4.09       1.51        2.55       0.58   0.3963
 2006 06 06  16 36      532.0       4.14       1.52        2.52       0.57   0.4024
 2006 06 13  16 29      539.0       4.18       1.52        2.49       0.56   0.4084
 2006 06 20  16 23      546.0       4.23       1.52        2.46       0.56   0.4142
 2006 06 27  16 16      553.0       4.28       1.53        2.44       0.55   0.4200
 2006 07 04  16 09      560.0       4.33       1.53        2.41       0.55   0.4256
 2006 07 11  16 02      567.0       4.37       1.54        2.39       0.54   0.4312
 2006 07 18  15 55      574.0       4.42       1.54        2.36       0.54   0.4366
 2006 07 25  15 48      581.0       4.46       1.55        2.34       0.53   0.4419
 2006 08 01  15 41      588.0       4.51       1.55        2.31       0.52   0.4472
 2006 08 08  15 34      595.0       4.55       1.56        2.29       0.52   0.4523
 2006 08 15  15 27      602.0       4.59       1.56        2.27       0.51   0.4573
 2006 08 22  15 20      609.0       4.64       1.57        2.24       0.51   0.4623
 2006 08 29  15 14      616.0       4.68       1.57        2.22       0.50   0.4671
 2006 09 05  15 07      623.0       4.72       1.57        2.20       0.50   0.4719
 2006 09 12  15 00      630.0       4.76       1.58        2.18       0.49   0.4766
 2006 09 19  14 53      637.0       4.81       1.58        2.16       0.49   0.4812
 2006 09 26  14 46      644.0       4.85       1.59        2.14       0.48   0.4857
 2006 10 03  14 39      651.0       4.89       1.59        2.12       0.48   0.4901
 2006 10 10  14 32      658.0       4.93       1.60        2.10       0.48   0.4945
 2006 10 17  14 25      665.0       4.97       1.60        2.08       0.47   0.4987
 2006 10 24  14 18      672.0       5.01       1.61        2.06       0.47   0.5029
 2006 10 31  14 11      679.0       5.05       1.61        2.04       0.46   0.5071
 2006 11 07  14 05      686.0       5.09       1.61        2.02       0.46   0.5111
 2006 11 14  13 58      693.0       5.13       1.62        2.01       0.45   0.5151
 2006 11 21  13 51      700.0       5.16       1.62        1.99       0.45   0.5190
 2006 11 28  13 44      707.0       5.20       1.63        1.97       0.45   0.5229
 2006 12 05  13 37      714.0       5.24       1.63        1.95       0.44   0.5267
 2006 12 12  13 30      721.0       5.28       1.64        1.94       0.44   0.5304
 2006 12 19  13 23      728.0       5.31       1.64        1.92       0.44   0.5341
 2006 12 26  13 16      735.0       5.35       1.65        1.91       0.43   0.5377
 2007 01 02  13 09      742.0       5.39       1.65        1.89       0.43   0.5412
 2007 01 09  13 02      749.0       5.42       1.65        1.87       0.42   0.5447
 2007 01 16  12 56      756.0       5.46       1.66        1.86       0.42   0.5482
 2007 01 23  12 49      763.0       5.49       1.66        1.84       0.42   0.5515
 2007 01 30  12 42      770.0       5.53       1.67        1.83       0.41   0.5549
 2007 02 06  12 35      777.0       5.56       1.67        1.81       0.41   0.5581
 2007 02 13  12 28      784.0       5.60       1.68        1.80       0.41   0.5613
 2007 02 20  12 21      791.0       5.63       1.68        1.79       0.40   0.5645
 2007 02 27  12 14      798.0       5.67       1.69        1.77       0.40   0.5676
 2007 03 06  12 07      805.0       5.70       1.69        1.76       0.40   0.5707
 2007 03 13  12 00      812.0       5.73       1.69        1.74       0.40   0.5737
 2007 03 20  11 54      819.0       5.77       1.70        1.73       0.39   0.5767
 2007 03 27  11 47      826.0       5.80       1.70        1.72       0.39   0.5796
 2007 04 03  11 40      833.0       5.83       1.71        1.71       0.39   0.5825
 2007 04 10  11 33      840.0       5.87       1.71        1.69       0.38   0.5854
 2007 04 17  11 26      847.0       5.90       1.72        1.68       0.38   0.5882
 2007 04 24  11 19      854.0       5.93       1.72        1.67       0.38   0.5909
 2007 05 01  11 12      861.0       5.96       1.72        1.66       0.38   0.5937
 2007 05 08  11 05      868.0       5.99       1.73        1.64       0.37   0.5963
 2007 05 15  10 58      875.0       6.03       1.73        1.63       0.37   0.5990
 2007 05 22  10 51      882.0       6.06       1.74        1.62       0.37   0.6016
 2007 05 29  10 45      889.0       6.09       1.74        1.61       0.36   0.6042
 2007 06 05  10 38      896.0       6.12       1.75        1.60       0.36   0.6067
 2007 06 12  10 31      903.0       6.15       1.75        1.59       0.36   0.6092
 2007 06 19  10 24      910.0       6.18       1.75        1.58       0.36   0.6116
 2007 06 26  10 17      917.0       6.21       1.76        1.56       0.35   0.6141
 2007 07 03  10 10      924.0       6.24       1.76        1.55       0.35   0.6165
 2007 07 10  10 03      931.0       6.27       1.77        1.54       0.35   0.6188
 2007 07 17  09 56      938.0       6.30       1.77        1.53       0.35   0.6211
 2007 07 24  09 49      945.0       6.33       1.77        1.52       0.35   0.6234
 2007 07 31  09 42      952.0       6.36       1.78        1.51       0.34   0.6257
 2007 08 07  09 36      959.0       6.39       1.78        1.50       0.34   0.6279
 2007 08 14  09 29      966.0       6.41       1.79        1.49       0.34   0.6301
 2007 08 21  09 22      973.0       6.44       1.79        1.48       0.34   0.6323
 2007 08 28  09 15      980.0       6.47       1.80        1.47       0.33   0.6345
 2007 09 04  09 08      987.0       6.50       1.80        1.46       0.33   0.6366
 2007 09 11  09 01      994.0       6.53       1.80        1.45       0.33   0.6387
 2007 09 18  08 54     1001.0       6.55       1.81        1.45       0.33   0.6407
 2007 09 25  08 47     1008.0       6.58       1.81        1.44       0.33   0.6428
 2007 10 02  08 40     1015.0       6.61       1.82        1.43       0.32   0.6448
 2007 10 09  08 33     1022.0       6.64       1.82        1.42       0.32   0.6467
 2007 10 16  08 27     1029.0       6.66       1.82        1.41       0.32   0.6487
 2007 10 23  08 20     1036.0       6.69       1.83        1.40       0.32   0.6506
 2007 10 30  08 13     1043.0       6.72       1.83        1.39       0.32   0.6525
 2007 11 06  08 06     1050.0       6.74       1.84        1.38       0.31   0.6544
 2007 11 13  07 59     1057.0       6.77       1.84        1.38       0.31   0.6563
