 2001 06 23  04 19        0.0     -25.46       1.12      -55.29      39.74  -0.9414
 2001 06 30  04 12        7.0     -26.50       0.48      -53.42      38.40  -0.6275
 2001 07 07  04 05       14.0     -27.45       0.54       25.07       1.64  -0.8175
 2001 07 14  03 58       21.0     -26.98       0.52       24.11       1.52  -0.7993
 2001 07 21  03 51       28.0     -26.52       0.50       23.23       1.40  -0.7797
 2001 07 28  03 44       35.0     -26.09       0.48       22.41       1.30  -0.7590
 2001 08 04  03 37       42.0     -25.67       0.46       21.64       1.21  -0.7370
 2001 08 11  03 30       49.0     -25.26       0.44       20.92       1.13  -0.7138
 2001 08 18  03 23       56.0     -24.86       0.43       20.25       1.05  -0.6894
 2001 08 25  03 16       63.0     -24.48       0.41       19.61       0.98  -0.6639
 2001 09 01  03 10       70.0     -24.11       0.40       19.02       0.92  -0.6373
 2001 09 08  03 03       77.0     -23.75       0.39       18.46       0.87  -0.6097
 2001 09 15  02 56       84.0     -23.40       0.38       17.93       0.81  -0.5812
 2001 09 22  02 49       91.0     -23.06       0.37       17.44       0.77  -0.5519
 2001 09 29  02 42       98.0     -22.74       0.36       16.96       0.72  -0.5218
 2001 10 06  02 35      105.0     -22.41       0.36       16.52       0.68  -0.4910
 2001 10 13  02 28      112.0     -22.10       0.35       16.09       0.65  -0.4597
 2001 10 20  02 21      119.0     -21.80       0.35       15.69       0.61  -0.4279
 2001 10 27  02 14      126.0     -21.50       0.34       15.30       0.58  -0.3958
 2001 11 03  02 07      133.0     -21.21       0.34       14.94       0.56  -0.3635
 2001 11 10  02 01      140.0     -20.93       0.33       14.59       0.53  -0.3310
 2001 11 17  01 54      147.0     -20.65       0.33       14.25       0.51  -0.2984
 2001 11 24  01 47      154.0     -20.38       0.33       13.94       0.49  -0.2659
 2001 12 01  01 40      161.0     -20.12       0.33       13.63       0.47  -0.2336
 2001 12 08  01 33      168.0     -19.86       0.32       13.34       0.45  -0.2014
 2001 12 15  01 26      175.0     -19.61       0.32       13.06       0.43  -0.1696
 2001 12 22  01 19      182.0     -19.36       0.32       12.79       0.41  -0.1382
 2001 12 29  01 12      189.0     -19.12       0.32       12.53       0.40  -0.1072
 2002 01 05  01 05      196.0     -18.88       0.32       12.29       0.39  -0.0768
 2002 01 12  00 58      203.0     -18.64       0.32       12.05       0.37  -0.0469
 2002 01 19  00 52      210.0     -18.42       0.32       11.82       0.36  -0.0177
 2002 01 26  00 45      217.0     -18.19       0.32       11.60       0.35   0.0109
 2002 02 02  00 38      224.0     -17.97       0.32       11.39       0.34   0.0387
 2002 02 09  00 31      231.0     -17.75       0.32       11.18       0.33   0.0658
