 2004 12 22  00 42        0.0       3.10       2.10      -17.96      19.27  -0.8376
 2004 12 29  01 02        7.0       2.83       1.87      -10.99      11.79  -0.7890
 2005 01 05  01 07       14.0       2.66       1.72       -7.91       8.49  -0.7454
 2005 01 12  01 00       21.0       2.52       1.62       -6.18       6.64  -0.7047
 2005 01 19  00 53       28.0       2.41       1.54       -5.08       5.45  -0.6661
 2005 01 26  00 46       35.0       2.32       1.48       -4.30       4.62  -0.6293
 2005 02 02  00 39       42.0       2.25       1.43       -3.74       4.01  -0.5938
 2005 02 09  00 33       49.0       2.18       1.39       -3.30       3.54  -0.5596
 2005 02 16  00 26       56.0       2.12       1.35       -2.96       3.17  -0.5265
 2005 02 23  00 19       63.0       2.07       1.32       -2.68       2.87  -0.4946
 2005 03 02  00 12       70.0       2.02       1.30       -2.44       2.62  -0.4637
 2005 03 09  00 05       77.0       1.97       1.28       -2.25       2.41  -0.4337
 2005 03 15  23 58       84.0       1.93       1.26       -2.08       2.24  -0.4048
 2005 03 22  23 51       91.0       1.89       1.24       -1.94       2.08  -0.3767
 2005 03 29  23 44       98.0       1.86       1.23       -1.82       1.95  -0.3495
 2005 04 05  23 37      105.0       1.82       1.21       -1.71       1.83  -0.3232
 2005 04 12  23 30      112.0       1.79       1.20       -1.61       1.73  -0.2977
 2005 04 19  23 24      119.0       1.76       1.19       -1.52       1.63  -0.2731
 2005 04 26  23 17      126.0       1.73       1.19       -1.45       1.55  -0.2492
 2005 05 03  23 10      133.0       1.71       1.18       -1.38       1.48  -0.2261
 2005 05 10  23 03      140.0       1.68       1.17       -1.31       1.41  -0.2037
 2005 05 17  22 56      147.0       1.66       1.17       -1.25       1.35  -0.1820
 2005 05 24  22 49      154.0       1.63       1.16       -1.20       1.29  -0.1611
 2005 05 31  22 42      161.0       1.61       1.16       -1.15       1.24  -0.1407
 2005 06 07  22 35      168.0       1.59       1.16       -1.11       1.19  -0.1211
 2005 06 14  22 28      175.0       1.57       1.16       -1.06       1.14  -0.1020
 2005 06 21  22 21      182.0       1.55       1.15       -1.03       1.10  -0.0835
 2005 06 28  22 15      189.0       1.53       1.15       -0.99       1.06  -0.0657
 2005 07 05  22 08      196.0       1.51       1.15       -0.96       1.03  -0.0483
 2005 07 12  22 01      203.0       1.49       1.15       -0.93       0.99  -0.0315
 2005 07 19  21 54      210.0       1.47       1.15       -0.90       0.96  -0.0153
 2005 07 26  21 47      217.0       1.46       1.15       -0.87       0.93   0.0005
 2005 08 02  21 40      224.0       1.44       1.15       -0.84       0.90   0.0158
 2005 08 09  21 33      231.0       1.42       1.15       -0.82       0.88   0.0307
 2005 08 16  21 26      238.0       1.41       1.15       -0.80       0.85   0.0451
 2005 08 23  21 19      245.0       1.39       1.15       -0.77       0.83   0.0591
 2005 08 30  21 12      252.0       1.38       1.15       -0.75       0.81   0.0726
 2005 09 06  21 06      259.0       1.37       1.15       -0.73       0.79   0.0858
 2005 09 13  20 59      266.0       1.35       1.16       -0.72       0.77   0.0986
 2005 09 20  20 52      273.0       1.34       1.16       -0.70       0.75   0.1110
 2005 09 27  20 45      280.0       1.32       1.16       -0.68       0.73   0.1231
 2005 10 04  20 38      287.0       1.31       1.16       -0.66       0.71   0.1348
 2005 10 11  20 31      294.0       1.30       1.16       -0.65       0.70   0.1462
 2005 10 18  20 24      301.0       1.29       1.16       -0.63       0.68   0.1573
 2005 10 25  20 17      308.0       1.27       1.17       -0.62       0.67   0.1681
 2005 11 01  20 10      315.0       1.26       1.17       -0.61       0.65   0.1786
 2005 11 08  20 03      322.0       1.25       1.17       -0.59       0.64   0.1888
 2005 11 15  19 57      329.0       1.24       1.17       -0.58       0.63   0.1988
 2005 11 22  19 50      336.0       1.23       1.18       -0.57       0.61   0.2085
 2005 11 29  19 43      343.0       1.22       1.18       -0.56       0.60   0.2179
 2005 12 06  19 36      350.0       1.21       1.18       -0.55       0.59   0.2271
 2005 12 13  19 29      357.0       1.20       1.18       -0.54       0.58   0.2360
 2005 12 20  19 22      364.0       1.19       1.19       -0.53       0.57   0.2448
 2005 12 27  19 15      371.0       1.18       1.19       -0.52       0.56   0.2533
 2006 01 03  19 08      378.0       1.17       1.19       -0.51       0.55   0.2616
 2006 01 10  19 01      385.0       1.16       1.19       -0.50       0.54   0.2696
 2006 01 17  18 54      392.0       1.15       1.20       -0.49       0.53   0.2775
 2006 01 24  18 48      399.0       1.14       1.20       -0.48       0.52   0.2852
 2006 01 31  18 41      406.0       1.13       1.20       -0.47       0.51   0.2928
 2006 02 07  18 34      413.0       1.12       1.21       -0.47       0.50   0.3001
 2006 02 14  18 27      420.0       1.11       1.21       -0.46       0.49   0.3073
 2006 02 21  18 20      427.0       1.10       1.21       -0.45       0.49   0.3143
 2006 02 28  18 13      434.0       1.09       1.21       -0.45       0.48   0.3211
 2006 03 07  18 06      441.0       1.09       1.22       -0.44       0.47   0.3278
 2006 03 14  17 59      448.0       1.08       1.22       -0.43       0.46   0.3343
 2006 03 21  17 52      455.0       1.07       1.22       -0.43       0.46   0.3407
 2006 03 28  17 45      462.0       1.06       1.23       -0.42       0.45   0.3470
 2006 04 04  17 39      469.0       1.05       1.23       -0.41       0.44   0.3531
 2006 04 11  17 32      476.0       1.05       1.23       -0.41       0.44   0.3591
 2006 04 18  17 25      483.0       1.04       1.23       -0.40       0.43   0.3649
 2006 04 25  17 18      490.0       1.03       1.24       -0.40       0.42   0.3707
 2006 05 02  17 11      497.0       1.02       1.24       -0.39       0.42   0.3763
 2006 05 09  17 04      504.0       1.02       1.24       -0.38       0.41   0.3818
 2006 05 16  16 57      511.0       1.01       1.25       -0.38       0.41   0.3871
 2006 05 23  16 50      518.0       1.00       1.25       -0.37       0.40   0.3924
 2006 05 30  16 43      525.0       0.99       1.25       -0.37       0.40   0.3976
 2006 06 06  16 36      532.0       0.99       1.26       -0.36       0.39   0.4026
 2006 06 13  16 30      539.0       0.98       1.26       -0.36       0.39   0.4076
 2006 06 20  16 23      546.0       0.97       1.26       -0.36       0.38   0.4124
 2006 06 27  16 16      553.0       0.97       1.26       -0.35       0.38   0.4172
 2006 07 04  16 09      560.0       0.96       1.27       -0.35       0.37   0.4219
 2006 07 11  16 02      567.0       0.95       1.27       -0.34       0.37   0.4264
 2006 07 18  15 55      574.0       0.95       1.27       -0.34       0.36   0.4309
 2006 07 25  15 48      581.0       0.94       1.28       -0.33       0.36   0.4354
 2006 08 01  15 41      588.0       0.93       1.28       -0.33       0.35   0.4397
 2006 08 08  15 34      595.0       0.93       1.28       -0.33       0.35   0.4439
 2006 08 15  15 28      602.0       0.92       1.29       -0.32       0.35   0.4481
 2006 08 22  15 21      609.0       0.91       1.29       -0.32       0.34   0.4522
 2006 08 29  15 14      616.0       0.91       1.29       -0.32       0.34   0.4562
 2006 09 05  15 07      623.0       0.90       1.29       -0.31       0.34   0.4602
 2006 09 12  15 00      630.0       0.90       1.30       -0.31       0.33   0.4640
 2006 09 19  14 53      637.0       0.89       1.30       -0.31       0.33   0.4678
 2006 09 26  14 46      644.0       0.88       1.30       -0.30       0.32   0.4716
 2006 10 03  14 39      651.0       0.88       1.31       -0.30       0.32   0.4753
 2006 10 10  14 32      658.0       0.87       1.31       -0.30       0.32   0.4789
 2006 10 17  14 25      665.0       0.87       1.31       -0.29       0.31   0.4824
 2006 10 24  14 19      672.0       0.86       1.32       -0.29       0.31   0.4859
 2006 10 31  14 12      679.0       0.86       1.32       -0.29       0.31   0.4894
 2006 11 07  14 05      686.0       0.85       1.32       -0.28       0.30   0.4927
 2006 11 14  13 58      693.0       0.85       1.32       -0.28       0.30   0.4961
