 2001 06 23  04 19        0.0    -450.85       1.99     -924.12      70.44  -0.9347
 2001 06 30  04 12        7.0    -468.26       0.88     -892.89      68.06  -0.6008
 2001 07 07  04 05       14.0    -484.46       0.99      -74.64       2.85  -0.8333
 2001 07 14  03 58       21.0    -485.89       0.95      -73.93       2.63  -0.8182
 2001 07 21  03 51       28.0    -487.30       0.91      -73.16       2.43  -0.8020
 2001 07 28  03 44       35.0    -488.69       0.87      -72.34       2.26  -0.7847
 2001 08 04  03 37       42.0    -490.07       0.84      -71.49       2.10  -0.7663
 2001 08 11  03 30       49.0    -491.43       0.81      -70.61       1.96  -0.7467
 2001 08 18  03 23       56.0    -492.78       0.79      -69.72       1.83  -0.7259
 2001 08 25  03 16       63.0    -494.10       0.76      -68.82       1.71  -0.7039
 2001 09 01  03 10       70.0    -495.42       0.74      -67.92       1.60  -0.6808
 2001 09 08  03 03       77.0    -496.71       0.72      -67.01       1.51  -0.6564
 2001 09 15  02 56       84.0    -497.98       0.70      -66.11       1.42  -0.6309
 2001 09 22  02 49       91.0    -499.24       0.69      -65.22       1.34  -0.6044
 2001 09 29  02 42       98.0    -500.48       0.67      -64.33       1.27  -0.5767
 2001 10 06  02 35      105.0    -501.71       0.66      -63.46       1.20  -0.5480
 2001 10 13  02 28      112.0    -502.92       0.65      -62.59       1.14  -0.5184
 2001 10 20  02 21      119.0    -504.11       0.63      -61.74       1.09  -0.4879
 2001 10 27  02 14      126.0    -505.28       0.63      -60.90       1.04  -0.4567
 2001 11 03  02 07      133.0    -506.44       0.62      -60.08       0.99  -0.4248
 2001 11 10  02 01      140.0    -507.59       0.61      -59.27       0.95  -0.3923
 2001 11 17  01 54      147.0    -508.71       0.60      -58.48       0.91  -0.3594
 2001 11 24  01 47      154.0    -509.83       0.60      -57.70       0.87  -0.3261
 2001 12 01  01 40      161.0    -510.93       0.59      -56.94       0.84  -0.2926
 2001 12 08  01 33      168.0    -512.01       0.59      -56.19       0.81  -0.2589
 2001 12 15  01 26      175.0    -513.08       0.58      -55.46       0.78  -0.2253
 2001 12 22  01 19      182.0    -514.14       0.58      -54.74       0.76  -0.1918
 2001 12 29  01 12      189.0    -515.18       0.58      -54.04       0.73  -0.1585
 2002 01 05  01 05      196.0    -516.21       0.58      -53.35       0.71  -0.1255
 2002 01 12  00 58      203.0    -517.22       0.57      -52.67       0.69  -0.0929
 2002 01 19  00 52      210.0    -518.23       0.57      -52.02       0.67  -0.0608
 2002 01 26  00 45      217.0    -519.22       0.57      -51.37       0.66  -0.0293
 2002 02 02  00 38      224.0    -520.19       0.57      -50.74       0.64   0.0016
 2002 02 09  00 31      231.0    -521.16       0.57      -50.12       0.63   0.0318
 2002 02 16  00 24      238.0    -522.12       0.57      -49.52       0.61   0.0613
 2002 02 23  00 17      245.0    -523.06       0.57      -48.92       0.60   0.0900
 2002 03 02  00 10      252.0    -523.99       0.58      -48.34       0.59   0.1178
 2002 03 09  00 03      259.0    -524.91       0.58      -47.78       0.58   0.1449
 2002 03 15  23 56      266.0    -525.82       0.58      -47.22       0.57   0.1711
 2002 03 22  23 49      273.0    -526.72       0.58      -46.68       0.56   0.1964
 2002 03 29  23 43      280.0    -527.61       0.58      -46.14       0.55   0.2208
 2002 04 05  23 36      287.0    -528.49       0.59      -45.62       0.54   0.2444
 2002 04 12  23 29      294.0    -529.36       0.59      -45.11       0.53   0.2671
 2002 04 19  23 22      301.0    -530.22       0.59      -44.61       0.52   0.2890
 2002 04 26  23 15      308.0    -531.07       0.59      -44.12       0.52   0.3101
 2002 05 03  23 08      315.0    -531.91       0.60      -43.64       0.51   0.3303
 2002 05 10  23 01      322.0    -532.74       0.60      -43.17       0.50   0.3497
 2002 05 17  22 54      329.0    -533.57       0.60      -42.70       0.50   0.3684
 2002 05 24  22 47      336.0    -534.38       0.61      -42.25       0.49   0.3863
 2002 05 31  22 40      343.0    -535.19       0.61      -41.81       0.49   0.4035
 2002 06 07  22 34      350.0    -535.98       0.61      -41.37       0.48   0.4200
 2002 06 14  22 27      357.0    -536.77       0.62      -40.95       0.48   0.4359
 2002 06 21  22 20      364.0    -537.55       0.62      -40.53       0.47   0.4510
 2002 06 28  22 13      371.0    -538.32       0.63      -40.12       0.47   0.4656
 2002 07 05  22 06      378.0    -539.09       0.63      -39.72       0.46   0.4796
 2002 07 12  21 59      385.0    -539.85       0.64      -39.32       0.46   0.4930
 2002 07 19  21 52      392.0    -540.60       0.64      -38.93       0.46   0.5058
 2002 07 26  21 45      399.0    -541.34       0.64      -38.55       0.45   0.5181
 2002 08 02  21 38      406.0    -542.07       0.65      -38.18       0.45   0.5299
 2002 08 09  21 31      413.0    -542.80       0.65      -37.82       0.44   0.5413
 2002 08 16  21 25      420.0    -543.52       0.66      -37.46       0.44   0.5522
 2002 08 23  21 18      427.0    -544.24       0.66      -37.10       0.44   0.5626
 2002 08 30  21 11      434.0    -544.95       0.67      -36.76       0.43   0.5727
 2002 09 06  21 04      441.0    -545.65       0.67      -36.42       0.43   0.5823
 2002 09 13  20 57      448.0    -546.34       0.68      -36.08       0.43   0.5916
 2002 09 20  20 50      455.0    -547.03       0.68      -35.75       0.43   0.6005
 2002 09 27  20 43      462.0    -547.71       0.69      -35.43       0.42   0.6090
 2002 10 04  20 36      469.0    -548.39       0.69      -35.11       0.42   0.6173
 2002 10 11  20 29      476.0    -549.06       0.70      -34.80       0.42   0.6252
 2002 10 18  20 22      483.0    -549.72       0.70      -34.49       0.41   0.6328
 2002 10 25  20 16      490.0    -550.38       0.71      -34.19       0.41   0.6402
 2002 11 01  20 09      497.0    -551.03       0.71      -33.90       0.41   0.6473
 2002 11 08  20 02      504.0    -551.68       0.72      -33.61       0.41   0.6541
 2002 11 15  19 55      511.0    -552.32       0.72      -33.32       0.40   0.6607
 2002 11 22  19 48      518.0    -552.96       0.73      -33.04       0.40   0.6670
 2002 11 29  19 41      525.0    -553.59       0.73      -32.76       0.40   0.6731
 2002 12 06  19 34      532.0    -554.21       0.74      -32.49       0.40   0.6791
 2002 12 13  19 27      539.0    -554.83       0.74      -32.22       0.39   0.6848
 2002 12 20  19 20      546.0    -555.45       0.75      -31.96       0.39   0.6903
 2002 12 27  19 13      553.0    -556.06       0.75      -31.70       0.39   0.6956
 2003 01 03  19 07      560.0    -556.66       0.76      -31.44       0.39   0.7007
 2003 01 10  19 00      567.0    -557.26       0.76      -31.19       0.39   0.7057
 2003 01 17  18 53      574.0    -557.86       0.77      -30.94       0.38   0.7105
 2003 01 24  18 46      581.0    -558.45       0.77      -30.70       0.38   0.7152
 2003 01 31  18 39      588.0    -559.04       0.78      -30.46       0.38   0.7197
 2003 02 07  18 32      595.0    -559.62       0.78      -30.22       0.38   0.7241
 2003 02 14  18 25      602.0    -560.19       0.79      -29.99       0.38   0.7283
 2003 02 21  18 18      609.0    -560.77       0.79      -29.76       0.37   0.7324
 2003 02 28  18 11      616.0    -561.33       0.80      -29.53       0.37   0.7364
