 2005 04 29  13 28        0.0       5.80       1.04      -68.27       8.62  -0.7617
 2005 05 06  13 21        7.0       4.70       0.94      -48.45       6.12  -0.6963
 2005 05 13  13 14       14.0       3.88       0.87      -37.55       4.74  -0.6329
 2005 05 20  13 07       21.0       3.24       0.82      -30.66       3.87  -0.5712
 2005 05 27  13 00       28.0       2.70       0.78      -25.90       3.27  -0.5113
 2005 06 03  12 53       35.0       2.23       0.76      -22.42       2.83  -0.4532
 2005 06 10  12 46       42.0       1.83       0.73      -19.77       2.50  -0.3973
 2005 06 17  12 39       49.0       1.47       0.72      -17.67       2.23  -0.3436
 2005 06 24  12 33       56.0       1.15       0.70      -15.98       2.02  -0.2922
 2005 07 01  12 26       63.0       0.86       0.69      -14.59       1.84  -0.2433
 2005 07 08  12 19       70.0       0.59       0.69      -13.41       1.69  -0.1967
 2005 07 15  12 12       77.0       0.34       0.68      -12.42       1.57  -0.1525
 2005 07 22  12 05       84.0       0.11       0.68      -11.56       1.46  -0.1106
 2005 07 29  11 58       91.0      -0.10       0.68      -10.81       1.36  -0.0710
 2005 08 05  11 51       98.0      -0.30       0.67      -10.15       1.28  -0.0336
 2005 08 12  11 44      105.0      -0.49       0.67       -9.57       1.21   0.0018
 2005 08 19  11 37      112.0      -0.67       0.67       -9.05       1.14   0.0351
 2005 08 26  11 30      119.0      -0.84       0.68       -8.58       1.08   0.0666
 2005 09 02  11 24      126.0      -1.00       0.68       -8.16       1.03   0.0964
 2005 09 09  11 17      133.0      -1.15       0.68       -7.78       0.98   0.1245
 2005 09 16  11 10      140.0      -1.30       0.68       -7.44       0.94   0.1510
 2005 09 23  11 03      147.0      -1.44       0.68       -7.12       0.90   0.1761
 2005 09 30  10 56      154.0      -1.57       0.69       -6.83       0.86   0.1998
 2005 10 07  10 49      161.0      -1.70       0.69       -6.56       0.83   0.2222
 2005 10 14  10 42      168.0      -1.82       0.69       -6.31       0.80   0.2435
