 2004 12 22  00 42        0.0       1.49       0.88      -35.48       8.31  -0.8157
 2004 12 29  01 02        7.0       0.96       0.78      -21.71       5.08  -0.7597
 2005 01 05  01 07       14.0       0.61       0.72      -15.64       3.66  -0.7096
 2005 01 12  01 00       21.0       0.34       0.68      -12.22       2.86  -0.6630
 2005 01 19  00 53       28.0       0.13       0.65      -10.03       2.35  -0.6191
 2005 01 26  00 46       35.0      -0.04       0.62       -8.50       1.99  -0.5774
 2005 02 02  00 39       42.0      -0.20       0.60       -7.38       1.73  -0.5375
 2005 02 09  00 33       49.0      -0.33       0.59       -6.52       1.53  -0.4994
 2005 02 16  00 26       56.0      -0.45       0.58       -5.84       1.37  -0.4629
 2005 02 23  00 19       63.0      -0.55       0.56       -5.29       1.24  -0.4278
 2005 03 02  00 12       70.0      -0.65       0.55       -4.83       1.13  -0.3941
 2005 03 09  00 05       77.0      -0.74       0.55       -4.45       1.04  -0.3617
 2005 03 15  23 58       84.0      -0.82       0.54       -4.12       0.96  -0.3307
 2005 03 22  23 51       91.0      -0.90       0.53       -3.84       0.90  -0.3008
 2005 03 29  23 44       98.0      -0.97       0.53       -3.59       0.84  -0.2721
 2005 04 05  23 37      105.0      -1.04       0.53       -3.37       0.79  -0.2445
 2005 04 12  23 30      112.0      -1.10       0.52       -3.18       0.74  -0.2179
 2005 04 19  23 24      119.0      -1.16       0.52       -3.01       0.70  -0.1924
 2005 04 26  23 17      126.0      -1.21       0.52       -2.86       0.67  -0.1678
 2005 05 03  23 10      133.0      -1.27       0.52       -2.72       0.64  -0.1442
 2005 05 10  23 03      140.0      -1.32       0.51       -2.59       0.61  -0.1215
 2005 05 17  22 56      147.0      -1.37       0.51       -2.48       0.58  -0.0996
 2005 05 24  22 49      154.0      -1.41       0.51       -2.37       0.56  -0.0785
 2005 05 31  22 42      161.0      -1.46       0.51       -2.28       0.53  -0.0582
 2005 06 07  22 35      168.0      -1.50       0.51       -2.19       0.51  -0.0386
 2005 06 14  22 28      175.0      -1.54       0.51       -2.10       0.49  -0.0198
 2005 06 21  22 21      182.0      -1.58       0.51       -2.03       0.47  -0.0016
 2005 06 28  22 15      189.0      -1.62       0.51       -1.96       0.46   0.0159
 2005 07 05  22 08      196.0      -1.66       0.51       -1.89       0.44   0.0328
 2005 07 12  22 01      203.0      -1.69       0.51       -1.83       0.43   0.0492
 2005 07 19  21 54      210.0      -1.73       0.51       -1.77       0.41   0.0649
 2005 07 26  21 47      217.0      -1.76       0.51       -1.72       0.40   0.0802
 2005 08 02  21 40      224.0      -1.79       0.51       -1.67       0.39   0.0949
 2005 08 09  21 33      231.0      -1.82       0.51       -1.62       0.38   0.1091
 2005 08 16  21 26      238.0      -1.85       0.51       -1.57       0.37   0.1228
 2005 08 23  21 19      245.0      -1.88       0.51       -1.53       0.36   0.1361
 2005 08 30  21 12      252.0      -1.91       0.52       -1.49       0.35   0.1490
 2005 09 06  21 06      259.0      -1.94       0.52       -1.45       0.34   0.1615
 2005 09 13  20 59      266.0      -1.97       0.52       -1.41       0.33   0.1735
