site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu
FOS1 09DEC18 2009.9630 55183 1562 5  -68.3   -745 -0.471901  -7915510 -0.935891   158  0.819625 -0.0100 0.001025 0.001497 0.006024  0.005735  0.310019 -0.057378
FOS1 10JAN20 2010.0534 55216 1567 3  -68.3   -745 -0.470444  -7915510 -0.934290   158  0.799557 -0.0100 0.000513 0.000683 0.002998  0.154180  0.279637  0.050999
FOS1 10JAN21 2010.0561 55217 1567 4  -68.3   -745 -0.469924  -7915510 -0.934843   158  0.797021 -0.0100 0.000506 0.000667 0.002939  0.130392  0.286487  0.048261
FOS1 10JAN22 2010.0589 55218 1567 5  -68.3   -745 -0.468621  -7915510 -0.934837   158  0.802422 -0.0100 0.000504 0.000664 0.002900  0.151546  0.285417  0.052478
FOS1 10JAN23 2010.0616 55219 1567 6  -68.3   -745 -0.467805  -7915510 -0.933782   158  0.805349 -0.0100 0.000505 0.000659 0.002920  0.164517  0.294014  0.057194
FOS1 10JAN24 2010.0643 55220 1568 0  -68.3   -745 -0.468935  -7915510 -0.935100   158  0.801836 -0.0100 0.000509 0.000657 0.002886  0.180176  0.280168  0.053706
FOS1 10JAN25 2010.0671 55221 1568 1  -68.3   -745 -0.467696  -7915510 -0.935725   158  0.801709 -0.0100 0.000503 0.000651 0.002895  0.141266  0.290787  0.044262
FOS1 10JAN26 2010.0698 55222 1568 2  -68.3   -745 -0.468541  -7915510 -0.931922   158  0.800612 -0.0100 0.000517 0.000667 0.002925  0.131417  0.290403  0.046686
FOS1 10JAN27 2010.0726 55223 1568 3  -68.3   -745 -0.466866  -7915510 -0.931656   158  0.802073 -0.0100 0.000517 0.000662 0.002941  0.131476  0.301610  0.050510
FOS1 10JAN28 2010.0753 55224 1568 4  -68.3   -745 -0.468528  -7915510 -0.936096   158  0.798970 -0.0100 0.000500 0.000664 0.002884  0.146776  0.270545  0.040226
FOS1 10JAN29 2010.0780 55225 1568 5  -68.3   -745 -0.469635  -7915510 -0.934912   158  0.800676 -0.0100 0.000502 0.000662 0.002884  0.144071  0.285842  0.033336
FOS1 10JAN30 2010.0808 55226 1568 6  -68.3   -745 -0.469592  -7915510 -0.934780   158  0.802932 -0.0100 0.000498 0.000648 0.002861  0.136861  0.276397  0.034170
FOS1 10JAN31 2010.0835 55227 1569 0  -68.3   -745 -0.469119  -7915510 -0.933440   158  0.805258 -0.0100 0.000498 0.000661 0.002851  0.134785  0.283472  0.029182
FOS1 10FEB01 2010.0862 55228 1569 1  -68.3   -745 -0.466958  -7915510 -0.935719   158  0.804045 -0.0100 0.000499 0.000656 0.002913  0.125691  0.307698  0.037631
FOS1 10FEB02 2010.0890 55229 1569 2  -68.3   -745 -0.468238  -7915510 -0.934937   158  0.805233 -0.0100 0.000513 0.000674 0.002955  0.131534  0.298312  0.056525
FOS1 10FEB03 2010.0917 55230 1569 3  -68.3   -745 -0.469834  -7915510 -0.933959   158  0.802461 -0.0100 0.000503 0.000660 0.002894  0.155378  0.296254  0.039742
FOS1 10FEB04 2010.0945 55231 1569 4  -68.3   -745 -0.469081  -7915510 -0.934906   158  0.804179 -0.0100 0.000508 0.000652 0.002961  0.131729  0.289739  0.028409
FOS1 10FEB05 2010.0972 55232 1569 5  -68.3   -745 -0.468874  -7915510 -0.935557   158  0.803071 -0.0100 0.000509 0.000654 0.002926  0.134978  0.280616  0.021938
FOS1 10FEB06 2010.0999 55233 1569 6  -68.3   -745 -0.466622  -7915510 -0.936394   158  0.807455 -0.0100 0.000501 0.000657 0.002860  0.131168  0.279506  0.029732
FOS1 10FEB07 2010.1027 55234 1570 0  -68.3   -745 -0.465963  -7915510 -0.936933   158  0.805576 -0.0100 0.000497 0.000650 0.002905  0.126629  0.297603  0.050091
FOS1 10FEB08 2010.1054 55235 1570 1  -68.3   -745 -0.467775  -7915510 -0.936264   158  0.802310 -0.0100 0.000517 0.000669 0.002960  0.159646  0.297752  0.065453
FOS1 10FEB09 2010.1081 55236 1570 2  -68.3   -745 -0.469282  -7915510 -0.934892   158  0.805309 -0.0100 0.000525 0.000676 0.002964  0.156047  0.303010  0.052240
FOS1 10FEB10 2010.1109 55237 1570 3  -68.3   -745 -0.467903  -7915510 -0.935051   158  0.799056 -0.0100 0.000525 0.000678 0.002934  0.148240  0.290182  0.051521
FOS1 10FEB11 2010.1136 55238 1570 4  -68.3   -745 -0.469530  -7915510 -0.936461   158  0.807104 -0.0100 0.000500 0.000651 0.002844  0.141010  0.258240  0.051911
FOS1 10FEB12 2010.1164 55239 1570 5  -68.3   -745 -0.467952  -7915510 -0.932515   158  0.802860 -0.0100 0.000499 0.000654 0.002849  0.141959  0.259900  0.054460
FOS1 10FEB13 2010.1191 55240 1570 6  -68.3   -745 -0.469739  -7915510 -0.935412   158  0.803726 -0.0100 0.000506 0.000665 0.002886  0.153226  0.280218  0.048362
FOS1 10FEB14 2010.1218 55241 1571 0  -68.3   -745 -0.468055  -7915510 -0.936707   158  0.807298 -0.0100 0.000509 0.000661 0.002876  0.167010  0.282628  0.052341
FOS1 10FEB15 2010.1246 55242 1571 1  -68.3   -745 -0.469793  -7915510 -0.937681   158  0.810828 -0.0100 0.000505 0.000667 0.002883  0.153636  0.273343  0.061493
FOS1 10FEB16 2010.1273 55243 1571 2  -68.3   -745 -0.468508  -7915510 -0.936006   158  0.811883 -0.0100 0.000504 0.000654 0.002851  0.143146  0.266220  0.047322
FOS1 10FEB17 2010.1300 55244 1571 3  -68.3   -745 -0.467187  -7915510 -0.936520   158  0.806315 -0.0100 0.000503 0.000669 0.002885  0.138048  0.282175  0.050011
FOS1 10FEB18 2010.1328 55245 1571 4  -68.3   -745 -0.475314  -7915510 -0.939595   158  0.817579 -0.0100 0.000502 0.000650 0.002886  0.131840  0.276749  0.065749
FOS1 10FEB19 2010.1355 55246 1571 5  -68.3   -745 -0.467952  -7915510 -0.936833   158  0.817233 -0.0100 0.000517 0.000670 0.002957  0.173759  0.271911  0.055561
FOS1 10FEB20 2010.1383 55247 1571 6  -68.3   -745 -0.467266  -7915510 -0.934948   158  0.807922 -0.0100 0.000506 0.000656 0.002850  0.162500  0.284144  0.033718
FOS1 10FEB21 2010.1410 55248 1572 0  -68.3   -745 -0.468426  -7915510 -0.934143   158  0.811777 -0.0100 0.000502 0.000662 0.002859  0.147400  0.280492  0.028040
FOS1 10FEB22 2010.1437 55249 1572 1  -68.3   -745 -0.466602  -7915510 -0.935707   158  0.817186 -0.0100 0.000527 0.000683 0.002996  0.162975  0.282387  0.040647
FOS1 10FEB23 2010.1465 55250 1572 2  -68.3   -745 -0.467439  -7915510 -0.936520   158  0.811971 -0.0100 0.000519 0.000684 0.002950  0.170267  0.270451  0.054212
FOS1 10FEB24 2010.1492 55251 1572 3  -68.3   -745 -0.465583  -7915510 -0.935359   158  0.812394 -0.0100 0.000506 0.000662 0.002836  0.171507  0.260285  0.045773
FOS1 10FEB25 2010.1520 55252 1572 4  -68.3   -745 -0.467107  -7915510 -0.933066   158  0.809181 -0.0100 0.000504 0.000661 0.002845  0.175384  0.271140  0.055160
FOS1 10FEB26 2010.1547 55253 1572 5  -68.3   -745 -0.466909  -7915510 -0.933647   158  0.816277 -0.0100 0.000499 0.000667 0.002853  0.151584  0.285267  0.045949
FOS1 10FEB27 2010.1574 55254 1572 6  -68.3   -745 -0.466117  -7915510 -0.933254   158  0.808344 -0.0100 0.000501 0.000673 0.002859  0.158654  0.290021  0.039048
FOS1 10FEB28 2010.1602 55255 1573 0  -68.3   -745 -0.466175  -7915510 -0.931232   158  0.808220 -0.0100 0.000502 0.000671 0.002852  0.171758  0.279121  0.051844
FOS1 10MAR01 2010.1629 55256 1573 1  -68.3   -745 -0.466231  -7915510 -0.931325   158  0.807419 -0.0100 0.000503 0.000669 0.002843  0.182503  0.269355  0.065869
FOS1 10MAR02 2010.1656 55257 1573 2  -68.3   -745 -0.467679  -7915510 -0.933450   158  0.807571 -0.0100 0.000494 0.000651 0.002817  0.146651  0.264792  0.052648
FOS1 10MAR03 2010.1684 55258 1573 3  -68.3   -745 -0.466643  -7915510 -0.933124   158  0.807095 -0.0100 0.000495 0.000650 0.002808  0.158308  0.273137  0.058832
FOS1 10MAR04 2010.1711 55259 1573 4  -68.3   -745 -0.465664  -7915510 -0.934420   158  0.807383 -0.0100 0.000496 0.000653 0.002839  0.150915  0.278585  0.051036
FOS1 10MAR05 2010.1739 55260 1573 5  -68.3   -745 -0.467859  -7915510 -0.934372   158  0.811704 -0.0100 0.000497 0.000649 0.002853  0.156463  0.288557  0.063674
FOS1 10MAR06 2010.1766 55261 1573 6  -68.3   -745 -0.467764  -7915510 -0.931435   158  0.811312 -0.0100 0.000506 0.000670 0.002856  0.180310  0.276012  0.063391
FOS1 10MAR07 2010.1793 55262 1574 0  -68.3   -745 -0.467467  -7915510 -0.933933   158  0.813488 -0.0100 0.000501 0.000658 0.002827  0.160550  0.275121  0.059707
FOS1 10MAR08 2010.1821 55263 1574 1  -68.3   -745 -0.467705  -7915510 -0.930621   158  0.812065 -0.0100 0.000500 0.000661 0.002808  0.165623  0.271674  0.058662
FOS1 10MAR09 2010.1848 55264 1574 2  -68.3   -745 -0.467113  -7915510 -0.932698   158  0.810451 -0.0100 0.000498 0.000662 0.002813  0.168030  0.280159  0.055019
FOS1 10MAR10 2010.1875 55265 1574 3  -68.3   -745 -0.466442  -7915510 -0.936250   158  0.805848 -0.0100 0.000504 0.000668 0.002812  0.182225  0.274873  0.054888
FOS1 10MAR11 2010.1903 55266 1574 4  -68.3   -745 -0.466038  -7915510 -0.934975   158  0.806945 -0.0100 0.000503 0.000659 0.002890  0.155235  0.297523  0.047960
FOS1 10MAR12 2010.1930 55267 1574 5  -68.3   -745 -0.467686  -7915510 -0.934864   158  0.802220 -0.0100 0.000505 0.000666 0.002897  0.162549  0.288554  0.062182
FOS1 10MAR13 2010.1958 55268 1574 6  -68.3   -745 -0.466959  -7915510 -0.935018   158  0.801316 -0.0100 0.000502 0.000650 0.002816  0.165468  0.267365  0.053591
FOS1 10MAR14 2010.1985 55269 1575 0  -68.3   -745 -0.465862  -7915510 -0.934946   158  0.802582 -0.0100 0.000504 0.000658 0.002836  0.168629  0.277766  0.053256
FOS1 10MAR15 2010.2012 55270 1575 1  -68.3   -745 -0.466329  -7915510 -0.930690   158  0.794391 -0.0100 0.000504 0.000667 0.002902  0.160606  0.299605  0.056588
FOS1 10MAR16 2010.2040 55271 1575 2  -68.3   -745 -0.466600  -7915510 -0.932762   158  0.805892 -0.0100 0.000515 0.000674 0.002992  0.170960  0.303475  0.069445
FOS1 10MAR17 2010.2067 55272 1575 3  -68.3   -745 -0.465359  -7915510 -0.932671   158  0.803267 -0.0100 0.000514 0.000674 0.002993  0.163224  0.299515  0.066549
FOS1 10MAR18 2010.2094 55273 1575 4  -68.3   -745 -0.466547  -7915510 -0.933845   158  0.804710 -0.0100 0.000499 0.000651 0.002874  0.146076  0.267404  0.077067
FOS1 10MAR19 2010.2122 55274 1575 5  -68.3   -745 -0.468413  -7915510 -0.932329   158  0.796540 -0.0100 0.000498 0.000641 0.002850  0.149079  0.269102  0.069277
FOS1 10MAR20 2010.2149 55275 1575 6  -68.3   -745 -0.465305  -7915510 -0.930826   158  0.797208 -0.0100 0.000501 0.000651 0.002856  0.154934  0.282895  0.066892
FOS1 10MAR21 2010.2177 55276 1576 0  -68.3   -745 -0.465931  -7915510 -0.931976   158  0.800182 -0.0100 0.000506 0.000656 0.002907  0.163475  0.298955  0.069656
FOS1 10MAR22 2010.2204 55277 1576 1  -68.3   -745 -0.465867  -7915510 -0.930806   158  0.796427 -0.0100 0.000504 0.000669 0.002911  0.164698  0.289495  0.072044
FOS1 10MAR23 2010.2231 55278 1576 2  -68.3   -745 -0.466279  -7915510 -0.932890   158  0.790340 -0.0100 0.000503 0.000663 0.002894  0.160392  0.279884  0.086375
FOS1 10MAR24 2010.2259 55279 1576 3  -68.3   -745 -0.466191  -7915510 -0.930167   158  0.798036 -0.0100 0.000505 0.000660 0.002905  0.162117  0.273937  0.076435
FOS1 10MAR25 2010.2286 55280 1576 4  -68.3   -745 -0.465299  -7915510 -0.930994   158  0.799710 -0.0100 0.000501 0.000669 0.002894  0.158916  0.265756  0.077583
FOS1 10MAR26 2010.2313 55281 1576 5  -68.3   -745 -0.468134  -7915510 -0.931968   158  0.796044 -0.0100 0.000506 0.000679 0.002878  0.180523  0.267279  0.086435
FOS1 10MAR27 2010.2341 55282 1576 6  -68.3   -745 -0.467170  -7915510 -0.931359   158  0.799572 -0.0100 0.000501 0.000675 0.002887  0.178226  0.264533  0.088590
FOS1 10MAR28 2010.2368 55283 1577 0  -68.3   -745 -0.468548  -7915510 -0.931299   158  0.802818 -0.0100 0.000506 0.000679 0.002910  0.168387  0.269301  0.091940
FOS1 10MAR29 2010.2396 55284 1577 1  -68.3   -745 -0.464516  -7915510 -0.929997   158  0.801832 -0.0100 0.000503 0.000677 0.002903  0.157478  0.274286  0.072198
FOS1 10MAR30 2010.2423 55285 1577 2  -68.3   -745 -0.465643  -7915510 -0.931733   158  0.802291 -0.0100 0.000529 0.000694 0.003091  0.147001  0.294233  0.067031
FOS1 10MAR31 2010.2450 55286 1577 3  -68.3   -745 -0.466228  -7915510 -0.929208   158  0.800677 -0.0100 0.000503 0.000677 0.002926  0.162177  0.278638  0.082060
FOS1 10APR01 2010.2478 55287 1577 4  -68.3   -745 -0.467386  -7915510 -0.932012   158  0.796860 -0.0100 0.000506 0.000672 0.002933  0.170897  0.296252  0.086543
FOS1 10APR02 2010.2505 55288 1577 5  -68.3   -745 -0.464069  -7915510 -0.928610   158  0.799491 -0.0100 0.000522 0.000693 0.002983  0.166280  0.254927  0.110827
FOS1 10APR03 2010.2533 55289 1577 6  -68.3   -745 -0.463390  -7915510 -0.932738   158  0.802356 -0.0100 0.000508 0.000686 0.002892  0.190464  0.265538  0.099316
FOS1 10APR04 2010.2560 55290 1578 0  -68.3   -745 -0.463123  -7915510 -0.933970   158  0.815481 -0.0100 0.000502 0.000663 0.002908  0.151907  0.278554  0.077096
FOS1 10APR05 2010.2587 55291 1578 1  -68.3   -745 -0.463419  -7915510 -0.929867   158  0.807389 -0.0100 0.000500 0.000671 0.002862  0.171632  0.265148  0.079078
FOS1 10APR06 2010.2615 55292 1578 2  -68.3   -745 -0.467223  -7915510 -0.935239   158  0.810925 -0.0100 0.000507 0.000669 0.002927  0.169026  0.266755  0.103086
FOS1 10APR07 2010.2642 55293 1578 3  -68.3   -745 -0.466881  -7915510 -0.932571   158  0.804786 -0.0100 0.000514 0.000675 0.002916  0.201466  0.284417  0.104755
FOS1 10APR08 2010.2669 55294 1578 4  -68.3   -745 -0.466561  -7915510 -0.932799   158  0.805645 -0.0100 0.000510 0.000671 0.002902  0.181719  0.284073  0.081107
FOS1 10APR09 2010.2697 55295 1578 5  -68.3   -745 -0.465555  -7915510 -0.932890   158  0.808631 -0.0100 0.000529 0.000694 0.002999  0.202083  0.280345  0.115692
FOS1 10APR10 2010.2724 55296 1578 6  -68.3   -745 -0.465402  -7915510 -0.932583   158  0.816074 -0.0100 0.000528 0.000700 0.002990  0.186704  0.289797  0.096817
FOS1 10APR11 2010.2752 55297 1579 0  -68.3   -745 -0.466042  -7915510 -0.931858   158  0.808217 -0.0100 0.000511 0.000667 0.002883  0.170962  0.295996  0.075503
FOS1 10APR12 2010.2779 55298 1579 1  -68.3   -745 -0.465532  -7915510 -0.928138   158  0.807188 -0.0100 0.000515 0.000665 0.002890  0.170588  0.296013  0.084736
FOS1 10APR13 2010.2806 55299 1579 2  -68.3   -745 -0.464881  -7915510 -0.931443   158  0.809684 -0.0100 0.000514 0.000678 0.002901  0.174288  0.277211  0.106697
FOS1 10APR14 2010.2834 55300 1579 3  -68.3   -745 -0.465240  -7915510 -0.929136   158  0.806703 -0.0100 0.000538 0.000722 0.002946  0.196266  0.286696  0.115918
FOS1 10APR15 2010.2861 55301 1579 4  -68.3   -745 -0.466248  -7915510 -0.931511   158  0.808287 -0.0100 0.000534 0.000706 0.002971  0.159782  0.302459  0.086760
FOS1 10APR16 2010.2888 55302 1579 5  -68.3   -745 -0.465653  -7915510 -0.932926   158  0.811321 -0.0100 0.000515 0.000682 0.002911  0.161285  0.284284  0.093191
FOS1 10APR17 2010.2916 55303 1579 6  -68.3   -745 -0.465781  -7915510 -0.932964   158  0.811053 -0.0100 0.000524 0.000694 0.002994  0.166745  0.298078  0.075703
FOS1 10APR18 2010.2943 55304 1580 0  -68.3   -745 -0.466874  -7915510 -0.932406   158  0.804593 -0.0100 0.000523 0.000680 0.003000  0.167345  0.303615  0.081385
FOS1 10APR19 2010.2971 55305 1580 1  -68.3   -745 -0.466417  -7915510 -0.932602   158  0.803439 -0.0100 0.000512 0.000683 0.002889  0.184035  0.271215  0.113635
FOS1 10APR20 2010.2998 55306 1580 2  -68.3   -745 -0.465301  -7915510 -0.932222   158  0.803847 -0.0100 0.000522 0.000703 0.003012  0.164687  0.298218  0.078395
FOS1 10APR21 2010.3025 55307 1580 3  -68.3   -745 -0.465690  -7915510 -0.933312   158  0.810972 -0.0100 0.000513 0.000695 0.002934  0.166748  0.264700  0.121489
FOS1 10APR22 2010.3053 55308 1580 4  -68.3   -745 -0.464494  -7915510 -0.933704   158  0.803176 -0.0100 0.000518 0.000686 0.002971  0.175753  0.283054  0.087250
FOS1 10APR23 2010.3080 55309 1580 5  -68.3   -745 -0.464954  -7915510 -0.930971   158  0.806103 -0.0100 0.000573 0.000766 0.003194  0.171945  0.250613  0.101645
FOS1 10APR24 2010.3107 55310 1580 6  -68.3   -745 -0.469315  -7915510 -0.932697   158  0.788459 -0.0100 0.000918 0.001152 0.005242  0.272437  0.318466  0.148602
FOS1 10APR25 2010.3135 55311 1581 0  -68.3   -745 -0.468702  -7915510 -0.931960   158  0.789501 -0.0100 0.000643 0.000880 0.003676  0.199569  0.263244  0.097156
FOS1 10APR26 2010.3162 55312 1581 1  -68.3   -745 -0.468374  -7915510 -0.932927   158  0.797049 -0.0100 0.000555 0.000783 0.003169  0.200870  0.284575  0.073498
FOS1 10APR27 2010.3190 55313 1581 2  -68.3   -745 -0.467859  -7915510 -0.933237   158  0.795235 -0.0100 0.000579 0.000800 0.003296  0.217435  0.262343  0.103967
FOS1 10APR28 2010.3217 55314 1581 3  -68.3   -745 -0.467229  -7915510 -0.935175   158  0.791440 -0.0100 0.000763 0.001016 0.004015  0.228802  0.200953  0.079186
FOS1 10APR29 2010.3244 55315 1581 4  -68.3   -745 -0.466671  -7915510 -0.932476   158  0.794292 -0.0100 0.000934 0.001094 0.005330  0.247262  0.333322  0.139545
FOS1 10APR30 2010.3272 55316 1581 5  -68.3   -745 -0.469487  -7915510 -0.934223   158  0.792865 -0.0100 0.000921 0.001235 0.005004  0.200840  0.211211  0.165908
FOS1 10MAY02 2010.3326 55318 1582 0  -68.3   -745 -0.468118  -7915510 -0.936141   158  0.788472 -0.0100 0.000937 0.001237 0.005327  0.275707  0.288550  0.159237
FOS1 10MAY03 2010.3354 55319 1582 1  -68.3   -745 -0.466459  -7915510 -0.935667   158  0.794869 -0.0100 0.000847 0.001077 0.004561  0.313750  0.208194  0.086634
FOS1 10MAY04 2010.3381 55320 1582 2  -68.3   -745 -0.469127  -7915510 -0.934607   158  0.786886 -0.0100 0.000723 0.000962 0.004092  0.212810  0.219715  0.148836
FOS1 10MAY05 2010.3409 55321 1582 3  -68.3   -745 -0.470134  -7915510 -0.929994   158  0.785089 -0.0100 0.000802 0.001063 0.004402  0.262998  0.229180  0.085397
FOS1 10AUG12 2010.6119 55420 1596 4  -68.3   -745 -0.463863  -7915510 -0.928090   158  0.818233 -0.0100 0.001015 0.001249 0.005423  0.172707  0.053863  0.029940
FOS1 10AUG13 2010.6146 55421 1596 5  -68.3   -745 -0.463284  -7915510 -0.927605   158  0.815919 -0.0100 0.000897 0.001168 0.004872  0.204888  0.094855  0.115105
FOS1 10AUG14 2010.6174 55422 1596 6  -68.3   -745 -0.462040  -7915510 -0.930559   158  0.814914 -0.0100 0.000972 0.001349 0.005657  0.109634  0.339958  0.025083
FOS1 10AUG25 2010.6475 55433 1598 3  -68.3   -745 -0.463961  -7915510 -0.924788   158  0.798657 -0.0100 0.000785 0.001049 0.004287  0.181664  0.175292  0.077221
FOS1 10AUG26 2010.6502 55434 1598 4  -68.3   -745 -0.464052  -7915510 -0.926374   158  0.805656 -0.0100 0.000519 0.000679 0.002931  0.134728  0.294182  0.013137
FOS1 10AUG27 2010.6530 55435 1598 5  -68.3   -745 -0.464339  -7915510 -0.927288   158  0.807091 -0.0100 0.000742 0.001032 0.004248  0.095282  0.312223  0.028893
FOS1 10AUG28 2010.6557 55436 1598 6  -68.3   -745 -0.463470  -7915510 -0.925971   158  0.802172 -0.0100 0.000783 0.001086 0.004359  0.155294  0.139120  0.086014
FOS1 10AUG29 2010.6585 55437 1599 0  -68.3   -745 -0.466298  -7915510 -0.924560   158  0.800395 -0.0100 0.001020 0.001380 0.005547  0.172881  0.098851  0.116098
FOS1 10AUG30 2010.6612 55438 1599 1  -68.3   -745 -0.465487  -7915510 -0.927055   158  0.797496 -0.0100 0.000767 0.000996 0.004029  0.228418  0.199430  0.044341
