site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu
WUHN 96APR04 1996.2574 50177  847 4  114.4  -4101 -0.742808   3379050  0.907258    25  0.827025  2.3200 0.000802 0.000831 0.003607 -0.140869  0.252516 -0.029241
WUHN 96APR12 1996.2793 50185  848 5  114.4  -4101 -0.742318   3379050  0.905249    25  0.815026  2.3200 0.000842 0.000860 0.003609 -0.142586  0.184892 -0.028190
WUHN 96APR13 1996.2820 50186  848 6  114.4  -4101 -0.740469   3379050  0.906707    25  0.823848  2.3200 0.000824 0.000851 0.003585 -0.058144  0.180777 -0.046070
WUHN 96APR14 1996.2847 50187  849 0  114.4  -4101 -0.740365   3379050  0.902271    25  0.821251  2.3200 0.000786 0.000810 0.003429 -0.058219  0.140795 -0.112503
WUHN 96APR15 1996.2875 50188  849 1  114.4  -4101 -0.738964   3379050  0.901740    25  0.826158  2.3200 0.000761 0.000774 0.003444 -0.069581  0.245486 -0.128717
WUHN 96APR16 1996.2902 50189  849 2  114.4  -4101 -0.743448   3379050  0.908095    25  0.825645  2.3200 0.000771 0.000790 0.003333 -0.047900  0.213210 -0.104666
WUHN 96APR17 1996.2930 50190  849 3  114.4  -4101 -0.742851   3379050  0.901702    25  0.830185  2.3200 0.000789 0.000796 0.003415 -0.044899  0.172117 -0.128783
WUHN 96APR18 1996.2957 50191  849 4  114.4  -4101 -0.737090   3379050  0.904009    25  0.810521  2.3200 0.000795 0.000807 0.003375 -0.098690  0.130116 -0.154193
WUHN 96APR19 1996.2984 50192  849 5  114.4  -4101 -0.740366   3379050  0.906531    25  0.819429  2.3200 0.000755 0.000813 0.003427 -0.102834  0.207446 -0.085771
WUHN 96APR20 1996.3012 50193  849 6  114.4  -4101 -0.739556   3379050  0.907931    25  0.814179  2.3200 0.000791 0.000838 0.003535 -0.059841  0.199209 -0.063189
WUHN 96APR21 1996.3039 50194  850 0  114.4  -4101 -0.735899   3379050  0.903181    25  0.823171  2.3200 0.000821 0.000842 0.003521 -0.072339  0.140614 -0.137648
WUHN 96APR22 1996.3066 50195  850 1  114.4  -4101 -0.738865   3379050  0.902706    25  0.818147  2.3200 0.000767 0.000807 0.003383 -0.084365  0.167208 -0.101399
WUHN 96APR23 1996.3094 50196  850 2  114.4  -4101 -0.737245   3379050  0.899901    25  0.824497  2.3200 0.000771 0.000805 0.003384 -0.116592  0.160327 -0.086574
WUHN 96APR24 1996.3121 50197  850 3  114.4  -4101 -0.737759   3379050  0.904676    25  0.827639  2.3200 0.000761 0.000809 0.003374 -0.123186  0.183072 -0.117794
WUHN 96APR25 1996.3149 50198  850 4  114.4  -4101 -0.737867   3379050  0.905278    25  0.829166  2.3200 0.000810 0.000815 0.003553 -0.088548  0.256032 -0.057979
WUHN 96APR26 1996.3176 50199  850 5  114.4  -4101 -0.739848   3379050  0.901646    25  0.838811  2.3200 0.000812 0.000843 0.003542 -0.148522  0.153340 -0.107670
WUHN 96APR27 1996.3203 50200  850 6  114.4  -4101 -0.736195   3379050  0.908436    25  0.824513  2.3200 0.000783 0.000823 0.003450 -0.123840  0.198426 -0.078432
WUHN 96APR28 1996.3231 50201  851 0  114.4  -4101 -0.738814   3379050  0.902157    25  0.825880  2.3200 0.000781 0.000815 0.003452 -0.115955  0.175636 -0.114819
WUHN 96APR29 1996.3258 50202  851 1  114.4  -4101 -0.741664   3379050  0.901811    25  0.826276  2.3200 0.000816 0.000801 0.003409 -0.218993  0.192640 -0.074096
WUHN 96APR30 1996.3285 50203  851 2  114.4  -4101 -0.737786   3379050  0.903899    25  0.823856  2.3200 0.000785 0.000850 0.003465 -0.181335  0.156795 -0.023779
WUHN 96MAY01 1996.3313 50204  851 3  114.4  -4101 -0.736166   3379050  0.906262    25  0.833501  2.3200 0.000845 0.000904 0.003791 -0.165736  0.152962  0.093469
WUHN 96MAY02 1996.3340 50205  851 4  114.4  -4101 -0.739475   3379050  0.903586    25  0.836043  2.3200 0.000806 0.000772 0.003353 -0.146379  0.253626 -0.180539
WUHN 96MAY03 1996.3368 50206  851 5  114.4  -4101 -0.737605   3379050  0.900178    25  0.825892  2.3200 0.000803 0.000823 0.003496 -0.154569  0.250030 -0.042496
WUHN 96MAY04 1996.3395 50207  851 6  114.4  -4101 -0.735962   3379050  0.904527    25  0.832241  2.3200 0.000771 0.000804 0.003396 -0.157975  0.140104 -0.074286
WUHN 96MAY05 1996.3422 50208  852 0  114.4  -4101 -0.738983   3379050  0.899288    25  0.822782  2.3200 0.000791 0.000793 0.003388 -0.128394  0.223307 -0.179789
WUHN 96MAY06 1996.3450 50209  852 1  114.4  -4101 -0.740042   3379050  0.897787    25  0.830818  2.3200 0.000778 0.000795 0.003307 -0.184157  0.178217 -0.090680
WUHN 96MAY07 1996.3477 50210  852 2  114.4  -4101 -0.739660   3379050  0.902997    25  0.825479  2.3200 0.000816 0.000832 0.003465 -0.164612  0.176058 -0.112546
WUHN 96MAY08 1996.3504 50211  852 3  114.4  -4101 -0.741545   3379050  0.898741    25  0.829345  2.3200 0.000777 0.000800 0.003385 -0.178474  0.226207 -0.050052
WUHN 96MAY10 1996.3559 50213  852 5  114.4  -4101 -0.738782   3379050  0.897222    25  0.817448  2.3200 0.000795 0.000805 0.003383 -0.134507  0.194104 -0.148561
