site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu
IANT 10FEB01 2010.0862 55228 1569 1  -93.1   1501  0.668588   4616593  0.557113   238  0.634822  0.0000 0.000547 0.000667 0.002054 -0.000923 -0.043928 -0.157366
IANT 10FEB02 2010.0890 55229 1569 2  -93.1   1501  0.668816   4616593  0.556707   238  0.627862  0.0000 0.000508 0.000601 0.001876  0.065153 -0.056111 -0.122755
IANT 10FEB03 2010.0917 55230 1569 3  -93.1   1501  0.668496   4616593  0.555823   238  0.634230  0.0000 0.000493 0.000599 0.001831  0.041333 -0.057307 -0.134229
IANT 10FEB04 2010.0945 55231 1569 4  -93.1   1501  0.670270   4616593  0.556978   238  0.628595  0.0000 0.000501 0.000611 0.001859  0.011243 -0.020931 -0.114340
IANT 10FEB05 2010.0972 55232 1569 5  -93.1   1501  0.669544   4616593  0.558904   238  0.629942  0.0000 0.000499 0.000606 0.001861  0.014777 -0.028057 -0.118484
IANT 10FEB06 2010.0999 55233 1569 6  -93.1   1501  0.667238   4616593  0.557685   238  0.628618  0.0000 0.000491 0.000597 0.001828  0.020279 -0.031808 -0.124678
IANT 10FEB07 2010.1027 55234 1570 0  -93.1   1501  0.668732   4616593  0.556069   238  0.622824  0.0000 0.000490 0.000597 0.001818  0.020581 -0.030443 -0.149954
IANT 10FEB08 2010.1054 55235 1570 1  -93.1   1501  0.669258   4616593  0.556935   238  0.622305  0.0000 0.000498 0.000604 0.001841  0.058630 -0.056010 -0.134940
IANT 10FEB09 2010.1081 55236 1570 2  -93.1   1501  0.669203   4616593  0.555662   238  0.619608  0.0000 0.000493 0.000604 0.001834  0.053375 -0.067684 -0.139430
IANT 10FEB10 2010.1109 55237 1570 3  -93.1   1501  0.668847   4616593  0.556712   238  0.619008  0.0000 0.000505 0.000603 0.001839  0.078321 -0.065107 -0.135173
IANT 10FEB11 2010.1136 55238 1570 4  -93.1   1501  0.670895   4616593  0.557245   238  0.617194  0.0000 0.000489 0.000588 0.001806  0.015372 -0.015826 -0.136154
IANT 10FEB12 2010.1164 55239 1570 5  -93.1   1501  0.671691   4616593  0.555584   238  0.623530  0.0000 0.000493 0.000594 0.001826  0.025554 -0.036949 -0.108734
IANT 10FEB13 2010.1191 55240 1570 6  -93.1   1501  0.670051   4616593  0.557532   238  0.621396  0.0000 0.000488 0.000594 0.001804  0.029581 -0.043394 -0.116291
IANT 10FEB14 2010.1218 55241 1571 0  -93.1   1501  0.668351   4616593  0.556118   238  0.621890  0.0000 0.000492 0.000592 0.001816  0.035780 -0.056432 -0.121921
IANT 10FEB15 2010.1246 55242 1571 1  -93.1   1501  0.668387   4616593  0.553893   238  0.620621  0.0000 0.000500 0.000599 0.001840  0.043608 -0.067880 -0.153635
IANT 10FEB16 2010.1273 55243 1571 2  -93.1   1501  0.669378   4616593  0.556918   238  0.619509  0.0000 0.000515 0.000608 0.001868  0.053018 -0.050749 -0.145448
IANT 10FEB17 2010.1300 55244 1571 3  -93.1   1501  0.668883   4616593  0.556803   238  0.625797  0.0000 0.000510 0.000606 0.001863  0.042441 -0.057186 -0.149344
IANT 10FEB18 2010.1328 55245 1571 4  -93.1   1501  0.669154   4616593  0.554934   238  0.627636  0.0000 0.000512 0.000614 0.001902  0.040800 -0.063301 -0.139545
IANT 10FEB19 2010.1355 55246 1571 5  -93.1   1501  0.670733   4616593  0.556197   238  0.621355  0.0000 0.000510 0.000610 0.001875  0.038368 -0.035653 -0.136000
IANT 10FEB20 2010.1383 55247 1571 6  -93.1   1501  0.669998   4616593  0.556413   238  0.620538  0.0000 0.000488 0.000594 0.001805  0.023456 -0.005569 -0.142422
IANT 10FEB21 2010.1410 55248 1572 0  -93.1   1501  0.668271   4616593  0.559024   238  0.626356  0.0000 0.000491 0.000590 0.001803  0.035222 -0.039728 -0.132703
