site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu
TORI 97APR01 1997.2485 50539  899 2    7.7  -3049 -0.650133   4991986  0.448985   310  0.723349  0.0001 0.000788 0.001051 0.003573  0.055836 -0.080375 -0.218363
TORI 97APR02 1997.2512 50540  899 3    7.7  -3049 -0.651242   4991986  0.449100   310  0.727376  0.0001 0.000917 0.001167 0.004011  0.136881 -0.125988 -0.256858
TORI 97APR03 1997.2539 50541  899 4    7.7  -3049 -0.649477   4991986  0.449247   310  0.720276  0.0001 0.000800 0.001042 0.003545  0.088605 -0.076857 -0.233623
TORI 97APR04 1997.2567 50542  899 5    7.7  -3049 -0.648811   4991986  0.450527   310  0.727863  0.0001 0.000796 0.001066 0.003641  0.078307 -0.079189 -0.268571
TORI 97APR05 1997.2594 50543  899 6    7.7  -3049 -0.652053   4991986  0.448280   310  0.733889  0.0001 0.000804 0.001032 0.003589  0.042407 -0.064613 -0.240517
TORI 97APR06 1997.2621 50544  900 0    7.7  -3049 -0.649004   4991986  0.454118   310  0.728958  0.0001 0.000796 0.001067 0.003648  0.068904 -0.083422 -0.255537
TORI 97APR07 1997.2649 50545  900 1    7.7  -3049 -0.650328   4991986  0.450851   310  0.726751  0.0001 0.000814 0.001094 0.003734  0.114917 -0.129978 -0.279750
TORI 97APR08 1997.2676 50546  900 2    7.7  -3049 -0.648169   4991986  0.451635   310  0.726785  0.0001 0.000788 0.001037 0.003556  0.056985 -0.077988 -0.246458
TORI 97APR09 1997.2704 50547  900 3    7.7  -3049 -0.648957   4991986  0.449750   310  0.723736  0.0001 0.000802 0.001045 0.003640  0.089374 -0.118682 -0.270945
TORI 97APR10 1997.2731 50548  900 4    7.7  -3049 -0.648973   4991986  0.450655   310  0.717227  0.0001 0.000789 0.001039 0.003535  0.084264 -0.086902 -0.239656
TORI 97APR11 1997.2758 50549  900 5    7.7  -3049 -0.649703   4991986  0.448927   310  0.730172  0.0001 0.000798 0.001056 0.003600  0.073530 -0.105835 -0.253209
TORI 97APR12 1997.2786 50550  900 6    7.7  -3049 -0.648604   4991986  0.451342   310  0.729755  0.0001 0.000793 0.001053 0.003565  0.071924 -0.075640 -0.238248
TORI 97APR14 1997.2841 50552  901 1    7.7  -3049 -0.647595   4991986  0.449153   310  0.729695  0.0001 0.000813 0.001064 0.003708  0.076303 -0.087101 -0.292709
TORI 97APR15 1997.2868 50553  901 2    7.7  -3049 -0.649211   4991986  0.449220   310  0.719651  0.0001 0.000801 0.001088 0.003774  0.041923 -0.098187 -0.296656
TORI 97APR16 1997.2895 50554  901 3    7.7  -3049 -0.650880   4991986  0.448789   310  0.727416  0.0001 0.000797 0.001032 0.003564  0.055806 -0.087197 -0.258812
TORI 97APR17 1997.2923 50555  901 4    7.7  -3049 -0.647213   4991986  0.448508   310  0.727408  0.0001 0.000815 0.001074 0.003646  0.102186 -0.034285 -0.249426
