site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu
TUCU 98JAN08 1998.0205 50821  939 4  -65.2  -3016 -0.726474  -2970262 -0.678429   485  0.046033  0.0000 0.000650 0.000657 0.002532 -0.035211 -0.103325  0.100995
TUCU 98FEB17 1998.1300 50861  945 2  -65.2  -3016 -0.729169  -2970262 -0.678438   485  0.045282  0.0000 0.000665 0.000669 0.002618 -0.026185 -0.040279  0.112055
TUCU 98FEB18 1998.1328 50862  945 3  -65.2  -3016 -0.729243  -2970262 -0.676755   485  0.066699  0.0000 0.000803 0.000761 0.003162 -0.005671 -0.033755  0.151242
TUCU 98FEB19 1998.1355 50863  945 4  -65.2  -3016 -0.727416  -2970262 -0.681414   485  0.035563  0.0000 0.000669 0.000689 0.002642 -0.026957 -0.054350  0.083221
TUCU 98FEB20 1998.1383 50864  945 5  -65.2  -3016 -0.730160  -2970262 -0.677278   485  0.040287  0.0000 0.000654 0.000679 0.002556 -0.057441 -0.065604  0.087947
TUCU 98FEB21 1998.1410 50865  945 6  -65.2  -3016 -0.726611  -2970262 -0.682975   485  0.035092  0.0000 0.000634 0.000652 0.002517 -0.060445 -0.071542  0.106589
TUCU 98FEB22 1998.1437 50866  946 0  -65.2  -3016 -0.725916  -2970262 -0.681322   485  0.044823  0.0000 0.000667 0.000685 0.002577 -0.062788 -0.063290  0.078910
TUCU 98FEB23 1998.1465 50867  946 1  -65.2  -3016 -0.728145  -2970262 -0.679768   485  0.043622  0.0000 0.000662 0.000687 0.002661 -0.051733 -0.081464  0.113511
TUCU 98FEB24 1998.1492 50868  946 2  -65.2  -3016 -0.726113  -2970262 -0.681860   485  0.038990  0.0000 0.000704 0.000703 0.002753 -0.073371 -0.119216  0.113393
TUCU 98FEB25 1998.1520 50869  946 3  -65.2  -3016 -0.728774  -2970262 -0.680471   485  0.048649  0.0000 0.000662 0.000664 0.002549 -0.060607 -0.086734  0.092258
TUCU 98FEB26 1998.1547 50870  946 4  -65.2  -3016 -0.726296  -2970262 -0.679323   485  0.055325  0.0000 0.000664 0.000689 0.002694 -0.098631 -0.083490  0.102927
TUCU 98FEB27 1998.1574 50871  946 5  -65.2  -3016 -0.725304  -2970262 -0.682584   485  0.036848  0.0000 0.000653 0.000679 0.002643 -0.082641 -0.090847  0.111279
TUCU 98FEB28 1998.1602 50872  946 6  -65.2  -3016 -0.725156  -2970262 -0.679825   485  0.048516  0.0000 0.000642 0.000660 0.002580 -0.072232 -0.059778  0.123112
TUCU 98MAR01 1998.1629 50873  947 0  -65.2  -3016 -0.727904  -2970262 -0.678645   485  0.039904  0.0000 0.000663 0.000670 0.002563 -0.045730 -0.075493  0.096107
TUCU 98MAR02 1998.1656 50874  947 1  -65.2  -3016 -0.728584  -2970262 -0.677785   485  0.047555  0.0000 0.000643 0.000670 0.002556 -0.054638 -0.091752  0.110638
TUCU 98MAR03 1998.1684 50875  947 2  -65.2  -3016 -0.732299  -2970262 -0.679502   485  0.037516  0.0000 0.000643 0.000648 0.002547 -0.061202 -0.062117  0.129449
TUCU 98MAR04 1998.1711 50876  947 3  -65.2  -3016 -0.728549  -2970262 -0.676341   485  0.037979  0.0000 0.000649 0.000649 0.002551 -0.028825 -0.081636  0.124964
TUCU 98MAR05 1998.1739 50877  947 4  -65.2  -3016 -0.732034  -2970262 -0.678273   485  0.053938  0.0000 0.000651 0.000671 0.002410 -0.046945 -0.029645  0.064504
TUCU 98MAR10 1998.1875 50882  948 2  -65.2  -3016 -0.729883  -2970262 -0.684156   485  0.044139  0.0000 0.000923 0.000964 0.003696 -0.010833 -0.064880  0.160081
TUCU 98MAR12 1998.1930 50884  948 4  -65.2  -3016 -0.726308  -2970262 -0.678648   485  0.038498  0.0000 0.000649 0.000666 0.002632 -0.043227 -0.102264  0.156848
TUCU 98MAR14 1998.1985 50886  948 6  -65.2  -3016 -0.725292  -2970262 -0.678298   485  0.033588  0.0000 0.000869 0.000853 0.003343 -0.055427 -0.000281  0.131361
TUCU 98MAR15 1998.2012 50887  949 0  -65.2  -3016 -0.720816  -2970262 -0.679570   485  0.044783  0.0000 0.000647 0.000650 0.002513 -0.053514 -0.067769  0.134221
TUCU 98MAR16 1998.2040 50888  949 1  -65.2  -3016 -0.728149  -2970262 -0.681188   485  0.041203  0.0000 0.000631 0.000638 0.002469 -0.046872 -0.056311  0.139794
TUCU 98MAR17 1998.2067 50889  949 2  -65.2  -3016 -0.726033  -2970262 -0.679581   485  0.039707  0.0000 0.000643 0.000656 0.002547 -0.089151 -0.055194  0.130039
TUCU 98MAR18 1998.2094 50890  949 3  -65.2  -3016 -0.725812  -2970262 -0.679339   485  0.044500  0.0000 0.000640 0.000645 0.002480 -0.062038 -0.070535  0.119689
TUCU 98MAR19 1998.2122 50891  949 4  -65.2  -3016 -0.727696  -2970262 -0.676921   485  0.040329  0.0000 0.000642 0.000645 0.002518 -0.048816 -0.078693  0.136122
TUCU 98MAR21 1998.2177 50893  949 6  -65.2  -3016 -0.729999  -2970262 -0.680355   485  0.040701  0.0000 0.000638 0.000639 0.002494 -0.047859 -0.069328  0.133224
TUCU 98MAR22 1998.2204 50894  950 0  -65.2  -3016 -0.732447  -2970262 -0.682216   485  0.037821  0.0000 0.000648 0.000650 0.002538 -0.047638 -0.050026  0.137752
TUCU 98MAR23 1998.2231 50895  950 1  -65.2  -3016 -0.731150  -2970262 -0.677157   485  0.050751  0.0000 0.000742 0.000752 0.002863 -0.094800 -0.121116  0.091005
TUCU 98MAR24 1998.2259 50896  950 2  -65.2  -3016 -0.727657  -2970262 -0.679389   485  0.042739  0.0000 0.000675 0.000671 0.002611 -0.058020 -0.025033  0.099524
TUCU 98MAR25 1998.2286 50897  950 3  -65.2  -3016 -0.728996  -2970262 -0.676016   485  0.039948  0.0000 0.000658 0.000680 0.002600 -0.068093 -0.034970  0.100425
TUCU 98MAR26 1998.2313 50898  950 4  -65.2  -3016 -0.730705  -2970262 -0.675993   485  0.038883  0.0000 0.000646 0.000645 0.002521 -0.051558 -0.049961  0.126226
TUCU 98MAR27 1998.2341 50899  950 5  -65.2  -3016 -0.730535  -2970262 -0.675229   485  0.047912  0.0000 0.000706 0.000724 0.002818 -0.037846 -0.040271  0.128961
TUCU 98MAR28 1998.2368 50900  950 6  -65.2  -3016 -0.729787  -2970262 -0.674414   485  0.034773  0.0000 0.000641 0.000644 0.002507 -0.060004 -0.031395  0.130688
TUCU 98MAR29 1998.2396 50901  951 0  -65.2  -3016 -0.735612  -2970262 -0.675066   485  0.043954  0.0000 0.000711 0.000712 0.002834 -0.045519 -0.050767  0.113204
TUCU 98MAR31 1998.2450 50903  951 2  -65.2  -3016 -0.726247  -2970262 -0.676301   485  0.038967  0.0000 0.000675 0.000701 0.002728 -0.046816 -0.069558  0.124883
TUCU 98APR01 1998.2478 50904  951 3  -65.2  -3016 -0.730781  -2970262 -0.676300   485  0.038401  0.0000 0.000657 0.000674 0.002632 -0.045472 -0.061115  0.094655
TUCU 98APR02 1998.2505 50905  951 4  -65.2  -3016 -0.733250  -2970262 -0.674705   485  0.032473  0.0000 0.000662 0.000676 0.002634 -0.037776 -0.050251  0.110357
TUCU 98APR03 1998.2533 50906  951 5  -65.2  -3016 -0.736021  -2970262 -0.674675   485  0.040909  0.0000 0.000654 0.000668 0.002571 -0.075897 -0.068030  0.111963
TUCU 98APR04 1998.2560 50907  951 6  -65.2  -3016 -0.734034  -2970262 -0.675149   485  0.044294  0.0000 0.000652 0.000670 0.002578 -0.060988 -0.046562  0.080800
TUCU 98APR05 1998.2587 50908  952 0  -65.2  -3016 -0.727045  -2970262 -0.673156   485  0.042277  0.0000 0.000656 0.000676 0.002615 -0.035798 -0.058685  0.110426
TUCU 98APR06 1998.2615 50909  952 1  -65.2  -3016 -0.724922  -2970262 -0.677612   485  0.040769  0.0000 0.000732 0.000742 0.002987 -0.100837 -0.102625  0.165000
TUCU 98APR07 1998.2642 50910  952 2  -65.2  -3016 -0.729167  -2970262 -0.676492   485  0.055737  0.0000 0.000715 0.000746 0.002914 -0.073584 -0.091500  0.132885
TUCU 98APR08 1998.2669 50911  952 3  -65.2  -3016 -0.731061  -2970262 -0.670765   485  0.032504  0.0000 0.000698 0.000708 0.002766 -0.068038 -0.059237  0.119631
TUCU 98APR09 1998.2697 50912  952 4  -65.2  -3016 -0.731473  -2970262 -0.672742   485  0.041367  0.0000 0.000650 0.000654 0.002529 -0.066728 -0.069768  0.114014
TUCU 98APR10 1998.2724 50913  952 5  -65.2  -3016 -0.733469  -2970262 -0.672195   485  0.041490  0.0000 0.000650 0.000653 0.002540 -0.053966 -0.073464  0.121476
TUCU 98APR11 1998.2752 50914  952 6  -65.2  -3016 -0.729017  -2970262 -0.668894   485  0.032295  0.0000 0.000660 0.000676 0.002651 -0.080562 -0.120060  0.115374
TUCU 98APR12 1998.2779 50915  953 0  -65.2  -3016 -0.725589  -2970262 -0.671148   485  0.030909  0.0000 0.000660 0.000666 0.002584 -0.057299 -0.043577  0.103676
TUCU 98APR13 1998.2806 50916  953 1  -65.2  -3016 -0.729741  -2970262 -0.675399   485  0.038736  0.0000 0.000643 0.000653 0.002519 -0.063522 -0.045466  0.112959
TUCU 98APR14 1998.2834 50917  953 2  -65.2  -3016 -0.728518  -2970262 -0.674426   485  0.032424  0.0000 0.000642 0.000651 0.002517 -0.053171 -0.048959  0.129218
TUCU 98APR15 1998.2861 50918  953 3  -65.2  -3016 -0.729524  -2970262 -0.675442   485  0.037729  0.0000 0.000672 0.000665 0.002629 -0.060655 -0.087403  0.148390
TUCU 98APR16 1998.2888 50919  953 4  -65.2  -3016 -0.729850  -2970262 -0.677568   485  0.034121  0.0000 0.000647 0.000651 0.002564 -0.047406 -0.057884  0.134788
TUCU 98APR17 1998.2916 50920  953 5  -65.2  -3016 -0.729684  -2970262 -0.677483   485  0.032428  0.0000 0.000657 0.000649 0.002564 -0.065286 -0.075546  0.153654
TUCU 98APR18 1998.2943 50921  953 6  -65.2  -3016 -0.728648  -2970262 -0.678423   485  0.034365  0.0000 0.000648 0.000654 0.002541 -0.069282 -0.061831  0.139527
TUCU 98APR19 1998.2971 50922  954 0  -65.2  -3016 -0.729604  -2970262 -0.674585   485  0.038111  0.0000 0.000655 0.000658 0.002588 -0.070897 -0.061874  0.147468
TUCU 98APR20 1998.2998 50923  954 1  -65.2  -3016 -0.724857  -2970262 -0.679658   485  0.031538  0.0000 0.000652 0.000653 0.002573 -0.051223 -0.071980  0.111149
TUCU 98APR21 1998.3025 50924  954 2  -65.2  -3016 -0.726392  -2970262 -0.675710   485  0.037427  0.0000 0.000672 0.000660 0.002626 -0.036544 -0.083369  0.143864
TUCU 98APR22 1998.3053 50925  954 3  -65.2  -3016 -0.727576  -2970262 -0.673925   485  0.031174  0.0000 0.000644 0.000642 0.002529 -0.056603 -0.057828  0.132089
TUCU 98APR23 1998.3080 50926  954 4  -65.2  -3016 -0.726532  -2970262 -0.672284   485  0.032328  0.0000 0.000643 0.000638 0.002524 -0.061633 -0.063037  0.154701
TUCU 98APR24 1998.3107 50927  954 5  -65.2  -3016 -0.726842  -2970262 -0.673979   485  0.035104  0.0000 0.000643 0.000638 0.002528 -0.068003 -0.041715  0.150412
TUCU 98APR25 1998.3135 50928  954 6  -65.2  -3016 -0.725939  -2970262 -0.674706   485  0.029201  0.0000 0.000645 0.000641 0.002546 -0.049627 -0.040695  0.130928
TUCU 98APR26 1998.3162 50929  955 0  -65.2  -3016 -0.725114  -2970262 -0.678104   485  0.036171  0.0000 0.000645 0.000644 0.002546 -0.045904 -0.053220  0.132137
TUCU 98APR27 1998.3190 50930  955 1  -65.2  -3016 -0.725083  -2970262 -0.674607   485  0.035047  0.0000 0.000649 0.000642 0.002539 -0.064141 -0.068007  0.131274
TUCU 98APR28 1998.3217 50931  955 2  -65.2  -3016 -0.725782  -2970262 -0.676190   485  0.030465  0.0000 0.000649 0.000650 0.002566 -0.064397 -0.051499  0.144873
TUCU 98APR29 1998.3244 50932  955 3  -65.2  -3016 -0.727303  -2970262 -0.676415   485  0.030677  0.0000 0.000669 0.000648 0.002589 -0.064681 -0.073236  0.162120
TUCU 98APR30 1998.3272 50933  955 4  -65.2  -3016 -0.726693  -2970262 -0.680652   485  0.039251  0.0000 0.000648 0.000643 0.002550 -0.050093 -0.058306  0.143925
TUCU 98MAY01 1998.3299 50934  955 5  -65.2  -3016 -0.728515  -2970262 -0.674088   485  0.037482  0.0000 0.000644 0.000644 0.002542 -0.048966 -0.051071  0.128558
TUCU 98MAY02 1998.3326 50935  955 6  -65.2  -3016 -0.727038  -2970262 -0.677603   485  0.030226  0.0000 0.000654 0.000650 0.002609 -0.068546 -0.072981  0.129570
TUCU 98MAY03 1998.3354 50936  956 0  -65.2  -3016 -0.728028  -2970262 -0.678587   485  0.033089  0.0000 0.000650 0.000651 0.002581 -0.070917 -0.087888  0.136802
TUCU 98MAY04 1998.3381 50937  956 1  -65.2  -3016 -0.727554  -2970262 -0.673600   485  0.033529  0.0000 0.000643 0.000638 0.002508 -0.066524 -0.059967  0.139026
TUCU 98MAY05 1998.3409 50938  956 2  -65.2  -3016 -0.727329  -2970262 -0.675091   485  0.033192  0.0000 0.000652 0.000644 0.002565 -0.078590 -0.042761  0.163905
TUCU 98MAY06 1998.3436 50939  956 3  -65.2  -3016 -0.728465  -2970262 -0.675602   485  0.029371  0.0000 0.000652 0.000663 0.002631 -0.028767 -0.037585  0.145696
TUCU 98MAY07 1998.3463 50940  956 4  -65.2  -3016 -0.731516  -2970262 -0.673898   485  0.032460  0.0000 0.000659 0.000659 0.002601 -0.035340 -0.066303  0.114196
TUCU 98MAY08 1998.3491 50941  956 5  -65.2  -3016 -0.728158  -2970262 -0.676778   485  0.027638  0.0000 0.000649 0.000657 0.002572 -0.037510 -0.075285  0.127617
TUCU 98MAY09 1998.3518 50942  956 6  -65.2  -3016 -0.728752  -2970262 -0.676064   485  0.046319  0.0000 0.000638 0.000640 0.002526 -0.064440 -0.068940  0.138053
TUCU 98MAY10 1998.3546 50943  957 0  -65.2  -3016 -0.730086  -2970262 -0.674528   485  0.039613  0.0000 0.000657 0.000659 0.002602 -0.111213 -0.078337  0.126808
TUCU 98MAY11 1998.3573 50944  957 1  -65.2  -3016 -0.729722  -2970262 -0.677304   485  0.040932  0.0000 0.000653 0.000648 0.002559 -0.074336 -0.031677  0.146835
TUCU 98MAY12 1998.3600 50945  957 2  -65.2  -3016 -0.729551  -2970262 -0.672915   485  0.047120  0.0000 0.000647 0.000647 0.002540 -0.064136 -0.062147  0.138209
TUCU 98MAY13 1998.3628 50946  957 3  -65.2  -3016 -0.726356  -2970262 -0.676707   485  0.047365  0.0000 0.000645 0.000643 0.002540 -0.062115 -0.073465  0.126530
TUCU 98MAY14 1998.3655 50947  957 4  -65.2  -3016 -0.726382  -2970262 -0.675292   485  0.037916  0.0000 0.000645 0.000642 0.002533 -0.059007 -0.087349  0.137301
TUCU 98MAY15 1998.3682 50948  957 5  -65.2  -3016 -0.726986  -2970262 -0.676198   485  0.031243  0.0000 0.000649 0.000640 0.002542 -0.057993 -0.069342  0.142620
TUCU 98MAY16 1998.3710 50949  957 6  -65.2  -3016 -0.725836  -2970262 -0.678136   485  0.023617  0.0000 0.000649 0.000647 0.002577 -0.054135 -0.038937  0.125562
TUCU 98MAY17 1998.3737 50950  958 0  -65.2  -3016 -0.726629  -2970262 -0.674218   485  0.032856  0.0000 0.000639 0.000648 0.002549 -0.048271 -0.028965  0.112291
TUCU 98MAY18 1998.3765 50951  958 1  -65.2  -3016 -0.724107  -2970262 -0.675635   485  0.032467  0.0000 0.000643 0.000651 0.002565 -0.040884 -0.035894  0.119171
TUCU 98MAY19 1998.3792 50952  958 2  -65.2  -3016 -0.725302  -2970262 -0.676015   485  0.036160  0.0000 0.000634 0.000645 0.002511 -0.060292 -0.055262  0.120332
TUCU 98MAY20 1998.3819 50953  958 3  -65.2  -3016 -0.727295  -2970262 -0.673609   485  0.036264  0.0000 0.000641 0.000646 0.002556 -0.056231 -0.050631  0.152197
TUCU 98MAY21 1998.3847 50954  958 4  -65.2  -3016 -0.727309  -2970262 -0.675992   485  0.042895  0.0000 0.000639 0.000636 0.002486 -0.052489 -0.019899  0.130952
TUCU 98MAY22 1998.3874 50955  958 5  -65.2  -3016 -0.728001  -2970262 -0.672092   485  0.034225  0.0000 0.000642 0.000641 0.002488 -0.051259 -0.040722  0.133081
TUCU 98MAY23 1998.3901 50956  958 6  -65.2  -3016 -0.727479  -2970262 -0.674883   485  0.030843  0.0000 0.000645 0.000656 0.002541 -0.061227 -0.049917  0.125428
TUCU 98MAY24 1998.3929 50957  959 0  -65.2  -3016 -0.728177  -2970262 -0.678215   485  0.038038  0.0000 0.000642 0.000647 0.002529 -0.056437 -0.065997  0.143679
TUCU 98MAY25 1998.3956 50958  959 1  -65.2  -3016 -0.729590  -2970262 -0.677548   485  0.046471  0.0000 0.000641 0.000643 0.002513 -0.056513 -0.072964  0.139358
TUCU 98MAY26 1998.3984 50959  959 2  -65.2  -3016 -0.728072  -2970262 -0.677943   485  0.043984  0.0000 0.000648 0.000658 0.002555 -0.057333 -0.050124  0.139824
TUCU 98MAY27 1998.4011 50960  959 3  -65.2  -3016 -0.726149  -2970262 -0.674766   485  0.039832  0.0000 0.000650 0.000660 0.002565 -0.060326 -0.053987  0.140808
TUCU 98MAY28 1998.4038 50961  959 4  -65.2  -3016 -0.726303  -2970262 -0.674812   485  0.036372  0.0000 0.000640 0.000641 0.002505 -0.058286 -0.044235  0.126873
TUCU 98MAY29 1998.4066 50962  959 5  -65.2  -3016 -0.727392  -2970262 -0.674537   485  0.036701  0.0000 0.000634 0.000642 0.002482 -0.052278 -0.052616  0.122881
TUCU 98MAY30 1998.4093 50963  959 6  -65.2  -3016 -0.729057  -2970262 -0.676844   485  0.030262  0.0000 0.000722 0.000715 0.002819 -0.033269 -0.020179  0.144317
TUCU 98JUN02 1998.4175 50966  960 2  -65.2  -3016 -0.725858  -2970262 -0.678586   485  0.035679  0.0000 0.000641 0.000648 0.002529 -0.063968 -0.061231  0.127297
TUCU 98JUN03 1998.4203 50967  960 3  -65.2  -3016 -0.727072  -2970262 -0.676714   485  0.040615  0.0000 0.000635 0.000640 0.002482 -0.056826 -0.062425  0.134410
TUCU 98JUN04 1998.4230 50968  960 4  -65.2  -3016 -0.725917  -2970262 -0.675339   485  0.042889  0.0000 0.000635 0.000643 0.002495 -0.062874 -0.063744  0.136486
TUCU 98JUN05 1998.4257 50969  960 5  -65.2  -3016 -0.724414  -2970262 -0.671574   485  0.047314  0.0000 0.000649 0.000664 0.002607 -0.063859 -0.061576  0.135069
TUCU 98JUN06 1998.4285 50970  960 6  -65.2  -3016 -0.727367  -2970262 -0.673025   485  0.044493  0.0000 0.000641 0.000642 0.002488 -0.057984 -0.020284  0.125703
TUCU 98JUN07 1998.4312 50971  961 0  -65.2  -3016 -0.726369  -2970262 -0.676631   485  0.042279  0.0000 0.000640 0.000642 0.002489 -0.061701 -0.033734  0.118491
TUCU 98JUN08 1998.4339 50972  961 1  -65.2  -3016 -0.725456  -2970262 -0.677868   485  0.042925  0.0000 0.000639 0.000643 0.002506 -0.058158 -0.039167  0.112523
TUCU 98JUN09 1998.4367 50973  961 2  -65.2  -3016 -0.726877  -2970262 -0.672866   485  0.039200  0.0000 0.000634 0.000640 0.002486 -0.048543 -0.048630  0.131590
TUCU 98JUN10 1998.4394 50974  961 3  -65.2  -3016 -0.729704  -2970262 -0.675693   485  0.043488  0.0000 0.000659 0.000651 0.002561 -0.065770 -0.044779  0.134913
TUCU 98JUN11 1998.4422 50975  961 4  -65.2  -3016 -0.723102  -2970262 -0.675897   485  0.037722  0.0000 0.000634 0.000640 0.002495 -0.063265 -0.045631  0.136483
TUCU 98JUN12 1998.4449 50976  961 5  -65.2  -3016 -0.723059  -2970262 -0.672994   485  0.037110  0.0000 0.000639 0.000638 0.002515 -0.066767 -0.043034  0.134569
TUCU 98JUN13 1998.4476 50977  961 6  -65.2  -3016 -0.724914  -2970262 -0.675151   485  0.038455  0.0000 0.000640 0.000642 0.002546 -0.064236 -0.056940  0.134232
TUCU 98JUN14 1998.4504 50978  962 0  -65.2  -3016 -0.722329  -2970262 -0.673579   485  0.039803  0.0000 0.000655 0.000658 0.002599 -0.074568 -0.052405  0.125101
TUCU 98JUN15 1998.4531 50979  962 1  -65.2  -3016 -0.721948  -2970262 -0.674215   485  0.036060  0.0000 0.000647 0.000658 0.002631 -0.071198 -0.055584  0.122713
TUCU 98JUN16 1998.4559 50980  962 2  -65.2  -3016 -0.722053  -2970262 -0.676503   485  0.033380  0.0000 0.000683 0.000688 0.002723 -0.114316 -0.051436  0.108314
TUCU 98JUN17 1998.4586 50981  962 3  -65.2  -3016 -0.721260  -2970262 -0.676815   485  0.037122  0.0000 0.000653 0.000641 0.002536 -0.070038 -0.026351  0.133486
TUCU 98JUN18 1998.4613 50982  962 4  -65.2  -3016 -0.723367  -2970262 -0.676639   485  0.041067  0.0000 0.000646 0.000638 0.002529 -0.067495 -0.048462  0.132143
TUCU 98JUN19 1998.4641 50983  962 5  -65.2  -3016 -0.723965  -2970262 -0.677551   485  0.041276  0.0000 0.000650 0.000644 0.002564 -0.051136 -0.043939  0.135659
