site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu
CT3D 12FEB24 2012.1478 55981 1676 5    1.3  -1760 -0.087938   5491593  0.457541   242  0.168534  0.0000 0.000826 0.001121 0.003371 -0.000047  0.011534 -0.077617
CT3D 12APR02 2012.2519 56019 1682 1    1.3  -1760 -0.081571   5491593  0.459341   242  0.165865  0.0000 0.000568 0.000748 0.002249  0.050735  0.069939 -0.111158
CT3D 12APR03 2012.2546 56020 1682 2    1.3  -1760 -0.082087   5491593  0.461923   242  0.164847  0.0000 0.000571 0.000761 0.002286  0.062914  0.060395 -0.103457
CT3D 12APR04 2012.2574 56021 1682 3    1.3  -1760 -0.082869   5491593  0.461836   242  0.158028  0.0000 0.000613 0.000827 0.002503  0.081483  0.010497 -0.123250
CT3D 12APR05 2012.2601 56022 1682 4    1.3  -1760 -0.082306   5491593  0.459383   242  0.159597  0.0000 0.000589 0.000771 0.002328  0.080664  0.014800 -0.105719
CT3D 12APR06 2012.2628 56023 1682 5    1.3  -1760 -0.078787   5491593  0.462288   242  0.167275  0.0000 0.000574 0.000767 0.002285  0.052525  0.051982 -0.116310
CT3D 12APR07 2012.2656 56024 1682 6    1.3  -1760 -0.083206   5491593  0.459925   242  0.164567  0.0000 0.000592 0.000783 0.002377  0.070103  0.025646 -0.083304
CT3D 12APR08 2012.2683 56025 1683 0    1.3  -1760 -0.084972   5491593  0.461409   242  0.165388  0.0000 0.000573 0.000753 0.002275  0.055233  0.061985 -0.084624
CT3D 12APR09 2012.2710 56026 1683 1    1.3  -1760 -0.083333   5491593  0.461750   242  0.159308  0.0000 0.000614 0.000810 0.002452  0.067461  0.093485 -0.080753
CT3D 12APR10 2012.2738 56027 1683 2    1.3  -1760 -0.083301   5491593  0.461642   242  0.165748  0.0000 0.000591 0.000771 0.002333  0.052833  0.084200 -0.081101
CT3D 12APR11 2012.2765 56028 1683 3    1.3  -1760 -0.083230   5491593  0.463295   242  0.154614  0.0000 0.000570 0.000748 0.002246  0.061503  0.049409 -0.072494
CT3D 12APR12 2012.2793 56029 1683 4    1.3  -1760 -0.083771   5491593  0.462316   242  0.163811  0.0000 0.000585 0.000772 0.002349  0.035130  0.069358 -0.117984
CT3D 12APR13 2012.2820 56030 1683 5    1.3  -1760 -0.084058   5491593  0.465056   242  0.159776  0.0000 0.000580 0.000748 0.002281  0.065554  0.060858 -0.108921
CT3D 12APR14 2012.2847 56031 1683 6    1.3  -1760 -0.082420   5491593  0.463167   242  0.162182  0.0000 0.000578 0.000752 0.002276  0.076710  0.049703 -0.109708
CT3D 12APR15 2012.2875 56032 1684 0    1.3  -1760 -0.084947   5491593  0.463123   242  0.163444  0.0000 0.000584 0.000767 0.002321  0.071537  0.016038 -0.114291
CT3D 12APR16 2012.2902 56033 1684 1    1.3  -1760 -0.083380   5491593  0.462399   242  0.159518  0.0000 0.000575 0.000742 0.002236  0.073890  0.042672 -0.101108
CT3D 12APR17 2012.2930 56034 1684 2    1.3  -1760 -0.085186   5491593  0.463392   242  0.163932  0.0000 0.000574 0.000747 0.002262  0.060543  0.046140 -0.098335
CT3D 12APR18 2012.2957 56035 1684 3    1.3  -1760 -0.082850   5491593  0.464441   242  0.162668  0.0000 0.000579 0.000754 0.002320  0.042117  0.081298 -0.128040
CT3D 12APR19 2012.2984 56036 1684 4    1.3  -1760 -0.082172   5491593  0.459516   242  0.163620  0.0000 0.000584 0.000753 0.002280  0.068003  0.058275 -0.106220
CT3D 12APR20 2012.3012 56037 1684 5    1.3  -1760 -0.079547   5491593  0.462455   242  0.169913  0.0000 0.000577 0.000759 0.002319  0.064364  0.066809 -0.089280
CT3D 12APR21 2012.3039 56038 1684 6    1.3  -1760 -0.081468   5491593  0.465219   242  0.162702  0.0000 0.000571 0.000754 0.002266  0.064562  0.048264 -0.081346
CT3D 12APR22 2012.3066 56039 1685 0    1.3  -1760 -0.081784   5491593  0.461092   242  0.155500  0.0000 0.000569 0.000746 0.002261  0.051160  0.041007 -0.080460
CT3D 12APR23 2012.3094 56040 1685 1    1.3  -1760 -0.083196   5491593  0.462954   242  0.152567  0.0000 0.000580 0.000758 0.002325  0.067263  0.058957 -0.118572
CT3D 12APR24 2012.3121 56041 1685 2    1.3  -1760 -0.082763   5491593  0.459688   242  0.167143  0.0000 0.000589 0.000776 0.002324  0.059028  0.048523 -0.108695
CT3D 12APR25 2012.3149 56042 1685 3    1.3  -1760 -0.082226   5491593  0.461027   242  0.170266  0.0000 0.000594 0.000783 0.002386  0.061780  0.072296 -0.112237
CT3D 12APR26 2012.3176 56043 1685 4    1.3  -1760 -0.081758   5491593  0.461735   242  0.152819  0.0000 0.000589 0.000777 0.002359  0.095809  0.060267 -0.055108
CT3D 12APR27 2012.3203 56044 1685 5    1.3  -1760 -0.079964   5491593  0.461835   242  0.160001  0.0000 0.000583 0.000768 0.002330  0.090940  0.056134 -0.072262
CT3D 12APR28 2012.3231 56045 1685 6    1.3  -1760 -0.080031   5491593  0.459863   242  0.159505  0.0000 0.000567 0.000756 0.002270  0.058355  0.054525 -0.100638
CT3D 12APR29 2012.3258 56046 1686 0    1.3  -1760 -0.078890   5491593  0.460991   242  0.163285  0.0000 0.000571 0.000751 0.002268  0.063109  0.072058 -0.108881
CT3D 12APR30 2012.3285 56047 1686 1    1.3  -1760 -0.079028   5491593  0.461716   242  0.159860  0.0000 0.000585 0.000775 0.002327  0.067504  0.061397 -0.098780
CT3D 12MAY01 2012.3313 56048 1686 2    1.3  -1760 -0.075977   5491593  0.460126   242  0.158669  0.0000 0.000585 0.000777 0.002358  0.061637  0.063241 -0.072049
CT3D 12MAY02 2012.3340 56049 1686 3    1.3  -1760 -0.081569   5491593  0.458464   242  0.160831  0.0000 0.000581 0.000773 0.002328  0.041411  0.063259 -0.071842
CT3D 12MAY03 2012.3368 56050 1686 4    1.3  -1760 -0.080934   5491593  0.461390   242  0.159297  0.0000 0.000573 0.000762 0.002289  0.076400  0.026270 -0.081885
CT3D 12MAY04 2012.3395 56051 1686 5    1.3  -1760 -0.079959   5491593  0.460547   242  0.161929  0.0000 0.000568 0.000742 0.002228  0.048651  0.077874 -0.092333
CT3D 12MAY05 2012.3422 56052 1686 6    1.3  -1760 -0.081550   5491593  0.463463   242  0.157255  0.0000 0.000575 0.000750 0.002272  0.047599  0.076024 -0.090535
CT3D 12MAY06 2012.3450 56053 1687 0    1.3  -1760 -0.081347   5491593  0.462761   242  0.160782  0.0000 0.000581 0.000753 0.002287  0.062410  0.069395 -0.098816
CT3D 12MAY07 2012.3477 56054 1687 1    1.3  -1760 -0.078880   5491593  0.460399   242  0.154866  0.0000 0.000622 0.000810 0.002477  0.051436  0.062988 -0.062375
CT3D 12MAY08 2012.3504 56055 1687 2    1.3  -1760 -0.077000   5491593  0.460685   242  0.163944  0.0000 0.000599 0.000768 0.002343  0.072248  0.062840 -0.098929
CT3D 12MAY09 2012.3532 56056 1687 3    1.3  -1760 -0.076232   5491593  0.457343   242  0.162553  0.0000 0.000616 0.000794 0.002449  0.084437  0.072859 -0.104514
CT3D 12MAY10 2012.3559 56057 1687 4    1.3  -1760 -0.074247   5491593  0.456311   242  0.169800  0.0000 0.000608 0.000798 0.002447  0.054347  0.062615 -0.100705
CT3D 12MAY11 2012.3587 56058 1687 5    1.3  -1760 -0.078838   5491593  0.459893   242  0.162467  0.0000 0.000574 0.000751 0.002277  0.054741  0.070752 -0.110130
CT3D 12MAY12 2012.3614 56059 1687 6    1.3  -1760 -0.078745   5491593  0.460886   242  0.159575  0.0000 0.000569 0.000746 0.002243  0.062980  0.058085 -0.082594
CT3D 12MAY13 2012.3641 56060 1688 0    1.3  -1760 -0.074947   5491593  0.460127   242  0.156371  0.0000 0.000575 0.000753 0.002299  0.081267  0.017535 -0.116849
CT3D 12MAY14 2012.3669 56061 1688 1    1.3  -1760 -0.077680   5491593  0.461177   242  0.163777  0.0000 0.000588 0.000757 0.002329  0.066974  0.039912 -0.143485
CT3D 12MAY15 2012.3696 56062 1688 2    1.3  -1760 -0.081511   5491593  0.461404   242  0.151583  0.0000 0.000575 0.000765 0.002324  0.070069  0.061229 -0.140723
CT3D 12MAY16 2012.3723 56063 1688 3    1.3  -1760 -0.080619   5491593  0.461855   242  0.153614  0.0000 0.000576 0.000765 0.002310  0.078116  0.037582 -0.130216
CT3D 12MAY17 2012.3751 56064 1688 4    1.3  -1760 -0.081378   5491593  0.461036   242  0.155142  0.0000 0.000579 0.000761 0.002306  0.068515  0.067158 -0.124107
CT3D 12MAY18 2012.3778 56065 1688 5    1.3  -1760 -0.077337   5491593  0.462014   242  0.166732  0.0000 0.000584 0.000772 0.002341  0.070320  0.050640 -0.112393
CT3D 12MAY19 2012.3806 56066 1688 6    1.3  -1760 -0.077460   5491593  0.458405   242  0.162024  0.0000 0.000576 0.000766 0.002300  0.055262  0.050593 -0.091886
CT3D 12MAY20 2012.3833 56067 1689 0    1.3  -1760 -0.077542   5491593  0.460444   242  0.162939  0.0000 0.000577 0.000765 0.002296  0.039906  0.083141 -0.085911
CT3D 12MAY21 2012.3860 56068 1689 1    1.3  -1760 -0.079894   5491593  0.462011   242  0.160296  0.0000 0.000580 0.000769 0.002299  0.048581  0.061781 -0.095610
CT3D 12MAY22 2012.3888 56069 1689 2    1.3  -1760 -0.075417   5491593  0.460127   242  0.160278  0.0000 0.000582 0.000778 0.002339  0.047716  0.061608 -0.121856
CT3D 12MAY23 2012.3915 56070 1689 3    1.3  -1760 -0.073327   5491593  0.458068   242  0.158849  0.0000 0.000587 0.000773 0.002349  0.059380  0.044947 -0.114342
CT3D 12MAY24 2012.3943 56071 1689 4    1.3  -1760 -0.070541   5491593  0.457678   242  0.162818  0.0000 0.000577 0.000768 0.002299  0.057780  0.070672 -0.090988
CT3D 12MAY25 2012.3970 56072 1689 5    1.3  -1760 -0.071971   5491593  0.455327   242  0.164944  0.0000 0.000574 0.000740 0.002240  0.046817  0.072211 -0.083454
CT3D 12MAY26 2012.3997 56073 1689 6    1.3  -1760 -0.072087   5491593  0.455444   242  0.158841  0.0000 0.000573 0.000757 0.002299  0.070879  0.059457 -0.117814
CT3D 12MAY27 2012.4025 56074 1690 0    1.3  -1760 -0.072303   5491593  0.456231   242  0.161632  0.0000 0.000572 0.000749 0.002268  0.067103  0.047727 -0.093559
CT3D 12MAY28 2012.4052 56075 1690 1    1.3  -1760 -0.075205   5491593  0.458814   242  0.157184  0.0000 0.000578 0.000752 0.002285  0.063531  0.059793 -0.101064
CT3D 12MAY29 2012.4079 56076 1690 2    1.3  -1760 -0.074524   5491593  0.458051   242  0.163272  0.0000 0.000578 0.000742 0.002255  0.064398  0.064067 -0.082820
CT3D 12MAY30 2012.4107 56077 1690 3    1.3  -1760 -0.075848   5491593  0.459117   242  0.167784  0.0000 0.000572 0.000740 0.002247  0.066901  0.069728 -0.063581
CT3D 12MAY31 2012.4134 56078 1690 4    1.3  -1760 -0.078546   5491593  0.460141   242  0.159397  0.0000 0.000582 0.000745 0.002280  0.053707  0.087521 -0.113436
CT3D 12JUN01 2012.4162 56079 1690 5    1.3  -1760 -0.074922   5491593  0.459536   242  0.167428  0.0000 0.000580 0.000750 0.002282  0.065256  0.060104 -0.102656
CT3D 12JUN02 2012.4189 56080 1690 6    1.3  -1760 -0.075276   5491593  0.456829   242  0.160999  0.0000 0.000598 0.000753 0.002321  0.071663  0.057341 -0.072843
CT3D 12JUN03 2012.4216 56081 1691 0    1.3  -1760 -0.075498   5491593  0.460461   242  0.162481  0.0000 0.000596 0.000770 0.002338  0.068565  0.058342 -0.083824
CT3D 12JUN04 2012.4244 56082 1691 1    1.3  -1760 -0.077681   5491593  0.459941   242  0.154282  0.0000 0.000627 0.000821 0.002493  0.101177  0.064160 -0.089396
CT3D 12JUN05 2012.4271 56083 1691 2    1.3  -1760 -0.077106   5491593  0.462972   242  0.157140  0.0000 0.000599 0.000760 0.002342  0.043413  0.124198 -0.128342
CT3D 12JUN06 2012.4298 56084 1691 3    1.3  -1760 -0.076062   5491593  0.461133   242  0.169715  0.0000 0.000573 0.000746 0.002263  0.050957  0.074014 -0.129265
CT3D 12JUN07 2012.4326 56085 1691 4    1.3  -1760 -0.076728   5491593  0.459792   242  0.161101  0.0000 0.000581 0.000754 0.002286  0.074334  0.051669 -0.108960
CT3D 12JUN08 2012.4353 56086 1691 5    1.3  -1760 -0.075452   5491593  0.461213   242  0.148253  0.0000 0.000605 0.000793 0.002397  0.087888  0.039183 -0.081660
CT3D 12JUN09 2012.4381 56087 1691 6    1.3  -1760 -0.075490   5491593  0.462026   242  0.160670  0.0000 0.000596 0.000774 0.002347  0.071613  0.044583 -0.106816
CT3D 12JUN10 2012.4408 56088 1692 0    1.3  -1760 -0.078368   5491593  0.460679   242  0.158465  0.0000 0.000648 0.000815 0.002522  0.078805  0.103151 -0.096019
CT3D 12JUN11 2012.4435 56089 1692 1    1.3  -1760 -0.076421   5491593  0.462393   242  0.157568  0.0000 0.000574 0.000748 0.002262  0.051467  0.080139 -0.101429
CT3D 12JUN12 2012.4463 56090 1692 2    1.3  -1760 -0.075784   5491593  0.460322   242  0.154432  0.0000 0.000579 0.000754 0.002291  0.078695  0.054891 -0.094609
CT3D 12JUN13 2012.4490 56091 1692 3    1.3  -1760 -0.076305   5491593  0.460810   242  0.158979  0.0000 0.000587 0.000765 0.002341  0.087694  0.039454 -0.104667
CT3D 12JUN14 2012.4517 56092 1692 4    1.3  -1760 -0.076045   5491593  0.461376   242  0.155409  0.0000 0.000576 0.000752 0.002272  0.082981  0.043634 -0.095109
CT3D 12JUN15 2012.4545 56093 1692 5    1.3  -1760 -0.074138   5491593  0.459014   242  0.155383  0.0000 0.000583 0.000770 0.002320  0.057879  0.072692 -0.098818
CT3D 12JUN16 2012.4572 56094 1692 6    1.3  -1760 -0.073705   5491593  0.458847   242  0.157988  0.0000 0.000577 0.000764 0.002310  0.040984  0.092770 -0.094765
CT3D 12JUN17 2012.4600 56095 1693 0    1.3  -1760 -0.073785   5491593  0.460595   242  0.157053  0.0000 0.000599 0.000792 0.002410  0.069044  0.067724 -0.097099
CT3D 12JUN18 2012.4627 56096 1693 1    1.3  -1760 -0.076001   5491593  0.465460   242  0.159662  0.0000 0.000568 0.000751 0.002254  0.050721  0.067391 -0.083531
CT3D 12JUN19 2012.4654 56097 1693 2    1.3  -1760 -0.072558   5491593  0.461836   242  0.167381  0.0000 0.000579 0.000766 0.002313  0.055409  0.058705 -0.112503
CT3D 12JUN20 2012.4682 56098 1693 3    1.3  -1760 -0.073418   5491593  0.458518   242  0.154161  0.0000 0.000574 0.000755 0.002289  0.062533  0.056133 -0.116335
CT3D 12JUN21 2012.4709 56099 1693 4    1.3  -1760 -0.073937   5491593  0.459464   242  0.158742  0.0000 0.000582 0.000765 0.002333  0.078605  0.048091 -0.137377
CT3D 12JUN22 2012.4736 56100 1693 5    1.3  -1760 -0.073829   5491593  0.460716   242  0.152887  0.0000 0.000569 0.000748 0.002260  0.061331  0.070869 -0.119288
CT3D 12JUN23 2012.4764 56101 1693 6    1.3  -1760 -0.075667   5491593  0.459666   242  0.155987  0.0000 0.000571 0.000755 0.002292  0.055909  0.062244 -0.125021
CT3D 12JUN24 2012.4791 56102 1694 0    1.3  -1760 -0.076674   5491593  0.465186   242  0.157387  0.0000 0.000571 0.000751 0.002264  0.067216  0.059077 -0.095738
CT3D 12JUN25 2012.4819 56103 1694 1    1.3  -1760 -0.075218   5491593  0.461869   242  0.155536  0.0000 0.000583 0.000758 0.002320  0.074895  0.044804 -0.133340
CT3D 12JUN26 2012.4846 56104 1694 2    1.3  -1760 -0.073952   5491593  0.460859   242  0.161364  0.0000 0.000575 0.000758 0.002294  0.072495  0.059945 -0.109740
CT3D 12JUN27 2012.4873 56105 1694 3    1.3  -1760 -0.070859   5491593  0.459174   242  0.159568  0.0000 0.000580 0.000763 0.002328  0.064660  0.053777 -0.121257
CT3D 12JUN28 2012.4901 56106 1694 4    1.3  -1760 -0.071360   5491593  0.463477   242  0.165544  0.0000 0.000589 0.000760 0.002348  0.074718  0.039571 -0.127122
CT3D 12JUN29 2012.4928 56107 1694 5    1.3  -1760 -0.072144   5491593  0.458907   242  0.164713  0.0000 0.000575 0.000754 0.002322  0.065592  0.069746 -0.113558
CT3D 12JUN30 2012.4956 56108 1694 6    1.3  -1760 -0.076330   5491593  0.458869   242  0.153969  0.0000 0.000572 0.000741 0.002251  0.065766  0.053097 -0.086848
CT3D 12JUL01 2012.4983 56109 1695 0    1.3  -1760 -0.073135   5491593  0.460984   242  0.159938  0.0000 0.000579 0.000757 0.002298  0.088440  0.036166 -0.117040
CT3D 12JUL02 2012.5010 56110 1695 1    1.3  -1760 -0.074059   5491593  0.460690   242  0.157865  0.0000 0.000571 0.000744 0.002255  0.070465  0.072849 -0.107836
CT3D 12JUL03 2012.5038 56111 1695 2    1.3  -1760 -0.073453   5491593  0.459523   242  0.159500  0.0000 0.000574 0.000750 0.002261  0.069217  0.073537 -0.100475
CT3D 12JUL04 2012.5065 56112 1695 3    1.3  -1760 -0.067456   5491593  0.457657   242  0.161702  0.0000 0.000573 0.000752 0.002298  0.057272  0.066627 -0.104161
CT3D 12JUL05 2012.5092 56113 1695 4    1.3  -1760 -0.072320   5491593  0.459031   242  0.164782  0.0000 0.000580 0.000768 0.002291  0.076694  0.041509 -0.111976
CT3D 12JUL06 2012.5120 56114 1695 5    1.3  -1760 -0.072019   5491593  0.458337   242  0.151775  0.0000 0.000594 0.000788 0.002368  0.075969  0.053757 -0.087805
CT3D 12JUL07 2012.5147 56115 1695 6    1.3  -1760 -0.076200   5491593  0.462985   242  0.157835  0.0000 0.000599 0.000785 0.002402  0.092052  0.045122 -0.113248
CT3D 12JUL08 2012.5175 56116 1696 0    1.3  -1760 -0.075646   5491593  0.463188   242  0.151688  0.0000 0.000583 0.000767 0.002341  0.065109  0.084250 -0.107136
CT3D 12JUL09 2012.5202 56117 1696 1    1.3  -1760 -0.074642   5491593  0.461898   242  0.161308  0.0000 0.000695 0.000894 0.002751  0.086117  0.039784 -0.113338
CT3D 12JUL10 2012.5229 56118 1696 2    1.3  -1760 -0.073302   5491593  0.465361   242  0.155808  0.0000 0.000600 0.000786 0.002372  0.062431  0.050928 -0.080337
CT3D 12JUL11 2012.5257 56119 1696 3    1.3  -1760 -0.075774   5491593  0.460442   242  0.156385  0.0000 0.000575 0.000757 0.002278  0.075883  0.054039 -0.108249
CT3D 12JUL12 2012.5284 56120 1696 4    1.3  -1760 -0.076538   5491593  0.464171   242  0.144728  0.0000 0.000579 0.000763 0.002341  0.062342  0.076550 -0.150278
CT3D 12JUL13 2012.5311 56121 1696 5    1.3  -1760 -0.076795   5491593  0.461613   242  0.148718  0.0000 0.000577 0.000751 0.002304  0.060685  0.059421 -0.116345
CT3D 12JUL14 2012.5339 56122 1696 6    1.3  -1760 -0.074662   5491593  0.463323   242  0.149695  0.0000 0.000569 0.000749 0.002256  0.075386  0.065416 -0.113071
CT3D 12JUL15 2012.5366 56123 1697 0    1.3  -1760 -0.074273   5491593  0.461749   242  0.157296  0.0000 0.000579 0.000760 0.002299  0.088260  0.050041 -0.117414
CT3D 12JUL16 2012.5394 56124 1697 1    1.3  -1760 -0.074092   5491593  0.461145   242  0.148143  0.0000 0.000584 0.000761 0.002365  0.075555  0.057285 -0.127477
CT3D 12JUL17 2012.5421 56125 1697 2    1.3  -1760 -0.071946   5491593  0.461131   242  0.155265  0.0000 0.000580 0.000746 0.002290  0.065894  0.071541 -0.106470
CT3D 12JUL18 2012.5448 56126 1697 3    1.3  -1760 -0.071479   5491593  0.461791   242  0.154180  0.0000 0.000579 0.000754 0.002317  0.080761  0.035930 -0.122168
CT3D 12JUL19 2012.5476 56127 1697 4    1.3  -1760 -0.074720   5491593  0.462685   242  0.156396  0.0000 0.000566 0.000746 0.002236  0.065778  0.057045 -0.102172
CT3D 12JUL20 2012.5503 56128 1697 5    1.3  -1760 -0.077010   5491593  0.462419   242  0.149348  0.0000 0.000574 0.000747 0.002255  0.075917  0.045767 -0.110524
CT3D 12JUL21 2012.5530 56129 1697 6    1.3  -1760 -0.073592   5491593  0.459383   242  0.148456  0.0000 0.000570 0.000757 0.002279  0.077389  0.061791 -0.116270
CT3D 12JUL22 2012.5558 56130 1698 0    1.3  -1760 -0.071474   5491593  0.461201   242  0.153559  0.0000 0.000576 0.000753 0.002303  0.069266  0.052015 -0.128080
