site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu
J411 09JAN01 2009.0021 54832 1512 4  131.3   4247  0.679066   3784680  0.467246   135  0.875239  0.0000 0.000507 0.000582 0.002016 -0.006658 -0.085574 -0.194187
J411 09JAN02 2009.0048 54833 1512 5  131.3   4247  0.682093   3784680  0.466447   135  0.869351  0.0000 0.000503 0.000583 0.002007  0.010538 -0.110886 -0.172956
J411 09JAN03 2009.0075 54834 1512 6  131.3   4247  0.680202   3784680  0.465063   135  0.873056  0.0000 0.000498 0.000575 0.001983  0.025542 -0.144107 -0.162459
J411 09JAN04 2009.0103 54835 1513 0  131.3   4247  0.681152   3784680  0.467475   135  0.869782  0.0000 0.000497 0.000572 0.001964  0.031129 -0.126615 -0.163658
J411 09JAN05 2009.0130 54836 1513 1  131.3   4247  0.680310   3784680  0.466455   135  0.865214  0.0000 0.000494 0.000570 0.001968  0.023382 -0.125441 -0.161205
J411 09JAN06 2009.0157 54837 1513 2  131.3   4247  0.678770   3784680  0.466335   135  0.861271  0.0000 0.000493 0.000573 0.001962  0.023472 -0.122683 -0.156637
J411 09JAN07 2009.0185 54838 1513 3  131.3   4247  0.680374   3784680  0.467623   135  0.859084  0.0000 0.000495 0.000575 0.001977  0.027968 -0.122671 -0.167515
J411 09JAN08 2009.0212 54839 1513 4  131.3   4247  0.680608   3784680  0.465820   135  0.861576  0.0000 0.000505 0.000585 0.001996  0.055015 -0.139269 -0.166364
J411 09JAN09 2009.0240 54840 1513 5  131.3   4247  0.680785   3784680  0.467250   135  0.862580  0.0000 0.000503 0.000580 0.001987  0.061042 -0.142131 -0.175288
J411 09JAN10 2009.0267 54841 1513 6  131.3   4247  0.680866   3784680  0.467302   135  0.863517  0.0000 0.000490 0.000569 0.001961  0.028841 -0.118617 -0.167303
J411 09JAN11 2009.0294 54842 1514 0  131.3   4247  0.679027   3784680  0.466666   135  0.861977  0.0000 0.000495 0.000574 0.001996  0.005701 -0.105208 -0.165242
J411 09JAN12 2009.0322 54843 1514 1  131.3   4247  0.681685   3784680  0.466923   135  0.859050  0.0000 0.000498 0.000576 0.002008  0.010284 -0.101761 -0.179099
J411 09JAN13 2009.0349 54844 1514 2  131.3   4247  0.682592   3784680  0.465125   135  0.864095  0.0000 0.000499 0.000574 0.002010  0.020767 -0.114606 -0.177070
J411 09JAN14 2009.0376 54845 1514 3  131.3   4247  0.680978   3784680  0.466804   135  0.864335  0.0000 0.000492 0.000569 0.001972  0.034189 -0.131422 -0.170026
J411 09JAN15 2009.0404 54846 1514 4  131.3   4247  0.682052   3784680  0.464489   135  0.869129  0.0000 0.000491 0.000568 0.001968  0.027943 -0.123094 -0.171053
J411 09JAN16 2009.0431 54847 1514 5  131.3   4247  0.681855   3784680  0.465630   135  0.859892  0.0000 0.000493 0.000571 0.001972  0.028333 -0.126137 -0.146852
J411 09JAN17 2009.0459 54848 1514 6  131.3   4247  0.682819   3784680  0.466143   135  0.862532  0.0000 0.000494 0.000573 0.001972  0.023669 -0.128545 -0.138255
J411 09JAN18 2009.0486 54849 1515 0  131.3   4247  0.678193   3784680  0.467543   135  0.863400  0.0000 0.000500 0.000577 0.002016  0.003192 -0.099867 -0.173033
J411 09JAN19 2009.0513 54850 1515 1  131.3   4247  0.680009   3784680  0.465005   135  0.867532  0.0000 0.000492 0.000574 0.001977  0.026801 -0.122999 -0.148444
J411 09JAN20 2009.0541 54851 1515 2  131.3   4247  0.680518   3784680  0.465805   135  0.869164  0.0000 0.000492 0.000572 0.001978  0.026512 -0.128865 -0.157870
J411 09JAN21 2009.0568 54852 1515 3  131.3   4247  0.681855   3784680  0.464911   135  0.872558  0.0000 0.000497 0.000569 0.001979  0.028952 -0.123413 -0.158593
J411 09JAN22 2009.0595 54853 1515 4  131.3   4247  0.680036   3784680  0.466038   135  0.862621  0.0000 0.000497 0.000570 0.001986  0.014398 -0.119141 -0.156265
J411 09JAN23 2009.0623 54854 1515 5  131.3   4247  0.679924   3784680  0.466954   135  0.861807  0.0000 0.000495 0.000571 0.001993  0.027096 -0.123998 -0.156023
J411 09JAN24 2009.0650 54855 1515 6  131.3   4247  0.680715   3784680  0.465729   135  0.859710  0.0000 0.000495 0.000571 0.001995  0.023038 -0.121703 -0.167052
J411 09JAN25 2009.0678 54856 1516 0  131.3   4247  0.680779   3784680  0.466089   135  0.857272  0.0000 0.000494 0.000573 0.001989  0.033812 -0.124349 -0.173315
J411 09JAN26 2009.0705 54857 1516 1  131.3   4247  0.681714   3784680  0.465046   135  0.865024  0.0000 0.000495 0.000569 0.001980  0.031742 -0.122695 -0.163970
J411 09JAN27 2009.0732 54858 1516 2  131.3   4247  0.681976   3784680  0.467259   135  0.863701  0.0000 0.000494 0.000569 0.001990  0.025427 -0.117406 -0.159212
J411 09JAN28 2009.0760 54859 1516 3  131.3   4247  0.682795   3784680  0.465540   135  0.869043  0.0000 0.000501 0.000573 0.002024  0.012437 -0.109432 -0.162213
J411 09JAN29 2009.0787 54860 1516 4  131.3   4247  0.683181   3784680  0.466292   135  0.866703  0.0000 0.000491 0.000572 0.001974  0.025122 -0.116468 -0.164684
J411 09JAN30 2009.0815 54861 1516 5  131.3   4247  0.681108   3784680  0.468692   135  0.866212  0.0000 0.000492 0.000574 0.001979  0.028274 -0.116689 -0.169928
J411 09JAN31 2009.0842 54862 1516 6  131.3   4247  0.681367   3784680  0.470263   135  0.869149  0.0000 0.000494 0.000571 0.001977  0.036811 -0.135955 -0.175385
J411 09FEB01 2009.0869 54863 1517 0  131.3   4247  0.680591   3784680  0.466743   135  0.870609  0.0000 0.000495 0.000568 0.001974  0.033726 -0.120689 -0.163156
J411 09FEB02 2009.0897 54864 1517 1  131.3   4247  0.682141   3784680  0.466732   135  0.869963  0.0000 0.000494 0.000573 0.001990  0.034920 -0.127722 -0.176762
J411 09FEB03 2009.0924 54865 1517 2  131.3   4247  0.680212   3784680  0.466457   135  0.868649  0.0000 0.000493 0.000570 0.001979  0.031154 -0.124924 -0.168565
J411 09FEB04 2009.0951 54866 1517 3  131.3   4247  0.680565   3784680  0.464386   135  0.864984  0.0000 0.000490 0.000575 0.001974  0.024546 -0.122046 -0.170769
J411 09FEB05 2009.0979 54867 1517 4  131.3   4247  0.681664   3784680  0.465891   135  0.854486  0.0000 0.000498 0.000579 0.002001  0.027977 -0.127679 -0.154774
J411 09FEB06 2009.1006 54868 1517 5  131.3   4247  0.681136   3784680  0.466506   135  0.868362  0.0000 0.000497 0.000577 0.002000  0.033675 -0.120831 -0.161895
J411 09FEB07 2009.1034 54869 1517 6  131.3   4247  0.680285   3784680  0.466622   135  0.870035  0.0000 0.000495 0.000571 0.001980  0.031734 -0.112499 -0.164886
J411 09FEB08 2009.1061 54870 1518 0  131.3   4247  0.681728   3784680  0.466616   135  0.867607  0.0000 0.000495 0.000570 0.001982  0.031172 -0.126299 -0.164874
J411 09FEB09 2009.1088 54871 1518 1  131.3   4247  0.683116   3784680  0.464551   135  0.865958  0.0000 0.000496 0.000575 0.001988  0.030808 -0.125261 -0.172825
J411 09FEB10 2009.1116 54872 1518 2  131.3   4247  0.682587   3784680  0.466785   135  0.862697  0.0000 0.000498 0.000574 0.001979  0.026516 -0.114959 -0.170769
