2006.7082 1.290 0.136 0.413 0.141 -8.542 0.698
2006.7918 0.990 0.122 0.298 0.124 -8.884 0.624
2006.8753 0.346 0.109 0.211 0.107 -5.787 0.554
2006.9589 0.202 0.115 -0.089 0.107 -3.399 0.567
2007.0438 -0.004 0.117 -0.318 0.104 -0.933 0.566
2007.1247 0.078 0.113 -0.390 0.106 0.999 0.561
2007.2055 0.170 0.109 -0.700 0.109 2.801 0.557
2007.2890 -0.060 0.111 -0.769 0.109 3.782 0.562
2007.3726 -0.281 0.110 -0.534 0.112 5.763 0.570
2007.4562 -0.356 0.112 -0.211 0.112 4.359 0.574
2007.5397 0.415 0.107 0.238 0.107 -2.725 0.549
2007.6247 0.712 0.121 0.211 0.117 -6.636 0.606
2007.7082 0.816 0.131 0.488 0.121 -9.196 0.638
2007.7918 0.446 0.126 0.602 0.118 -9.088 0.619
2007.8753 -0.131 0.151 0.423 0.148 -6.614 0.750
2007.9589 -0.391 0.151 0.225 0.154 -2.038 0.765
2008.0438 -0.559 0.126 -0.029 0.135 0.707 0.658
2008.1260 -0.347 0.157 -0.128 0.169 -0.027 0.817
2008.2082 -0.616 0.130 -0.364 0.141 2.561 0.685
2008.2918 -0.656 0.163 -0.291 0.171 3.823 0.834
2008.3753 -1.006 0.133 -0.199 0.139 3.936 0.686
2008.4589 -0.929 0.114 -0.226 0.112 4.520 0.576
2008.5425 -0.115 0.129 0.177 0.121 1.067 0.634
2008.6274 0.586 0.108 0.521 0.099 -6.318 0.531
2008.7110 0.436 0.114 0.501 0.110 -9.430 0.573
2008.7945 0.196 0.116 0.389 0.120 -7.806 0.599
2008.8781 -0.477 0.149 0.209 0.157 -4.800 0.767
2008.9616 -0.961 0.149 -0.100 0.163 -2.696 0.783
2009.0438 -0.730 0.134 -0.240 0.149 0.118 0.715
2009.1247 -0.605 0.152 -0.492 0.166 2.123 0.798
2009.2055 -0.664 0.152 -0.546 0.166 4.202 0.795
2009.2890 -0.746 0.116 -0.524 0.123 6.789 0.609
2009.3726 -0.871 0.112 -0.270 0.117 7.262 0.584
2009.4562 -0.984 0.116 -0.179 0.115 5.061 0.589
2009.5397 -0.283 0.156 0.049 0.146 1.941 0.758
2009.6247 0.235 0.131 0.258 0.126 -1.354 0.651
2009.7082 0.205 0.127 0.167 0.128 -4.746 0.645
2009.7918 -0.209 0.150 0.093 0.157 -5.064 0.770
2009.8753 -0.675 0.140 -0.135 0.147 -1.756 0.722
2009.9589 -0.728 0.156 -0.214 0.166 1.066 0.807
2010.0438 -0.837 0.145 -0.558 0.158 1.677 0.760
2010.1247 -0.775 0.157 -0.777 0.164 4.510 0.802
2010.2055 -0.626 0.152 -1.009 0.157 6.099 0.774
2010.2890 -0.873 0.146 -0.895 0.145 7.276 0.733
2010.3726 -1.008 0.147 -0.894 0.132 7.049 0.704
2010.4562 -1.053 0.153 -0.494 0.142 6.281 0.741
2010.5397 -0.298 0.128 -0.210 0.130 -1.572 0.653
2010.6247 0.485 0.108 0.176 0.113 -7.493 0.565
2010.7082 0.817 0.111 0.099 0.116 -10.208 0.580
2010.7918 0.334 0.111 0.288 0.116 -9.801 0.579
2010.8753 -0.224 0.114 -0.059 0.118 -7.302 0.591
2010.9589 -0.490 0.119 0.098 0.115 -3.917 0.596
2011.1247 -0.545 0.135 -0.654 0.113 0.010 0.628
2011.2055 -0.369 0.113 -0.707 0.111 1.964 0.572
2011.2890 -0.555 0.109 -0.678 0.112 5.025 0.565
2011.3726 -0.743 0.109 -0.639 0.113 4.561 0.569
2011.4562 -0.620 0.184 -0.345 0.111 3.081 0.766
2011.5397 0.199 0.115 -0.238 0.108 -0.952 0.570
2011.6247 0.827 0.111 -0.069 0.104 -5.862 0.551
2011.7082 1.258 0.108 0.156 0.108 -10.367 0.554
2011.7918 0.708 0.110 0.205 0.117 -7.529 0.581
2011.8753 0.118 0.131 0.070 0.119 -4.487 0.635
2011.9589 -0.223 0.124 -0.127 0.112 1.133 0.598
2012.0438 -0.317 0.101 -0.304 0.104 0.344 0.527
2012.1260 -0.190 0.098 -0.637 0.092 1.576 0.493
2012.2082 -0.153 0.102 -0.673 0.097 2.979 0.513
2012.2918 -0.112 0.109 -0.960 0.099 4.416 0.538
2012.3753 -0.548 0.129 -0.700 0.093 5.016 0.576
2012.4589 -0.388 0.096 -0.318 0.099 3.727 0.506
2012.5425 0.235 0.099 -0.072 0.097 0.527 0.506
2012.6274 1.219 0.098 0.071 0.106 -3.277 0.527
2012.7110 1.409 0.107 0.659 0.115 -7.187 0.566
2012.8781 0.290 0.107 0.282 0.116 -5.404 0.571
2012.9616 0.187 0.103 0.061 0.113 -2.736 0.554
2013.0438 -0.061 0.165 0.322 0.172 3.267 0.849
2013.1247 -0.274 0.181 -0.494 0.175 4.616 0.891
2013.2890 -0.237 0.198 -0.514 0.189 6.532 0.965
2013.3726 -0.312 0.162 -0.136 0.180 7.774 0.863
2013.4562 -0.203 0.499 0.140 0.550 5.104 2.608
2013.5397 1.011 0.174 0.095 0.184 -2.645 0.899
2013.7918 0.920 0.176 0.526 0.174 -8.341 0.877
2013.8753 0.459 0.175 0.204 0.178 -7.745 0.887
2013.9589 0.347 0.181 0.181 0.177 -4.453 0.898
2014.0438 0.305 0.198 -0.015 0.185 -2.651 0.955
2014.1247 0.220 0.287 -0.438 0.196 2.361 1.220
2014.2055 0.318 0.155 -0.494 0.169 2.453 0.817
2014.2890 0.202 0.150 -0.408 0.158 3.658 0.776
2014.3726 -0.032 0.147 -0.805 0.155 3.499 0.764
2014.4562 -0.386 0.170 -0.501 0.165 3.278 0.842
2014.6247 0.815 0.143 0.352 0.149 -3.785 0.739
2014.7082 1.031 0.137 0.562 0.148 -7.939 0.722
2014.7918 0.561 0.137 0.718 0.145 -5.286 0.717
2014.8753 0.160 0.144 0.205 0.144 -1.888 0.730
2015.0438 -0.093 0.182 0.046 0.173 1.572 0.907
2015.1247 -0.120 0.185 0.175 0.175 1.572 0.924
2015.2055 0.067 0.137 -0.286 0.155 5.168 0.742
