name	lat	lon
FCOA	41.082	-7.144
FCTF	34.067	-118.442
FCUL	38.756	-9.157
FDET	47.407	0.623
FDMC	19.33	-99.217
FDOS	46.304	11.724
FDTC	34.245	-79.813
FEDE	-30.954	-58.783
FEEK	37.815	35.912
FEGA	48.785	3.337
FEI1	29.54	-98.416
FELI	46.104	27.346
FEN0	48.29	-94.708
FENG	48.09	2.795
FENO	43.157	2.03
FER1	44.828	11.601
FER2	47.628	0.749
FERA	44.814	11.627
FERG	-21.241	55.733
FERI	40.077	-120.308
FERM	41.842	-88.255
FERN	35.342	-112.455
FERR	44.646	-1.249
FERT	47.723	16.691
FES1	34.039	-4.996
FEST	45.226	0.241
FETA	49.201	3.509
FETH	36.626	29.124
FEUR	45.735	4.229
FFE0	16.217	-61.512
FFMJ	50.091	8.665
FFT2	14.601	-61.063
FG01	-33.869	18.508
FG02	14.669	-17.428
FG03	-4.797	11.854
FG04	0.313	32.587
FG06	-20.272	57.496
FG07	0.338	6.733
FG08	-22.95	14.504
FG34	35.885	14.497
FG40	29.083	48.087
FG42	-33.87	18.508
FG96	-20.263	57.482
FGNW	34.051	-118.259
FGSE	34.051	-118.259
FGST	34.733	-120.009
FGSW	34.051	-118.259
FHFF	34.515	-118.61
FHOG	34.094	-116.936
FIDF	40.115	-8.851
FIE0	-76.145	168.424
FIED	46.773	5.715
FIGL	43.619	11.474
FIJI	-18.115	178.453
FILF	42.56	2.417
FINI	36.302	30.146
FINL	61.65	-130.534
FINS	60.229	19.951
FIPR	43.785	11.227
FIR1	44.118	11.378
FIRE	39.904	-119.09
FIS1	-27.385	153.176
FISC	40.77	14.79
FISH	37.567	-118.006
FITC	64.337	-19.592
FITT	40.332	-118.093
FITZ	42.022	-120.589
FJAG	-21.229	55.722
FJC2	43.048	2.795
FJCT	45.664	-66.613
FJOC	64.875	-18.006
FJSG	-21.23	55.722
FL23	30.743	-81.954
FL75	30.613	-83.147
FLA1	54.117	-0.078
FLA2	40.165	-105.103
FLA3	63.958	-138.694
FLAG	35.202	-111.649
FLAI	27.45	-82.69
FLAM	47.557	26.899
FLAN	40.158	-119.82
FLAP	29.726	-84.983
FLAT	38.304	-118.463
FLB1	54.792	9.504
FLBF	29.962	-82.91
FLBN	29.594	-81.287
FLBR	29.439	-82.645
FLBT	26.326	-81.671
FLBY	30.845	-85.605
FLC5	25.432	-80.467
FLC6	25.431	-80.467
FLCB	29.843	-84.695
FLCC	28.094	-81.274
FLCK	29.134	-83.031
FLCW	27.933	-82.801
FLD6	25.78	-80.376
FLD7	27.97	-82.364
FLDB	46.953	15.883
FLDC	28.366	-82.188
FLDT	46.668	11.6
FLDW	53.719	8.308
FLE1	28.29	-82.725
FLE5	30.644	-86.552
FLE6	30.644	-86.552
FLEM	40.418	-120.28
FLER	48.747	-0.55
FLEU	28.846	-81.685
FLF1	25.615	-80.386
FLF2	25.615	-80.386
FLFB	30.668	-81.466
FLFD	27.603	-80.824
FLFG	26.154	-81.682
FLFR	27.591	-80.4
FLGP	-31.105	141.728
FLGR	27.781	-82.162
FLGY	47.04	6.126
FLHO	27.056	-80.134
FLHS	28.801	-82.577
FLIB	27.88	-82.843
FLIN	54.726	-101.978
FLIT	27.028	-80.48
FLIU	25.755	-80.374
FLJL	30.58	-84.266
FLJO	29.813	-85.29
FLKS	28.296	-81.436
FLKW	24.554	-81.754
FLLP	27.309	-81.363
FLM2	45.506	-63.541
FLM5	-77.533	160.271
FLMB	25.783	-80.137
FLMC	30.271	-82.126
FLMD	30.374	-83.275
FLMI	25.998	-81.694
FLMK	24.726	-81.049
FLMR	30.778	-85.294
FLN1	39.467	-118.764
FLN2	25.966	-80.167
FLNA	26.32	-81.753
FLND	-40.214	148.242
FLNP	26.188	-81.759
FLO2	40.78	21.402
FLO4	28.597	-81.394
FLOI	49.716	4.945
FLOR	1.62	-75.605
FLPK	24.963	-80.568
FLRC	44.325	3.595
FLRD	48.628	-71.109
FLRS	39.454	-31.126
FLSH	44.259	-80.505
FLSI	26.475	-82.159
FLSK	-65.752	-62.897
FLSS	27.416	-82.394
FLVR	28.247	-80.737
FLWD	28.823	-82.183
FLWE	28.441	-81.093
FLWM	26.193	-81.749
FLWW	28.864	-81.99
FMC1	34.697	-76.683
FMC2	34.698	-76.683
FMCO	-26.579	-70.694
FMGN	-21.237	119.056
FMTP	34.41	-118.894
FMTS	42.3	-71.442
FMVT	34.356	-118.884
FMWB	56.754	-111.46
FMYR	26.591	-81.864
FNA0	15.875	-61.582
FNEL	58.842	-122.578
FNT1	38.683	-104.7
FOAG	-21.262	55.719
FOCA	43.508	18.774
FOCS	45.708	27.195
FOGG	41.452	15.532
FOL1	42.955	12.699
FOLA	43.795	-88.453
FOMO	22.197	113.542
FOMU	41.356	13.432
FONP	-65.245	-61.647
FOOT	39.369	-113.805
FOR1	10.171	-61.683
FOR2	38.705	1.429
FOR3	49.476	-111.44
FORB	-33.385	148.007
FORE	40.512	-111.38
FORF	49.058	2.848
FORG	-21.262	55.719
FORM	41.281	13.699
FORS	-32.201	152.522
FORT	-3.877	-38.426
FOS1	-71.313	-68.321
FOSA	-26.191	-58.171
FOSC	44.133	10.411
FOSS	43.689	12.807
FOST	41.109	-120.792
FOU2	49.842	1.581
FOUC	49.842	1.581
FOUE	47.903	-3.98
FOUG	47.884	6.365
FOUR	43.364	-120.688
FOXG	34.734	-118.241
FOXR	40.575	-119.472
FOYL	54.984	-7.337
FPNO	5.435	7.033
FPPB	37.313	-120.471
FQNE	5.467	-73.735
FRA1	48.914	24.714
FRAC	47.66	6.746
FRAE	57.694	-2.003
FRAG	41.509	0.324
FRAS	57.696	-2.001
FRBS	49.209	-102.428
FRDN	45.934	-66.66
FRDT	45.933	-66.66
FRDV	48.217	-97.791
FRE1	36.82	-119.732
FRE2	45.945	-66.692
FRE4	45.917	-66.629
FRED	36.988	-112.499
FREE	26.703	-78.993
FREI	-62.194	-58.981
FREN	39.884	-120.222
FREO	40.202	-81.258
FRES	41.974	14.669
FRFD	38.223	-122.139
FRFX	47.008	-121.96
FRG1	39.396	-118.635
FRG2	39.357	-118.637
FRG3	39.382	-118.707
FRG4	39.389	-118.697
FRG5	39.422	-118.711
FRGN	46.82	4.852
FRID	48.535	-123.018
FRIG	62.411	-143.005
FRKN	35.192	-83.395
FRMO	43.168	13.731
FRMT	43.665	-94.444
FRNS	37.769	-25.308
FROC	63.865	8.66
FROG	-32.573	148.794
FRON	27.754	-18.011
FROS	41.639	13.351
FROY	-18.126	125.8
FRRA	42.418	14.292
FRRL	43.461	-8.338
FRSN	16.699	42.102
FRTG	43.038	-82.488
FRTN	-38.939	177.41
FRTT	47.68	5.566
FRUL	40.878	14.225
FRUT	27.338	-82.439
FRY3	-77.606	163.125
FSDC	14.735	-61.147
FSFB	29.556	-95.63
FSHB	32.945	-115.8
FSHS	29.805	-91.502
FSIC	61.757	-121.228
FSJ2	56.247	-120.79
FSMC	60.026	-111.933
FSRH	49.138	-122.288
FST5	35.222	-111.817
FST6	35.222	-111.817
FSTH	35.175	-3.863
FTBR	38.266	-87.576
FTDN	-33.855	151.225
FTER	42.93	-78.917
FTHL	57.395	-111.576
FTLD	26.121	-80.34
FTMC	56.667	-111.333
FTMS	56.685	-111.347
FTNA	-14.308	-178.121
FTNF	44.578	-110.824
FTNL	58.8	-122.714
FTP4	-78.928	162.565
FTRS	50.829	-115.2
FTS1	56.251	-120.885
FTS5	46.205	-123.956
FTS6	46.205	-123.956
FTSJ	56.247	-120.73
FTSK	53.704	-113.183
FTTG	-14.296	-178.16
FTVM	58.515	-116.151
FUDE	43.154	-4.806
FUER	28.499	-13.86
FUN3	45.411	25.244
FUNC	32.648	-16.908
FUSE	46.414	13.001
FUTA	7.299	5.136
FUTF	-43.191	-71.848
FUTY	9.35	12.498
FVFI	38.721	-8.321
FVPK	33.662	-117.936
FVRA	37.318	13.669
FWBD	44.292	-117.222
FWI1	39.068	-90.757
FWIF	39.067	-90.745
FXCR	54.383	-116.775
FXGC	32.648	-16.908
FXHS	34.081	-118.359
FYHA	54.994	9.986
FZHS	34.8	-118.893
FZRY	45.47	-76.206
G000	33.877	135.928
G001	35.42	135.088
G002	35.333	135.341
G003	35.155	135.634
G004	34.326	135.22
G006	34.76	134.376
G007	34.711	136.042
G008	34.494	136.173
G009	34.293	136.003
G010	34.242	135.855
G011	33.941	135.554
G012	33.669	135.882
G013	33.658	135.534
G014	35.53	134.195
G015	35.507	133.495
G016	35.493	133.87
G017	35.341	134.156
G018	35.492	132.922
G019	35.311	133.192
G020	35.31	132.903
G021	35.233	132.669
G022	35.032	132.386
G023	34.857	132.685
G024	34.778	132.109
G025	34.624	131.81
G026	35.283	133.681
G027	35.105	133.913
G028	34.738	133.8
G029	34.59	133.973
G030	35.035	132.902
G031	34.634	132.908
G032	34.612	133.341
G033	34.516	133.14
G035	34.185	132.692
G036	34.069	132.532
G037	34.195	131.735
G038	34.09	132.053
G039	34.021	131.113
G040	33.846	132.12
G041	33.994	134.457
G042	33.935	134.211
G043	33.875	133.922
G044	34.479	134.176
G045	34.326	133.899
G046	33.974	133.351
G047	33.884	133.047
G048	33.643	132.799
G049	33.305	132.744
G050	33.096	132.634
G051	33.626	133.531
G052	33.607	133.154
G053	33.497	134.099
G054	33.417	133.09
G055	33.395	134.206
G056	33.193	132.972
G058	32.961	132.831
G059	32.739	132.555
G060	33.93	130.722
G061	33.867	130.971
G062	33.683	130.297
G063	33.58	130.676
G064	33.565	130.995
G065	33.503	130.079
G066	33.292	130.097
G067	33.073	129.863
G068	32.768	129.959
G069	33.06	130.622
G070	32.996	130.873
G071	32.709	130.748
G073	32.396	130.827
G074	32.367	130.18
G075	32.344	130.656
G076	32.292	130.986
G077	33.514	131.521
G078	33.384	131.292
G079	33.096	131.748
G080	32.936	132.039
G081	32.899	131.442
G082	32.852	131.629
G083	32.528	131.365
G084	32.316	131.583
G085	32.112	131.347
G086	32.002	131.254
G087	31.878	130.977
G088	31.786	131.47
G089	31.744	130.736
G090	31.565	130.998
G091	31.45	130.34
G092	31.377	130.541
G093	31.243	130.867
G094	26.386	127.994
G095	26.313	127.76
G096	26.195	127.678
G099	36.114	137.551
G100	35.361	138.727
G101	43.21	140.858
G102	42.079	139.489
G103	40.897	140.859
G104	39.942	139.703
G105	38.563	139.546
G106	37.831	140.962
G107	35.129	140.249
G108	35.16	139.616
G109	37.815	138.281
G110	37.357	138.509
G111	37.406	136.9
G112	36.255	136.149
G113	34.895	139.133
G114	34.807	138.764
G115	34.871	138.327
G116	34.904	136.824
G117	34.144	135.192
G118	35.594	134.316
G119	34.628	131.605
G120	33.333	133.244
G121	33.473	129.849
G122	33.266	134.178
G123	32.017	130.191
G124	26.179	127.825
G125	32.869	132.982
G126	32.762	132.811
G127	35.778	137.814
G128	35.405	136.729
G129	34.603	136.432
G130	33.748	135.59
G131	33.723	133.941
G132	33.546	133.043
G133	33.039	132.489
G134	33.391	132.923
G135	35.49	133.7
G136	34.702	137.637
G137	33.079	131.384
G138	36.577	137.596
G139	34.285	136.54
G140	20.426	136.081
G141	33.104	132.962
G142	32.928	132.676
G143	34.931	136.296
G144	34.971	138.795
G145	38.902	141.283
G146	34.085	135.426
G147	34.044	131.835
G148	34.49	136.728
G149	34.297	136.693
G150	42.558	140.899
G151	34.492	132.65
G152	33.622	133.924
G153	33.775	134.114
G154	33.769	135.305
G155	33.661	135.971
G156	33.82	136.024
G157	34.397	132.34
G158	37.001	136.773
G159	39.362	141.055
G160	34.672	137.723
G161	34.68	137.442
G162	38.511	139.534
G163	36.602	139.276
G164	34.575	132.269
G165	33.309	132.597
G166	33.155	133.219
G167	35.536	134.491
G168	32.582	129.777
G169	32.675	130.987
G170	35.207	135.775
G171	35.758	139.645
G172	33.082	133.106
G173	41.834	141.142
G174	40.575	140.295
G175	40.921	140.99
G176	37.337	140.808
G177	43.333	142.947
G178	34.603	138.215
G179	38.258	140.755
G180	35.587	134.33
G181	37.264	140.999
G182	43.289	145.512
G183	34.967	139.099
G184	39.736	141.967
G185	38.194	140.911
G186	37.822	139.217
G187	35.435	133.339
G188	34.082	135.753
G189	33.87	133.773
G190	26.094	127.666
G191	39.337	141.535
G192	33.879	133.938
G193	33.75	135.376
G194	34.923	139.02
G195	38.549	140.85
G196	39.298	140.276
G197	34.08	132.991
G198	33.926	134.626
G199	43.232	143.299
G200	24.454	122.943
G201	45.408	141.685
G202	44.019	144.286
G203	42.976	144.371
G204	41.782	140.725
G205	39.02	141.753
G206	34.919	139.825
G207	36.762	137.225
G208	33.476	135.773
G209	34.897	132.066
G210	32.735	129.866
G211	31.577	131.409
G212	26.213	127.665
G213	27.094	142.195
G214	33.929	136.175
G215	33.852	135.166
G216	33.775	134.591
G217	27.094	142.195
G218	31.514	130.509
G219	42.858	140.883
G220	41.603	140.325
G221	43.148	144.499
G222	35.677	139.748
G223	35.377	139.362
G224	35.289	140.249
G225	32.693	130.989
G4SM	29.882	-97.941
GAAE	33.427	-82.068
GAAG	33.552	-82.119
GAAL	34.14	-84.248
GAAM	32.033	-84.165
GAAT	33.952	-83.325
GAAU	33.471	-82.034
GAAY	31.661	-84.275
GAB1	42.963	25.277
GABA	33.032	-84.146
GABB	38.97	-117.916
GABE	34.873	-84.31
GABG	34.31	-84.426
GABH	12.683	40.545
GABK	31.151	-81.496
GABN	34.135	-83.777
GABO	-37.568	149.915
GABR	34.864	-84.327
GABU	32.557	-84.237
GABY	31.378	-84.935
GACA	33.575	-85.098
GACC	33.546	-82.134
GACD	31.973	-83.782
GACL	33.633	-85.156
GACM	34.202	-83.457
GACN	34.237	-84.495
GACO	33.607	-83.881
GACR	32.381	-83.346
GACT	31.756	-84.792
GACU	34.212	-84.125
GACW	32.473	-84.988
GADG	31.495	-82.871
GADL	34.534	-83.978
GADN	31.056	-84.894
GADU	32.499	-82.928
GAEL	34.116	-82.872
GAEM	32.176	-83.163
GAEU	34.149	-84.947
GAFC	33.77	-84.525
GAG1	34.095	125.099
GAGE	45.784	-66.148
GAGN	33.248	-84.263
GAGR	33.228	-84.278
GAGT	33.776	-84.396
GAGV	34.29	-83.827
GAHI	31.842	-81.6
GAHZ	31.885	-82.6
GAIA	41.106	-8.589
GAIN	34.286	-83.81
GAIT	39.134	-77.221
GAJN	43.902	4.21
GAJS	34.403	-84.433
GAL1	10.147	-60.995
GAL2	29.33	-94.737
GAL7	29.33	-94.737
GALA	-0.743	-90.304
GALB	39.213	-84.485
GALE	36.219	-114.739
GALF	37.711	14.567
GALG	40.558	8.313
GALO	32.993	-82.393
GALP	38.844	-82.278
GALU	32.051	-84.789
GALV	33.978	-83.98
GALY	32.166	-82.335
GAM1	32.839	-83.245
GAMA	32.854	-84.618
GAMB	-23.13	-134.965
GAMC	32.702	-83.649
GAME	31.182	-83.787
GAMG	35.59	127.92
GAML	33.153	-83.242
GAMN	32.849	-83.627
GAMO	-12.761	45.084
GAMR	33.554	-84.337
GAMT	31.202	-83.771
GAMV	33.081	-83.226
GAN1	44.346	-76.171
GAN2	33.936	-84.166
GAN3	37.707	126.446
GANC	33.598	-83.859
GANH	37.719	126.39
GANJ	40.68	46.361
GANN	33.306	-84.767
GANO	-5.348	102.276
GANP	49.035	20.323
GANR	37.786	128.873
GANS	37.543	126.838
GANW	33.306	-84.767
GAO1	16.252	-0.006
GAOC	31.63	-83.25
GAR1	41.293	1.914
GAR2	44.838	0.311
GARA	5.081	-73.36
GARC	40.417	-119.356
GARD	36.161	-114.941
GARE	34.266	-85.155
GARF	41.416	-81.615
GARI	44.677	12.249
GARL	40.417	-119.355
GARM	39.006	70.317
GARO	45.733	27.2
GARR	40.626	-118.979
GARY	51.088	-114.029
GAS1	-36.211	-69.589
GAS2	48.803	-64.488
GAS3	34.461	126.043
GASA	32.024	-81.06
GASB	39.655	-122.716
GASC	-24.633	115.339
GASH	32.025	-81.11
GASK	31.988	-81.023
GASM	33.948	-83.58
GASO	32.461	-81.8
GASP	33.938	-84.52
GAST	35.311	-81.189
GASW	32.591	-82.319
GATE	41.513	14.91
GATF	31.452	-83.509
GATH	33.464	-82.499
GATI	45.481	-75.689
GATN	32.928	-82.803
GATO	31.437	-83.549
GATT	-27.544	152.331
GATV	30.834	-83.983
GATZ	44.777	-63.205
GAVA	30.847	-83.289
GAVO	42.937	10.889
GAWB	33.091	-82.015
GAWC	31.208	-82.362
GAWL	-34.687	138.7
GAWN	33.086	-82.043
GAYD	52.196	-1.481
GAZZ	45.794	9.829
GBBN	53.829	-113.32
GBGN	50.769	3.87
GBIG	43.986	-112.064
GBLM	37.99	14.026
GBN1	44.565	-121.439
GBN2	44.559	-121.565
GBN3	44.548	-121.713
GBN4	44.568	-122.102
GBN5	44.602	-122.236
GBN6	44.425	-121.423
GBND	43.367	-81.666
GBON	40.417	9.031
GBWK	31.273	-81.553
GCA2	-35.316	149.01
GCAR	39.167	8.527
GCEA	19.293	-81.378
GCES	36.048	-112.129
GCFS	19.313	-81.184
GCGO	64.978	-147.499
GCGT	19.293	-81.379
GCNG	35.817	129.136
GDAC	37.775	-102.18
GDAL	-25.161	29.412
GDEC	35.189	-119.864
GDIJ	47.333	5.045
GDLK	54.555	-94.484
GDMA	47.749	-90.341
GDNV	-17.097	145.781
GDPR	55.187	-118.539
GDRM	46.672	-75.987
GDRS	50.598	29.446
GDS1	-41.932	173.611
GEEL	-38.148	144.356
GEES	-38.159	144.362
GEIG	39.384	-119.701
GEJE	34.885	128.621
GELA	-37.219	148.265
GELE	26.909	90.432
GELL	53.45	14.322
GEMB	6.917	11.184
GEME	39.185	36.081
GEMF	37.745	-117.298
GENA	44.398	8.948
GEND	39.089	-117.162
GENI	47.185	1.093
GENO	44.419	8.921
GENT	51.009	3.709
GENU	44.403	8.959
GENV	44.415	8.881
GEO1	-34.001	22.382
GEO2	45.128	-66.809
GEOA	-34.002	22.383
GEOG	46.13	-70.687
GEOL	18.211	-67.14
GEOM	34.008	127.322
GEOR	38.222	-116.688
GEOS	40.083	-104.811
GER3	44.867	5.477
GERD	16.795	-62.194
GERL	40.65	-119.361
GERN	43.317	-2.679
GERO	-28.78	114.608
GERR	-34.746	150.828
GESR	54.574	11.923
GET2	6.226	102.105
GETA	-2.881	32.217
GETI	6.226	102.105
GFAL	48.929	-55.671
GFEL	-33.893	148.161
GFK1	55.748	37.755
GFK2	55.748	37.755
GFK3	55.748	37.755
GFK4	55.748	37.755
GFRK	47.926	-97.033
GFTH	-34.286	146.037
GFTN	-29.693	152.933
GGPA	-0.18	-78.594
GGTN	-18.306	143.541
GGUA	-33.151	-59.314
GGUE	9.24	-74.76
GHAJ	31.304	35.566
GHCC	46.953	-123.802
GHE1	46.725	25.598
GHER	28.375	84.41
GHFW	38.202	-90.384
GHRP	34.204	-117.398
GIBR	36.148	-5.365
GIE1	47.613	2.782
GIGG	54.076	-2.309
GIGO	64.84	-17.019
GIJN	35.241	129.214
GIL1	56.377	-94.644
GIL2	42.102	-88.366
GILB	32.479	35.416
GILC	41.158	-105.076
GILG	-31.711	148.662
GILL	38.673	-118.509
GIME	41.653	0.384
GINA	43.676	5.787
GINR	7.146	40.708
GIOI	38.422	15.895
GIR1	57.139	-2.049
GIR2	48.162	6.311
GIRA	55.243	-4.858
GIRL	39.628	-120.005
GIRO	42.042	2.855
GIRS	40.923	38.388
GISA	34.069	-117.218
GISB	-38.635	177.886
GISH	55.701	37.542
GISI	39.746	9.105
GITG	-21.208	55.572
GIUG	43.886	25.962
GIUR	40.124	18.43
GJOC	68.633	-95.848
GJOV	60.789	10.681
GKPG	35.891	128.607
GLA1	26.722	-80.668
GLAD	-23.841	151.254
GLAS	55.854	-4.296
GLB2	-34.746	149.711
GLBN	-34.756	149.718
GLCA	37.036	-111.621
GLD1	-38.209	147.403
GLDB	-40.827	172.53
GLDK	-72.233	-100.588
GLDN	51.301	-116.984
GLDR	49.681	-126.127
GLE1	49.554	-99.289
GLEN	-36.909	142.662
GLIN	-29.744	151.752
GLNC	-42.834	147.275
GLNG	-38.148	144.356
GLNW	46.02	-121.289
GLOK	-41.857	173.822
GLOS	49.122	0.282
GLP2	43.541	-80.306
GLPS	-0.743	-90.304
GLPT	37.249	-76.499
GLPV	-0.743	-90.304
GLRA	44.839	4.524
GLRS	33.275	-115.521
GLRV	-14.67	-74.404
GLS1	66.479	-46.31
GLS2	69.092	-39.647
GLS3	77.432	-51.108
GLSV	50.364	30.497
GLWD	46.02	-121.289
GLWY	53.281	-9.061
GMAG	34.291	-116.383
GMAR	47.758	-90.314
GMAS	27.765	-15.634
GMEZ	-73.885	-68.536
GMGN	-29.045	115.357
GMMA	77.809	-19.652
GMND	47.921	13.801
GMPK	33.051	-114.827
GMRC	34.784	-115.66
GMSD	30.556	131.016
GMUS	4.863	101.964
GNA1	33.055	-97.0
GNAA	62.112	-145.97
GNAL	42.584	13.52
GNBK	-40.08	175.238
GNFD	53.599	-114.72
GNGN	-35.185	149.131
GNOA	-37.477	149.589
GNPS	34.309	-114.189
GNRS	42.806	-1.636
GNSE	53.348	-114.29
GNTW	29.177	80.626
GNVL	29.687	-82.277
GNWD	39.613	-86.082
GOA1	15.456	73.801
GOA2	18.435	-72.859
GOA3	60.277	-137.9
GOAN	45.621	-88.36
GOAT	36.527	-114.068
GOAV	18.428	-72.865
GOBS	45.839	-120.815
GOCH	35.668	127.943
GOD1	41.566	23.734
GOD2	43.745	-81.728
GOD3	43.745	-81.712
GODE	39.022	-76.827
GODN	39.021	-76.827
GODR	43.745	-81.728
GODS	39.021	-76.827
GODZ	39.022	-76.827
GOES	36.816	127.78
GOET	51.5	9.951
GOGA	33.415	-83.473
GOGY	-16.665	-49.255
GOHI	37.969	-90.048
GOHN	34.614	127.289
GOJA	-17.883	-51.726
GOJE	34.722	128.591
GOL2	35.425	-116.889
GOLB	40.908	9.495
GOLD	35.425	-116.889
GOLG	-24.691	-65.761
GOLM	40.462	-117.6
GOLY	45.829	-120.802
GONA	45.898	13.235
GONG	-34.427	150.899
GOO1	33.465	-112.364
GOOD	33.464	-112.443
GOOL	-33.984	145.707
GOOM	-31.397	116.853
GOP6	49.914	14.786
GOP7	49.914	14.786
GOPE	49.914	14.786
GOPM	19.322	-155.222
GOR1	45.943	13.624
GOR2	53.05	11.35
GOR3	-22.315	166.905
GOR4	-36.718	141.473
GOR6	40.38	9.694
GORI	39.906	8.582
GORL	53.05	11.35
GORN	48.413	-0.807
GORO	40.38	9.694
GORS	52.576	1.732
GOSF	-33.422	151.284
GOSG	34.981	128.308
GOSH	40.64	-114.18
GOSI	16.206	-61.481
GOUE	48.611	-1.901
GOUG	-40.349	-9.881
GOUR	-14.509	-49.144
GOUT	39.914	-111.897
GOVE	-12.182	136.777
GOZZ	45.747	8.433
GPBL	55.164	-118.825
GPH1	-32.993	137.169
GPOR	44.675	28.987
GPRI	55.173	-118.787
GPRT	47.97	-89.691
GPRY	32.745	-97.005
GR8R	36.399	-120.416
GR8V	36.399	-120.416
GRA0	-34.542	118.299
GRA1	37.19	-3.596
GRA2	37.19	-3.595
GRA3	10.586	-61.128
GRA6	45.128	7.017
GRA7	45.417	-72.763
GRA8	42.976	13.871
GRAA	47.067	15.493
GRAB	47.067	15.493
GRAC	43.754	6.921
GRAF	28.454	-16.268
GRAG	43.684	1.581
GRAM	40.869	20.184
GRAN	40.087	-119.049
GRAP	53.272	-99.333
GRAR	42.989	-85.674
GRAS	43.755	6.921
GRAV	41.35	-120.605
GRAY	47.044	15.48
GRAZ	47.067	15.493
GRCF	-41.235	174.917
GRCH	47.758	-2.843
GRCK	48.144	-117.665
GRDC	44.868	18.48
GRDO	45.683	13.384
GRDV	38.912	-119.692
GRE0	12.222	-61.64
GRE1	12.222	-61.64
GRES	33.278	-115.524
GREV	40.085	21.438
GREY	-29.071	30.578
GRF1	50.433	-102.924
GRF2	50.412	-102.928
GRFL	47.059	-67.745
GRFT	48.411	-97.425
GRHI	27.951	82.491
GRHM	-33.32	26.507
GRI1	39.74	15.853
GRIB	39.04	-8.642
GRIC	76.423	-82.904
GRIK	5.439	101.13
GRIM	-40.683	144.69
GRIS	29.266	-89.957
GRJF	45.303	1.514
GRLS	-31.606	-68.316
GRM1	56.364	-117.669
GRM4	-21.756	147.95
GRMD	46.795	-123.023
GRMS	46.918	13.372
GRMT	46.918	13.373
GRN1	-33.863	116.061
GRNB	53.847	-129.958
GRNG	-39.976	175.459
GRNR	63.836	-148.978
GRNT	-32.248	24.535
GRNX	63.835	-148.978
GRO1	41.067	15.101
GRO3	-13.857	136.421
GROA	42.782	11.109
GROC	-39.029	-67.577
GROG	43.426	9.892
GROI	47.648	-3.508
GROK	78.443	-22.904
GRON	47.107	2.708
GROS	42.765	11.112
GROT	41.073	15.06
GRP4	48.195	-122.127
GRPR	55.234	-118.798
GRRG	42.938	-111.422
GRS1	-33.229	121.716
GRS2	40.633	16.277
GRSL	43.226	-6.877
GRSN	46.298	-93.827
GRSP	-33.177	121.645
GRST	-21.357	149.305
GRSV	45.364	-120.787
GRTN	38.86	-83.879
GRUN	45.94	13.631
GRVA	64.464	-19.384
GRY1	36.625	125.56
GRYB	49.629	20.947
GRYG	48.298	-95.616
GRZA	9.916	-85.636
GRZL	44.802	-110.748
GRZM	44.265	11.148
GSAN	36.816	127.787
GSAV	32.052	-81.153
GSBN	-37.48	144.568
GSBY	53.296	-60.538
GSC1	39.547	-107.328
GSEC	30.197	-95.528
GSES	37.799	-111.404
GSFD	-33.42	151.329
GSPS	27.485	-82.351
GSR1	46.048	14.544
GSSP	38.946	-80.826
GST1	-33.149	-70.667
GSTG	41.162	9.182
GTA1	-20.566	-70.181
GTAC	34.711	-86.653
GTEM	40.898	9.103
GTER	39.698	9.575
GTEU	38.967	8.766
GTIR	20.689	-101.352
GTK0	21.433	-71.145
GTLE	21.116	-101.667
GTPS	42.434	-123.297
GTRG	43.244	-113.241
GUA1	40.63	-3.172
GUAD	40.536	-7.266
GUAF	-43.567	-74.827
GUAM	13.589	144.868
GUAN	42.016	-119.483
GUAO	43.471	87.177
GUAR	41.794	13.312
GUAS	44.918	10.662
GUAT	14.59	-90.52
GUAV	2.573	-72.642
GUAX	28.884	-118.29
GUAY	-31.869	-59.026
GUB2	43.351	12.578
GUDI	42.059	-7.125
GUEL	43.546	-80.248
GUES	47.074	16.319
GUEU	46.604	4.057
GUIE	43.352	12.565
GUIJ	40.547	-5.678
GUIL	44.662	6.662
GUIP	48.445	-4.412
GULB	57.172	26.756
GULM	29.002	-10.049
GUMA	43.063	13.335
GUMB	27.91	85.877
GUMC	37.459	126.906
GUMU	40.437	39.516
GUNL	37.29	-113.802
GUNN	-30.978	150.256
GUNR	-43.392	170.389
GUNW	36.237	128.568
GURA	46.266	22.338
GURL	-29.735	149.796
GURO	37.484	126.894
GURU	38.717	37.308
GUS5	58.417	-135.697
GUS6	58.418	-135.697
GUSK	64.891	-23.923
GUST	41.463	-80.716
GUUG	13.433	144.803
GUYS	45.387	-61.504
GV01	-0.782	-91.113
GV02	-0.815	-91.133
GV03	-0.798	-91.133
GV04	-0.811	-91.138
GV05	-0.805	-91.121
GV06	-0.834	-91.128
GV07	-0.841	-91.153
GV08	-0.842	-91.134
GV09	-0.837	-91.147
GV10	-0.849	-91.151
GV11	-0.948	-90.955
GVA1	-18.856	-41.958
GVDS	34.831	24.081
GVG1	39.048	-118.102
GVG2	38.812	-118.06
GVG3	38.868	-118.229
GVG4	38.881	-118.395
GVG5	38.976	-118.257
GVG6	38.945	-118.168
GVG7	38.817	-117.927
GVIL	39.127	9.521
GVLT	34.83	-82.371
GVMS	30.314	-90.904
GVNR	-21.975	148.011
GVRE	2.572	-72.641
GVRS	34.047	-118.113
GVY2	45.001	-93.351
GWAB	-30.606	148.971
GWI4	-28.547	150.303
GWN5	45.783	-121.328
