site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu
CT34 11JAN10 2011.0253 55571 1618 1    0.8   -691 -0.335571   5447342  0.772357   218  0.059678  0.0000 0.000670 0.000846 0.002508 -0.006603 -0.041795 -0.134335
CT34 11JAN11 2011.0281 55572 1618 2    0.8   -691 -0.336517   5447342  0.772106   218  0.057920  0.0000 0.000485 0.000650 0.001830  0.015241 -0.051537 -0.068331
CT34 11JAN12 2011.0308 55573 1618 3    0.8   -691 -0.335464   5447342  0.771533   218  0.063342  0.0000 0.000487 0.000644 0.001835  0.041331 -0.062105 -0.098123
CT34 11JAN13 2011.0335 55574 1618 4    0.8   -691 -0.336014   5447342  0.773083   218  0.065863  0.0000 0.000488 0.000654 0.001852  0.055208 -0.061374 -0.104824
CT34 11JAN14 2011.0363 55575 1618 5    0.8   -691 -0.336774   5447342  0.771794   218  0.069876  0.0000 0.000475 0.000622 0.001752  0.046629 -0.060013 -0.101692
CT34 11JAN15 2011.0390 55576 1618 6    0.8   -691 -0.336419   5447342  0.772161   218  0.066664  0.0000 0.000486 0.000647 0.001824  0.071582 -0.063319 -0.135424
CT34 11JAN16 2011.0418 55577 1619 0    0.8   -691 -0.336028   5447342  0.773248   218  0.067813  0.0000 0.000476 0.000633 0.001777  0.050964 -0.049756 -0.105437
CT34 11JAN17 2011.0445 55578 1619 1    0.8   -691 -0.337435   5447342  0.772292   218  0.056968  0.0000 0.000473 0.000632 0.001767  0.054218 -0.054589 -0.101054
CT34 11JAN18 2011.0472 55579 1619 2    0.8   -691 -0.337098   5447342  0.774213   218  0.047854  0.0000 0.000482 0.000642 0.001812  0.043458 -0.063869 -0.075859
CT34 11JAN19 2011.0500 55580 1619 3    0.8   -691 -0.336471   5447342  0.774377   218  0.054113  0.0000 0.000481 0.000644 0.001797  0.045605 -0.041644 -0.116397
CT34 11JAN20 2011.0527 55581 1619 4    0.8   -691 -0.335033   5447342  0.772510   218  0.058106  0.0000 0.000475 0.000630 0.001765  0.052158 -0.062220 -0.107844
CT34 11JAN21 2011.0554 55582 1619 5    0.8   -691 -0.335067   5447342  0.774136   218  0.047202  0.0000 0.000477 0.000633 0.001774  0.064022 -0.065715 -0.109973
CT34 11JAN22 2011.0582 55583 1619 6    0.8   -691 -0.334579   5447342  0.771847   218  0.053238  0.0000 0.000477 0.000627 0.001768  0.053535 -0.058943 -0.101856
CT34 11JAN23 2011.0609 55584 1620 0    0.8   -691 -0.335087   5447342  0.772572   218  0.057205  0.0000 0.000472 0.000623 0.001745  0.065102 -0.067230 -0.091074
CT34 11JAN24 2011.0637 55585 1620 1    0.8   -691 -0.334933   5447342  0.771818   218  0.062194  0.0000 0.000478 0.000629 0.001774  0.061251 -0.075775 -0.093489
CT34 11JAN25 2011.0664 55586 1620 2    0.8   -691 -0.336285   5447342  0.770823   218  0.056272  0.0000 0.000481 0.000635 0.001795  0.068186 -0.085320 -0.118202
CT34 11JAN26 2011.0691 55587 1620 3    0.8   -691 -0.337569   5447342  0.770659   218  0.060198  0.0000 0.000487 0.000646 0.001826  0.074872 -0.075111 -0.121944
CT34 11JAN27 2011.0719 55588 1620 4    0.8   -691 -0.336153   5447342  0.774505   218  0.057277  0.0000 0.000479 0.000637 0.001786  0.056846 -0.049156 -0.108615
CT34 11JAN28 2011.0746 55589 1620 5    0.8   -691 -0.334839   5447342  0.774895   218  0.053241  0.0000 0.000479 0.000638 0.001794  0.059427 -0.067219 -0.094827
CT34 11JAN29 2011.0773 55590 1620 6    0.8   -691 -0.336913   5447342  0.771836   218  0.053669  0.0000 0.000481 0.000635 0.001795  0.058230 -0.059347 -0.118831
CT34 11JAN30 2011.0801 55591 1621 0    0.8   -691 -0.336100   5447342  0.774415   218  0.059534  0.0000 0.000481 0.000637 0.001811  0.045000 -0.071910 -0.110929
CT34 11JAN31 2011.0828 55592 1621 1    0.8   -691 -0.334968   5447342  0.772606   218  0.056192  0.0000 0.000486 0.000641 0.001838  0.061405 -0.089553 -0.128801
CT34 11FEB01 2011.0856 55593 1621 2    0.8   -691 -0.334452   5447342  0.774409   218  0.050132  0.0000 0.000483 0.000636 0.001822  0.064838 -0.072599 -0.102888
CT34 11FEB02 2011.0883 55594 1621 3    0.8   -691 -0.332701   5447342  0.772526   218  0.054719  0.0000 0.000480 0.000632 0.001790  0.056898 -0.049317 -0.100040
CT34 11FEB03 2011.0910 55595 1621 4    0.8   -691 -0.335825   5447342  0.772906   218  0.055682  0.0000 0.000500 0.000663 0.001877  0.055281 -0.079921 -0.133696
CT34 11FEB04 2011.0938 55596 1621 5    0.8   -691 -0.333975   5447342  0.773733   218  0.060602  0.0000 0.000478 0.000629 0.001761  0.052468 -0.053105 -0.095970
