site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu
BMCP 06JUN04 2006.4230 53890 1378 0 -136.5   1180  0.191535   6518484  0.754482    20  0.168140  0.0083 0.000906 0.001169 0.004071 -0.019832 -0.220025  0.199023
BMCP 06JUL06 2006.5106 53922 1382 4 -136.5   1180  0.194757   6518484  0.756235    20  0.202496  0.0083 0.000749 0.001032 0.003774  0.066484 -0.360759  0.242547
BMCP 06JUL07 2006.5133 53923 1382 5 -136.5   1180  0.194135   6518484  0.755609    20  0.199815  0.0083 0.000767 0.001020 0.003785  0.060038 -0.294071  0.308469
BMCP 06JUL08 2006.5161 53924 1382 6 -136.5   1180  0.191301   6518484  0.754627    20  0.199103  0.0083 0.000767 0.001017 0.003728  0.053479 -0.297192  0.317579
BMCP 06JUL09 2006.5188 53925 1383 0 -136.5   1180  0.190702   6518484  0.751191    20  0.177517  0.0083 0.000757 0.001045 0.003888  0.040831 -0.308672  0.305868
BMCP 06JUL10 2006.5216 53926 1383 1 -136.5   1180  0.193073   6518484  0.755275    20  0.194514  0.0083 0.000746 0.001039 0.003749  0.062891 -0.320856  0.280334
BMCP 06JUL11 2006.5243 53927 1383 2 -136.5   1180  0.194432   6518484  0.753623    20  0.202406  0.0083 0.000721 0.000997 0.003738  0.037710 -0.304174  0.316973
BMCP 06JUL12 2006.5270 53928 1383 3 -136.5   1180  0.193555   6518484  0.751408    20  0.197504  0.0083 0.000754 0.001022 0.003955  0.044423 -0.325817  0.292131
BMCP 06JUL13 2006.5298 53929 1383 4 -136.5   1180  0.192195   6518484  0.750428    20  0.198746  0.0083 0.000773 0.001071 0.004014  0.024167 -0.337047  0.318486
BMCP 06JUL14 2006.5325 53930 1383 5 -136.5   1180  0.192478   6518484  0.747172    20  0.184962  0.0083 0.000787 0.001102 0.003969  0.062396 -0.329152  0.260276
BMCP 06JUL15 2006.5352 53931 1383 6 -136.5   1180  0.194717   6518484  0.749513    20  0.184304  0.0083 0.000784 0.001039 0.003863  0.072712 -0.337240  0.275114
BMCP 06JUL16 2006.5380 53932 1384 0 -136.5   1180  0.195431   6518484  0.755221    20  0.191234  0.0083 0.000727 0.001012 0.003743  0.047909 -0.317941  0.285464
BMCP 06JUL17 2006.5407 53933 1384 1 -136.5   1180  0.191417   6518484  0.748885    20  0.180854  0.0083 0.000772 0.001024 0.003960  0.055025 -0.287999  0.331985
BMCP 06JUL18 2006.5435 53934 1384 2 -136.5   1180  0.193773   6518484  0.752483    20  0.197201  0.0083 0.000734 0.000994 0.003653  0.061843 -0.301007  0.302503
BMCP 06JUL19 2006.5462 53935 1384 3 -136.5   1180  0.192695   6518484  0.748454    20  0.192712  0.0083 0.000740 0.001017 0.003604  0.095028 -0.294090  0.269164
BMCP 06JUL20 2006.5489 53936 1384 4 -136.5   1180  0.193763   6518484  0.749401    20  0.187063  0.0083 0.000731 0.001041 0.003728  0.070965 -0.265877  0.319526
BMCP 06JUL21 2006.5517 53937 1384 5 -136.5   1180  0.196009   6518484  0.749622    20  0.183100  0.0083 0.000733 0.001018 0.003661  0.069219 -0.255543  0.284625
BMCP 06JUL22 2006.5544 53938 1384 6 -136.5   1180  0.193744   6518484  0.749953    20  0.177862  0.0083 0.000739 0.000988 0.003525  0.106644 -0.283145  0.268409
BMCP 06JUL23 2006.5572 53939 1385 0 -136.5   1180  0.197448   6518484  0.746524    20  0.170798  0.0083 0.000770 0.001057 0.003728  0.117859 -0.321848  0.272486
BMCP 06JUL24 2006.5599 53940 1385 1 -136.5   1180  0.195011   6518484  0.750424    20  0.187891  0.0083 0.000768 0.001039 0.003710  0.090192 -0.283331  0.269664
BMCP 06JUL25 2006.5626 53941 1385 2 -136.5   1180  0.195135   6518484  0.749887    20  0.171123  0.0083 0.000757 0.001102 0.003765  0.128729 -0.293554  0.248087
BMCP 06JUL26 2006.5654 53942 1385 3 -136.5   1180  0.193223   6518484  0.753038    20  0.195391  0.0083 0.000744 0.001061 0.003698  0.103548 -0.282144  0.272649
BMCP 06JUL27 2006.5681 53943 1385 4 -136.5   1180  0.192589   6518484  0.751600    20  0.188557  0.0083 0.000739 0.001000 0.003583  0.081926 -0.281465  0.250572
BMCP 06JUL28 2006.5708 53944 1385 5 -136.5   1180  0.192327   6518484  0.751562    20  0.189864  0.0083 0.000748 0.001005 0.003644  0.078866 -0.301738  0.262600
BMCP 06JUL29 2006.5736 53945 1385 6 -136.5   1180  0.194744   6518484  0.751480    20  0.195672  0.0083 0.000744 0.000993 0.003621  0.112378 -0.319952  0.250909
BMCP 06JUL30 2006.5763 53946 1386 0 -136.5   1180  0.191157   6518484  0.747477    20  0.186262  0.0083 0.000738 0.001013 0.003593  0.099124 -0.311506  0.270505
BMCP 06JUL31 2006.5791 53947 1386 1 -136.5   1180  0.195007   6518484  0.753464    20  0.194265  0.0083 0.000797 0.001057 0.003882  0.061766 -0.330918  0.254433
BMCP 06AUG01 2006.5818 53948 1386 2 -136.5   1180  0.193704   6518484  0.752180    20  0.188491  0.0083 0.000781 0.001080 0.003721  0.126363 -0.296991  0.216397
BMCP 06AUG02 2006.5845 53949 1386 3 -136.5   1180  0.194072   6518484  0.753145    20  0.184971  0.0083 0.000745 0.001042 0.003667  0.055440 -0.279222  0.280460
BMCP 06AUG03 2006.5873 53950 1386 4 -136.5   1180  0.196518   6518484  0.752094    20  0.189562  0.0083 0.000761 0.001022 0.003625  0.083212 -0.258010  0.286272
BMCP 06AUG04 2006.5900 53951 1386 5 -136.5   1180  0.196534   6518484  0.753087    20  0.190593  0.0083 0.000772 0.001079 0.003760  0.029707 -0.297506  0.248670
BMCP 06AUG05 2006.5927 53952 1386 6 -136.5   1180  0.193325   6518484  0.752342    20  0.190617  0.0083 0.000760 0.001096 0.003834  0.036510 -0.290470  0.292249
BMCP 06AUG06 2006.5955 53953 1387 0 -136.5   1180  0.195385   6518484  0.751398    20  0.179670  0.0083 0.000721 0.001061 0.003723  0.068588 -0.260093  0.259715
BMCP 06AUG07 2006.5982 53954 1387 1 -136.5   1180  0.188495   6518484  0.751127    20  0.204537  0.0083 0.000870 0.001183 0.004152  0.089622 -0.355976  0.172853
BMCP 06AUG08 2006.6010 53955 1387 2 -136.5   1180  0.192650   6518484  0.751340    20  0.190848  0.0083 0.000711 0.000985 0.003505  0.055530 -0.291413  0.235338
BMCP 06AUG09 2006.6037 53956 1387 3 -136.5   1180  0.192995   6518484  0.751420    20  0.191569  0.0083 0.000750 0.001034 0.003694  0.065688 -0.274972  0.247465
BMCP 06AUG10 2006.6064 53957 1387 4 -136.5   1180  0.191779   6518484  0.750635    20  0.180106  0.0083 0.000742 0.001021 0.003665  0.096554 -0.292655  0.262247
BMCP 06AUG11 2006.6092 53958 1387 5 -136.5   1180  0.193016   6518484  0.749988    20  0.192391  0.0083 0.000734 0.001016 0.003649  0.104817 -0.275124  0.294754
BMCP 06AUG12 2006.6119 53959 1387 6 -136.5   1180  0.194197   6518484  0.752417    20  0.196285  0.0083 0.000738 0.000998 0.003574  0.081771 -0.267709  0.287020
BMCP 06AUG13 2006.6146 53960 1388 0 -136.5   1180  0.190973   6518484  0.749105    20  0.205023  0.0083 0.000746 0.001081 0.003870  0.047864 -0.344609  0.294782
BMCP 06AUG14 2006.6174 53961 1388 1 -136.5   1180  0.191277   6518484  0.751327    20  0.196980  0.0083 0.000732 0.001011 0.003558  0.090964 -0.298896  0.249683
BMCP 06AUG15 2006.6201 53962 1388 2 -136.5   1180  0.197868   6518484  0.755666    20  0.171267  0.0083 0.000775 0.001035 0.003723  0.107079 -0.249793  0.302738
BMCP 06AUG16 2006.6229 53963 1388 3 -136.5   1180  0.192786   6518484  0.746657    20  0.191109  0.0083 0.000762 0.001030 0.003719  0.080154 -0.249654  0.284340
BMCP 06AUG17 2006.6256 53964 1388 4 -136.5   1180  0.197811   6518484  0.747387    20  0.179258  0.0083 0.000724 0.001050 0.003621  0.092393 -0.283910  0.261454
BMCP 06AUG18 2006.6283 53965 1388 5 -136.5   1180  0.196125   6518484  0.753067    20  0.203605  0.0083 0.000747 0.001040 0.003620  0.032962 -0.253474  0.234347
BMCP 06AUG19 2006.6311 53966 1388 6 -136.5   1180  0.191886   6518484  0.748955    20  0.200714  0.0083 0.000752 0.001075 0.003746  0.079451 -0.295370  0.256314
BMCP 06AUG20 2006.6338 53967 1389 0 -136.5   1180  0.196366   6518484  0.755018    20  0.194883  0.0083 0.000730 0.001031 0.003582  0.043144 -0.260758  0.288234
BMCP 06AUG21 2006.6366 53968 1389 1 -136.5   1180  0.195823   6518484  0.754274    20  0.206954  0.0083 0.000742 0.001022 0.003630  0.057416 -0.284459  0.274050
BMCP 06AUG22 2006.6393 53969 1389 2 -136.5   1180  0.195936   6518484  0.754417    20  0.188262  0.0083 0.000766 0.001041 0.003749  0.066300 -0.284499  0.256901
BMCP 06AUG23 2006.6420 53970 1389 3 -136.5   1180  0.195127   6518484  0.751319    20  0.210367  0.0083 0.000755 0.001035 0.003749  0.000715 -0.282366  0.286428
BMCP 06AUG24 2006.6448 53971 1389 4 -136.5   1180  0.193423   6518484  0.753252    20  0.200178  0.0083 0.000738 0.001016 0.003771  0.055528 -0.344064  0.302229
BMCP 06AUG25 2006.6475 53972 1389 5 -136.5   1180  0.190311   6518484  0.752813    20  0.193671  0.0083 0.000797 0.001089 0.003887  0.093009 -0.305984  0.252609
BMCP 06AUG26 2006.6502 53973 1389 6 -136.5   1180  0.194858   6518484  0.755429    20  0.187699  0.0083 0.000761 0.001074 0.003639  0.042662 -0.276248  0.251524
BMCP 06AUG27 2006.6530 53974 1390 0 -136.5   1180  0.191374   6518484  0.748623    20  0.198499  0.0083 0.000793 0.001086 0.003752  0.060610 -0.245173  0.292339
BMCP 06AUG28 2006.6557 53975 1390 1 -136.5   1180  0.195294   6518484  0.748576    20  0.190878  0.0083 0.000756 0.001102 0.003768  0.069240 -0.303108  0.244598
BMCP 06AUG29 2006.6585 53976 1390 2 -136.5   1180  0.190296   6518484  0.750231    20  0.215155  0.0083 0.000740 0.001010 0.003668  0.070788 -0.305854  0.276020
BMCP 06AUG30 2006.6612 53977 1390 3 -136.5   1180  0.192269   6518484  0.753462    20  0.196849  0.0083 0.000754 0.001032 0.003694  0.050453 -0.284829  0.272761
BMCP 06AUG31 2006.6639 53978 1390 4 -136.5   1180  0.192796   6518484  0.755544    20  0.190865  0.0083 0.000782 0.001088 0.003822  0.114677 -0.311309  0.262958
BMCP 06SEP01 2006.6667 53979 1390 5 -136.5   1180  0.194690   6518484  0.754439    20  0.200438  0.0083 0.000823 0.001069 0.003854  0.107125 -0.320665  0.197027
BMCP 06SEP02 2006.6694 53980 1390 6 -136.5   1180  0.193011   6518484  0.750236    20  0.205587  0.0083 0.000731 0.001056 0.003745  0.050690 -0.316547  0.279712
BMCP 06SEP03 2006.6721 53981 1391 0 -136.5   1180  0.192034   6518484  0.752776    20  0.208038  0.0083 0.000733 0.000975 0.003598  0.083033 -0.300482  0.281593
BMCP 06SEP04 2006.6749 53982 1391 1 -136.5   1180  0.193006   6518484  0.754863    20  0.209788  0.0083 0.000817 0.001193 0.004092  0.098545 -0.395152  0.133641
BMCP 06SEP05 2006.6776 53983 1391 2 -136.5   1180  0.192829   6518484  0.756326    20  0.212203  0.0083 0.000751 0.001033 0.003703  0.054689 -0.300338  0.269009
BMCP 06SEP06 2006.6804 53984 1391 3 -136.5   1180  0.191096   6518484  0.750160    20  0.192996  0.0083 0.000815 0.001083 0.003802  0.092353 -0.285054  0.199578
BMCP 06SEP07 2006.6831 53985 1391 4 -136.5   1180  0.191942   6518484  0.751413    20  0.214578  0.0083 0.000804 0.001192 0.004075  0.051614 -0.293373  0.245564
BMCP 06SEP08 2006.6858 53986 1391 5 -136.5   1180  0.189374   6518484  0.749455    20  0.211976  0.0083 0.000781 0.001099 0.003937  0.089428 -0.301972  0.270635
BMCP 06SEP09 2006.6886 53987 1391 6 -136.5   1180  0.188630   6518484  0.750008    20  0.209088  0.0083 0.000740 0.001020 0.003623  0.081476 -0.318456  0.244600
BMCP 06SEP10 2006.6913 53988 1392 0 -136.5   1180  0.193794   6518484  0.748531    20  0.205707  0.0083 0.000781 0.001039 0.003662  0.073659 -0.257784  0.225608
BMCP 06SEP11 2006.6940 53989 1392 1 -136.5   1180  0.192799   6518484  0.751127    20  0.208957  0.0083 0.000748 0.001000 0.003557  0.095683 -0.307818  0.204988
BMCP 06SEP12 2006.6968 53990 1392 2 -136.5   1180  0.191578   6518484  0.750034    20  0.223784  0.0083 0.000759 0.000966 0.003522  0.084266 -0.259302  0.279978
BMCP 06SEP13 2006.6995 53991 1392 3 -136.5   1180  0.192955   6518484  0.749476    20  0.195489  0.0083 0.000724 0.000982 0.003516  0.110092 -0.252641  0.289097
BMCP 06SEP14 2006.7023 53992 1392 4 -136.5   1180  0.192759   6518484  0.748760    20  0.200932  0.0083 0.000767 0.000993 0.003549  0.091248 -0.275948  0.234559
BMCP 06SEP15 2006.7050 53993 1392 5 -136.5   1180  0.196259   6518484  0.747166    20  0.186335  0.0083 0.000784 0.000948 0.003475  0.113677 -0.282021  0.208663
BMCP 06SEP16 2006.7077 53994 1392 6 -136.5   1180  0.193316   6518484  0.746021    20  0.200816  0.0083 0.000755 0.000958 0.003483  0.103205 -0.297431  0.223985
BMCP 06SEP17 2006.7105 53995 1393 0 -136.5   1180  0.191195   6518484  0.749443    20  0.217325  0.0083 0.000727 0.000951 0.003516  0.105711 -0.266465  0.269420
BMCP 06SEP18 2006.7132 53996 1393 1 -136.5   1180  0.190904   6518484  0.747988    20  0.204621  0.0083 0.000737 0.000969 0.003493  0.094369 -0.303125  0.243051
BMCP 06SEP19 2006.7159 53997 1393 2 -136.5   1180  0.188214   6518484  0.742399    20  0.202164  0.0083 0.000718 0.000944 0.003551  0.100523 -0.295148  0.293323
BMCP 06SEP20 2006.7187 53998 1393 3 -136.5   1180  0.191201   6518484  0.747277    20  0.189199  0.0083 0.000709 0.000985 0.003600  0.092964 -0.313733  0.261952
BMCP 06SEP21 2006.7214 53999 1393 4 -136.5   1180  0.190735   6518484  0.747006    20  0.207542  0.0083 0.000763 0.001041 0.003666  0.116618 -0.287863  0.251069
BMCP 06SEP22 2006.7242 54000 1393 5 -136.5   1180  0.193222   6518484  0.747845    20  0.211769  0.0083 0.000766 0.001047 0.003719  0.114859 -0.280142  0.236001
BMCP 06SEP23 2006.7269 54001 1393 6 -136.5   1180  0.190760   6518484  0.748166    20  0.227633  0.0083 0.000729 0.000980 0.003616  0.080950 -0.304168  0.284526
BMCP 06SEP24 2006.7296 54002 1394 0 -136.5   1180  0.191173   6518484  0.746905    20  0.197006  0.0083 0.000785 0.001100 0.004008  0.118500 -0.377228  0.169450
BMCP 06SEP25 2006.7324 54003 1394 1 -136.5   1180  0.190868   6518484  0.745221    20  0.203713  0.0083 0.000733 0.001009 0.003616  0.075671 -0.262355  0.269769
BMCP 06SEP26 2006.7351 54004 1394 2 -136.5   1180  0.193061   6518484  0.748033    20  0.188362  0.0083 0.000744 0.000988 0.003525  0.124970 -0.255901  0.250786
BMCP 06SEP27 2006.7379 54005 1394 3 -136.5   1180  0.191793   6518484  0.743396    20  0.202705  0.0083 0.000744 0.001009 0.003679  0.103016 -0.297317  0.271761
BMCP 06SEP28 2006.7406 54006 1394 4 -136.5   1180  0.190976   6518484  0.746679    20  0.209149  0.0083 0.000705 0.000981 0.003524  0.080748 -0.242908  0.293372
BMCP 06SEP29 2006.7433 54007 1394 5 -136.5   1180  0.189883   6518484  0.746920    20  0.214066  0.0083 0.000737 0.001032 0.003699  0.071208 -0.311224  0.296792
BMCP 06SEP30 2006.7461 54008 1394 6 -136.5   1180  0.190326   6518484  0.745892    20  0.216624  0.0083 0.000701 0.000944 0.003444  0.067845 -0.271834  0.278429
BMCP 06OCT01 2006.7488 54009 1395 0 -136.5   1180  0.193181   6518484  0.745202    20  0.195000  0.0083 0.000704 0.000977 0.003538  0.092248 -0.334979  0.240082
BMCP 06OCT02 2006.7515 54010 1395 1 -136.5   1180  0.192739   6518484  0.743796    20  0.193176  0.0083 0.000767 0.001019 0.003670  0.098769 -0.289003  0.278743
BMCP 06OCT03 2006.7543 54011 1395 2 -136.5   1180  0.192440   6518484  0.744307    20  0.197171  0.0083 0.000736 0.000989 0.003520  0.093561 -0.284627  0.252944
BMCP 06OCT04 2006.7570 54012 1395 3 -136.5   1180  0.190436   6518484  0.741361    20  0.199003  0.0083 0.000729 0.000983 0.003541  0.073290 -0.281820  0.288492
BMCP 06OCT05 2006.7598 54013 1395 4 -136.5   1180  0.189751   6518484  0.743371    20  0.204054  0.0083 0.000700 0.000942 0.003432  0.067323 -0.266066  0.287409
BMCP 06OCT06 2006.7625 54014 1395 5 -136.5   1180  0.191363   6518484  0.746590    20  0.212354  0.0083 0.000712 0.000964 0.003486  0.096773 -0.282891  0.295377
BMCP 06OCT07 2006.7652 54015 1395 6 -136.5   1180  0.191417   6518484  0.744497    20  0.208679  0.0083 0.000720 0.000971 0.003428  0.098289 -0.262507  0.285242
BMCP 06OCT08 2006.7680 54016 1396 0 -136.5   1180  0.194223   6518484  0.747757    20  0.197189  0.0083 0.000693 0.000953 0.003352  0.092652 -0.274483  0.254856
BMCP 06OCT09 2006.7707 54017 1396 1 -136.5   1180  0.191109   6518484  0.745292    20  0.220134  0.0083 0.000708 0.000969 0.003422  0.069235 -0.244408  0.301079
BMCP 06OCT10 2006.7734 54018 1396 2 -136.5   1180  0.190304   6518484  0.745900    20  0.225689  0.0083 0.000704 0.000960 0.003474  0.060588 -0.282605  0.299229
BMCP 06OCT11 2006.7762 54019 1396 3 -136.5   1180  0.191246   6518484  0.739908    20  0.210155  0.0083 0.000707 0.000972 0.003480  0.080342 -0.284144  0.301165
BMCP 06OCT12 2006.7789 54020 1396 4 -136.5   1180  0.189779   6518484  0.742111    20  0.189552  0.0083 0.000697 0.000959 0.003422  0.101015 -0.262224  0.287053
BMCP 06OCT13 2006.7817 54021 1396 5 -136.5   1180  0.192213   6518484  0.745254    20  0.198177  0.0083 0.000696 0.000942 0.003366  0.139127 -0.241026  0.299570
BMCP 06OCT14 2006.7844 54022 1396 6 -136.5   1180  0.192850   6518484  0.748460    20  0.201393  0.0083 0.000691 0.000954 0.003432  0.108232 -0.265252  0.298294
BMCP 06OCT15 2006.7871 54023 1397 0 -136.5   1180  0.190128   6518484  0.748884    20  0.219103  0.0083 0.000709 0.000967 0.003416  0.088021 -0.232178  0.288596
BMCP 06OCT16 2006.7899 54024 1397 1 -136.5   1180  0.188417   6518484  0.748548    20  0.229903  0.0083 0.000649 0.000899 0.003202  0.043243 -0.261694  0.303844
BMCP 06OCT17 2006.7926 54025 1397 2 -136.5   1180  0.192622   6518484  0.746396    20  0.214912  0.0083 0.000636 0.000887 0.003166  0.061885 -0.287220  0.278054
BMCP 06OCT18 2006.7953 54026 1397 3 -136.5   1180  0.190252   6518484  0.744628    20  0.221849  0.0083 0.000652 0.000926 0.003300  0.070863 -0.290616  0.301944
BMCP 06OCT19 2006.7981 54027 1397 4 -136.5   1180  0.189799   6518484  0.746605    20  0.220493  0.0083 0.000676 0.000921 0.003315  0.082006 -0.267237  0.260074
BMCP 06OCT20 2006.8008 54028 1397 5 -136.5   1180  0.190718   6518484  0.746562    20  0.217153  0.0083 0.000680 0.000973 0.003398  0.072895 -0.257402  0.282576
BMCP 06OCT21 2006.8036 54029 1397 6 -136.5   1180  0.186647   6518484  0.742401    20  0.195895  0.0083 0.000703 0.000968 0.003388  0.113196 -0.257643  0.280834
BMCP 06OCT22 2006.8063 54030 1398 0 -136.5   1180  0.188945   6518484  0.745287    20  0.226245  0.0083 0.000671 0.000930 0.003280  0.064885 -0.254946  0.271418
BMCP 06OCT23 2006.8090 54031 1398 1 -136.5   1180  0.187846   6518484  0.742827    20  0.215348  0.0083 0.000673 0.000960 0.003321  0.080192 -0.251142  0.269551
BMCP 06OCT24 2006.8118 54032 1398 2 -136.5   1180  0.187403   6518484  0.747221    20  0.219582  0.0083 0.000655 0.000909 0.003291  0.063367 -0.273514  0.287697
BMCP 06OCT25 2006.8145 54033 1398 3 -136.5   1180  0.188359   6518484  0.743542    20  0.212308  0.0083 0.000711 0.000966 0.003556  0.077578 -0.235114  0.330874
BMCP 06OCT26 2006.8172 54034 1398 4 -136.5   1180  0.185119   6518484  0.742954    20  0.219840  0.0083 0.000707 0.000955 0.003470  0.062195 -0.258361  0.297897
BMCP 06OCT27 2006.8200 54035 1398 5 -136.5   1180  0.186899   6518484  0.745459    20  0.213819  0.0083 0.000676 0.000939 0.003355  0.067108 -0.256976  0.292756
BMCP 06OCT28 2006.8227 54036 1398 6 -136.5   1180  0.186884   6518484  0.750736    20  0.216549  0.0083 0.000662 0.000939 0.003299  0.029105 -0.266804  0.299254
BMCP 06OCT29 2006.8255 54037 1399 0 -136.5   1180  0.188167   6518484  0.747377    20  0.215014  0.0083 0.000663 0.000897 0.003202  0.065923 -0.299075  0.273661
BMCP 06OCT30 2006.8282 54038 1399 1 -136.5   1180  0.188850   6518484  0.750099    20  0.223105  0.0083 0.000630 0.000871 0.003101  0.047618 -0.246511  0.311852
BMCP 06OCT31 2006.8309 54039 1399 2 -136.5   1180  0.190392   6518484  0.750836    20  0.211294  0.0083 0.000643 0.000906 0.003190  0.031252 -0.265289  0.247961
BMCP 06NOV01 2006.8337 54040 1399 3 -136.5   1180  0.188953   6518484  0.745549    20  0.209811  0.0083 0.000640 0.000894 0.003185  0.021795 -0.260878  0.250727
BMCP 06NOV02 2006.8364 54041 1399 4 -136.5   1180  0.186855   6518484  0.747593    20  0.221736  0.0083 0.000638 0.000905 0.003221  0.035756 -0.268669  0.267289
