site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu
MARS 98JUL17 1998.5407 51011  966 5    5.4  -3751 -0.280458   4793689  0.834073    61  0.813416  0.0700 0.000559 0.000790 0.002561  0.099100 -0.115851 -0.329690
MARS 98JUL18 1998.5435 51012  966 6    5.4  -3751 -0.277490   4793689  0.835476    61  0.801205  0.0700 0.000570 0.000786 0.002609  0.096556 -0.120137 -0.317681
MARS 98JUL19 1998.5462 51013  967 0    5.4  -3751 -0.276721   4793689  0.837723    61  0.808059  0.0700 0.000567 0.000767 0.002579  0.088358 -0.127218 -0.322223
MARS 98JUL20 1998.5489 51014  967 1    5.4  -3751 -0.279441   4793689  0.837932    61  0.813980  0.0700 0.000567 0.000784 0.002590  0.092956 -0.144849 -0.316232
MARS 98JUL21 1998.5517 51015  967 2    5.4  -3751 -0.278895   4793689  0.839193    61  0.810502  0.0700 0.000559 0.000780 0.002583  0.062968 -0.133083 -0.314833
MARS 98JUL22 1998.5544 51016  967 3    5.4  -3751 -0.278831   4793689  0.836626    61  0.814302  0.0700 0.000597 0.000817 0.002755  0.113855 -0.125806 -0.326411
MARS 98JUL23 1998.5572 51017  967 4    5.4  -3751 -0.279396   4793689  0.838692    61  0.815847  0.0700 0.000572 0.000803 0.002648  0.084012 -0.139242 -0.338730
MARS 98JUL24 1998.5599 51018  967 5    5.4  -3751 -0.279793   4793689  0.837471    61  0.810345  0.0700 0.000573 0.000801 0.002610  0.092416 -0.132369 -0.307811
MARS 98JUL25 1998.5626 51019  967 6    5.4  -3751 -0.279184   4793689  0.835749    61  0.874460  0.0000 0.000570 0.000766 0.002558  0.105831 -0.176034 -0.321333
MARS 98JUL26 1998.5654 51020  968 0    5.4  -3751 -0.278690   4793689  0.836871    61  0.873155  0.0000 0.000568 0.000788 0.002564  0.074472 -0.140567 -0.292328
MARS 98JUL27 1998.5681 51021  968 1    5.4  -3751 -0.278252   4793689  0.838547    61  0.887419  0.0000 0.000598 0.000807 0.002750  0.102581 -0.184131 -0.288788
MARS 98JUL28 1998.5708 51022  968 2    5.4  -3751 -0.283832   4793689  0.832536    61  0.893057  0.0000 0.000576 0.000791 0.002626  0.096890 -0.161853 -0.321506
MARS 98JUL29 1998.5736 51023  968 3    5.4  -3751 -0.280200   4793689  0.839421    61  0.822912  0.0700 0.000553 0.000770 0.002500  0.073693 -0.143652 -0.307178
MARS 98JUL30 1998.5763 51024  968 4    5.4  -3751 -0.278646   4793689  0.836708    61  0.812194  0.0700 0.000570 0.000783 0.002600  0.059077 -0.111839 -0.325528
MARS 98JUL31 1998.5791 51025  968 5    5.4  -3751 -0.276942   4793689  0.838255    61  0.803615  0.0700 0.000570 0.000812 0.002607  0.098834 -0.112872 -0.336699
MARS 98AUG01 1998.5818 51026  968 6    5.4  -3751 -0.278399   4793689  0.840371    61  0.803547  0.0700 0.000576 0.000800 0.002561  0.109476 -0.162179 -0.329314
MARS 98AUG02 1998.5845 51027  969 0    5.4  -3751 -0.277113   4793689  0.836334    61  0.804840  0.0700 0.000557 0.000757 0.002483  0.097539 -0.102966 -0.315075
MARS 98AUG03 1998.5873 51028  969 1    5.4  -3751 -0.275529   4793689  0.836512    61  0.806009  0.0700 0.000561 0.000770 0.002559  0.054283 -0.106050 -0.308276
MARS 98AUG04 1998.5900 51029  969 2    5.4  -3751 -0.277296   4793689  0.836887    61  0.808834  0.0700 0.000590 0.000808 0.002763  0.055236 -0.111765 -0.347757
MARS 98AUG05 1998.5927 51030  969 3    5.4  -3751 -0.276910   4793689  0.838399    61  0.818691  0.0700 0.000569 0.000786 0.002599  0.097616 -0.133442 -0.328488
MARS 98AUG06 1998.5955 51031  969 4    5.4  -3751 -0.277521   4793689  0.837959    61  0.814824  0.0700 0.000561 0.000777 0.002646  0.091728 -0.097840 -0.334216
MARS 98AUG07 1998.5982 51032  969 5    5.4  -3751 -0.280718   4793689  0.838499    61  0.818013  0.0700 0.000558 0.000768 0.002551  0.078430 -0.118179 -0.324884
MARS 98AUG08 1998.6010 51033  969 6    5.4  -3751 -0.276912   4793689  0.836628    61  0.807303  0.0700 0.000558 0.000765 0.002583  0.065041 -0.079927 -0.329198
MARS 98AUG11 1998.6092 51036  970 2    5.4  -3751 -0.278111   4793689  0.839904    61  0.808848  0.0700 0.000558 0.000758 0.002482  0.092483 -0.124886 -0.303206
MARS 98AUG12 1998.6119 51037  970 3    5.4  -3751 -0.274491   4793689  0.838098    61  0.806380  0.0700 0.000566 0.000772 0.002617  0.107737 -0.151035 -0.327984
MARS 98AUG13 1998.6146 51038  970 4    5.4  -3751 -0.277657   4793689  0.836402    61  0.813356  0.0700 0.000557 0.000791 0.002571  0.085081 -0.084969 -0.329782
MARS 98AUG14 1998.6174 51039  970 5    5.4  -3751 -0.275316   4793689  0.835690    61  0.818285  0.0700 0.000565 0.000782 0.002578  0.094871 -0.094129 -0.330518
MARS 98AUG15 1998.6201 51040  970 6    5.4  -3751 -0.277821   4793689  0.839213    61  0.809231  0.0700 0.000557 0.000772 0.002529  0.092716 -0.108604 -0.352618
MARS 98AUG16 1998.6229 51041  971 0    5.4  -3751 -0.276524   4793689  0.839976    61  0.807393  0.0700 0.000580 0.000768 0.002507  0.088944 -0.142551 -0.302653
MARS 98AUG17 1998.6256 51042  971 1    5.4  -3751 -0.273969   4793689  0.840654    61  0.807570  0.0700 0.000565 0.000764 0.002572  0.061381 -0.123807 -0.361450
MARS 98AUG18 1998.6283 51043  971 2    5.4  -3751 -0.275727   4793689  0.839553    61  0.810045  0.0700 0.000556 0.000778 0.002557  0.069661 -0.111244 -0.338974
MARS 98AUG19 1998.6311 51044  971 3    5.4  -3751 -0.274780   4793689  0.837328    61  0.815213  0.0700 0.000559 0.000777 0.002552  0.087383 -0.093113 -0.338837
MARS 98AUG20 1998.6338 51045  971 4    5.4  -3751 -0.274109   4793689  0.839818    61  0.813566  0.0700 0.000562 0.000787 0.002628  0.113665 -0.137809 -0.344312
MARS 98AUG21 1998.6366 51046  971 5    5.4  -3751 -0.276554   4793689  0.837758    61  0.817066  0.0700 0.000561 0.000780 0.002543  0.093438 -0.142127 -0.322974
MARS 98AUG22 1998.6393 51047  971 6    5.4  -3751 -0.274402   4793689  0.837125    61  0.832901  0.0700 0.000578 0.000759 0.002549  0.041918 -0.123006 -0.304659
MARS 98AUG23 1998.6420 51048  972 0    5.4  -3751 -0.276162   4793689  0.838543    61  0.813936  0.0700 0.000558 0.000757 0.002453  0.072625 -0.139230 -0.297545
MARS 98AUG24 1998.6448 51049  972 1    5.4  -3751 -0.276770   4793689  0.837129    61  0.810150  0.0700 0.000562 0.000771 0.002520  0.113529 -0.111746 -0.324449
MARS 98AUG25 1998.6475 51050  972 2    5.4  -3751 -0.278407   4793689  0.839573    61  0.811116  0.0700 0.000555 0.000769 0.002495  0.089052 -0.113803 -0.331844
MARS 98AUG26 1998.6502 51051  972 3    5.4  -3751 -0.276255   4793689  0.837851    61  0.811340  0.0700 0.000554 0.000769 0.002508  0.074127 -0.141325 -0.331433
MARS 98AUG27 1998.6530 51052  972 4    5.4  -3751 -0.276138   4793689  0.840091    61  0.815259  0.0700 0.000558 0.000774 0.002535  0.098481 -0.104319 -0.328025
MARS 98AUG28 1998.6557 51053  972 5    5.4  -3751 -0.274030   4793689  0.839206    61  0.808276  0.0700 0.000561 0.000777 0.002545  0.074235 -0.070963 -0.330426
MARS 98AUG29 1998.6585 51054  972 6    5.4  -3751 -0.272567   4793689  0.838345    61  0.802223  0.0700 0.000550 0.000775 0.002449  0.089256 -0.136988 -0.306489
MARS 98AUG30 1998.6612 51055  973 0    5.4  -3751 -0.275092   4793689  0.838912    61  0.804225  0.0700 0.000547 0.000749 0.002446  0.101817 -0.130365 -0.333151
MARS 98AUG31 1998.6639 51056  973 1    5.4  -3751 -0.275322   4793689  0.841975    61  0.811423  0.0700 0.000555 0.000756 0.002480  0.085086 -0.130674 -0.326024
MARS 98SEP01 1998.6667 51057  973 2    5.4  -3751 -0.276081   4793689  0.840508    61  0.807796  0.0700 0.000571 0.000799 0.002601  0.103533 -0.115701 -0.354006
MARS 98SEP02 1998.6694 51058  973 3    5.4  -3751 -0.273923   4793689  0.839812    61  0.808208  0.0700 0.000556 0.000779 0.002498  0.074866 -0.124518 -0.311033
MARS 98SEP03 1998.6721 51059  973 4    5.4  -3751 -0.274728   4793689  0.838152    61  0.810329  0.0700 0.000559 0.000752 0.002456  0.099596 -0.117188 -0.315029
MARS 98SEP04 1998.6749 51060  973 5    5.4  -3751 -0.277246   4793689  0.840586    61  0.811162  0.0700 0.000563 0.000799 0.002584  0.069886 -0.092647 -0.349967
MARS 98SEP05 1998.6776 51061  973 6    5.4  -3751 -0.272887   4793689  0.837455    61  0.814159  0.0700 0.000560 0.000760 0.002441  0.109482 -0.155112 -0.295251
MARS 98SEP06 1998.6804 51062  974 0    5.4  -3751 -0.275913   4793689  0.840525    61  0.809697  0.0700 0.000557 0.000778 0.002537  0.097814 -0.106648 -0.345909
MARS 98SEP07 1998.6831 51063  974 1    5.4  -3751 -0.275684   4793689  0.835963    61  0.822339  0.0700 0.000578 0.000817 0.002621  0.099834 -0.179135 -0.318204
MARS 98SEP08 1998.6858 51064  974 2    5.4  -3751 -0.274274   4793689  0.833835    61  0.805971  0.0700 0.000577 0.000785 0.002503  0.107850 -0.157861 -0.308913
MARS 98SEP09 1998.6886 51065  974 3    5.4  -3751 -0.272703   4793689  0.839887    61  0.808902  0.0700 0.000578 0.000790 0.002557  0.118390 -0.180217 -0.315146
MARS 98SEP10 1998.6913 51066  974 4    5.4  -3751 -0.273125   4793689  0.839027    61  0.810486  0.0700 0.000561 0.000776 0.002561  0.087246 -0.128740 -0.324981
MARS 98SEP11 1998.6940 51067  974 5    5.4  -3751 -0.274119   4793689  0.838377    61  0.811662  0.0700 0.000573 0.000795 0.002597  0.094331 -0.151436 -0.324433
MARS 98SEP12 1998.6968 51068  974 6    5.4  -3751 -0.277847   4793689  0.832645    61  0.808769  0.0700 0.000557 0.000765 0.002483  0.094289 -0.168057 -0.294306
MARS 98SEP13 1998.6995 51069  975 0    5.4  -3751 -0.276827   4793689  0.836582    61  0.812373  0.0700 0.000557 0.000772 0.002494  0.112091 -0.173814 -0.318155
MARS 98SEP14 1998.7023 51070  975 1    5.4  -3751 -0.275345   4793689  0.833015    61  0.813751  0.0700 0.000585 0.000811 0.002596  0.099402 -0.164822 -0.327373
MARS 98SEP15 1998.7050 51071  975 2    5.4  -3751 -0.273593   4793689  0.835545    61  0.811166  0.0700 0.000561 0.000766 0.002467  0.086292 -0.134462 -0.311116
MARS 98SEP16 1998.7077 51072  975 3    5.4  -3751 -0.275537   4793689  0.839014    61  0.815435  0.0700 0.000569 0.000773 0.002608  0.091759 -0.167606 -0.334785
MARS 98SEP17 1998.7105 51073  975 4    5.4  -3751 -0.268696   4793689  0.835687    61  0.809087  0.0700 0.000584 0.000810 0.002619  0.101380 -0.147717 -0.319852
MARS 98SEP18 1998.7132 51074  975 5    5.4  -3751 -0.272970   4793689  0.838183    61  0.804622  0.0700 0.000583 0.000826 0.002596  0.109679 -0.117708 -0.323522
MARS 98SEP19 1998.7159 51075  975 6    5.4  -3751 -0.275707   4793689  0.838677    61  0.809949  0.0700 0.000571 0.000789 0.002599  0.079756 -0.118181 -0.349953
MARS 98SEP20 1998.7187 51076  976 0    5.4  -3751 -0.274034   4793689  0.837595    61  0.804185  0.0700 0.000564 0.000774 0.002498  0.077520 -0.140032 -0.326610
MARS 98SEP21 1998.7214 51077  976 1    5.4  -3751 -0.273113   4793689  0.835025    61  0.807583  0.0700 0.000569 0.000783 0.002621  0.086136 -0.117996 -0.346830
MARS 98SEP22 1998.7242 51078  976 2    5.4  -3751 -0.272152   4793689  0.836283    61  0.802882  0.0700 0.000593 0.000812 0.002749  0.117514 -0.157190 -0.356339
MARS 98SEP23 1998.7269 51079  976 3    5.4  -3751 -0.268639   4793689  0.836583    61  0.811152  0.0700 0.000597 0.000814 0.002648  0.167327 -0.172412 -0.300691
MARS 98SEP24 1998.7296 51080  976 4    5.4  -3751 -0.270931   4793689  0.836324    61  0.809881  0.0700 0.000580 0.000809 0.002584  0.084887 -0.144948 -0.312990
MARS 98SEP25 1998.7324 51081  976 5    5.4  -3751 -0.273300   4793689  0.839586    61  0.809049  0.0700 0.000584 0.000806 0.002730  0.048915 -0.076612 -0.331559
MARS 98SEP26 1998.7351 51082  976 6    5.4  -3751 -0.273094   4793689  0.830259    61  0.780492  0.0700 0.000570 0.000771 0.002562  0.095047 -0.149344 -0.333312
MARS 98SEP27 1998.7379 51083  977 0    5.4  -3751 -0.272408   4793689  0.835303    61  0.801829  0.0700 0.000560 0.000766 0.002565  0.072970 -0.153899 -0.323996
MARS 98SEP28 1998.7406 51084  977 1    5.4  -3751 -0.270540   4793689  0.833605    61  0.811227  0.0700 0.000567 0.000768 0.002590  0.091085 -0.164969 -0.313775
MARS 98SEP29 1998.7433 51085  977 2    5.4  -3751 -0.272174   4793689  0.837548    61  0.811075  0.0700 0.000570 0.000775 0.002593  0.082779 -0.168575 -0.307057
MARS 98SEP30 1998.7461 51086  977 3    5.4  -3751 -0.273020   4793689  0.835986    61  0.803832  0.0700 0.000562 0.000772 0.002540  0.073832 -0.133203 -0.330671
MARS 98OCT01 1998.7488 51087  977 4    5.4  -3751 -0.273103   4793689  0.835840    61  0.799639  0.0700 0.000561 0.000770 0.002551  0.082447 -0.110067 -0.323183
MARS 98OCT02 1998.7515 51088  977 5    5.4  -3751 -0.273971   4793689  0.836896    61  0.800470  0.0700 0.000561 0.000762 0.002509  0.101657 -0.156982 -0.330051
MARS 98OCT03 1998.7543 51089  977 6    5.4  -3751 -0.273710   4793689  0.834143    61  0.817384  0.0700 0.000556 0.000768 0.002482  0.077288 -0.145889 -0.296439
MARS 98OCT04 1998.7570 51090  978 0    5.4  -3751 -0.272346   4793689  0.837574    61  0.805384  0.0700 0.000567 0.000808 0.002563  0.090335 -0.150523 -0.307024
MARS 98OCT05 1998.7598 51091  978 1    5.4  -3751 -0.271428   4793689  0.836603    61  0.806239  0.0700 0.000572 0.000811 0.002544  0.073714 -0.153497 -0.316960
MARS 98OCT06 1998.7625 51092  978 2    5.4  -3751 -0.269465   4793689  0.837847    61  0.797539  0.0700 0.000552 0.000760 0.002464  0.080023 -0.148030 -0.312921
MARS 98OCT07 1998.7652 51093  978 3    5.4  -3751 -0.270820   4793689  0.836280    61  0.798573  0.0700 0.000575 0.000801 0.002592  0.099882 -0.124236 -0.344361
MARS 98OCT08 1998.7680 51094  978 4    5.4  -3751 -0.270457   4793689  0.837080    61  0.806035  0.0700 0.000574 0.000806 0.002618  0.047961 -0.124186 -0.337384
MARS 98OCT09 1998.7707 51095  978 5    5.4  -3751 -0.271711   4793689  0.837409    61  0.793516  0.0700 0.000568 0.000793 0.002576  0.050914 -0.142385 -0.320483
MARS 98OCT10 1998.7734 51096  978 6    5.4  -3751 -0.269595   4793689  0.835248    61  0.803034  0.0700 0.000566 0.000789 0.002619  0.063928 -0.154227 -0.314046
MARS 98OCT11 1998.7762 51097  979 0    5.4  -3751 -0.272706   4793689  0.835893    61  0.815155  0.0700 0.000586 0.000819 0.002623  0.095005 -0.183107 -0.275720
MARS 98OCT12 1998.7789 51098  979 1    5.4  -3751 -0.270217   4793689  0.838798    61  0.807537  0.0700 0.000594 0.000829 0.002758  0.106901 -0.156158 -0.358772
MARS 98OCT13 1998.7817 51099  979 2    5.4  -3751 -0.272937   4793689  0.838920    61  0.802787  0.0700 0.000572 0.000813 0.002653  0.067010 -0.144896 -0.323663
MARS 98OCT14 1998.7844 51100  979 3    5.4  -3751 -0.273990   4793689  0.838333    61  0.804888  0.0700 0.000567 0.000788 0.002578  0.082995 -0.161220 -0.319770
MARS 98OCT15 1998.7871 51101  979 4    5.4  -3751 -0.272108   4793689  0.838001    61  0.806750  0.0700 0.000572 0.000798 0.002581  0.074284 -0.143196 -0.317206
