site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu
ELDA 13NOV15 2013.8727 56611 1766 5   27.8   3049  0.372413  -3656843 -0.964301   146  0.896518  0.0000 0.000615 0.000692 0.002349  0.120698 -0.006280  0.073410
ELDA 13DEC02 2013.9192 56628 1769 1   27.8   3049  0.377530  -3656843 -0.962687   146  0.890159  0.0000 0.000492 0.000574 0.001856  0.097980  0.063487  0.071256
ELDA 13DEC03 2013.9220 56629 1769 2   27.8   3049  0.376703  -3656843 -0.961535   146  0.896360  0.0000 0.000503 0.000593 0.001917  0.083895  0.063972  0.112077
ELDA 13DEC04 2013.9247 56630 1769 3   27.8   3049  0.375230  -3656843 -0.960467   146  0.893707  0.0000 0.000500 0.000566 0.001875  0.096003  0.059900  0.099905
ELDA 13DEC05 2013.9274 56631 1769 4   27.8   3049  0.375550  -3656843 -0.962142   146  0.881174  0.0000 0.000499 0.000567 0.001874  0.089942  0.055341  0.102374
ELDA 13DEC06 2013.9302 56632 1769 5   27.8   3049  0.377008  -3656843 -0.958511   146  0.883820  0.0000 0.000486 0.000559 0.001834  0.095360  0.053488  0.074693
ELDA 13DEC07 2013.9329 56633 1769 6   27.8   3049  0.376723  -3656843 -0.959230   146  0.887180  0.0000 0.000487 0.000560 0.001842  0.089477  0.047709  0.073494
ELDA 13DEC08 2013.9357 56634 1770 0   27.8   3049  0.377235  -3656843 -0.961831   146  0.903235  0.0000 0.000497 0.000568 0.001882  0.081346  0.058029  0.076130
ELDA 13DEC09 2013.9384 56635 1770 1   27.8   3049  0.375550  -3656843 -0.961868   146  0.891476  0.0000 0.000493 0.000563 0.001859  0.088796  0.066355  0.100980
ELDA 13DEC10 2013.9411 56636 1770 2   27.8   3049  0.375512  -3656843 -0.962583   146  0.900185  0.0000 0.000493 0.000563 0.001876  0.099204  0.075310  0.102956
ELDA 13DEC11 2013.9439 56637 1770 3   27.8   3049  0.376682  -3656843 -0.961167   146  0.897619  0.0000 0.000493 0.000567 0.001872  0.095397  0.062394  0.091865
ELDA 13DEC12 2013.9466 56638 1770 4   27.8   3049  0.375934  -3656843 -0.960583   146  0.896645  0.0000 0.000495 0.000580 0.001907  0.101889  0.083714  0.091164
ELDA 13DEC13 2013.9493 56639 1770 5   27.8   3049  0.374834  -3656843 -0.959536   146  0.886528  0.0000 0.000491 0.000561 0.001853  0.102578  0.060979  0.094286
ELDA 13DEC14 2013.9521 56640 1770 6   27.8   3049  0.378586  -3656843 -0.955173   146  0.893231  0.0000 0.000495 0.000563 0.001870  0.099286  0.072899  0.103977
ELDA 13DEC15 2013.9548 56641 1771 0   27.8   3049  0.376137  -3656843 -0.958882   146  0.891693  0.0000 0.000497 0.000568 0.001886  0.086045  0.082077  0.080608
ELDA 13DEC16 2013.9576 56642 1771 1   27.8   3049  0.377648  -3656843 -0.960558   146  0.887339  0.0000 0.000496 0.000562 0.001883  0.099872  0.072288  0.090337
ELDA 13DEC17 2013.9603 56643 1771 2   27.8   3049  0.377756  -3656843 -0.956469   146  0.899786  0.0000 0.000492 0.000563 0.001854  0.113911  0.070259  0.075251
ELDA 13DEC18 2013.9630 56644 1771 3   27.8   3049  0.376583  -3656843 -0.957201   146  0.886610  0.0000 0.000492 0.000559 0.001861  0.115631  0.087150  0.096192
ELDA 13DEC19 2013.9658 56645 1771 4   27.8   3049  0.377111  -3656843 -0.957960   146  0.880016  0.0000 0.000493 0.000560 0.001879  0.092299  0.062337  0.111876
ELDA 13DEC20 2013.9685 56646 1771 5   27.8   3049  0.375334  -3656843 -0.959983   146  0.885854  0.0000 0.000494 0.000561 0.001872  0.094700  0.078290  0.084949
ELDA 13DEC21 2013.9713 56647 1771 6   27.8   3049  0.371942  -3656843 -0.951978   146  0.893561  0.0000 0.000505 0.000571 0.001893  0.102424  0.066699  0.105925
ELDA 13DEC22 2013.9740 56648 1772 0   27.8   3049  0.375501  -3656843 -0.957196   146  0.892251  0.0000 0.000499 0.000572 0.001903  0.107440  0.076663  0.077677
ELDA 13DEC23 2013.9767 56649 1772 1   27.8   3049  0.376946  -3656843 -0.956808   146  0.893645  0.0000 0.000497 0.000568 0.001897  0.097958  0.075750  0.090347
ELDA 13DEC24 2013.9795 56650 1772 2   27.8   3049  0.379324  -3656843 -0.964340   146  0.886429  0.0000 0.000491 0.000559 0.001862  0.111262  0.076402  0.099188
ELDA 13DEC25 2013.9822 56651 1772 3   27.8   3049  0.376257  -3656843 -0.960023   146  0.889365  0.0000 0.000493 0.000560 0.001847  0.091962  0.065918  0.089012
ELDA 13DEC26 2013.9849 56652 1772 4   27.8   3049  0.375774  -3656843 -0.955632   146  0.889181  0.0000 0.000492 0.000559 0.001855  0.104832  0.089297  0.096626
ELDA 13DEC27 2013.9877 56653 1772 5   27.8   3049  0.375188  -3656843 -0.959244   146  0.892188  0.0000 0.000498 0.000560 0.001880  0.120111  0.070570  0.099328
ELDA 13DEC28 2013.9904 56654 1772 6   27.8   3049  0.378005  -3656843 -0.959934   146  0.880830  0.0000 0.000493 0.000557 0.001868  0.108860  0.080763  0.098823
ELDA 13DEC29 2013.9932 56655 1773 0   27.8   3049  0.373338  -3656843 -0.958303   146  0.895365  0.0000 0.000492 0.000554 0.001854  0.113886  0.082553  0.104343
ELDA 13DEC30 2013.9959 56656 1773 1   27.8   3049  0.375790  -3656843 -0.959125   146  0.888419  0.0000 0.000495 0.000555 0.001855  0.113237  0.077498  0.101731
ELDA 13DEC31 2013.9986 56657 1773 2   27.8   3049  0.368010  -3656843 -0.956320   146  0.886637  0.0000 0.000493 0.000559 0.001871  0.085780  0.069264  0.094983
ELDA 14JAN01 2014.0014 56658 1773 3   27.8   3049  0.378311  -3656843 -0.960262   146  0.901073  0.0000 0.000502 0.000570 0.001905  0.095605  0.081441  0.080836
ELDA 14JAN02 2014.0041 56659 1773 4   27.8   3049  0.375420  -3656843 -0.961027   146  0.887358  0.0000 0.000491 0.000555 0.001854  0.108936  0.084329  0.110657
ELDA 14JAN03 2014.0068 56660 1773 5   27.8   3049  0.375155  -3656843 -0.960033   146  0.887438  0.0000 0.000491 0.000557 0.001875  0.101331  0.092761  0.110179
ELDA 14JAN04 2014.0096 56661 1773 6   27.8   3049  0.376686  -3656843 -0.965822   146  0.895776  0.0000 0.000494 0.000556 0.001880  0.091878  0.065611  0.094918
ELDA 14JAN05 2014.0123 56662 1774 0   27.8   3049  0.374422  -3656843 -0.962251   146  0.900365  0.0000 0.000493 0.000559 0.001879  0.092773  0.097392  0.084737
ELDA 14JAN06 2014.0151 56663 1774 1   27.8   3049  0.376733  -3656843 -0.956912   146  0.891184  0.0000 0.000492 0.000560 0.001888  0.086370  0.073325  0.092805
ELDA 14JAN07 2014.0178 56664 1774 2   27.8   3049  0.372102  -3656843 -0.956333   146  0.903616  0.0000 0.000489 0.000558 0.001865  0.105575  0.080733  0.089131
ELDA 14JAN08 2014.0205 56665 1774 3   27.8   3049  0.378734  -3656843 -0.959704   146  0.918954  0.0000 0.000493 0.000556 0.001861  0.110036  0.069420  0.111118
ELDA 14JAN09 2014.0233 56666 1774 4   27.8   3049  0.376736  -3656843 -0.959381   146  0.892016  0.0000 0.000503 0.000568 0.001924  0.073703  0.061035  0.091817
ELDA 14JAN10 2014.0260 56667 1774 5   27.8   3049  0.373978  -3656843 -0.958095   146  0.885680  0.0000 0.000501 0.000567 0.001924  0.060815  0.046824  0.100544
ELDA 14JAN11 2014.0287 56668 1774 6   27.8   3049  0.374250  -3656843 -0.960631   146  0.896583  0.0000 0.000495 0.000557 0.001880  0.074124  0.063488  0.097255
ELDA 14JAN12 2014.0315 56669 1775 0   27.8   3049  0.378109  -3656843 -0.958330   146  0.896111  0.0000 0.000486 0.000552 0.001849  0.087653  0.073224  0.081802
ELDA 14JAN13 2014.0342 56670 1775 1   27.8   3049  0.376568  -3656843 -0.954993   146  0.889826  0.0000 0.000490 0.000554 0.001859  0.094906  0.054215  0.099367
ELDA 14JAN14 2014.0370 56671 1775 2   27.8   3049  0.379136  -3656843 -0.960601   146  0.896960  0.0000 0.000490 0.000556 0.001863  0.099366  0.068694  0.079281
ELDA 14JAN15 2014.0397 56672 1775 3   27.8   3049  0.378978  -3656843 -0.957846   146  0.891329  0.0000 0.000495 0.000555 0.001877  0.109535  0.081922  0.099696
ELDA 14JAN16 2014.0424 56673 1775 4   27.8   3049  0.379328  -3656843 -0.960358   146  0.899679  0.0000 0.000499 0.000568 0.001903  0.105346  0.072514  0.096734
ELDA 14JAN17 2014.0452 56674 1775 5   27.8   3049  0.378457  -3656843 -0.953972   146  0.898485  0.0000 0.000494 0.000564 0.001886  0.104128  0.092163  0.088483
ELDA 14JAN18 2014.0479 56675 1775 6   27.8   3049  0.379775  -3656843 -0.957821   146  0.894623  0.0000 0.000486 0.000547 0.001843  0.095479  0.072355  0.100371
ELDA 14JAN19 2014.0507 56676 1776 0   27.8   3049  0.378438  -3656843 -0.959244   146  0.884381  0.0000 0.000491 0.000553 0.001868  0.103114  0.095212  0.085194
ELDA 14JAN20 2014.0534 56677 1776 1   27.8   3049  0.377103  -3656843 -0.956702   146  0.886369  0.0000 0.000497 0.000558 0.001887  0.105312  0.080732  0.104337
ELDA 14JAN21 2014.0561 56678 1776 2   27.8   3049  0.378627  -3656843 -0.954223   146  0.890076  0.0000 0.000491 0.000553 0.001855  0.091476  0.080806  0.090702
ELDA 14JAN22 2014.0589 56679 1776 3   27.8   3049  0.379017  -3656843 -0.963607   146  0.885054  0.0000 0.000494 0.000557 0.001854  0.092712  0.073036  0.097017
ELDA 14JAN23 2014.0616 56680 1776 4   27.8   3049  0.378724  -3656843 -0.953728   146  0.905050  0.0000 0.000492 0.000553 0.001856  0.107256  0.094848  0.106501
ELDA 14JAN24 2014.0643 56681 1776 5   27.8   3049  0.378246  -3656843 -0.955682   146  0.904770  0.0000 0.000500 0.000565 0.001922  0.101403  0.112793  0.084053
ELDA 14JAN25 2014.0671 56682 1776 6   27.8   3049  0.380187  -3656843 -0.957224   146  0.892286  0.0000 0.000490 0.000552 0.001851  0.100465  0.069481  0.089481
ELDA 14JAN26 2014.0698 56683 1777 0   27.8   3049  0.381704  -3656843 -0.958910   146  0.889808  0.0000 0.000496 0.000570 0.001881  0.101755  0.081479  0.099854
ELDA 14JAN27 2014.0726 56684 1777 1   27.8   3049  0.376351  -3656843 -0.959318   146  0.897964  0.0000 0.000555 0.000615 0.002076  0.122608  0.085164  0.096534
ELDA 14JAN28 2014.0753 56685 1777 2   27.8   3049  0.377988  -3656843 -0.959669   146  0.879159  0.0000 0.000491 0.000556 0.001859  0.101583  0.080925  0.087925
ELDA 14JAN29 2014.0780 56686 1777 3   27.8   3049  0.375744  -3656843 -0.953402   146  0.902363  0.0000 0.000495 0.000560 0.001882  0.091526  0.070410  0.106768
ELDA 14JAN30 2014.0808 56687 1777 4   27.8   3049  0.374234  -3656843 -0.950683   146  0.892254  0.0000 0.000527 0.000587 0.002024  0.086896  0.050752  0.099646
ELDA 14JAN31 2014.0835 56688 1777 5   27.8   3049  0.379004  -3656843 -0.956804   146  0.898770  0.0000 0.000490 0.000551 0.001852  0.099124  0.063200  0.106841
ELDA 14FEB01 2014.0862 56689 1777 6   27.8   3049  0.378557  -3656843 -0.955372   146  0.897107  0.0000 0.000497 0.000560 0.001892  0.092780  0.064283  0.106007
ELDA 14FEB02 2014.0890 56690 1778 0   27.8   3049  0.376132  -3656843 -0.954486   146  0.892023  0.0000 0.000496 0.000565 0.001875  0.110716  0.076610  0.110010
ELDA 14FEB03 2014.0917 56691 1778 1   27.8   3049  0.378127  -3656843 -0.957460   146  0.887005  0.0000 0.000501 0.000580 0.001932  0.092156  0.065194  0.084660
ELDA 14FEB04 2014.0945 56692 1778 2   27.8   3049  0.379814  -3656843 -0.957805   146  0.889989  0.0000 0.000496 0.000571 0.001903  0.082850  0.067157  0.108900
ELDA 14FEB05 2014.0972 56693 1778 3   27.8   3049  0.380596  -3656843 -0.957688   146  0.889217  0.0000 0.000496 0.000555 0.001887  0.088607  0.043333  0.107519
ELDA 14FEB06 2014.0999 56694 1778 4   27.8   3049  0.378942  -3656843 -0.958893   146  0.882574  0.0000 0.000495 0.000570 0.001902  0.096212  0.080570  0.110519
ELDA 14FEB07 2014.1027 56695 1778 5   27.8   3049  0.378763  -3656843 -0.960251   146  0.897461  0.0000 0.000508 0.000583 0.001934  0.095077  0.088818  0.110161
ELDA 14FEB08 2014.1054 56696 1778 6   27.8   3049  0.374376  -3656843 -0.960981   146  0.889143  0.0000 0.000495 0.000570 0.001899  0.084036  0.071277  0.087798
ELDA 14FEB09 2014.1081 56697 1779 0   27.8   3049  0.378266  -3656843 -0.960375   146  0.888295  0.0000 0.000495 0.000570 0.001908  0.087841  0.066229  0.099074
ELDA 14FEB10 2014.1109 56698 1779 1   27.8   3049  0.379158  -3656843 -0.961308   146  0.890424  0.0000 0.000502 0.000575 0.001926  0.104853  0.074712  0.116510
ELDA 14FEB11 2014.1136 56699 1779 2   27.8   3049  0.378692  -3656843 -0.959295   146  0.900516  0.0000 0.000491 0.000566 0.001884  0.090963  0.059221  0.105209
ELDA 14FEB12 2014.1164 56700 1779 3   27.8   3049  0.379842  -3656843 -0.957066   146  0.887463  0.0000 0.000494 0.000572 0.001882  0.090013  0.072052  0.087540
ELDA 14FEB13 2014.1191 56701 1779 4   27.8   3049  0.380165  -3656843 -0.957475   146  0.891227  0.0000 0.000495 0.000573 0.001893  0.098941  0.066112  0.083050
ELDA 14FEB14 2014.1218 56702 1779 5   27.8   3049  0.378662  -3656843 -0.950583   146  0.903170  0.0000 0.000510 0.000582 0.001956  0.123754  0.079378  0.087838
ELDA 14FEB15 2014.1246 56703 1779 6   27.8   3049  0.378830  -3656843 -0.960913   146  0.892154  0.0000 0.000490 0.000566 0.001874  0.079728  0.064489  0.105347
ELDA 14FEB16 2014.1273 56704 1780 0   27.8   3049  0.370143  -3656843 -0.961995   146  0.886284  0.0000 0.000500 0.000571 0.001938  0.085194  0.057338  0.132999
ELDA 14FEB17 2014.1300 56705 1780 1   27.8   3049  0.375844  -3656843 -0.958927   146  0.888518  0.0000 0.000493 0.000567 0.001889  0.087969  0.085208  0.106359
ELDA 14FEB18 2014.1328 56706 1780 2   27.8   3049  0.377715  -3656843 -0.956853   146  0.897567  0.0000 0.000507 0.000582 0.001931  0.077422  0.055365  0.066481
ELDA 14FEB19 2014.1355 56707 1780 3   27.8   3049  0.376214  -3656843 -0.961316   146  0.894456  0.0000 0.000504 0.000585 0.001920  0.074477  0.067203  0.063915
ELDA 14FEB20 2014.1383 56708 1780 4   27.8   3049  0.377679  -3656843 -0.956017   146  0.892819  0.0000 0.000492 0.000566 0.001890  0.079391  0.079534  0.091231
ELDA 14FEB21 2014.1410 56709 1780 5   27.8   3049  0.376503  -3656843 -0.958438   146  0.893058  0.0000 0.000492 0.000568 0.001885  0.084035  0.093043  0.107397
ELDA 14FEB22 2014.1437 56710 1780 6   27.8   3049  0.381844  -3656843 -0.959533   146  0.888430  0.0000 0.000501 0.000577 0.001942  0.065898  0.060216  0.107871
ELDA 14FEB23 2014.1465 56711 1781 0   27.8   3049  0.373172  -3656843 -0.953232   146  0.890045  0.0000 0.000503 0.000582 0.001952  0.079605  0.088300  0.099001
ELDA 14FEB24 2014.1492 56712 1781 1   27.8   3049  0.377407  -3656843 -0.956727   146  0.892950  0.0000 0.000506 0.000586 0.001977  0.079908  0.082071  0.097242
ELDA 14FEB25 2014.1520 56713 1781 2   27.8   3049  0.379522  -3656843 -0.968899   146  0.882387  0.0000 0.000503 0.000579 0.001938  0.082344  0.091506  0.098603
ELDA 14FEB26 2014.1547 56714 1781 3   27.8   3049  0.370836  -3656843 -0.959039   146  0.888234  0.0000 0.000495 0.000571 0.001897  0.071216  0.076789  0.101372
ELDA 14FEB27 2014.1574 56715 1781 4   27.8   3049  0.381751  -3656843 -0.956240   146  0.896957  0.0000 0.000509 0.000585 0.001962  0.072818  0.078959  0.120725
ELDA 14FEB28 2014.1602 56716 1781 5   27.8   3049  0.381383  -3656843 -0.955912   146  0.908100  0.0000 0.000511 0.000589 0.002008  0.051582  0.067116  0.102380
ELDA 14MAR01 2014.1629 56717 1781 6   27.8   3049  0.373801  -3656843 -0.956160   146  0.882366  0.0000 0.000498 0.000578 0.001928  0.065396  0.069905  0.108026
ELDA 14MAR02 2014.1656 56718 1782 0   27.8   3049  0.380064  -3656843 -0.961794   146  0.889547  0.0000 0.000502 0.000578 0.001935  0.077188  0.082651  0.099424
ELDA 14MAR03 2014.1684 56719 1782 1   27.8   3049  0.375611  -3656843 -0.956138   146  0.884738  0.0000 0.000499 0.000563 0.001896  0.096168  0.081069  0.102325
ELDA 14MAR04 2014.1711 56720 1782 2   27.8   3049  0.371523  -3656843 -0.957320   146  0.894632  0.0000 0.000508 0.000566 0.001917  0.064285  0.052571  0.072471
ELDA 14MAR05 2014.1739 56721 1782 3   27.8   3049  0.375359  -3656843 -0.954345   146  0.903758  0.0000 0.000510 0.000571 0.001937  0.071618  0.068427  0.095052
ELDA 14MAR06 2014.1766 56722 1782 4   27.8   3049  0.378008  -3656843 -0.957974   146  0.893624  0.0000 0.000494 0.000561 0.001884  0.081524  0.071653  0.124864
ELDA 14MAR07 2014.1793 56723 1782 5   27.8   3049  0.377336  -3656843 -0.955521   146  0.895627  0.0000 0.000507 0.000574 0.001926  0.122483  0.106938  0.098340
ELDA 14MAR10 2014.1875 56726 1783 1   27.8   3049  0.379427  -3656843 -0.955639   146  0.897526  0.0000 0.000492 0.000556 0.001864  0.094609  0.069073  0.119639
ELDA 14MAR11 2014.1903 56727 1783 2   27.8   3049  0.383518  -3656843 -0.945580   146  0.901288  0.0000 0.000492 0.000557 0.001869  0.090427  0.091138  0.119957
ELDA 14MAR12 2014.1930 56728 1783 3   27.8   3049  0.381547  -3656843 -0.954865   146  0.882318  0.0000 0.000494 0.000560 0.001882  0.085618  0.085730  0.111367
ELDA 14MAR13 2014.1958 56729 1783 4   27.8   3049  0.377197  -3656843 -0.956148   146  0.885096  0.0000 0.000493 0.000558 0.001862  0.092157  0.074466  0.116527
ELDA 14MAR14 2014.1985 56730 1783 5   27.8   3049  0.377223  -3656843 -0.950616   146  0.895891  0.0000 0.000491 0.000555 0.001858  0.089431  0.057842  0.107992
ELDA 14MAR15 2014.2012 56731 1783 6   27.8   3049  0.379593  -3656843 -0.957183   146  0.889886  0.0000 0.000495 0.000556 0.001878  0.082325  0.057447  0.129161
ELDA 14MAR16 2014.2040 56732 1784 0   27.8   3049  0.375452  -3656843 -0.949573   146  0.901178  0.0000 0.000492 0.000557 0.001856  0.087042  0.067424  0.128747
ELDA 14MAR17 2014.2067 56733 1784 1   27.8   3049  0.381048  -3656843 -0.956703   146  0.895402  0.0000 0.000496 0.000560 0.001897  0.077274  0.068971  0.132281
ELDA 14MAR18 2014.2094 56734 1784 2   27.8   3049  0.373746  -3656843 -0.950730   146  0.897566  0.0000 0.000496 0.000562 0.001881  0.107320  0.081461  0.113073
ELDA 14MAR19 2014.2122 56735 1784 3   27.8   3049  0.380096  -3656843 -0.949035   146  0.909435  0.0000 0.000499 0.000559 0.001896  0.098640  0.061462  0.111705
ELDA 14MAR20 2014.2149 56736 1784 4   27.8   3049  0.380047  -3656843 -0.949911   146  0.909602  0.0000 0.000500 0.000576 0.001908  0.093955  0.055161  0.123157
ELDA 14MAR21 2014.2177 56737 1784 5   27.8   3049  0.377334  -3656843 -0.957868   146  0.897984  0.0000 0.000495 0.000564 0.001889  0.073331  0.086118  0.087098
ELDA 14MAR22 2014.2204 56738 1784 6   27.8   3049  0.372591  -3656843 -0.948251   146  0.909984  0.0000 0.000497 0.000562 0.001874  0.092225  0.087162  0.086148
ELDA 14MAR23 2014.2231 56739 1785 0   27.8   3049  0.380315  -3656843 -0.954483   146  0.902720  0.0000 0.000499 0.000564 0.001900  0.084908  0.084661  0.100071
ELDA 14MAR24 2014.2259 56740 1785 1   27.8   3049  0.373623  -3656843 -0.953377   146  0.900915  0.0000 0.000494 0.000562 0.001877  0.088131  0.080966  0.078729
ELDA 14MAR25 2014.2286 56741 1785 2   27.8   3049  0.380893  -3656843 -0.953821   146  0.905792  0.0000 0.000490 0.000561 0.001869  0.091235  0.075488  0.075350
ELDA 14MAR26 2014.2313 56742 1785 3   27.8   3049  0.382231  -3656843 -0.953517   146  0.901825  0.0000 0.000496 0.000567 0.001901  0.089153  0.073747  0.088161
ELDA 14MAR27 2014.2341 56743 1785 4   27.8   3049  0.377903  -3656843 -0.954615   146  0.898428  0.0000 0.000492 0.000560 0.001864  0.090030  0.073030  0.095523
ELDA 14MAR28 2014.2368 56744 1785 5   27.8   3049  0.379247  -3656843 -0.955601   146  0.900773  0.0000 0.000494 0.000561 0.001867  0.092082  0.083907  0.092555
ELDA 14MAR29 2014.2396 56745 1785 6   27.8   3049  0.379750  -3656843 -0.952022   146  0.902084  0.0000 0.000494 0.000562 0.001877  0.090182  0.079947  0.077981
ELDA 14MAR30 2014.2423 56746 1786 0   27.8   3049  0.379946  -3656843 -0.955725   146  0.896373  0.0000 0.000493 0.000559 0.001881  0.089939  0.093704  0.084194
ELDA 14MAR31 2014.2450 56747 1786 1   27.8   3049  0.372816  -3656843 -0.952064   146  0.909653  0.0000 0.000494 0.000562 0.001894  0.102503  0.091190  0.094790
ELDA 14APR01 2014.2478 56748 1786 2   27.8   3049  0.378852  -3656843 -0.953410   146  0.895885  0.0000 0.000511 0.000570 0.001928  0.091449  0.071872  0.117437
ELDA 14APR02 2014.2505 56749 1786 3   27.8   3049  0.370484  -3656843 -0.955765   146  0.893742  0.0000 0.000514 0.000577 0.001918  0.101782  0.094151  0.115787
ELDA 14APR03 2014.2533 56750 1786 4   27.8   3049  0.379649  -3656843 -0.952596   146  0.886015  0.0000 0.000497 0.000561 0.001888  0.071682  0.067737  0.094479
ELDA 14APR04 2014.2560 56751 1786 5   27.8   3049  0.379619  -3656843 -0.957860   146  0.891083  0.0000 0.000500 0.000563 0.001886  0.085171  0.070928  0.098898
ELDA 14APR05 2014.2587 56752 1786 6   27.8   3049  0.381819  -3656843 -0.956259   146  0.897402  0.0000 0.000498 0.000562 0.001878  0.083724  0.087173  0.104446
ELDA 14APR06 2014.2615 56753 1787 0   27.8   3049  0.378753  -3656843 -0.957850   146  0.890711  0.0000 0.000499 0.000562 0.001896  0.088011  0.077280  0.098221
ELDA 14APR07 2014.2642 56754 1787 1   27.8   3049  0.380827  -3656843 -0.956634   146  0.897622  0.0000 0.000509 0.000573 0.001903  0.088280  0.089964  0.097325
ELDA 14APR08 2014.2669 56755 1787 2   27.8   3049  0.382005  -3656843 -0.958290   146  0.891346  0.0000 0.000498 0.000564 0.001884  0.075932  0.097115  0.086522
ELDA 14APR09 2014.2697 56756 1787 3   27.8   3049  0.380409  -3656843 -0.959312   146  0.890279  0.0000 0.000496 0.000563 0.001878  0.082082  0.087990  0.092613
ELDA 14APR10 2014.2724 56757 1787 4   27.8   3049  0.381494  -3656843 -0.957054   146  0.892076  0.0000 0.000512 0.000576 0.001937  0.081898  0.089934  0.109071
ELDA 14APR11 2014.2752 56758 1787 5   27.8   3049  0.382096  -3656843 -0.956973   146  0.897502  0.0000 0.000509 0.000569 0.001908  0.089926  0.078230  0.114725
ELDA 14APR12 2014.2779 56759 1787 6   27.8   3049  0.377947  -3656843 -0.955209   146  0.892497  0.0000 0.000496 0.000558 0.001863  0.086876  0.080858  0.084770
ELDA 14APR13 2014.2806 56760 1788 0   27.8   3049  0.379915  -3656843 -0.955320   146  0.887540  0.0000 0.000493 0.000563 0.001864  0.078528  0.094148  0.089638
ELDA 14APR14 2014.2834 56761 1788 1   27.8   3049  0.380911  -3656843 -0.957864   146  0.899643  0.0000 0.000499 0.000561 0.001877  0.083437  0.083397  0.077582
ELDA 14APR15 2014.2861 56762 1788 2   27.8   3049  0.377111  -3656843 -0.952018   146  0.887755  0.0000 0.000517 0.000575 0.001945  0.071035  0.072081  0.051358
ELDA 14APR16 2014.2888 56763 1788 3   27.8   3049  0.382153  -3656843 -0.953351   146  0.889202  0.0000 0.000495 0.000562 0.001871  0.082575  0.087452  0.085702
ELDA 14APR17 2014.2916 56764 1788 4   27.8   3049  0.381057  -3656843 -0.954930   146  0.895123  0.0000 0.000497 0.000562 0.001887  0.087908  0.079948  0.098740
