site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu
P025 07APR25 2007.3128 54215 1424 3 -116.3    918  0.698155   5399714  0.500990   695  0.453736  0.0083 0.000779 0.001138 0.003072 -0.049307 -0.050973 -0.101104
P025 07MAY10 2007.3539 54230 1426 4 -116.3    918  0.698204   5399714  0.499220   695  0.438132  0.0083 0.000488 0.000695 0.001960  0.042754 -0.054778 -0.100339
P025 07MAY11 2007.3566 54231 1426 5 -116.3    918  0.700319   5399714  0.498951   695  0.436388  0.0083 0.000496 0.000694 0.001978  0.042702 -0.040129 -0.118714
P025 07MAY12 2007.3593 54232 1426 6 -116.3    918  0.699252   5399714  0.499398   695  0.447361  0.0083 0.000472 0.000666 0.001859  0.044168 -0.055788 -0.136127
P025 07MAY13 2007.3621 54233 1427 0 -116.3    918  0.697401   5399714  0.500885   695  0.447481  0.0083 0.000472 0.000672 0.001858  0.059662 -0.050470 -0.102760
P025 07MAY14 2007.3648 54234 1427 1 -116.3    918  0.698729   5399714  0.499852   695  0.437639  0.0083 0.000487 0.000682 0.001938  0.045571 -0.096181 -0.071497
P025 07MAY15 2007.3676 54235 1427 2 -116.3    918  0.699090   5399714  0.498339   695  0.440504  0.0083 0.000471 0.000673 0.001843  0.059025 -0.051085 -0.113156
P025 07MAY16 2007.3703 54236 1427 3 -116.3    918  0.698615   5399714  0.498880   695  0.439642  0.0083 0.000475 0.000668 0.001855  0.069494 -0.071475 -0.137098
P025 07MAY17 2007.3730 54237 1427 4 -116.3    918  0.697323   5399714  0.496346   695  0.452189  0.0083 0.000483 0.000681 0.001889  0.076665 -0.044460 -0.131370
P025 07MAY18 2007.3758 54238 1427 5 -116.3    918  0.699183   5399714  0.500365   695  0.447785  0.0083 0.000486 0.000681 0.001886  0.076793 -0.069806 -0.115598
P025 07MAY19 2007.3785 54239 1427 6 -116.3    918  0.698729   5399714  0.498009   695  0.449404  0.0083 0.000476 0.000675 0.001859  0.060881 -0.064498 -0.128546
P025 07MAY20 2007.3812 54240 1428 0 -116.3    918  0.698342   5399714  0.497799   695  0.449569  0.0083 0.000475 0.000667 0.001850  0.063770 -0.068969 -0.132324
P025 07MAY21 2007.3840 54241 1428 1 -116.3    918  0.698991   5399714  0.498804   695  0.439430  0.0083 0.000473 0.000669 0.001842  0.065712 -0.075462 -0.128549
P025 07MAY22 2007.3867 54242 1428 2 -116.3    918  0.695291   5399714  0.496640   695  0.440336  0.0083 0.000470 0.000669 0.001847  0.048017 -0.071021 -0.144261
P025 07MAY23 2007.3895 54243 1428 3 -116.3    918  0.698209   5399714  0.498903   695  0.436904  0.0083 0.000474 0.000673 0.001861  0.044131 -0.029124 -0.136728
P025 07MAY24 2007.3922 54244 1428 4 -116.3    918  0.697068   5399714  0.499824   695  0.444551  0.0083 0.000481 0.000690 0.001890  0.067956 -0.060720 -0.143443
P025 07MAY25 2007.3949 54245 1428 5 -116.3    918  0.697781   5399714  0.498290   695  0.437867  0.0083 0.000475 0.000669 0.001855  0.066969 -0.060245 -0.132946
P025 07MAY26 2007.3977 54246 1428 6 -116.3    918  0.700756   5399714  0.498465   695  0.438281  0.0083 0.000473 0.000661 0.001837  0.060392 -0.080553 -0.133493
P025 07MAY27 2007.4004 54247 1429 0 -116.3    918  0.697362   5399714  0.498494   695  0.457513  0.0083 0.000470 0.000670 0.001841  0.054332 -0.071045 -0.114681
P025 07MAY28 2007.4031 54248 1429 1 -116.3    918  0.696052   5399714  0.496309   695  0.445144  0.0083 0.000467 0.000666 0.001824  0.042629 -0.069487 -0.154391
P025 07MAY29 2007.4059 54249 1429 2 -116.3    918  0.698393   5399714  0.498645   695  0.439415  0.0083 0.000469 0.000670 0.001829  0.060324 -0.059508 -0.136409
P025 07MAY30 2007.4086 54250 1429 3 -116.3    918  0.696275   5399714  0.498105   695  0.446439  0.0083 0.000472 0.000686 0.001858  0.055069 -0.057230 -0.128315
P025 07MAY31 2007.4114 54251 1429 4 -116.3    918  0.697344   5399714  0.496032   695  0.452848  0.0083 0.000471 0.000666 0.001847  0.063996 -0.063802 -0.120114
P025 07JUN01 2007.4141 54252 1429 5 -116.3    918  0.698680   5399714  0.496982   695  0.442993  0.0083 0.000475 0.000671 0.001848  0.065183 -0.074599 -0.120156
P025 07JUN02 2007.4168 54253 1429 6 -116.3    918  0.694803   5399714  0.497624   695  0.430933  0.0083 0.000470 0.000664 0.001839  0.055901 -0.047863 -0.134039
P025 07JUN03 2007.4196 54254 1430 0 -116.3    918  0.696615   5399714  0.496451   695  0.442205  0.0083 0.000471 0.000664 0.001829  0.057309 -0.061547 -0.140653
P025 07JUN04 2007.4223 54255 1430 1 -116.3    918  0.696632   5399714  0.498586   695  0.440309  0.0083 0.000468 0.000665 0.001830  0.058191 -0.074308 -0.169915
P025 07JUN05 2007.4251 54256 1430 2 -116.3    918  0.694182   5399714  0.495361   695  0.449762  0.0083 0.000472 0.000678 0.001873  0.051941 -0.094963 -0.149603
P025 07JUN06 2007.4278 54257 1430 3 -116.3    918  0.695707   5399714  0.498290   695  0.447930  0.0083 0.000466 0.000658 0.001815  0.057556 -0.079232 -0.137392
P025 07JUN07 2007.4305 54258 1430 4 -116.3    918  0.695070   5399714  0.497431   695  0.441234  0.0083 0.000467 0.000659 0.001810  0.064252 -0.086716 -0.144913
P025 07JUN08 2007.4333 54259 1430 5 -116.3    918  0.696016   5399714  0.495620   695  0.443146  0.0083 0.000470 0.000661 0.001824  0.052290 -0.086446 -0.145019
P025 07JUN09 2007.4360 54260 1430 6 -116.3    918  0.696596   5399714  0.497089   695  0.444279  0.0083 0.000469 0.000666 0.001837  0.049373 -0.044588 -0.179543
P025 07JUN10 2007.4387 54261 1431 0 -116.3    918  0.698968   5399714  0.497019   695  0.446405  0.0083 0.000471 0.000665 0.001831  0.068681 -0.071678 -0.157701
P025 07JUN11 2007.4415 54262 1431 1 -116.3    918  0.694961   5399714  0.496834   695  0.440417  0.0083 0.000475 0.000668 0.001839  0.057150 -0.076727 -0.124579
P025 07JUN12 2007.4442 54263 1431 2 -116.3    918  0.697474   5399714  0.497348   695  0.443857  0.0083 0.000476 0.000665 0.001855  0.042913 -0.085810 -0.133818
P025 07JUN13 2007.4470 54264 1431 3 -116.3    918  0.697293   5399714  0.497403   695  0.439620  0.0083 0.000472 0.000662 0.001842  0.057784 -0.091098 -0.147079
P025 07JUN14 2007.4497 54265 1431 4 -116.3    918  0.697900   5399714  0.494890   695  0.438026  0.0083 0.000468 0.000665 0.001831  0.056621 -0.072602 -0.177335
P025 07JUN15 2007.4524 54266 1431 5 -116.3    918  0.695024   5399714  0.495886   695  0.438922  0.0083 0.000468 0.000662 0.001824  0.064659 -0.075038 -0.171875
P025 07JUN16 2007.4552 54267 1431 6 -116.3    918  0.696560   5399714  0.496813   695  0.441801  0.0083 0.000470 0.000664 0.001837  0.051359 -0.080366 -0.157145
P025 07JUN17 2007.4579 54268 1432 0 -116.3    918  0.696077   5399714  0.499171   695  0.444482  0.0083 0.000466 0.000661 0.001816  0.053915 -0.085710 -0.144210
P025 07JUN18 2007.4606 54269 1432 1 -116.3    918  0.697295   5399714  0.496581   695  0.446410  0.0083 0.000470 0.000657 0.001835  0.053376 -0.086332 -0.140978
P025 07JUN19 2007.4634 54270 1432 2 -116.3    918  0.698854   5399714  0.496875   695  0.445239  0.0083 0.000470 0.000660 0.001838  0.063630 -0.076192 -0.176410
P025 07JUN20 2007.4661 54271 1432 3 -116.3    918  0.699187   5399714  0.496087   695  0.433538  0.0083 0.000466 0.000663 0.001832  0.064946 -0.079655 -0.169677
P025 07JUN21 2007.4689 54272 1432 4 -116.3    918  0.696095   5399714  0.493760   695  0.450734  0.0083 0.000465 0.000659 0.001815  0.063832 -0.083409 -0.161856
P025 07JUN22 2007.4716 54273 1432 5 -116.3    918  0.698455   5399714  0.496438   695  0.451206  0.0083 0.000468 0.000657 0.001817  0.067386 -0.085672 -0.158001
P025 07JUN23 2007.4743 54274 1432 6 -116.3    918  0.695826   5399714  0.494970   695  0.437215  0.0083 0.000461 0.000657 0.001790  0.057676 -0.086535 -0.149857
P025 07JUN24 2007.4771 54275 1433 0 -116.3    918  0.697308   5399714  0.494682   695  0.440702  0.0083 0.000484 0.000673 0.001865  0.058323 -0.059260 -0.165068
P025 07JUN25 2007.4798 54276 1433 1 -116.3    918  0.695403   5399714  0.496302   695  0.443546  0.0083 0.000466 0.000660 0.001815  0.071768 -0.071621 -0.176548
P025 07JUN26 2007.4825 54277 1433 2 -116.3    918  0.697066   5399714  0.494816   695  0.440498  0.0083 0.000466 0.000665 0.001815  0.068167 -0.073523 -0.153872
P025 07JUN27 2007.4853 54278 1433 3 -116.3    918  0.697223   5399714  0.496696   695  0.443701  0.0083 0.000467 0.000659 0.001810  0.061690 -0.075356 -0.146903
P025 07JUN28 2007.4880 54279 1433 4 -116.3    918  0.697855   5399714  0.496222   695  0.450150  0.0083 0.000466 0.000653 0.001812  0.058041 -0.083513 -0.152679
P025 07JUN29 2007.4908 54280 1433 5 -116.3    918  0.696013   5399714  0.495636   695  0.448428  0.0083 0.000465 0.000661 0.001822  0.056525 -0.061930 -0.152956
P025 07JUN30 2007.4935 54281 1433 6 -116.3    918  0.697510   5399714  0.494807   695  0.448582  0.0083 0.000466 0.000662 0.001813  0.066605 -0.073953 -0.156602
P025 07JUL01 2007.4962 54282 1434 0 -116.3    918  0.700131   5399714  0.495198   695  0.437727  0.0083 0.000465 0.000660 0.001811  0.070255 -0.065530 -0.163751
P025 07JUL02 2007.4990 54283 1434 1 -116.3    918  0.698419   5399714  0.495917   695  0.446608  0.0083 0.000465 0.000660 0.001800  0.063428 -0.081142 -0.146772
P025 07JUL03 2007.5017 54284 1434 2 -116.3    918  0.697544   5399714  0.494575   695  0.440495  0.0083 0.000464 0.000658 0.001807  0.053864 -0.081873 -0.153112
P025 07JUL04 2007.5044 54285 1434 3 -116.3    918  0.699011   5399714  0.491974   695  0.444419  0.0083 0.000466 0.000662 0.001827  0.048093 -0.074897 -0.160273
P025 07JUL05 2007.5072 54286 1434 4 -116.3    918  0.699947   5399714  0.493789   695  0.442825  0.0083 0.000463 0.000660 0.001810  0.054276 -0.074322 -0.159878
P025 07JUL06 2007.5099 54287 1434 5 -116.3    918  0.699176   5399714  0.494175   695  0.451930  0.0083 0.000465 0.000662 0.001816  0.061422 -0.057484 -0.164283
P025 07JUL07 2007.5127 54288 1434 6 -116.3    918  0.697431   5399714  0.493703   695  0.459154  0.0083 0.000467 0.000664 0.001833  0.054944 -0.080505 -0.152593
P025 07JUL08 2007.5154 54289 1435 0 -116.3    918  0.697254   5399714  0.494829   695  0.456823  0.0083 0.000465 0.000660 0.001811  0.058132 -0.085315 -0.143893
P025 07JUL09 2007.5181 54290 1435 1 -116.3    918  0.698155   5399714  0.494904   695  0.456188  0.0083 0.000468 0.000666 0.001847  0.049483 -0.087127 -0.163903
P025 07JUL10 2007.5209 54291 1435 2 -116.3    918  0.697083   5399714  0.494939   695  0.449390  0.0083 0.000468 0.000658 0.001828  0.062241 -0.079033 -0.156731
P025 07JUL11 2007.5236 54292 1435 3 -116.3    918  0.699052   5399714  0.492250   695  0.449827  0.0083 0.000465 0.000663 0.001826  0.059998 -0.077441 -0.166181
P025 07JUL12 2007.5264 54293 1435 4 -116.3    918  0.698074   5399714  0.493313   695  0.440058  0.0083 0.000465 0.000661 0.001816  0.066419 -0.068517 -0.154403
P025 07JUL13 2007.5291 54294 1435 5 -116.3    918  0.698203   5399714  0.495537   695  0.440493  0.0083 0.000467 0.000660 0.001811  0.060115 -0.085683 -0.139342
P025 07JUL14 2007.5318 54295 1435 6 -116.3    918  0.696798   5399714  0.495138   695  0.458776  0.0083 0.000466 0.000664 0.001832  0.052187 -0.082759 -0.161494
P025 07JUL15 2007.5346 54296 1436 0 -116.3    918  0.698119   5399714  0.493320   695  0.448175  0.0083 0.000470 0.000665 0.001844  0.046631 -0.071219 -0.163580
P025 07JUL16 2007.5373 54297 1436 1 -116.3    918  0.696907   5399714  0.490600   695  0.461853  0.0083 0.000465 0.000657 0.001819  0.057335 -0.066833 -0.167418
P025 07JUL17 2007.5400 54298 1436 2 -116.3    918  0.699042   5399714  0.496089   695  0.454968  0.0083 0.000466 0.000661 0.001828  0.066360 -0.091825 -0.170219
P025 07JUL18 2007.5428 54299 1436 3 -116.3    918  0.697605   5399714  0.492414   695  0.458571  0.0083 0.000467 0.000662 0.001823  0.056271 -0.079704 -0.155855
P025 07JUL19 2007.5455 54300 1436 4 -116.3    918  0.695309   5399714  0.495113   695  0.456149  0.0083 0.000467 0.000663 0.001821  0.058620 -0.079596 -0.148099
P025 07JUL20 2007.5483 54301 1436 5 -116.3    918  0.696957   5399714  0.495614   695  0.453730  0.0083 0.000471 0.000666 0.001843  0.057694 -0.095045 -0.159114
P025 07JUL21 2007.5510 54302 1436 6 -116.3    918  0.696228   5399714  0.495334   695  0.458622  0.0083 0.000467 0.000663 0.001824  0.057846 -0.067759 -0.156706
P025 07JUL22 2007.5537 54303 1437 0 -116.3    918  0.698186   5399714  0.493556   695  0.457448  0.0083 0.000465 0.000657 0.001805  0.060400 -0.076338 -0.163398
P025 07JUL23 2007.5565 54304 1437 1 -116.3    918  0.698169   5399714  0.491793   695  0.458106  0.0083 0.000468 0.000663 0.001832  0.061317 -0.088808 -0.163784
P025 07JUL24 2007.5592 54305 1437 2 -116.3    918  0.695038   5399714  0.493196   695  0.463117  0.0083 0.000469 0.000670 0.001824  0.059785 -0.074153 -0.132120
P025 07JUL25 2007.5619 54306 1437 3 -116.3    918  0.700853   5399714  0.489389   695  0.443107  0.0083 0.000469 0.000657 0.001807  0.063758 -0.074531 -0.147568
P025 07JUL26 2007.5647 54307 1437 4 -116.3    918  0.696516   5399714  0.493552   695  0.458427  0.0083 0.000470 0.000660 0.001815  0.067596 -0.082206 -0.139309
P025 07JUL27 2007.5674 54308 1437 5 -116.3    918  0.697351   5399714  0.496276   695  0.458134  0.0083 0.000467 0.000658 0.001815  0.061107 -0.073342 -0.164739
P025 07JUL28 2007.5702 54309 1437 6 -116.3    918  0.696923   5399714  0.494318   695  0.450298  0.0083 0.000469 0.000662 0.001817  0.066400 -0.084311 -0.163132
P025 07JUL29 2007.5729 54310 1438 0 -116.3    918  0.694092   5399714  0.493959   695  0.456346  0.0083 0.000469 0.000666 0.001825  0.063128 -0.097218 -0.151063
P025 07JUL30 2007.5756 54311 1438 1 -116.3    918  0.695226   5399714  0.492374   695  0.450980  0.0083 0.000465 0.000662 0.001816  0.061561 -0.089738 -0.152033
P025 07JUL31 2007.5784 54312 1438 2 -116.3    918  0.697783   5399714  0.493191   695  0.459636  0.0083 0.000467 0.000656 0.001806  0.055371 -0.081975 -0.141251
P025 07AUG01 2007.5811 54313 1438 3 -116.3    918  0.696718   5399714  0.495235   695  0.453333  0.0083 0.000467 0.000656 0.001808  0.066201 -0.060589 -0.158136
P025 07AUG02 2007.5838 54314 1438 4 -116.3    918  0.696379   5399714  0.495849   695  0.444853  0.0083 0.000466 0.000654 0.001795  0.060619 -0.070901 -0.154522
P025 07AUG03 2007.5866 54315 1438 5 -116.3    918  0.697427   5399714  0.494411   695  0.455743  0.0083 0.000468 0.000659 0.001817  0.071207 -0.087422 -0.165616
P025 07AUG04 2007.5893 54316 1438 6 -116.3    918  0.693814   5399714  0.493842   695  0.456600  0.0083 0.000466 0.000664 0.001814  0.061980 -0.087843 -0.156667
P025 07AUG05 2007.5921 54317 1439 0 -116.3    918  0.698462   5399714  0.491066   695  0.457941  0.0083 0.000465 0.000660 0.001801  0.063434 -0.080781 -0.143435
P025 07AUG06 2007.5948 54318 1439 1 -116.3    918  0.698323   5399714  0.489874   695  0.461225  0.0083 0.000481 0.000671 0.001840  0.052148 -0.081637 -0.155159
P025 07AUG07 2007.5975 54319 1439 2 -116.3    918  0.698183   5399714  0.492240   695  0.458398  0.0083 0.000479 0.000667 0.001840  0.065515 -0.078255 -0.168338
P025 07AUG08 2007.6003 54320 1439 3 -116.3    918  0.696711   5399714  0.493474   695  0.458668  0.0083 0.000466 0.000663 0.001811  0.063372 -0.070043 -0.170249
P025 07AUG09 2007.6030 54321 1439 4 -116.3    918  0.696629   5399714  0.494135   695  0.454861  0.0083 0.000465 0.000661 0.001820  0.052698 -0.091280 -0.167328
P025 07AUG10 2007.6057 54322 1439 5 -116.3    918  0.692538   5399714  0.493738   695  0.456728  0.0083 0.000464 0.000660 0.001806  0.064148 -0.093789 -0.156018
P025 07AUG11 2007.6085 54323 1439 6 -116.3    918  0.696899   5399714  0.492040   695  0.447728  0.0083 0.000464 0.000656 0.001797  0.058468 -0.073814 -0.146331
P025 07AUG12 2007.6112 54324 1440 0 -116.3    918  0.694148   5399714  0.494422   695  0.451400  0.0083 0.000463 0.000653 0.001784  0.056787 -0.079672 -0.140349
P025 07AUG13 2007.6140 54325 1440 1 -116.3    918  0.695563   5399714  0.493713   695  0.459189  0.0083 0.000466 0.000660 0.001821  0.059429 -0.059455 -0.165552
P025 07AUG14 2007.6167 54326 1440 2 -116.3    918  0.697300   5399714  0.492335   695  0.456991  0.0083 0.000498 0.000705 0.001952  0.043319 -0.076272 -0.176873
P025 07AUG15 2007.6194 54327 1440 3 -116.3    918  0.696999   5399714  0.492627   695  0.452456  0.0083 0.000499 0.000702 0.001968  0.046972 -0.074616 -0.157919
P025 07AUG16 2007.6222 54328 1440 4 -116.3    918  0.696021   5399714  0.494656   695  0.456559  0.0083 0.000487 0.000694 0.001898  0.043791 -0.071845 -0.156560
P025 07AUG17 2007.6249 54329 1440 5 -116.3    918  0.697147   5399714  0.493555   695  0.461741  0.0083 0.000483 0.000685 0.001856  0.048357 -0.060461 -0.132990
P025 07AUG18 2007.6277 54330 1440 6 -116.3    918  0.695345   5399714  0.493164   695  0.457385  0.0083 0.000495 0.000705 0.001904  0.037756 -0.077091 -0.184455
P025 07AUG19 2007.6304 54331 1441 0 -116.3    918  0.695336   5399714  0.493534   695  0.465636  0.0083 0.000499 0.000702 0.001915  0.034977 -0.076232 -0.184461
P025 07AUG20 2007.6331 54332 1441 1 -116.3    918  0.695569   5399714  0.495114   695  0.462025  0.0083 0.000483 0.000688 0.001892  0.035063 -0.060735 -0.191587
P025 07AUG21 2007.6359 54333 1441 2 -116.3    918  0.696098   5399714  0.492046   695  0.457770  0.0083 0.000486 0.000689 0.001895  0.044676 -0.047600 -0.171884
P025 07AUG22 2007.6386 54334 1441 3 -116.3    918  0.695836   5399714  0.491455   695  0.449306  0.0083 0.000485 0.000687 0.001877  0.045982 -0.053794 -0.163448
P025 07AUG23 2007.6413 54335 1441 4 -116.3    918  0.693894   5399714  0.495481   695  0.450669  0.0083 0.000467 0.000668 0.001818  0.041216 -0.063665 -0.151529
P025 07AUG24 2007.6441 54336 1441 5 -116.3    918  0.694747   5399714  0.493884   695  0.458093  0.0083 0.000491 0.000714 0.001911  0.025471 -0.052531 -0.166597
P025 07AUG25 2007.6468 54337 1441 6 -116.3    918  0.694437   5399714  0.494271   695  0.462469  0.0083 0.000485 0.000691 0.001864  0.048247 -0.069233 -0.146924
P025 07AUG26 2007.6496 54338 1442 0 -116.3    918  0.694705   5399714  0.494035   695  0.453468  0.0083 0.000502 0.000719 0.001946  0.046250 -0.057546 -0.203516
P025 07AUG27 2007.6523 54339 1442 1 -116.3    918  0.695581   5399714  0.494348   695  0.446880  0.0083 0.000501 0.000713 0.001918  0.051913 -0.064569 -0.184545
P025 07AUG28 2007.6550 54340 1442 2 -116.3    918  0.696278   5399714  0.493150   695  0.452290  0.0083 0.000488 0.000696 0.001878  0.064372 -0.073510 -0.159536
P025 07AUG29 2007.6578 54341 1442 3 -116.3    918  0.695532   5399714  0.492019   695  0.453545  0.0083 0.000482 0.000693 0.001849  0.066427 -0.054094 -0.153187
P025 07AUG30 2007.6605 54342 1442 4 -116.3    918  0.695896   5399714  0.490880   695  0.461073  0.0083 0.000488 0.000690 0.001859  0.064044 -0.068610 -0.138028
P025 07AUG31 2007.6632 54343 1442 5 -116.3    918  0.695567   5399714  0.491700   695  0.470405  0.0083 0.000488 0.000694 0.001882  0.048149 -0.069483 -0.168818
P025 07SEP01 2007.6660 54344 1442 6 -116.3    918  0.693781   5399714  0.491665   695  0.458396  0.0083 0.000487 0.000705 0.001895  0.063215 -0.059006 -0.167520
P025 07SEP02 2007.6687 54345 1443 0 -116.3    918  0.694728   5399714  0.496048   695  0.452896  0.0083 0.000491 0.000705 0.001896  0.057377 -0.062960 -0.162529
P025 07SEP03 2007.6715 54346 1443 1 -116.3    918  0.697328   5399714  0.491807   695  0.453876  0.0083 0.000487 0.000699 0.001884  0.066516 -0.062459 -0.172370
P025 07SEP04 2007.6742 54347 1443 2 -116.3    918  0.695149   5399714  0.494911   695  0.456898  0.0083 0.000485 0.000690 0.001863  0.061809 -0.063009 -0.152500
P025 07SEP05 2007.6769 54348 1443 3 -116.3    918  0.695872   5399714  0.496017   695  0.465927  0.0083 0.000488 0.000690 0.001872  0.052640 -0.071253 -0.151124
P025 07SEP06 2007.6797 54349 1443 4 -116.3    918  0.696884   5399714  0.494604   695  0.453562  0.0083 0.000487 0.000690 0.001883  0.046621 -0.073911 -0.164003
P025 07SEP07 2007.6824 54350 1443 5 -116.3    918  0.695049   5399714  0.492070   695  0.456835  0.0083 0.000488 0.000695 0.001892  0.056827 -0.057278 -0.168900
P025 07SEP08 2007.6851 54351 1443 6 -116.3    918  0.696187   5399714  0.494159   695  0.445619  0.0083 0.000503 0.000716 0.001919  0.055609 -0.053867 -0.180158
P025 07SEP09 2007.6879 54352 1444 0 -116.3    918  0.696357   5399714  0.493660   695  0.448820  0.0083 0.000506 0.000717 0.001935  0.046902 -0.077475 -0.162177
P025 07SEP10 2007.6906 54353 1444 1 -116.3    918  0.695204   5399714  0.492289   695  0.454123  0.0083 0.000490 0.000694 0.001892  0.047149 -0.089125 -0.130209
P025 07SEP11 2007.6934 54354 1444 2 -116.3    918  0.695299   5399714  0.493148   695  0.461063  0.0083 0.000486 0.000691 0.001876  0.040049 -0.071917 -0.133863
P025 07SEP12 2007.6961 54355 1444 3 -116.3    918  0.697619   5399714  0.496296   695  0.460641  0.0083 0.000486 0.000689 0.001869  0.051148 -0.056023 -0.153837
P025 07SEP13 2007.6988 54356 1444 4 -116.3    918  0.696083   5399714  0.492915   695  0.456626  0.0083 0.000489 0.000703 0.001904  0.058793 -0.066732 -0.159012
P025 07SEP14 2007.7016 54357 1444 5 -116.3    918  0.695502   5399714  0.491919   695  0.452823  0.0083 0.000486 0.000701 0.001877  0.058786 -0.075291 -0.154862
P025 07SEP15 2007.7043 54358 1444 6 -116.3    918  0.696426   5399714  0.492247   695  0.458065  0.0083 0.000498 0.000713 0.001931  0.088604 -0.093061 -0.142118
P025 07SEP16 2007.7070 54359 1445 0 -116.3    918  0.694461   5399714  0.493333   695  0.471960  0.0083 0.000488 0.000700 0.001887  0.041950 -0.082154 -0.132605
P025 07SEP17 2007.7098 54360 1445 1 -116.3    918  0.694387   5399714  0.493631   695  0.460530  0.0083 0.000490 0.000696 0.001877  0.061730 -0.071939 -0.135480
P025 07SEP18 2007.7125 54361 1445 2 -116.3    918  0.696141   5399714  0.494109   695  0.450601  0.0083 0.000490 0.000679 0.001872  0.058247 -0.078640 -0.160682
P025 07SEP19 2007.7153 54362 1445 3 -116.3    918  0.693950   5399714  0.492894   695  0.451345  0.0083 0.000473 0.000658 0.001815  0.064899 -0.094310 -0.141607
P025 07SEP20 2007.7180 54363 1445 4 -116.3    918  0.693723   5399714  0.493439   695  0.452977  0.0083 0.000468 0.000664 0.001803  0.059393 -0.084404 -0.135895
P025 07SEP21 2007.7207 54364 1445 5 -116.3    918  0.696184   5399714  0.492821   695  0.456257  0.0083 0.000470 0.000661 0.001819  0.045950 -0.068015 -0.147654
P025 07SEP22 2007.7235 54365 1445 6 -116.3    918  0.694194   5399714  0.491401   695  0.461831  0.0083 0.000470 0.000661 0.001818  0.051252 -0.070726 -0.133036
P025 07SEP23 2007.7262 54366 1446 0 -116.3    918  0.696324   5399714  0.491527   695  0.461433  0.0083 0.000474 0.000658 0.001821  0.056024 -0.078726 -0.127464
P025 07SEP24 2007.7290 54367 1446 1 -116.3    918  0.696018   5399714  0.493374   695  0.456016  0.0083 0.000472 0.000660 0.001820  0.071560 -0.083610 -0.139823
P025 07SEP25 2007.7317 54368 1446 2 -116.3    918  0.695722   5399714  0.491258   695  0.457951  0.0083 0.000475 0.000677 0.001832  0.061064 -0.077183 -0.135202
P025 07SEP26 2007.7344 54369 1446 3 -116.3    918  0.696766   5399714  0.491421   695  0.457447  0.0083 0.000472 0.000661 0.001826  0.062676 -0.093528 -0.135636
