site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu
HILB 02APR10 2002.2724 52374 1161 3  -79.1   -228 -0.127332   3991405  0.181662   171  0.066320  0.0000 0.001133 0.001420 0.005022 -0.119354 -0.010790 -0.249231
HILB 02MAY05 2002.3409 52399 1165 0  -79.1   -228 -0.126130   3991405  0.186288   171  0.062929  0.0000 0.000602 0.000690 0.002405 -0.082200  0.049958 -0.167468
HILB 02MAY06 2002.3436 52400 1165 1  -79.1   -228 -0.126663   3991405  0.186418   171  0.057018  0.0000 0.000630 0.000732 0.002559 -0.074464  0.043135 -0.200573
HILB 02MAY07 2002.3463 52401 1165 2  -79.1   -228 -0.126145   3991405  0.184739   171  0.052617  0.0000 0.000784 0.000846 0.003048 -0.122531  0.129551 -0.219115
HILB 02MAY08 2002.3491 52402 1165 3  -79.1   -228 -0.127746   3991405  0.183194   171  0.074619  0.0000 0.000791 0.000852 0.003075 -0.120808  0.140410 -0.216653
HILB 02MAY09 2002.3518 52403 1165 4  -79.1   -228 -0.125838   3991405  0.186718   171  0.056909  0.0000 0.000803 0.000877 0.003131 -0.103386  0.139563 -0.193065
HILB 02MAY10 2002.3546 52404 1165 5  -79.1   -228 -0.125799   3991405  0.191408   171  0.061841  0.0000 0.000850 0.000929 0.003276 -0.062163  0.114892 -0.158087
HILB 02MAY11 2002.3573 52405 1165 6  -79.1   -228 -0.126379   3991405  0.187694   171  0.059072  0.0000 0.000600 0.000689 0.002384 -0.084083  0.057096 -0.149453
HILB 02MAY12 2002.3600 52406 1166 0  -79.1   -228 -0.127703   3991405  0.185113   171  0.055664  0.0000 0.000732 0.000824 0.002911 -0.080976  0.112224 -0.159873
HILB 02MAY13 2002.3628 52407 1166 1  -79.1   -228 -0.126882   3991405  0.185673   171  0.056906  0.0000 0.000780 0.000868 0.003027 -0.109871  0.116909 -0.154081
HILB 02MAY14 2002.3655 52408 1166 2  -79.1   -228 -0.126552   3991405  0.186287   171  0.056991  0.0000 0.000605 0.000692 0.002402 -0.092366  0.068159 -0.159532
HILB 02MAY15 2002.3682 52409 1166 3  -79.1   -228 -0.127662   3991405  0.185893   171  0.056382  0.0000 0.000607 0.000700 0.002418 -0.083961  0.061604 -0.152197
HILB 02MAY16 2002.3710 52410 1166 4  -79.1   -228 -0.126193   3991405  0.188686   171  0.056968  0.0000 0.000743 0.000840 0.002942 -0.097998  0.087645 -0.161687
HILB 02MAY17 2002.3737 52411 1166 5  -79.1   -228 -0.129519   3991405  0.188345   171  0.064056  0.0000 0.000780 0.000877 0.003040 -0.090186  0.075367 -0.142834
HILB 02MAY18 2002.3765 52412 1166 6  -79.1   -228 -0.126397   3991405  0.186584   171  0.066968  0.0000 0.000616 0.000711 0.002457 -0.105373  0.071971 -0.177376
HILB 02MAY19 2002.3792 52413 1167 0  -79.1   -228 -0.128032   3991405  0.188158   171  0.055770  0.0000 0.000607 0.000694 0.002407 -0.084930  0.065461 -0.156451
HILB 02MAY20 2002.3819 52414 1167 1  -79.1   -228 -0.126643   3991405  0.185534   171  0.053261  0.0000 0.000607 0.000699 0.002424 -0.085927  0.064225 -0.157877
HILB 02MAY21 2002.3847 52415 1167 2  -79.1   -228 -0.126097   3991405  0.187386   171  0.049088  0.0000 0.000603 0.000701 0.002413 -0.091320  0.057337 -0.147294
HILB 02MAY22 2002.3874 52416 1167 3  -79.1   -228 -0.126948   3991405  0.186074   171  0.052594  0.0000 0.000605 0.000697 0.002402 -0.087730  0.032863 -0.170840
HILB 02MAY23 2002.3901 52417 1167 4  -79.1   -228 -0.126649   3991405  0.185867   171  0.053819  0.0000 0.000726 0.000825 0.002841 -0.128423  0.052055 -0.158508
HILB 02MAY24 2002.3929 52418 1167 5  -79.1   -228 -0.128958   3991405  0.186412   171  0.056847  0.0000 0.000827 0.000914 0.003201 -0.133415  0.099763 -0.145801
HILB 02MAY25 2002.3956 52419 1167 6  -79.1   -228 -0.128371   3991405  0.188603   171  0.052994  0.0000 0.000813 0.000911 0.003159 -0.131257  0.108707 -0.135535
HILB 02MAY26 2002.3984 52420 1168 0  -79.1   -228 -0.128377   3991405  0.189890   171  0.056068  0.0000 0.000760 0.000850 0.003023 -0.121905  0.122294 -0.153403
HILB 02MAY27 2002.4011 52421 1168 1  -79.1   -228 -0.128826   3991405  0.188594   171  0.050249  0.0000 0.000824 0.000924 0.003247 -0.124061  0.076038 -0.122590
HILB 02MAY28 2002.4038 52422 1168 2  -79.1   -228 -0.127093   3991405  0.186545   171  0.050391  0.0000 0.000828 0.000918 0.003206 -0.128634  0.079998 -0.123178
HILB 02MAY29 2002.4066 52423 1168 3  -79.1   -228 -0.127726   3991405  0.186158   171  0.057955  0.0000 0.000711 0.000794 0.002780 -0.080885  0.117832 -0.157010
HILB 02MAY30 2002.4093 52424 1168 4  -79.1   -228 -0.127476   3991405  0.186386   171  0.056596  0.0000 0.000840 0.000919 0.003229 -0.129595  0.096244 -0.132088
HILB 02JUN01 2002.4148 52426 1168 6  -79.1   -228 -0.128706   3991405  0.188191   171  0.063690  0.0000 0.000629 0.000738 0.002551 -0.107590  0.079741 -0.177275
HILB 02JUN02 2002.4175 52427 1169 0  -79.1   -228 -0.128467   3991405  0.188664   171  0.068448  0.0000 0.000629 0.000713 0.002466 -0.083926  0.019874 -0.151460
HILB 02JUN03 2002.4203 52428 1169 1  -79.1   -228 -0.126324   3991405  0.189145   171  0.059925  0.0000 0.000608 0.000697 0.002392 -0.084208  0.057727 -0.170675
HILB 02JUN04 2002.4230 52429 1169 2  -79.1   -228 -0.126613   3991405  0.189017   171  0.062648  0.0000 0.000616 0.000716 0.002438 -0.116999  0.077987 -0.183969
HILB 02JUN05 2002.4257 52430 1169 3  -79.1   -228 -0.128040   3991405  0.188687   171  0.062567  0.0000 0.000748 0.000852 0.002931 -0.131987  0.043147 -0.154908
HILB 02JUN06 2002.4285 52431 1169 4  -79.1   -228 -0.125715   3991405  0.188282   171  0.063611  0.0000 0.000630 0.000711 0.002452 -0.078706  0.023808 -0.130724
HILB 02JUN07 2002.4312 52432 1169 5  -79.1   -228 -0.129054   3991405  0.189434   171  0.063046  0.0000 0.000636 0.000740 0.002546 -0.077711  0.038288 -0.150248
HILB 02JUN08 2002.4339 52433 1169 6  -79.1   -228 -0.128039   3991405  0.190137   171  0.052621  0.0000 0.000611 0.000714 0.002458 -0.069039  0.058816 -0.167174
HILB 02JUN09 2002.4367 52434 1170 0  -79.1   -228 -0.128159   3991405  0.190503   171  0.056365  0.0000 0.000618 0.000721 0.002490 -0.112222  0.063917 -0.180892
HILB 02JUN10 2002.4394 52435 1170 1  -79.1   -228 -0.128532   3991405  0.192238   171  0.059268  0.0000 0.000611 0.000707 0.002459 -0.104510  0.078339 -0.186802
HILB 02JUN11 2002.4422 52436 1170 2  -79.1   -228 -0.128552   3991405  0.190202   171  0.057122  0.0000 0.000616 0.000709 0.002474 -0.100924  0.057690 -0.196979
HILB 02JUN12 2002.4449 52437 1170 3  -79.1   -228 -0.127952   3991405  0.190438   171  0.060455  0.0000 0.000623 0.000732 0.002554 -0.107302  0.051105 -0.203198
HILB 02JUN13 2002.4476 52438 1170 4  -79.1   -228 -0.128938   3991405  0.188094   171  0.070168  0.0000 0.000621 0.000737 0.002536 -0.114989  0.058331 -0.181577
HILB 02JUN14 2002.4504 52439 1170 5  -79.1   -228 -0.125260   3991405  0.188671   171  0.062227  0.0000 0.000632 0.000763 0.002660 -0.115038  0.047535 -0.199115
HILB 02JUN15 2002.4531 52440 1170 6  -79.1   -228 -0.129234   3991405  0.186330   171  0.054905  0.0000 0.000614 0.000714 0.002484 -0.098731  0.070974 -0.183317
HILB 02JUN16 2002.4559 52441 1171 0  -79.1   -228 -0.128579   3991405  0.189224   171  0.059771  0.0000 0.000616 0.000716 0.002492 -0.102586  0.065656 -0.187924
HILB 02JUN17 2002.4586 52442 1171 1  -79.1   -228 -0.129057   3991405  0.191156   171  0.061736  0.0000 0.000611 0.000712 0.002474 -0.094448  0.059458 -0.192253
HILB 02JUN18 2002.4613 52443 1171 2  -79.1   -228 -0.128230   3991405  0.190493   171  0.052432  0.0000 0.000677 0.000788 0.002741 -0.109642  0.008303 -0.169063
HILB 02JUN25 2002.4805 52450 1172 2  -79.1   -228 -0.129143   3991405  0.185313   171  0.060780  0.0000 0.000601 0.000689 0.002397 -0.063982  0.058235 -0.185583
HILB 02JUN26 2002.4832 52451 1172 3  -79.1   -228 -0.129065   3991405  0.192435   171  0.054855  0.0000 0.000620 0.000726 0.002578 -0.076043  0.063844 -0.178657
HILB 02JUN27 2002.4860 52452 1172 4  -79.1   -228 -0.128847   3991405  0.187150   171  0.055730  0.0000 0.000625 0.000741 0.002574 -0.118763  0.076162 -0.203857
HILB 02JUN28 2002.4887 52453 1172 5  -79.1   -228 -0.127165   3991405  0.189615   171  0.062122  0.0000 0.000619 0.000732 0.002522 -0.105810  0.073891 -0.199287
HILB 02JUN29 2002.4914 52454 1172 6  -79.1   -228 -0.126575   3991405  0.184606   171  0.055184  0.0000 0.000615 0.000723 0.002504 -0.101450  0.067087 -0.173855
HILB 02JUN30 2002.4942 52455 1173 0  -79.1   -228 -0.128017   3991405  0.186350   171  0.053391  0.0000 0.000615 0.000729 0.002535 -0.087234  0.056387 -0.202815
HILB 02JUL01 2002.4969 52456 1173 1  -79.1   -228 -0.127981   3991405  0.186228   171  0.061333  0.0000 0.000617 0.000727 0.002544 -0.087030  0.079512 -0.184669
HILB 02JUL02 2002.4997 52457 1173 2  -79.1   -228 -0.128102   3991405  0.187855   171  0.058167  0.0000 0.000607 0.000707 0.002456 -0.094983  0.069235 -0.180308
HILB 02JUL03 2002.5024 52458 1173 3  -79.1   -228 -0.130742   3991405  0.190249   171  0.060643  0.0000 0.000617 0.000729 0.002522 -0.108545  0.069435 -0.193850
HILB 02JUL04 2002.5051 52459 1173 4  -79.1   -228 -0.128283   3991405  0.188205   171  0.062886  0.0000 0.000625 0.000733 0.002568 -0.120066  0.087675 -0.199858
HILB 02JUL05 2002.5079 52460 1173 5  -79.1   -228 -0.127846   3991405  0.187740   171  0.075992  0.0000 0.000614 0.000717 0.002502 -0.091544  0.063363 -0.188767
HILB 02JUL06 2002.5106 52461 1173 6  -79.1   -228 -0.129014   3991405  0.189017   171  0.059985  0.0000 0.000597 0.000688 0.002375 -0.045225  0.043262 -0.164152
HILB 02JUL07 2002.5133 52462 1174 0  -79.1   -228 -0.129453   3991405  0.189049   171  0.062352  0.0000 0.000599 0.000686 0.002382 -0.050181  0.053645 -0.170297
HILB 02JUL08 2002.5161 52463 1174 1  -79.1   -228 -0.129752   3991405  0.189499   171  0.060382  0.0000 0.000599 0.000687 0.002377 -0.067782  0.066189 -0.170254
HILB 02JUL09 2002.5188 52464 1174 2  -79.1   -228 -0.129355   3991405  0.187056   171  0.061313  0.0000 0.000623 0.000745 0.002561 -0.097087  0.066007 -0.204395
HILB 02JUL10 2002.5216 52465 1174 3  -79.1   -228 -0.131067   3991405  0.188127   171  0.062229  0.0000 0.000617 0.000700 0.002445 -0.062215  0.039609 -0.193300
HILB 02JUL11 2002.5243 52466 1174 4  -79.1   -228 -0.129649   3991405  0.189046   171  0.039562  0.0000 0.000604 0.000692 0.002420 -0.042560  0.050543 -0.182545
HILB 02JUL12 2002.5270 52467 1174 5  -79.1   -228 -0.128996   3991405  0.188493   171  0.061301  0.0000 0.000652 0.000716 0.002564 -0.014059  0.056308 -0.144352
HILB 02JUL13 2002.5298 52468 1174 6  -79.1   -228 -0.128939   3991405  0.187442   171  0.056760  0.0000 0.000598 0.000684 0.002367 -0.058260  0.074014 -0.169259
HILB 02JUL14 2002.5325 52469 1175 0  -79.1   -228 -0.128929   3991405  0.185183   171  0.060255  0.0000 0.000604 0.000691 0.002404 -0.079215  0.084480 -0.188895
HILB 02JUL15 2002.5352 52470 1175 1  -79.1   -228 -0.129437   3991405  0.187196   171  0.061336  0.0000 0.000615 0.000728 0.002483 -0.071865  0.060190 -0.173926
HILB 02JUL16 2002.5380 52471 1175 2  -79.1   -228 -0.130190   3991405  0.187406   171  0.059458  0.0000 0.000613 0.000702 0.002402 -0.068840  0.049095 -0.178187
HILB 02JUL17 2002.5407 52472 1175 3  -79.1   -228 -0.129727   3991405  0.187930   171  0.059580  0.0000 0.000606 0.000702 0.002429 -0.051055  0.050581 -0.185154
HILB 02JUL18 2002.5435 52473 1175 4  -79.1   -228 -0.130271   3991405  0.188780   171  0.063478  0.0000 0.000638 0.000713 0.002480 -0.036115  0.041104 -0.136447
HILB 02JUL19 2002.5462 52474 1175 5  -79.1   -228 -0.132500   3991405  0.188136   171  0.064038  0.0000 0.000800 0.000893 0.003199 -0.114538  0.090813 -0.192014
HILB 02JUL20 2002.5489 52475 1175 6  -79.1   -228 -0.129408   3991405  0.190528   171  0.062921  0.0000 0.000606 0.000691 0.002423 -0.065254  0.084676 -0.186486
HILB 02JUL21 2002.5517 52476 1176 0  -79.1   -228 -0.129594   3991405  0.187090   171  0.058893  0.0000 0.000603 0.000702 0.002413 -0.062322  0.050235 -0.184335
HILB 02JUL22 2002.5544 52477 1176 1  -79.1   -228 -0.134923   3991405  0.188522   171  0.058729  0.0000 0.000601 0.000691 0.002373 -0.051427  0.047517 -0.171172
HILB 02JUL23 2002.5572 52478 1176 2  -79.1   -228 -0.128567   3991405  0.187190   171  0.061172  0.0000 0.000870 0.000970 0.003437 -0.043234  0.009949 -0.136731
HILB 02JUL25 2002.5626 52480 1176 4  -79.1   -228 -0.131748   3991405  0.184495   171  0.059174  0.0000 0.000606 0.000693 0.002408 -0.059476  0.049715 -0.177344
HILB 02JUL26 2002.5654 52481 1176 5  -79.1   -228 -0.131116   3991405  0.182520   171  0.062576  0.0000 0.000614 0.000710 0.002470 -0.057038  0.043600 -0.187432
HILB 02JUL27 2002.5681 52482 1176 6  -79.1   -228 -0.130980   3991405  0.179492   171  0.063502  0.0000 0.000604 0.000690 0.002399 -0.057654  0.049494 -0.173208
HILB 02JUL28 2002.5708 52483 1177 0  -79.1   -228 -0.131325   3991405  0.183567   171  0.054372  0.0000 0.000612 0.000708 0.002457 -0.067270  0.046566 -0.180534
HILB 02JUL29 2002.5736 52484 1177 1  -79.1   -228 -0.130755   3991405  0.184256   171  0.058876  0.0000 0.000617 0.000713 0.002479 -0.084966  0.052109 -0.179120
HILB 02JUL30 2002.5763 52485 1177 2  -79.1   -228 -0.131307   3991405  0.185925   171  0.057247  0.0000 0.000616 0.000710 0.002469 -0.056717  0.038081 -0.179426
HILB 02JUL31 2002.5791 52486 1177 3  -79.1   -228 -0.133847   3991405  0.183587   171  0.071823  0.0000 0.000611 0.000703 0.002464 -0.041377  0.026573 -0.187465
HILB 02AUG01 2002.5818 52487 1177 4  -79.1   -228 -0.134052   3991405  0.186425   171  0.059246  0.0000 0.000606 0.000692 0.002409 -0.057379  0.053895 -0.187775
HILB 02AUG02 2002.5845 52488 1177 5  -79.1   -228 -0.133083   3991405  0.186853   171  0.066385  0.0000 0.000614 0.000715 0.002501 -0.075561  0.064830 -0.214473
HILB 02AUG03 2002.5873 52489 1177 6  -79.1   -228 -0.133481   3991405  0.183525   171  0.057900  0.0000 0.000631 0.000704 0.002503 -0.043155  0.059150 -0.169866
HILB 02AUG04 2002.5900 52490 1178 0  -79.1   -228 -0.133557   3991405  0.185653   171  0.056458  0.0000 0.000613 0.000711 0.002458 -0.064087  0.052283 -0.174696
HILB 02AUG05 2002.5927 52491 1178 1  -79.1   -228 -0.133353   3991405  0.186880   171  0.061016  0.0000 0.000606 0.000691 0.002403 -0.051019  0.048735 -0.164272
HILB 02AUG06 2002.5955 52492 1178 2  -79.1   -228 -0.129859   3991405  0.187933   171  0.056752  0.0000 0.000747 0.000865 0.003053 -0.047826  0.000116 -0.167746
HILB 02AUG07 2002.5982 52493 1178 3  -79.1   -228 -0.130731   3991405  0.185361   171  0.057303  0.0000 0.000707 0.000809 0.002891 -0.031973  0.030547 -0.161839
HILB 02AUG08 2002.6010 52494 1178 4  -79.1   -228 -0.133729   3991405  0.186367   171  0.052932  0.0000 0.000605 0.000695 0.002408 -0.045890  0.055892 -0.175967
HILB 02AUG09 2002.6037 52495 1178 5  -79.1   -228 -0.134266   3991405  0.186407   171  0.059316  0.0000 0.000606 0.000690 0.002388 -0.058132  0.060505 -0.165447
HILB 02AUG11 2002.6092 52497 1179 0  -79.1   -228 -0.134504   3991405  0.185787   171  0.057876  0.0000 0.000606 0.000697 0.002416 -0.053162  0.067776 -0.155918
HILB 02AUG12 2002.6119 52498 1179 1  -79.1   -228 -0.132926   3991405  0.187692   171  0.063336  0.0000 0.000609 0.000715 0.002465 -0.046453  0.047294 -0.173056
HILB 02AUG13 2002.6146 52499 1179 2  -79.1   -228 -0.132147   3991405  0.188376   171  0.055777  0.0000 0.000620 0.000739 0.002559 -0.068979  0.049528 -0.193143
HILB 02AUG14 2002.6174 52500 1179 3  -79.1   -228 -0.132913   3991405  0.185234   171  0.060895  0.0000 0.000614 0.000713 0.002479 -0.059309  0.056867 -0.177778
HILB 02AUG15 2002.6201 52501 1179 4  -79.1   -228 -0.134596   3991405  0.187125   171  0.063696  0.0000 0.000615 0.000713 0.002468 -0.050003  0.036882 -0.172893
HILB 02AUG16 2002.6229 52502 1179 5  -79.1   -228 -0.131246   3991405  0.185386   171  0.067709  0.0000 0.000614 0.000717 0.002468 -0.056818  0.058332 -0.152352
HILB 02AUG17 2002.6256 52503 1179 6  -79.1   -228 -0.130849   3991405  0.181964   171  0.070957  0.0000 0.000623 0.000745 0.002568 -0.084195  0.055293 -0.177755
HILB 02AUG18 2002.6283 52504 1180 0  -79.1   -228 -0.132200   3991405  0.184884   171  0.064313  0.0000 0.000672 0.000801 0.002809 -0.104656  0.096142 -0.175524
HILB 02AUG22 2002.6393 52508 1180 4  -79.1   -228 -0.130801   3991405  0.182329   171  0.057168  0.0000 0.000602 0.000689 0.002388 -0.066691  0.066868 -0.168384
HILB 02AUG23 2002.6420 52509 1180 5  -79.1   -228 -0.131763   3991405  0.185941   171  0.066440  0.0000 0.000610 0.000715 0.002476 -0.076814  0.046224 -0.176610
HILB 02AUG24 2002.6448 52510 1180 6  -79.1   -228 -0.130378   3991405  0.188018   171  0.060133  0.0000 0.000616 0.000713 0.002498 -0.079541  0.041650 -0.174593
HILB 02AUG25 2002.6475 52511 1181 0  -79.1   -228 -0.135085   3991405  0.188842   171  0.053451  0.0000 0.000619 0.000719 0.002518 -0.082069  0.036971 -0.186231
HILB 02AUG26 2002.6502 52512 1181 1  -79.1   -228 -0.134205   3991405  0.184033   171  0.062895  0.0000 0.000612 0.000708 0.002469 -0.088406  0.064531 -0.192643
HILB 02AUG27 2002.6530 52513 1181 2  -79.1   -228 -0.132882   3991405  0.185236   171  0.058382  0.0000 0.000610 0.000715 0.002477 -0.068284  0.056882 -0.177575
HILB 02AUG28 2002.6557 52514 1181 3  -79.1   -228 -0.133419   3991405  0.185458   171  0.057209  0.0000 0.000607 0.000709 0.002443 -0.082652  0.057804 -0.167325
HILB 02AUG29 2002.6585 52515 1181 4  -79.1   -228 -0.132034   3991405  0.184520   171  0.067779  0.0000 0.000602 0.000695 0.002406 -0.057655  0.043240 -0.180302
HILB 02AUG30 2002.6612 52516 1181 5  -79.1   -228 -0.132958   3991405  0.183574   171  0.055021  0.0000 0.000626 0.000697 0.002460 -0.037793  0.041305 -0.155013
HILB 02AUG31 2002.6639 52517 1181 6  -79.1   -228 -0.132961   3991405  0.183196   171  0.062173  0.0000 0.000648 0.000733 0.002621 -0.074637  0.086646 -0.167020
HILB 02SEP01 2002.6667 52518 1182 0  -79.1   -228 -0.133697   3991405  0.185764   171  0.050355  0.0000 0.000604 0.000693 0.002399 -0.059679  0.051434 -0.166795
HILB 02SEP02 2002.6694 52519 1182 1  -79.1   -228 -0.131451   3991405  0.183817   171  0.056496  0.0000 0.000597 0.000686 0.002361 -0.059900  0.051842 -0.159943
HILB 02SEP03 2002.6721 52520 1182 2  -79.1   -228 -0.131703   3991405  0.187964   171  0.058959  0.0000 0.000624 0.000706 0.002466 -0.060086  0.048906 -0.200954
HILB 02SEP04 2002.6749 52521 1182 3  -79.1   -228 -0.131104   3991405  0.185044   171  0.055833  0.0000 0.000621 0.000707 0.002453 -0.068714  0.054245 -0.201683
HILB 02SEP05 2002.6776 52522 1182 4  -79.1   -228 -0.133191   3991405  0.182437   171  0.070373  0.0000 0.000653 0.000733 0.002569 -0.080986  0.073076 -0.224469
HILB 02SEP06 2002.6804 52523 1182 5  -79.1   -228 -0.131578   3991405  0.187596   171  0.059820  0.0000 0.000622 0.000710 0.002459 -0.049671  0.053031 -0.199217
HILB 02SEP07 2002.6831 52524 1182 6  -79.1   -228 -0.132452   3991405  0.187198   171  0.058471  0.0000 0.000620 0.000717 0.002510 -0.086138  0.078667 -0.193363
HILB 02SEP08 2002.6858 52525 1183 0  -79.1   -228 -0.132634   3991405  0.185843   171  0.060472  0.0000 0.000615 0.000714 0.002510 -0.097141  0.082114 -0.220298
HILB 02SEP09 2002.6886 52526 1183 1  -79.1   -228 -0.132207   3991405  0.184922   171  0.061351  0.0000 0.000620 0.000738 0.002564 -0.113806  0.068906 -0.185482
HILB 02SEP10 2002.6913 52527 1183 2  -79.1   -228 -0.128470   3991405  0.183497   171  0.063818  0.0000 0.000604 0.000694 0.002400 -0.068534  0.047183 -0.186206
HILB 02SEP11 2002.6940 52528 1183 3  -79.1   -228 -0.132944   3991405  0.185656   171  0.052226  0.0000 0.000607 0.000695 0.002436 -0.053497  0.053043 -0.210641
HILB 02SEP12 2002.6968 52529 1183 4  -79.1   -228 -0.131453   3991405  0.184240   171  0.060109  0.0000 0.000603 0.000692 0.002408 -0.053213  0.049545 -0.196912
HILB 02SEP13 2002.6995 52530 1183 5  -79.1   -228 -0.131821   3991405  0.183781   171  0.060179  0.0000 0.000617 0.000713 0.002519 -0.078107  0.054659 -0.181033
HILB 02SEP14 2002.7023 52531 1183 6  -79.1   -228 -0.132370   3991405  0.186134   171  0.057146  0.0000 0.000604 0.000689 0.002400 -0.061603  0.054949 -0.194864
HILB 02SEP15 2002.7050 52532 1184 0  -79.1   -228 -0.133440   3991405  0.184131   171  0.054521  0.0000 0.000622 0.000732 0.002562 -0.097932  0.078393 -0.207051
HILB 02SEP16 2002.7077 52533 1184 1  -79.1   -228 -0.132740   3991405  0.183661   171  0.064811  0.0000 0.000616 0.000711 0.002483 -0.082646  0.058897 -0.198517
HILB 02SEP17 2002.7105 52534 1184 2  -79.1   -228 -0.130819   3991405  0.187347   171  0.063587  0.0000 0.000606 0.000687 0.002400 -0.055510  0.036156 -0.182772
HILB 02SEP18 2002.7132 52535 1184 3  -79.1   -228 -0.131269   3991405  0.184796   171  0.056674  0.0000 0.000607 0.000704 0.002439 -0.022681  0.024544 -0.181607
