site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu
LAGC 14APR05 2014.2587 56752 1786 6   -6.2  -1061 -0.846721   4044544  0.377081    67  0.730538  0.0000 0.000670 0.000851 0.002773 -0.008201 -0.115502 -0.076825
LAGC 14APR06 2014.2615 56753 1787 0   -6.2  -1061 -0.848260   4044544  0.375082    67  0.720855  0.0000 0.000520 0.000619 0.002007  0.068015 -0.101999 -0.133677
LAGC 14APR07 2014.2642 56754 1787 1   -6.2  -1061 -0.846396   4044544  0.375770    67  0.726383  0.0000 0.000518 0.000626 0.002048  0.067205 -0.107969 -0.109891
LAGC 14APR08 2014.2669 56755 1787 2   -6.2  -1061 -0.846259   4044544  0.376497    67  0.727098  0.0000 0.000514 0.000612 0.001986  0.093322 -0.101440 -0.169493
LAGC 14APR09 2014.2697 56756 1787 3   -6.2  -1061 -0.848976   4044544  0.374969    67  0.719524  0.0000 0.000513 0.000614 0.001983  0.076516 -0.104071 -0.178195
LAGC 14APR10 2014.2724 56757 1787 4   -6.2  -1061 -0.848074   4044544  0.375617    67  0.730813  0.0000 0.000536 0.000628 0.002067  0.125701 -0.163183 -0.173768
LAGC 14APR11 2014.2752 56758 1787 5   -6.2  -1061 -0.848558   4044544  0.374647    67  0.732029  0.0000 0.000535 0.000628 0.002066  0.116903 -0.151193 -0.159563
LAGC 14APR12 2014.2779 56759 1787 6   -6.2  -1061 -0.850732   4044544  0.375907    67  0.724168  0.0000 0.000542 0.000633 0.002077  0.074370 -0.056055 -0.154234
LAGC 14APR13 2014.2806 56760 1788 0   -6.2  -1061 -0.849375   4044544  0.379010    67  0.724719  0.0000 0.000521 0.000609 0.002029  0.090712 -0.126179 -0.202396
LAGC 14APR14 2014.2834 56761 1788 1   -6.2  -1061 -0.847740   4044544  0.374664    67  0.727561  0.0000 0.000521 0.000625 0.002029  0.082601 -0.114602 -0.148443
LAGC 14APR15 2014.2861 56762 1788 2   -6.2  -1061 -0.848683   4044544  0.376974    67  0.726278  0.0000 0.000592 0.000726 0.002318  0.058297 -0.066281 -0.175801
LAGC 14APR16 2014.2888 56763 1788 3   -6.2  -1061 -0.849048   4044544  0.377337    67  0.727066  0.0000 0.000592 0.000720 0.002341  0.050115 -0.067666 -0.095645
LAGC 14APR17 2014.2916 56764 1788 4   -6.2  -1061 -0.847289   4044544  0.372597    67  0.719232  0.0000 0.000585 0.000710 0.002307  0.060596 -0.064599 -0.112264
LAGC 14APR18 2014.2943 56765 1788 5   -6.2  -1061 -0.848244   4044544  0.375953    67  0.724853  0.0000 0.000585 0.000710 0.002308  0.039767 -0.070549 -0.141774
LAGC 14APR19 2014.2971 56766 1788 6   -6.2  -1061 -0.848396   4044544  0.376164    67  0.723132  0.0000 0.000615 0.000725 0.002408  0.051328 -0.099440 -0.151179
LAGC 14APR20 2014.2998 56767 1789 0   -6.2  -1061 -0.848991   4044544  0.374122    67  0.729733  0.0000 0.000586 0.000708 0.002315  0.044803 -0.104213 -0.143128
LAGC 14APR21 2014.3025 56768 1789 1   -6.2  -1061 -0.846675   4044544  0.377748    67  0.724356  0.0000 0.000608 0.000733 0.002372  0.059746 -0.074815 -0.157483
LAGC 14APR24 2014.3107 56771 1789 4   -6.2  -1061 -0.845831   4044544  0.377627    67  0.720328  0.0000 0.000579 0.000699 0.002272  0.040487 -0.072824 -0.132011
LAGC 14APR25 2014.3135 56772 1789 5   -6.2  -1061 -0.845785   4044544  0.376141    67  0.720836  0.0000 0.000522 0.000614 0.002016  0.100958 -0.128995 -0.209272
LAGC 14MAY02 2014.3326 56779 1790 5   -6.2  -1061 -0.849859   4044544  0.371035    67  0.682355  0.0000 0.000661 0.000806 0.002679  0.028953 -0.146155 -0.119654
LAGC 14MAY03 2014.3354 56780 1790 6   -6.2  -1061 -0.854004   4044544  0.372602    67  0.692266  0.0000 0.000518 0.000615 0.002010  0.079673 -0.088757 -0.145870
LAGC 14MAY04 2014.3381 56781 1791 0   -6.2  -1061 -0.852012   4044544  0.372712    67  0.688119  0.0000 0.000518 0.000618 0.002030  0.112832 -0.131811 -0.186168
LAGC 14MAY05 2014.3409 56782 1791 1   -6.2  -1061 -0.851968   4044544  0.372246    67  0.690801  0.0000 0.000515 0.000608 0.001987  0.090167 -0.129543 -0.182610
LAGC 14MAY06 2014.3436 56783 1791 2   -6.2  -1061 -0.851968   4044544  0.373339    67  0.684271  0.0000 0.000519 0.000614 0.002026  0.104721 -0.114894 -0.187909
LAGC 14MAY07 2014.3463 56784 1791 3   -6.2  -1061 -0.852638   4044544  0.372931    67  0.692546  0.0000 0.000527 0.000613 0.002053  0.121207 -0.168819 -0.211080
LAGC 14MAY08 2014.3491 56785 1791 4   -6.2  -1061 -0.854627   4044544  0.372904    67  0.685445  0.0000 0.000544 0.000637 0.002148  0.135647 -0.164096 -0.203519
LAGC 14MAY09 2014.3518 56786 1791 5   -6.2  -1061 -0.851085   4044544  0.372927    67  0.689992  0.0000 0.000520 0.000635 0.002102  0.085483 -0.118288 -0.132619
