1	0	0.000000000000e+00	0.000000000000e+00	0.0000e+00	0.0000e+00
1	1	0.000000000000e+00	0.000000000000e+00	0.0000e+00	0.0000e+00
2	0	-8.991799980606e-12	0.000000000000e+00	2.3262e-15	0.0000e+00
2	1	-2.006228599951e-11	-1.448949174967e-12	1.0537e-15	2.6319e-15
2	2	8.706672267504e-12	-5.750676594552e-12	-8.0476e-16	-1.4552e-15
3	0	-3.341584765250e-12	0.000000000000e+00	7.6421e-15	0.0000e+00
3	1	-2.586864716417e-12	9.289230718023e-12	1.3991e-14	7.4218e-15
3	2	-7.395342989391e-12	-4.766751399297e-13	4.0719e-15	3.1136e-15
3	3	4.495269490962e-13	3.420036542159e-12	1.3005e-16	1.6495e-16
4	0	-1.452383636315e-12	0.000000000000e+00	4.3240e-15	0.0000e+00
4	1	-7.492749110460e-12	-1.330679460505e-12	5.9146e-15	1.2676e-14
4	2	-3.176649302459e-12	6.142524731970e-12	1.4710e-14	7.5176e-15
4	3	1.686503665894e-12	2.873058208307e-12	6.0841e-15	4.2907e-15
4	4	-4.062078078838e-12	3.800715590022e-12	3.0163e-15	4.8285e-15
5	0	-9.792485626186e-12	0.000000000000e+00	1.2078e-15	0.0000e+00
5	1	1.673244458747e-12	1.008600109939e-11	9.7722e-15	2.6291e-15
5	2	-8.586331475665e-12	1.833434084633e-12	5.1900e-15	1.1162e-14
5	3	4.331466117387e-12	3.575343616158e-12	4.9175e-15	5.1875e-15
5	4	4.887057088526e-12	-2.092273740768e-13	2.8398e-15	1.8845e-15
5	5	3.307730725993e-12	3.870284679999e-12	6.2556e-16	5.3369e-16
6	0	-5.959453776498e-12	0.000000000000e+00	1.3978e-15	0.0000e+00
6	1	-7.414255166128e-12	2.825488504985e-12	2.0204e-15	5.3382e-15
6	2	-5.422172500470e-12	4.272336960921e-12	5.0139e-15	4.0288e-15
6	3	2.981181671491e-12	1.020525404920e-11	9.6674e-15	4.3800e-15
6	4	4.781092920741e-12	-1.819512752092e-12	1.4137e-14	1.3745e-14
6	5	1.786912546670e-12	-1.832381195343e-12	1.2452e-14	6.3104e-15
6	6	1.098415190594e-12	3.817117276397e-12	4.4452e-15	5.4055e-15
7	0	-2.927873839687e-12	0.000000000000e+00	1.4226e-15	0.0000e+00
7	1	-1.114361437065e-12	1.054280152710e-11	6.5403e-15	1.3862e-15
