1	0	0.000000000000e+00	0.000000000000e+00	0.0000e+00	0.0000e+00
1	1	0.000000000000e+00	0.000000000000e+00	0.0000e+00	0.0000e+00
2	0	-1.254650537191e-11	0.000000000000e+00	3.3755e-15	0.0000e+00
2	1	-2.340091187938e-11	-4.283335288128e-12	1.2779e-15	3.5604e-15
2	2	1.116217918677e-11	-3.906188468519e-12	5.2950e-17	6.4569e-17
3	0	-4.195387858888e-12	0.000000000000e+00	8.9682e-15	0.0000e+00
3	1	-1.824464723882e-12	6.458764584583e-12	1.4522e-14	7.5170e-15
3	2	-7.668337345030e-12	-2.288660002179e-12	3.6155e-15	2.7344e-15
3	3	4.811972053072e-12	3.461645411642e-12	7.3584e-17	1.1169e-16
4	0	-1.493228415934e-15	0.000000000000e+00	7.4719e-15	0.0000e+00
4	1	-8.865035332545e-12	-2.203973571290e-12	8.3312e-15	1.7208e-14
4	2	-2.024957805230e-12	2.422052926906e-12	1.9016e-14	9.8647e-15
4	3	2.507113385105e-12	2.433129654478e-13	7.3924e-15	5.1635e-15
4	4	-8.542690367152e-13	4.399415758148e-12	2.3784e-15	3.6372e-15
5	0	-5.576884061554e-12	0.000000000000e+00	2.0863e-15	0.0000e+00
5	1	2.855753706886e-12	1.357524592277e-11	1.4408e-14	4.0089e-15
5	2	-6.850058620182e-12	3.684937182105e-12	7.7336e-15	1.6102e-14
5	3	2.251442762895e-12	1.117139187275e-12	6.7541e-15	7.2460e-15
5	4	5.378864052955e-12	8.570318764299e-13	2.5520e-15	1.7224e-15
5	5	3.368179412020e-12	2.994113896743e-12	4.7987e-16	4.0918e-16
6	0	-4.311794054737e-12	0.000000000000e+00	2.5158e-15	0.0000e+00
6	1	-6.651075643426e-12	3.082091699993e-12	3.1611e-15	8.2007e-15
6	2	-3.713915624032e-12	6.889364233438e-12	7.5496e-15	6.0866e-15
6	3	3.338606428823e-12	9.480480186905e-12	1.4310e-14	6.8120e-15
6	4	4.333005113142e-12	-7.606403024774e-13	1.7988e-14	1.7224e-14
6	5	1.448655279047e-12	-1.124079141762e-12	1.2746e-14	6.6470e-15
6	6	-3.551429596781e-13	2.746816125105e-12	3.3744e-15	3.9649e-15
7	0	-4.486368252914e-12	0.000000000000e+00	2.7054e-15	0.0000e+00
7	1	-9.072279211304e-13	1.118651256144e-11	1.0032e-14	2.2876e-15
7	2	-6.120592366462e-12	7.658548422110e-12	7.0486e-15	5.3314e-15
7	3	2.578808284967e-12	4.511510162147e-12	6.5748e-15	4.3810e-15
7	4	4.986296042727e-12	2.907442084736e-12	9.0066e-15	8.9691e-15
7	5	1.363902513471e-12	8.144676230268e-13	1.6255e-14	1.3866e-14
7	6	2.135862467634e-12	-8.462545279548e-13	8.8583e-15	7.8368e-15
7	7	1.096460363238e-13	2.959231643355e-13	1.4814e-15	1.2763e-15
8	0	1.023653797292e-12	0.000000000000e+00	4.5473e-15	0.0000e+00
8	1	-6.460826876262e-12	3.219702552501e-12	2.4607e-15	5.4016e-15
8	2	1.725191084671e-12	6.702811331447e-12	6.4281e-15	4.6114e-15
8	3	1.977586080421e-12	6.248975769262e-12	9.5371e-15	5.0095e-15
8	4	5.279846711767e-12	1.775338525625e-12	8.9082e-15	1.7154e-14
8	5	1.523793225671e-12	1.067637199098e-12	1.1626e-14	9.8284e-15
8	6	-1.619999738782e-12	1.311392822994e-12	1.7694e-14	1.9672e-14
8	7	1.078758832595e-12	4.415810186295e-13	1.2727e-14	9.2934e-15
8	8	-1.066252087993e-13	-5.668540913086e-13	2.2868e-15	1.7722e-15
9	0	9.823539961346e-13	0.000000000000e+00	2.4636e-15	0.0000e+00
9	1	-2.606195276323e-13	5.342345537338e-12	7.2105e-15	2.5268e-15
9	2	-4.831149529774e-13	6.487077662962e-12	9.9213e-15	3.8999e-15
9	3	1.784704521097e-12	5.239180007470e-12	5.9766e-15	4.2005e-15
9	4	6.188753074382e-12	-4.988836851014e-13	7.7026e-15	8.6217e-15
9	5	-1.413784366628e-13	2.615011771342e-13	1.2424e-14	9.2270e-15
9	6	-1.134128856903e-12	1.426685848543e-12	1.3739e-14	1.3213e-14
9	7	3.589141519213e-13	1.147553316267e-12	1.8767e-14	1.7299e-14
9	8	7.458685798052e-14	-1.303763114245e-12	1.4294e-14	1.2536e-14
9	9	-1.549856654679e-12	-1.208742645169e-12	4.0009e-15	4.7815e-15
10	0	4.856439294903e-12	0.000000000000e+00	2.5493e-15	0.0000e+00
10	1	-2.413148935015e-12	-3.982148322097e-13	4.1219e-15	6.2927e-15
10	2	4.678943565148e-12	3.348765349730e-12	3.8236e-15	5.4480e-15
10	3	4.765386500988e-12	5.452832423404e-12	5.5888e-15	5.2782e-15
10	4	4.651066360807e-12	8.084561740165e-14	6.1816e-15	1.3955e-14
10	5	1.699780202786e-12	-2.584298303675e-13	1.5244e-14	1.3826e-14
10	6	-6.985237099381e-13	1.078151066664e-12	1.1719e-14	1.4760e-14
10	7	-1.261116882397e-12	-1.368256096847e-13	1.3917e-14	1.2870e-14
10	8	-9.416557738022e-13	4.759645066192e-13	2.0505e-14	1.9715e-14
10	9	1.544201589172e-12	7.221425432729e-13	1.0905e-14	1.4767e-14
10	10	-4.336093433945e-13	-1.160857226998e-13	2.8269e-15	3.0690e-15
11	0	1.014224993772e-12	0.000000000000e+00	4.1356e-15	0.0000e+00
11	1	9.581515310132e-13	9.684581401717e-13	5.7409e-15	5.7753e-15
11	2	5.851800902124e-13	4.210491107429e-12	7.1168e-15	4.1245e-15
