1	0	0.000000000000e+00	0.000000000000e+00	0.0000e+00	0.0000e+00
1	1	0.000000000000e+00	0.000000000000e+00	0.0000e+00	0.0000e+00
2	0	-1.657393282565e-11	0.000000000000e+00	2.2978e-15	0.0000e+00
2	1	-2.417726145415e-11	-4.527432655640e-12	-2.2054e-17	7.6032e-16
2	2	1.152628826071e-11	-6.208582286498e-12	-1.1250e-16	-8.2560e-17
3	0	-1.520951714053e-12	0.000000000000e+00	8.4683e-15	0.0000e+00
3	1	-1.694299373260e-12	7.069749430739e-12	1.2761e-14	6.2816e-15
3	2	-8.502458987444e-12	-1.826302391990e-12	1.8735e-15	1.4937e-15
3	3	5.838514359183e-12	3.374979766681e-12	-3.5397e-17	-3.1465e-17
4	0	-4.435553293819e-13	0.000000000000e+00	7.0409e-15	0.0000e+00
4	1	-9.381582306485e-12	-2.194245444670e-12	8.1931e-15	1.6850e-14
4	2	-1.390623291773e-12	2.546609785187e-12	1.8292e-14	9.5193e-15
4	3	3.682839013139e-12	-1.219235899990e-12	6.2039e-15	4.3927e-15
4	4	-2.355383873727e-12	5.411404928838e-12	2.0622e-15	2.8856e-15
5	0	-7.172906056328e-12	0.000000000000e+00	1.9795e-15	0.0000e+00
5	1	3.424948723735e-12	1.424671325764e-11	1.3551e-14	3.8101e-15
5	2	-6.386027298159e-12	3.510599298354e-12	7.5844e-15	1.5615e-14
5	3	2.134034199969e-12	1.239643320437e-12	6.1487e-15	6.6004e-15
5	4	7.363589637591e-12	4.640146483755e-13	1.3810e-15	9.8197e-16
5	5	2.024084985229e-12	3.913184432920e-12	3.2639e-16	2.6518e-16
6	0	-4.308792733140e-12	0.000000000000e+00	2.3642e-15	0.0000e+00
6	1	-7.946692724778e-12	2.369918248735e-12	2.9780e-15	7.7030e-15
6	2	-3.081470302103e-12	7.384665267891e-12	7.1038e-15	5.7606e-15
6	3	3.132171928424e-12	1.008788563969e-11	1.3357e-14	6.3969e-15
6	4	5.193764715503e-12	-5.819602475320e-13	1.6933e-14	1.6174e-14
6	5	1.258101929174e-12	-1.748933120347e-12	1.1096e-14	5.7865e-15
6	6	-9.459916935697e-13	3.074996133050e-12	2.4495e-15	3.0790e-15
7	0	-3.519750797955e-12	0.000000000000e+00	2.4709e-15	0.0000e+00
7	1	-9.679823899224e-13	1.226720189546e-11	9.2526e-15	2.1327e-15
7	2	-5.747827701541e-12	7.957270725279e-12	6.6490e-15	5.0723e-15
7	3	1.714812522323e-12	3.337916541713e-12	5.9065e-15	3.9375e-15
7	4	4.435944343025e-12	3.688337367515e-12	8.4688e-15	8.4436e-15
7	5	1.793881932982e-12	4.043948026892e-13	1.5314e-14	1.3106e-14
7	6	2.440633666647e-12	-2.355334029913e-12	7.9496e-15	6.9494e-15
7	7	1.782668147878e-13	-3.930490626539e-13	1.2816e-15	1.0853e-15
8	0	1.430976482708e-12	0.000000000000e+00	4.1155e-15	0.0000e+00
8	1	-6.104014974890e-12	2.601409262085e-12	2.2690e-15	5.0042e-15
8	2	2.748972932328e-12	7.306463550063e-12	5.9820e-15	4.3267e-15
8	3	2.350681979450e-12	5.318566130045e-12	8.7570e-15	4.6208e-15
8	4	5.599109519145e-12	1.958549226997e-12	8.1124e-15	1.5638e-14
8	5	1.552910526921e-12	1.145387593916e-12	1.0597e-14	9.0081e-15
8	6	-1.951167657084e-12	1.057651414061e-12	1.6309e-14	1.8153e-14
8	7	2.206118571582e-12	9.854763457059e-13	1.1092e-14	8.0727e-15
8	8	1.040842242468e-13	-7.991874631030e-13	1.0287e-15	9.1920e-16
9	0	7.356543484734e-13	0.000000000000e+00	2.2160e-15	0.0000e+00
9	1	1.288284671719e-13	5.789565869318e-12	6.5610e-15	2.3047e-15
9	2	-3.690830962992e-13	6.777156974253e-12	9.2495e-15	3.6607e-15
9	3	1.713717637694e-12	5.263583828819e-12	5.3966e-15	3.8158e-15
9	4	6.427723036876e-12	-1.090691193763e-12	7.1965e-15	8.0812e-15
9	5	-2.703525958023e-13	4.969105422374e-13	1.0908e-14	8.1083e-15
9	6	-1.344490871416e-12	1.599086681610e-12	1.2634e-14	1.2144e-14
9	7	2.422480207700e-13	6.544050518038e-13	1.7415e-14	1.6026e-14
9	8	1.275550998040e-12	-8.312100331037e-13	1.2923e-14	1.1257e-14
9	9	-1.452911148738e-12	-1.817405081910e-12	3.3624e-15	4.0568e-15
10	0	5.459586233879e-12	0.000000000000e+00	2.2950e-15	0.0000e+00
10	1	-2.971476722025e-12	-3.852752355170e-13	3.7389e-15	5.7369e-15
10	2	5.310406989227e-12	3.809418260148e-12	3.5491e-15	5.0411e-15
10	3	4.399488213784e-12	5.375604178118e-12	5.0910e-15	4.8259e-15
10	4	4.350265090241e-12	3.878038811048e-13	5.6029e-15	1.2693e-14
10	5	1.860799527902e-12	-5.530130632153e-13	1.3865e-14	1.2625e-14
10	6	-7.539906961000e-13	9.199190522294e-13	1.0279e-14	1.2961e-14
10	7	-1.771362970357e-12	2.956991076768e-14	1.2509e-14	1.1559e-14
10	8	-9.541506435577e-13	3.811646050459e-13	1.9061e-14	1.8339e-14
10	9	1.426965860240e-12	8.709876287561e-13	9.6736e-15	1.3062e-14
10	10	-4.535555759226e-13	-3.470825366925e-13	1.6122e-15	1.8202e-15
11	0	9.050427740010e-13	0.000000000000e+00	3.6801e-15	0.0000e+00
11	1	1.168442253223e-12	1.678007955218e-12	5.1841e-15	5.2422e-15
11	2	3.344439562115e-13	4.414899590017e-12	6.5463e-15	3.8039e-15
