1	0	0.000000000000e+00	0.000000000000e+00	0.0000e+00	0.0000e+00
1	1	0.000000000000e+00	0.000000000000e+00	0.0000e+00	0.0000e+00
2	0	-1.575970839960e-11	0.000000000000e+00	-1.7963e-15	0.0000e+00
2	1	-2.563052058808e-11	-7.684878241212e-12	-3.1531e-15	-6.9547e-15
2	2	1.383643658307e-11	-5.387838169186e-12	-3.7101e-16	-3.4382e-16
3	0	-1.213500747803e-12	0.000000000000e+00	3.1917e-15	0.0000e+00
3	1	9.555673697083e-13	7.503865185339e-12	-1.3667e-15	-1.3949e-15
3	2	-1.141039110531e-11	-7.753811267395e-13	-7.9013e-15	-5.9533e-15
3	3	7.997512219786e-12	6.026253612319e-12	-5.9206e-16	-6.9778e-16
4	0	-4.403587776961e-12	0.000000000000e+00	4.2931e-15	0.0000e+00
4	1	-1.078747728812e-11	-1.581623526586e-12	5.1213e-15	1.0004e-14
4	2	-3.010307864765e-12	1.742334286767e-12	8.2921e-15	4.4992e-15
4	3	4.866170337080e-12	-7.906373420006e-13	-1.5343e-15	-7.9860e-16
4	4	-4.686657666263e-14	2.923154117323e-12	3.5968e-16	-2.4189e-16
5	0	-7.679321176450e-12	0.000000000000e+00	1.3243e-15	0.0000e+00
5	1	4.196544035859e-12	1.658778754774e-11	7.9924e-15	2.3359e-15
5	2	-7.236071594310e-12	5.127201623078e-12	4.6332e-15	9.1464e-15
5	3	6.734123326630e-13	3.712738640327e-12	1.1430e-15	1.3005e-15
5	4	9.413180462253e-12	1.207017947788e-12	-5.2174e-15	-3.5106e-15
5	5	1.242679436023e-12	2.679551894345e-12	-5.7486e-16	-5.7472e-16
6	0	-4.737397788979e-12	0.000000000000e+00	1.4297e-15	0.0000e+00
6	1	-9.533992756529e-12	5.557898264568e-14	1.7296e-15	4.2866e-15
6	2	-1.039650760151e-12	9.045607488781e-12	3.5533e-15	3.0827e-15
6	3	4.010697051875e-12	9.876673615045e-12	6.8630e-15	3.4626e-15
6	4	5.327560547019e-12	-4.626129875437e-13	6.9043e-15	6.4466e-15
6	5	3.023606499354e-13	-2.967443471074e-12	-1.7369e-15	-9.2336e-16
6	6	-3.587020427538e-12	3.702944164641e-12	-1.9074e-15	-1.3632e-15
7	0	-2.505746699296e-12	0.000000000000e+00	1.3889e-15	0.0000e+00
7	1	-1.054795762199e-12	1.254690239584e-11	5.0221e-15	1.2395e-15
7	2	-3.905724210699e-12	7.088985145203e-12	3.4990e-15	2.7969e-15
7	3	1.088101348902e-12	3.753428997794e-12	1.9489e-15	1.4159e-15
7	4	5.982418268529e-12	3.769419571113e-12	4.2166e-15	4.1664e-15
7	5	2.174536720605e-12	-1.974868634558e-13	5.7620e-15	5.0275e-15
7	6	1.209797327709e-12	-1.404567989380e-12	6.1033e-17	-3.5886e-16
7	7	1.019626916359e-12	1.172011302948e-12	-7.1078e-16	-6.0994e-16
8	0	1.764937369755e-12	0.000000000000e+00	2.0868e-15	0.0000e+00
8	1	-6.671383261731e-12	1.480508954455e-12	1.2335e-15	2.7110e-15
8	2	4.284009936683e-12	8.058644890916e-12	3.0176e-15	2.3071e-15
8	3	2.384641928297e-12	4.858957909318e-12	3.8259e-15	2.1194e-15
8	4	6.309731541095e-12	2.418349886314e-12	2.6532e-15	5.0809e-15
8	5	2.142676597578e-13	6.240393951537e-13	4.3995e-15	3.8128e-15
8	6	-2.594779209629e-12	1.999677126275e-12	5.0524e-15	5.9011e-15
8	7	1.995266976955e-12	9.472975650045e-13	-1.4291e-15	-1.1748e-15
8	8	4.833236428692e-13	5.430688085012e-13	-4.4342e-15	-3.3929e-15
9	0	7.505000229134e-13	0.000000000000e+00	1.1546e-15	0.0000e+00
9	1	3.037132093029e-13	7.034701251401e-12	3.2916e-15	1.2356e-15
9	2	-1.086247366674e-12	7.842460162737e-12	4.5821e-15	1.9654e-15
9	3	1.060761037210e-12	5.209305932523e-12	2.1313e-15	1.6653e-15
9	4	5.893899907101e-12	-1.331256911997e-12	3.1755e-15	3.6502e-15
9	5	-4.554325084833e-13	1.353581269881e-13	1.7550e-15	1.3651e-15
9	6	-3.838645551016e-12	2.297104979708e-12	5.8067e-15	5.4818e-15
9	7	9.566891295152e-13	7.619590619102e-13	5.3131e-15	4.7062e-15
9	8	1.583623697347e-12	-1.411753532402e-12	1.1965e-15	7.7111e-16
9	9	1.135315878440e-13	-1.888956936497e-12	-1.5705e-15	-1.8891e-15
10	0	4.446861406159e-12	0.000000000000e+00	1.1398e-15	0.0000e+00
10	1	-3.412993336831e-12	-5.790164909952e-13	1.8368e-15	2.8421e-15
10	2	5.091351746648e-12	4.047688252537e-12	1.8096e-15	2.5755e-15
10	3	4.411436570672e-12	5.008976217535e-12	2.0808e-15	2.0555e-15
10	4	4.223009845437e-12	7.166396920925e-13	1.8978e-15	4.3007e-15
10	5	1.897927723284e-12	-3.640952061005e-13	5.2722e-15	4.9317e-15
10	6	-1.539495802187e-12	1.538859524474e-12	1.4844e-15	2.0622e-15
10	7	-2.447358767529e-12	7.330762521286e-13	4.2948e-15	3.9867e-15
10	8	-7.422747858040e-13	3.832683021255e-13	6.7569e-15	6.4429e-15
10	9	1.304652561212e-12	1.003336079090e-12	-4.9895e-16	-7.1893e-16
10	10	-2.539504140079e-13	-6.932670679902e-13	-5.8166e-15	-5.8611e-15
11	0	2.134798555017e-13	0.000000000000e+00	1.7213e-15	0.0000e+00
11	1	1.096730188277e-12	2.322301063822e-12	2.4961e-15	2.6246e-15
11	2	-3.116943372817e-13	4.712001260509e-12	3.0928e-15	1.9091e-15
